date,South,Midwest,Northeast,West
2014-01-01,0.005336163431133195,0.0015326216095546048,0.0014252119582186845,0.004447879055284199
2014-01-02,0.006388973112931235,0.0014267078230856482,0.001962538267899416,0.004492686675433856
2014-01-03,0.0032805695094796747,0.00090480181574736,0.0010639931033162432,0.004686758519224545
2014-01-04,0.0037995041835178667,0.0017193512139442818,0.000845426452804419,0.0046398090276066175
2014-01-05,0.006309018463436102,0.002115379804969065,0.002055842429100308,0.003705050902810317
2014-01-06,0.005171180477286496,0.0009573059299251586,0.005169791369416069,0.002948667900341396
2014-01-07,0.001489864508613762,0.0004696867442412995,0.0008138661702757287,0.0035745414153610026
2014-01-08,0.002914489979172582,0.0009253259867342293,0.0006906837685378171,0.004950527934317371
2014-01-09,0.0053315665301230455,0.001409111510834825,0.001208722264094416,0.005422301226942797
2014-01-10,0.008034006865782914,0.003359133399617878,0.0024644577367290985,0.005271055796903359
2014-01-11,0.009124916538847673,0.004437446943440216,0.005933225745739665,0.005521545338545392
2014-01-12,0.0056994794744020996,0.0031680049598835545,0.004495302398519403,0.005471981469877871
2014-01-13,0.006153654727869934,0.00367921835726018,0.0032748752386337265,0.004489472893553981
2014-01-14,0.006705707358515488,0.003116997007084865,0.005103636936549071,0.003997149953186304
2014-01-15,0.004645094959396531,0.0017474613118448423,0.004189068297855282,0.003831506157007128
2014-01-16,0.0033169854459949733,0.0020040038988197984,0.0034473453691540403,0.0036511514660233567
2014-01-17,0.003235881683240604,0.0018129447599122047,0.0029969418005367987,0.003498536888512181
2014-01-18,0.002924751386389802,0.0014893892844646218,0.0030763200602610292,0.0036126868738316233
2014-01-19,0.0035229296908727034,0.0020012855920904854,0.002121116943240849,0.003795340318095145
2014-01-20,0.00444128203601747,0.0025194935432229977,0.0025271568892575318,0.0038964184538596036
2014-01-21,0.004647575951542128,0.0011249768234628426,0.0014611969551965168,0.003765432883313398
2014-01-22,0.0024915263207555428,0.0008216683530090561,0.0007526650125381993,0.004018582209025959
2014-01-23,0.002608621133554965,0.0007348879898309411,0.000706716868238114,0.004197361947712483
2014-01-24,0.001974357016708499,0.0008448456120902746,0.0007100512596674757,0.004018613768252164
2014-01-25,0.0027837397650614607,0.0017523637710761077,0.0013822924818039522,0.004404683255714505
2014-01-26,0.00418379416731502,0.0014579466273364737,0.001216020510568573,0.004690020104230455
2014-01-27,0.005492125243769167,0.0010785085892735238,0.002116414531359651,0.005345186937024962
2014-01-28,0.003592648155905164,0.00044610091202499605,0.0006173177275526372,0.005251846888798641
2014-01-29,0.003159321309502981,0.0006906631167405209,0.000743161026246397,0.005846265264688115
2014-01-30,0.0030831762427533695,0.0012748096718194137,0.0008403489994400833,0.006315002005894395
2014-01-31,0.005063989644701489,0.0017141163113727717,0.0016270535341571311,0.005909529368503673
2014-02-01,0.007030192533492831,0.0025069857845281943,0.0024108343048045255,0.004450243067233693
2014-02-02,0.007880725607084579,0.0020998748297335473,0.0036600048223719294,0.003868844667922591
2014-02-03,0.007332769082244094,0.0012571643189807325,0.0031707776831034727,0.004433504335209985
2014-02-04,0.006711904333506351,0.0013753967199811032,0.0019850960396851883,0.0043415235254558445
2014-02-05,0.0069851477196270365,0.0017198505220594419,0.002810304534269471,0.004243517515519865
2014-02-06,0.0046023035018554915,0.0009599377065117779,0.0018094569589470657,0.004566531688604474
2014-02-07,0.004173678254797807,0.0006843330706356109,0.0013778782666607034,0.005463826112946321
2014-02-08,0.004985194746934378,0.0010217033811780398,0.0011342435972927385,0.005767539572022637
2014-02-09,0.005659936432110449,0.0014784877418489077,0.0013960749932428456,0.006330824468985665
2014-02-10,0.0055105344853685284,0.0009264096263063941,0.001559526206806096,0.00656584547259558
2014-02-11,0.004543573017025873,0.0007474150074757292,0.0009614862015911712,0.006195424829953117
2014-02-12,0.004501459139516884,0.00100064390897765,0.0008805708458020959,0.005661991300474862
