2020-01-01,Atlanta,0.0041720765
2020-01-02,Atlanta,0.0046636656
2020-01-03,Atlanta,0.0037885318
2020-01-04,Atlanta,0.0038403465
2020-01-05,Atlanta,0.0042899062
2020-01-06,Atlanta,0.0042586966
2020-01-07,Atlanta,0.0035700176
2020-01-08,Atlanta,0.0036363409
2020-01-09,Atlanta,0.0038907794
2020-01-10,Atlanta,0.0045169921
2020-01-11,Atlanta,0.0053294991
2020-01-12,Atlanta,0.0043025908
2020-01-13,Atlanta,0.0043524771
2020-01-14,Atlanta,0.0047287912
2020-01-15,Atlanta,0.0041855263
2020-01-16,Atlanta,0.0038085336
2020-01-17,Atlanta,0.003924935
2020-01-18,Atlanta,0.0037585293
2020-01-19,Atlanta,0.0039471467
2020-01-20,Atlanta,0.0040203365
2020-01-21,Atlanta,0.0041180484
2020-01-22,Atlanta,0.0036720173
2020-01-23,Atlanta,0.0036838433
2020-01-24,Atlanta,0.0035746575
2020-01-25,Atlanta,0.0036957098
2020-01-26,Atlanta,0.0039554443
2020-01-27,Atlanta,0.0044123556
2020-01-28,Atlanta,0.0037779959
2020-01-29,Atlanta,0.0037320716
2020-01-30,Atlanta,0.0036990665
2020-01-31,Atlanta,0.0038006744
2020-02-01,Atlanta,0.0040711841
2020-02-02,Atlanta,0.0048111552
2020-02-03,Atlanta,0.0053770511
2020-02-04,Atlanta,0.0045807343
2020-02-05,Atlanta,0.0047890498
2020-02-06,Atlanta,0.0039826707
2020-02-07,Atlanta,0.0040147395
2020-02-08,Atlanta,0.0041874822
2020-02-09,Atlanta,0.0043861744
2020-02-10,Atlanta,0.0044954857
2020-02-11,Atlanta,0.0043504024
2020-02-12,Atlanta,0.0041457971
2020-02-13,Atlanta,0.0041006528
2020-02-14,Atlanta,0.0040896452
2020-02-15,Atlanta,0.0042014298
2020-02-16,Atlanta,0.0040348272
2020-02-17,Atlanta,0.0043047386
2020-02-18,Atlanta,0.0048326734
2020-02-19,Atlanta,0.0053679285
2020-02-20,Atlanta,0.0053661117
2020-02-21,Atlanta,0.0050046449
2020-02-22,Atlanta,0.0040271285
2020-02-23,Atlanta,0.0043092993
2020-02-24,Atlanta,0.0045775906
2020-02-25,Atlanta,0.0042410932
2020-02-26,Atlanta,0.0043607154
2020-02-27,Atlanta,0.0037555824
2020-02-28,Atlanta,0.0038190365
2020-02-29,Atlanta,0.0048113077
2020-03-01,Atlanta,0.0042645567
2020-03-02,Atlanta,0.0045995456
2020-03-03,Atlanta,0.004998804
2020-03-04,Atlanta,0.0041238769
2020-03-05,Atlanta,0.004282214
2020-03-06,Atlanta,0.0043264709
2020-03-07,Atlanta,0.0044417697
2020-03-08,Atlanta,0.0045573051
2020-03-09,Atlanta,0.0046412572
2020-03-10,Atlanta,0.0046812175
2020-03-11,Atlanta,0.0049151431
2020-03-12,Atlanta,0.0054196492
2020-03-13,Atlanta,0.0039281619
2020-03-14,Atlanta,0.0039652345
2020-03-15,Atlanta,0.0045578296
2020-03-16,Atlanta,0.0051809259
2020-03-17,Atlanta,0.0052245865
2020-03-18,Atlanta,0.0044467404
2020-03-19,Atlanta,0.0046855353
2020-03-20,Atlanta,0.004592241
2020-03-21,Atlanta,0.0041850208
2020-03-22,Atlanta,0.0046258523
2020-03-23,Atlanta,0.0049276579
2020-03-24,Atlanta,0.0042208082
2020-03-25,Atlanta,0.004194529
2020-03-26,Atlanta,0.0037618573
2020-03-27,Atlanta,0.0040134896
2020-03-28,Atlanta,0.0050330017
2020-03-29,Atlanta,0.0054902849
2020-03-30,Atlanta,0.0042829994
2020-03-31,Atlanta,0.004192474
2020-04-01,Atlanta,0.0044884145
2020-04-02,Atlanta,0.004603257
2020-04-03,Atlanta,0.0053420197
2020-04-04,Atlanta,0.0055523453
2020-04-05,Atlanta,0.005038515
2020-04-06,Atlanta,0.0046929856
2020-04-07,Atlanta,0.0054745992
2020-04-08,Atlanta,0.0049112457
2020-04-09,Atlanta,0.0045136744
2020-04-10,Atlanta,0.0044183953
2020-04-11,Atlanta,0.0047568844
2020-04-12,Atlanta,0.0050944587
2020-04-13,Atlanta,0.0053558998
2020-04-14,Atlanta,0.00562075
2020-04-15,Atlanta,0.0053599055
2020-04-16,Atlanta,0.0040879635
2020-04-17,Atlanta,0.0043507309
2020-04-18,Atlanta,0.0047391587
2020-04-19,Atlanta,0.004991933
2020-04-20,Atlanta,0.0048158806
2020-04-21,Atlanta,0.0047816845
2020-04-22,Atlanta,0.0055001995
2020-04-23,Atlanta,0.0051821008
2020-04-24,Atlanta,0.0047777121
2020-04-25,Atlanta,0.0055924808
2020-04-26,Atlanta,0.0051241263
2020-04-27,Atlanta,0.0055226639
2020-04-28,Atlanta,0.006064183
2020-04-29,Atlanta,0.0061715908
2020-04-30,Atlanta,0.006164973
2020-05-01,Atlanta,0.0052511855
2020-05-02,Atlanta,0.0047244498
2020-05-03,Atlanta,0.0046786578
2020-05-04,Atlanta,0.0049057299
2020-05-05,Atlanta,0.0051809318
2020-05-06,Atlanta,0.005283352
2020-05-07,Atlanta,0.0051906316
2020-05-08,Atlanta,0.0053550725
2020-05-09,Atlanta,0.0056882565
2020-05-10,Atlanta,0.0059268465
2020-05-11,Atlanta,0.0060995144
2020-05-12,Atlanta,0.0060808984
2020-05-13,Atlanta,0.0059103491
2020-05-14,Atlanta,0.0056832502
2020-05-15,Atlanta,0.0057746388
2020-05-16,Atlanta,0.0045502716
2020-05-17,Atlanta,0.0045751457
2020-05-18,Atlanta,0.0051596054
2020-05-19,Atlanta,0.0053887016
