Country,Week,ILI_p1e5,Year,cases,positivity,tests
Estonia,40,61.85033481227162,2015,,,
Estonia,41,54.27682442709549,2015,,,
Estonia,42,63.1125865431343,2015,,,
Estonia,43,61.85033481227162,2015,,,
Estonia,44,61.21920894684027,2015,,,
Estonia,45,46.70331404191938,2015,,,
Estonia,46,59.32583135054624,2015,1,50.0,2
Estonia,47,68.16159346658505,2015,,,
Estonia,48,54.90795029252683,2015,,,
Estonia,49,71.94834865917309,2015,,,
Estonia,50,68.79271933201638,2015,,,
Estonia,51,92.14437635297607,2015,,,
Estonia,52,47.96556577278206,2015,1,20.0,5
Estonia,53,66.89934173572236,2015,3,33.33333333,9
Estonia,1,49.22781750364475,2016,3,50.0,6
Estonia,2,70.6860969283104,2016,4,23.07692307,17
Estonia,3,94.66887981470144,2016,9,28.0,32
Estonia,4,189.3377596294029,2016,,,
Estonia,5,253.0814720379685,2016,36,36.45833333,99
Estonia,6,236.0410736713223,2016,41,35.71428571,115
Estonia,7,181.7642492442268,2016,28,34.84848484,80
Estonia,8,139.4788162603268,2016,,,
Estonia,9,140.1099421257581,2016,9,24.0,38
Estonia,10,109.1847747196223,2016,,,
Estonia,11,100.3490126035835,2016,8,33.33333333,24
Estonia,12,82.67748837150593,2016,6,31.57894736,19
Estonia,13,84.57086596779996,2016,7,19.04761904,37
Estonia,14,51.12119509993878,2016,5,27.27272727,18
Estonia,15,68.79271933201638,2016,,,
Estonia,16,70.05497106287906,2016,2,16.66666666,12
Estonia,17,78.25960731348653,2016,,,
Estonia,18,59.32583135054624,2016,,,
Estonia,19,65.63709000485967,2016,,,
Estonia,20,32.18741913699849,2016,,,
Estonia,21,39.12980365674326,2016,,,
Estonia,22,34.71192259872386,2016,,,
Estonia,23,28.40066394441043,2016,,,
Estonia,24,29.66291567527312,2016,,,
Estonia,25,26.50728634811641,2016,,,
Estonia,26,21.45827942466566,2016,,,
Estonia,27,17.04039836664626,2016,,,
Estonia,28,20.19602769380298,2016,,,
Estonia,29,14.51589490492089,2016,,,
Estonia,30,17.04039836664626,2016,,,
Estonia,31,18.30265009750894,2016,,,
Estonia,32,23.35165702095969,2016,,,
Estonia,33,18.93377596294029,2016,,,
Estonia,34,30.29404154070446,2016,,,
Estonia,35,28.40066394441043,2016,,,
Estonia,36,30.29404154070446,2016,,,
Estonia,37,50.49006923450744,2016,,,
Estonia,38,62.48146067770295,2016,,,
Estonia,39,57.43245375425221,2016,,,
Estonia,40,62.36913618746381,2016,,,
Estonia,41,62.36913618746381,2016,,,
Estonia,42,56.64135837432937,2016,,,
Estonia,43,61.09629667343392,2016,,,
Estonia,44,63.00555594447874,2016,,,
Estonia,45,52.82283983223975,2016,,,
Estonia,46,59.82345715940404,2016,,,
Estonia,47,58.55061764537418,2016,1,12.5,8
Estonia,48,58.55061764537418,2016,,,
Estonia,49,63.64197570149367,2016,4,14.28571428,28
Estonia,50,82.09814865492685,2016,12,50.0,24
Estonia,51,89.73518573910609,2016,29,61.9047619,47
Estonia,52,106.9185191785094,2016,24,69.69696969,34
Estonia,1,123.4654328608977,2017,38,52.23880597,73
Estonia,2,109.4641982065691,2017,41,57.35294117,71
Estonia,3,167.3783960949284,2017,38,53.03030303,72
Estonia,4,150.1950626555251,2017,31,61.70212765,50
Estonia,5,172.4697541510479,2017,23,53.84615384,43
Estonia,6,145.1037045994056,2017,22,47.5,46
Estonia,7,117.1012352907484,2017,19,33.33333333,57
Estonia,8,87.82592646806127,2017,9,38.88888888,23
Estonia,9,112.0098772346289,2017,3,20.0,15
Estonia,10,94.19012403821064,2017,2,7.14285714,28
Estonia,11,83.37098816895671,2017,3,7.14285714,42
Estonia,12,77.00679059880734,2017,,,
Estonia,13,66.82407448656836,2017,6,9.09090909,66
Estonia,14,61.73271643044886,2017,,,
Estonia,15,54.09567934626962,2017,,,
Estonia,16,46.45864226209038,2017,,,
Estonia,17,52.82283983223975,2017,,,
Estonia,18,52.18642007522481,2017,,,
Estonia,19,43.91296323403063,2017,,,
Estonia,20,33.73024712179165,2017,,,
Estonia,21,24.82037052358253,2017,,,
Estonia,22,24.82037052358253,2017,,,
Estonia,23,23.54753100955266,2017,,,
Estonia,24,23.54753100955266,2017,,,
Estonia,25,20.36543222447797,2017,,,
Estonia,26,28.00246930865721,2017,,,
Estonia,27,19.72901246746304,2017,,,
Estonia,28,24.18395076656759,2017,1,50.0,2
Estonia,29,17.18333343940329,2017,,,
Estonia,30,15.91049392537342,2017,,,
Estonia,31,10.18271611223899,2017,1,33.33333333,3
Estonia,32,13.36481489731367,2017,,,
Estonia,33,16.54691368238835,2017,,,
Estonia,34,16.54691368238835,2017,,,
Estonia,35,40.73086444895595,2017,,,
Estonia,36,40.09444469194101,2017,,,
Estonia,37,51.55000031820988,2017,,,
Estonia,38,47.09506201910532,2017,,,
Estonia,39,53.45925958925469,2017,,,
Estonia,40,58.01462478563278,2017,,,
Estonia,41,49.72682124482809,2017,,,
Estonia,42,48.45177454624275,2017,,,
Estonia,43,51.63939129270609,2017,,,
Estonia,44,65.66490497714479,2017,,,
Estonia,45,51.63939129270609,2017,,,
Estonia,46,66.30242832643745,2017,,,
Estonia,47,57.37710143634011,2017,,,
Estonia,48,86.06565215451016,2017,,,
Estonia,49,48.45177454624275,2017,1,14.28571428,7
Estonia,50,61.20224153209612,2017,3,10.0,30
Estonia,51,52.91443799129143,2017,3,18.18181818,17
Estonia,52,75.86527856582747,2017,3,60.0,5
Estonia,1,55.4645313884621,2018,4,44.44444444,9
Estonia,2,64.38985827855946,2018,5,21.73913043,23
Estonia,3,68.21499837431546,2018,9,27.27272727,33
Estonia,4,89.2532689009735,2018,20,45.71428571,44
Estonia,5,147.2678936866063,2018,12,15.9090909,75
Estonia,6,168.943687562557,2018,22,40.38461538,54
Estonia,7,177.8690144526543,2018,24,40.0,60
Estonia,8,160.6558840217523,2018,27,33.33333333,81
Estonia,9,167.031117514679,2018,13,36.66666666,35
Estonia,10,179.1440611512397,2018,17,47.05882352,36
Estonia,11,166.3935941653863,2018,15,32.55813953,46
Estonia,12,123.0420064134849,2018,16,42.42424242,38
Estonia,13,144.0802769401429,2018,,,
Estonia,14,109.6540160783389,2018,13,37.93103448,34
Estonia,15,82.87803540804681,2018,5,23.8095238,21
Estonia,16,98.81611914036351,2018,,,
Estonia,17,59.92719483351077,2018,4,50.0,8
Estonia,18,47.81425119695009,2018,,,
Estonia,19,42.71406440260874,2018,,,
Estonia,20,56.10205473775477,2018,,,
Estonia,21,33.15121416321873,2018,,,
Estonia,22,31.23864411534072,2018,1,12.5,8
Estonia,23,32.51369081392606,2018,,,
Estonia,24,26.77598067029205,2018,,,
Estonia,25,20.40074717736537,2018,,,
Estonia,26,25.50093397170671,2018,,,
Estonia,27,16.57560708160936,2018,,,
Estonia,28,16.57560708160936,2018,,,
Estonia,29,17.21313043090203,2018,,,
Estonia,30,15.9380837323167,2018,,,
Estonia,31,14.66303703373136,2018,,,
Estonia,32,22.31331722524337,2018,,,
Estonia,33,22.95084057453604,2018,,,
Estonia,34,25.50093397170671,2018,,,
Estonia,35,35.06378421109673,2018,,,
Estonia,36,33.15121416321873,2018,,,
Estonia,37,43.35158775190141,2018,,,
Estonia,38,56.73957808704743,2018,,,
Estonia,39,73.3151851686568,2018,,,
Estonia,40,59.8058958014747,2018,,,
Estonia,41,82.5169954729208,2018,,,
Estonia,42,57.5347858343301,2018,,,
Estonia,43,56.77774917861523,2018,1,14.28571428,7
Estonia,44,77.2177388829167,2018,1,12.5,8
Estonia,45,74.18959226005722,2018,,,
Estonia,46,62.07700576861932,2018,,,
Estonia,47,62.83404242433419,2018,,,
Estonia,48,79.48884885006132,2018,,,
Estonia,49,68.89033567005315,2018,2,25.0,8
