V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11
4031328.26085586	4031326.58888102	4039848.7656301	4025262.31406161	4033617.97348513	4032376.01768448	4034327.60150934	4022619.49624746	4036966.63423082	4036937.56817559	4042454.13881557
4004574.02111019	4004297.10947437	4013108.70017814	3998339.29478654	4006511.97636652	4005001.49510878	4007675.72774574	3995404.34499698	4009878.41502782	4010244.89865291	4015892.32481095
3975656.51649238	3975102.79377361	3984185.58980225	3969262.81812818	3977241.17057245	3975467.0030343	3978848.70026352	3966046.22795819	3980619.49631489	3981374.58328299	3987142.96391053
3944677.36562438	3943851.09690637	3953181.87548193	3938128.09293404	3945908.01921303	3943871.62490484	3947939.89581415	3934640.7003659	3949292.26655498	3950428.10456488	3956303.59203309
3911726.29814356	3910638.7214496	3920198.7383263	3905036.20174885	3912616.29028778	3910322.46805222	3915059.60873827	3901291.59201483	3915997.0481698	3917504.3519363	3923473.44580753
3876914.8092398	3875572.53394225	3885341.86612725	3870098.37019842	3877468.76102564	3874921.22561949	3880310.28414086	3866102.22192015	3880837.82676352	3882709.29329558	3888760.78823499
3840352.32508083	3838766.31570879	3848724.35917362	3833421.35322189	3840576.49157256	3837784.95233803	3843805.26211413	3829168.6804426	3843914.9605723	3846150.1164917	3852271.47949839
3802150.70584431	3800320.8436411	3810447.58754182	3795111.90428638	3802047.80017569	3799014.36247625	3805652.20188266	3790620.72929294	3805355.29673436	3807937.43112692	3814116.62991075
3762413.27797543	3760355.30217332	3770624.07605152	3755282.70726875	3761989.54366822	3758726.78684131	3765957.40358632	3750561.26821479	3765260.87300549	3768185.1889103	3774404.93627381
3721254.67285489	3718974.54991161	3729368.81330579	3714040.11904767	3720517.89125514	3717034.18157534	3724826.18314087	3709103.74773419	3723751.54136423	3727001.99060566	3733254.68357337
3678784.43632242	3676296.98221871	3686791.78180391	3671501.00155294	3677742.22642201	3674049.21160049	3682375.82859202	3666352.99809178	3680931.64793177	3684500.34953842	3690770.09752504
3635113.96866319	3632430.39249134	3643003.84397859	3627773.72179762	3633774.17022212	3629883.02862519	3638722.16539924	3622422.80250231	3636917.21229037	3640791.13370707	3647064.67202249
3590353.6235766	3587487.42772943	3598116.86610105	3582967.57980458	3588727.9399313	3584645.39363599	3593968.98820216	3577425.60810539	3591816.79974519	3595987.41779884	3602252.64507395
3544610.15160006	3541571.14465394	3552240.46705175	3537191.77733068	3542706.31682444	3538450.12076126	3548226.32584823	3531474.43154527	3545743.86799833	3550192.88923399	3556442.15482413
3497989.04343835	3494794.08918893	3505484.81381984	3490548.24748612	3495827.29786459	3491394.83655859	3501603.5400036	3484670.42883524	3498800.487948	3503519.14750448	3509741.96493062
3450597.69753475	3447252.20133877	3457949.58101048	3443145.59733546	3448179.95312838	3443588.26257355	3454199.84846942	3437120.09784767	3451089.11671641	3456065.77413715	3462253.4124256
3402539.59763075	3399051.78564997	3409737.80005199	3395085.78580856	3399873.24983836	3395134.6253204	3406120.7802178	3388921.93676637	3402719.9581129	3407935.45969859	3414080.72504046
3353909.64364567	3350301.28248818	3360952.17756331	3346463.38761747	3351009.36194969	3346135.61704856	3357465.67351863	3340177.94887978	3353795.21520669	3359230.56839092	3365325.3813488
3304800.97144212	3301085.66088292	3311685.02022857	3297382.35429336	3301681.1503198	3296690.20599578	3308335.37567123	3290987.08324762	3304401.45885109	3310041.71005481	3316080.90911228
3255314.96789882	3251500.77467456	3262036.83519758	3247928.88907269	3251984.38168721	3246885.38469317	3258821.9716801	3241432.14048675	3254637.5737256	3260469.0300983	3266449.10240158
3205539.55715653	3201641.25914235	3212097.18453381	3198197.91767632	3202009.94172331	3196817.05098946	3209014.06098439	3191610.09822364	3204595.40612318	3210602.8779948	3216512.72212842
3155559.27131209	3151591.60894579	3161950.20276604	3148267.93739668	3151842.46829648	3146560.3566879	3158998.13308852	3141600.27482411	3154357.99209404	3160526.78002573	3166365.19019256
3105454.80296536	3101432.80404973	3111678.77254692	3098223.4015539	3101564.20718659	3096204.78365022	3108857.73960581	3091488.40959452	3104007.40523413	3110326.23455308	3116084.4098931
3055305.21042707	3051239.14261423	3061361.77729865	3048141.75238542	3051255.81451219	3045826.57932133	3058672.38834611	3041351.90671394	3053622.95295143	3060078.35106041	3065750.04236444
3005186.78357611	3001086.61300587	3011073.86435612	2998098.77175553	3000987.78557748	2995499.08693014	3008514.62997718	2991264.97615201	3003277.70818035	3009858.27855469	3015440.64593973
2955171.28387131	2951045.19680633	2960888.32334601	2948161.80943996	2950833.10275302	2945294.50051105	2958455.60932385	2941295.18965992	2953045.09162446	2959735.71367985	2965224.9771971
2905323.76888383	2901179.55523949	2910868.02956505	2898396.02697357	2900856.56409411	2895274.36178312	2908561.07843929	2891508.49251805	2902990.33327983	2909778.36037675	2915171.10675111
2855704.89164498	2851553.41906919	2861077.61590486	2848864.64935497	2851120.65567963	2845504.85577673	2858892.86077559	2841966.05606136	2853176.55633656	2860048.91374108	2865341.16405491
2806374.41321085	2802222.06205536	2811575.83148211	2799624.26589322	2801680.98558089	2796041.01986158	2809510.80294873	2792726.33098903	2803659.69845746	2810604.8475705	2815796.20053112
2757384.97682296	2753241.66429618	2762416.72312782	2750729.26430908	2752596.39745062	2746934.21035451	2760472.83724898	2743842.01650761	2754495.53171803	2761502.04013265	2766589.13483652
2708786.13149525	2704663.53130038	2713650.53575687	2702231.60693605	2703913.43824666	2698237.27765845	2711824.53876788	2695359.97013861	2705734.54981671	2712790.13613375	2717772.24455697
2660626.85234681	2656529.64432328	2665324.33065027	2654175.52716488	2655680.44374179	2649995.58120569	2663612.71841987	2647330.79525836	2657422.61495799	2664516.01918231	2669391.77674326
2612949.46445813	2608884.8555388	2617482.06333748	2606605.76266507	2607938.18895581	2602250.6157335	2615881.89113178	2599794.83798572	2609603.42903688	2616723.59056984	2621489.68673062
2565791.72048326	2561766.81437808	2570162.59375076	2559558.75164025	2560723.95773258	2555043.58554599	2568670.74520382	2552787.79866569	2562314.10412339	2569451.68410655	2574108.72764296
2519189.76969638	2515211.03011051	2523400.09356494	2513069.15505221	2514074.75851973	2508407.37403034	2522014.924972	2506346.88118853	2515589.83986321	2522736.0754765	2527283.61330557
2473174.95633122	2469248.58559767	2477228.25407205	2467169.6154241	2468022.58002481	2462372.21311826	2475947.73395961	2460502.96679684	2469461.28638723	2476609.14331356	2481045.42120945
2427776.15766819	2423909.63044662	2431674.77583709	2421888.80518269	2422594.08160746	2416967.84170109	2430495.69682275	2415282.67252962	2423960.50258563	2431099.76826468	2435426.63052186
2383018.40335405	2379215.358222	2386767.39659591	2377250.74750079	2377814.8187521	2372216.26850592	2385685.79209498	2370712.2166768	2379112.04546533	2386233.08434601	2390451.12491113
2338924.66947457	2335189.72671862	2342527.09032797	2333277.35245348	2333707.84169837	2328143.44730265	2341540.6399826	2326810.7559285	2334937.46869624	2342032.08925273	2346140.73126084
2295514.18065829	2291852.37675218	2298972.67858652	2289988.3845101	2290291.45524552	2284766.39806927	2298079.0131411	2283600.51594185	2291455.40969047	2298516.27528615	2302516.40915583
2252803.08728744	2249217.27646648	2256121.21810185	2247397.71804787	2247581.09552483	2242099.42938491	2255317.80652082	2241097.15089306	2248680.83997013	2255702.63351844	2259594.56066763
2210806.01308674	2207297.52094684	2213989.1724633	2205524.15337777	2205592.09261919	2200159.31611963	2213271.61373748	2199311.80741335	2206631.39185891	2213605.23244048	2217391.00564197
2169533.99211845	2166105.96599369	2172586.73063459	2164378.22104781	2164335.21905146	2158954.24791325	2171951.61343217	2158255.9666737	2165317.86652191	2172235.940203	2175915.00528367
2128995.69189528	2125652.4421463	2131921.84510376	2123966.49982094	2123817.3756321	2118493.03359142	2131366.79668931	2117937.1854769	2124746.40993567	2131603.55638546	2135178.88811658
