V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99
1050262.39700875	851370.694122774	1184177.23823528	1306370.0112702	754119.462835359	706272.947888716	1155353.30644468	1158196.77016425	1171946.20673999	1765622.44629786	585103.022674246	1217283.979975	1036850.87781385	1100926.77706982	1542633.01796719	1062446.98362463	897513.496420568	1120180.70131275	1671121.85044529	906523.85885453	1375113.34099257	1627326.86380308	568028.691876292	1103156.17673162	785306.886845369	1181331.99371249	903973.517287703	981352.77246434	1016192.80541689	1014910.40303411	2304123.93805922	1104273.5578381	1055562.87226781	809402.909517913	1194099.20499464	1196804.11252894	1339822.47225407	1279081.88741267	1056350.36357559	1699405.81429557	1441661.55731809	1389218.13482454	699665.980592568	816874.323751667	1116089.79656388	795311.272636403	1400606.40373037	952226.595929486	1320711.33835663	1414074.66611452	623518.734919739	931079.97055208	851329.151062313	780431.651330251	687934.503345605	1177995.54860475	839097.175307919	1421351.25610381	955204.495973779	941939.511845287	793948.49170474	1108204.72365239	889917.96384848	896666.312902936	1001218.01359163	1271603.30914574	939449.835275462	1146948.54766393	752870.249568344	1375015.99463455	572811.178225144	1320360.26396928	666876.283919418	1099968.00758401	930981.768719699	733571.694417995	869848.576230724	756035.097661148	1781481.54507223	1094739.58049541	1046964.87223931	861276.984574878	1214276.36847063	1314033.97766226	1195031.9040124	1329489.47963115	1140377.98044327	1303593.31017898	903342.245201404	772770.59466677	843441.178276759	1193396.65514523	1150052.05935641	708769.955808735	636307.48938036	1051187.17734779	593149.101607087	1198216.37909084	972091.354237209
1033606.62773634	842571.347906018	1163163.02135795	1275290.81271835	747199.375724387	700750.773770947	1136851.51142367	1139273.76990624	1150406.47597152	1690506.90333745	581846.217204192	1196402.85890537	1018719.12716583	1082330.63978815	1500723.85007181	1044732.64589528	884861.730323679	1102775.12165692	1628138.30259624	896696.376673637	1342542.88942644	1570257.95795185	567227.548810059	1085495.00091168	776496.35457228	1158850.7146134	893470.257106596	967578.769471191	999282.381639718	1000017.65781022	2204691.97438481	1084926.36733212	1034842.63612642	795483.751587876	1171967.23586004	1178544.65578059	1303279.27337207	1255474.1947694	1043477.42654275	1655126.48586766	1402695.50232186	1360034.54136238	693841.700489764	808460.641202533	1098369.5312401	786028.837159595	1364512.27457041	938386.512746702	1289929.23735411	1387098.82514737	619662.895796139	919819.699259292	839904.971403318	771842.993467753	683336.160205003	1158615.81150437	830478.998409912	1390930.03803057	940834.821708465	931048.597068005	786112.559960406	1090817.05739947	881262.152890868	886557.359828418	984064.983193222	1240053.99184431	926522.320768567	1128981.69056311	745519.758150334	1346064.89137984	569908.812189349	1289389.61991212	661660.261557159	1071045.03084287	919885.795007265	727271.641853057	859188.392644027	748417.003082931	1718207.30495155	1076566.2261968	1032009.49504446	853152.167246632	1193331.84232388	1283725.3805456	1174622.698866	1302071.80161832	1121487.3433979	1280770.48668076	892096.205449422	764601.526041323	830255.131619966	1174454.33707043	1133692.01257673	702608.094326963	632811.80119503	1034332.68693468	589047.852007335	1170541.59100688	960794.077196298
1017283.67309528	833942.66448741	1142542.6523547	1244898.76636588	740446.720629455	695362.352308828	1118680.68061579	1120708.29845387	1129311.97441401	1618519.02085425	578709.895616308	1175912.02815106	1000961.11559186	1064115.14631629	1459876.1336465	1027379.05505546	872476.278563493	1085668.66495253	1586121.90830658	887049.526100947	1310716.82325981	1515109.67442286	566551.718949432	1068161.18091143	767892.058319592	1136849.78761199	883179.264547732	954069.431070689	982724.593605919	985410.825944143	2109188.42667005	1065966.77822931	1014542.17471499	781878.665097535	1150247.23246893	1160575.01552835	1267704.31697274	1232286.59531787	1030842.17824847	1611807.81531095	1364772.34089115	1331413.33270295	688177.211925405	800235.958795361	1080963.54084275	776957.297175114	1329305.35236334	924837.123495594	1259850.98591456	1360562.49916751	615915.325230668	908790.189474878	828737.597753384	763459.885383569	678891.271666958	1139582.63749628	822039.380257715	1361125.57483348	926767.503750882	920365.004037461	778456.581688537	1073741.08486268	872798.967882271	876635.943335759	967289.721676405	1209251.01182464	913867.099786481	1111309.77220091	738341.383873823	1317695.37938222	567118.287021063	1259131.90731326	656577.321627926	1042962.66024195	909002.359293677	721105.900155304	848752.984291911	740968.123335569	1657038.11754382	1058756.03561654	1017339.58770834	845214.912642692	1172768.20318161	1254126.55097633	1154618.49321839	1275238.91472562	1102968.67437952	1258335.28084704	881089.651054921	756606.603842776	817313.860204237	1155843.50030238	1117589.17876276	696596.771645762	629425.517958464	1017813.6419181	585083.689367808	1143536.42361646	949704.203560572
1001283.46058156	825474.518806167	1122307.03767501	1215181.75795081	733851.948586883	690099.363442884	1100832.6708996	1102491.12987183	1108651.76900196	1549549.5562421	575685.261446293	1155802.71746635	983566.221402013	1046269.87131322	1420071.75807513	1010375.60685966	860346.578798286	1068852.55604366	1545060.19978863	877575.140562703	1279622.07637207	1461832.36099678	565994.269197312	1051145.34063993	759484.314872879	1115318.23196436	873091.417539773	940816.273664942	966508.129478974	971080.689945756	2017512.67765125	1047384.97043949	994651.162319	768576.358872738	1128931.63477835	1142888.39011886	1233077.07323634	1209512.10350402	1018436.13797776	1569446.33714733	1327869.41441168	1303346.83749819	682663.978230444	792190.336644245	1063863.63148617	768087.06432204	1294969.95913348	911567.53787215	1230463.53813914	1334461.31174234	612267.867942301	897981.210005571	817817.117214767	755274.175760947	674593.271127127	1120887.79278797	813768.50340586	1331929.45064423	912992.721316817	909879.787092743	770970.609918351	1056968.04529851	864519.86184897	866893.294379784	950880.719505805	1179179.75839884	901474.15258761	1093924.9441696	731325.98476157	1289897.30601232	564432.274051633	1229575.5473275	651619.769656166	1015695.77368582	898322.267735728	715066.59103451	838532.729438036	733680.05023143	1597927.12296156	1041299.69590593	1002945.73481025	837457.903980491	1152577.51530087	1225224.24157636	1135011.2384123	1248980.40791798	1084812.4230283	1236280.75502183	870313.382741834	748777.020783819	804608.638790432	1137556.27306383	1101735.56166223	690726.283431238	626140.650574318	1001620.09700329	581248.00149071	1117186.0786044	938814.107036814
985596.253635855	817158.526149147	1102447.25951429	1186127.73744411	727406.108004683	684954.013955162	1083299.48344301	1084614.08457824	1088415.70036744	1483494.48177841	572763.809157711	1136066.38591391	966524.286553277	1028785.14548834	1381296.46207628	993711.899486319	848462.013995847	1052319.4505936	1504945.0102573	868264.736292058	1249243.3912438	1410378.02839688	565548.537289073	1034439.12370555	751264.706325224	1094244.67087929	863197.810637979	927809.301465642	950622.797019921	957017.792957668	1929559.08929111	1029171.3712346	975159.324838283	755565.979158889	1108011.82306538	1125477.8585384	1199378.09413388	1187143.12745835	1006252.0983068	1528034.94869333	1291967.83185492	1275827.03121677	677293.712789241	784315.1911171	1047061.07033246	759409.349951734	1261490.35043293	898568.137442831	1201754.08973702	1308791.67096871	608713.181071362	887385.16339883	807134.88030109	747276.922775438	670435.628626202	1102523.43810389	805658.043078535	1303331.98118854	899500.029954838	899584.310359719	763646.171314056	1040489.35804455	856417.238852773	857319.380822817	934828.228679091	1149825.75264417	889334.359445078	1076820.50723209	724463.356720729	1262663.21352516	561843.904581912	1200709.38319521	646779.480025992	989221.789732645	887836.741500435	709144.015346211	828518.2561148	726544.986204062	1540822.29706883	1024188.08782589	988819.443141713	829873.547354123	1132751.71288506	1197002.69418671	1115791.72504443	1223286.51576449	1067009.30551183	1214599.90553684	859759.0890092	741104.688809147	792130.222573798	1119585.29594633	1086123.72522435	684987.784081009	622950.189758521	985742.365255801	577532.893716038	1091474.9215586	928114.416600483
970212.51860335	808985.604778052	1082954.86964016	1157725.46378826	721099.667907822	679918.236135347	1066072.78065661	1067068.3349575	1068593.09681524	1420250.2684222	569938.089521513	1116694.7219835	949825.553747984	1011650.77332223	1343530.61958421	977378.207405066	836813.866477714	1036061.83687183	1465764.43482142	859109.907727141	1219569.84165134	1360698.51452186	565207.57922899	1018034.25927113	743224.181413776	1073618.6991761	853490.019809047	915040.071332669	935057.492518381	943213.252918057	1845220.13705326	1011316.65249872	956057.13308657	742837.547296472	1087479.53607422	1108337.07735655	1166584.83378564	1165173.0435894	994282.560967051	1487565.03207114	1257045.50912756	1248846.18940703	672057.991501189	776601.14501913	1030548.44989359	750915.015705194	1228849.75829488	885829.412096411	1173708.25202262	1283549.94461694	605243.851160658	876993.738033286	796682.20639484	739458.599306749	666412.073790293	1084481.24642974	797699.006233644	1275324.88462618	886279.908801354	889470.055019792	756474.090159789	1024297.01643778	848483.961486874	847906.089899924	919122.426370076	1121174.87181074	877439.563892016	1059990.04017372	717745.300483556	1235983.84823278	559345.725924724	1172516.54762583	642049.204293049	963516.731034256	877537.477069908	703330.17220834	818700.602864109	719554.59324999	1485675.5809294	1007410.92843484	974951.993491847	822454.596240667	1113282.76622074	1169448.95017607	1096951.04304832	1198147.54336204	1049550.18255448	1193286.33646219	849418.097119164	733581.265484791	779870.527403738	1101923.2399412	1070746.52716906	679372.658727681	619846.823095915	970171.146267344	573930.340039413	1066388.75225771	917596.413957122
955123.314332638	800947.958080461	1063821.37866832	1129962.24144236	714925.347139497	674985.167330093	1049145.52096733	1049845.38731819	1049173.7482432	1359711.40880211	567200.891640458	1097679.73279381	933459.886642663	994857.765238918	1306755.09660907	961364.981757256	825392.805798919	1020072.65277689	1427507.37774885	850102.942229387	1190587.83057803	1312743.38945419	564965.527094382	1001922.84875475	735353.801891243	1053429.21038134	843960.05221117	902500.024846071	919802.738820091	929658.77079744	1764385.56314533	993811.863659407	937334.744908253	730380.689749186	1067325.82003073	1091459.30539563	1134678.74481377	1143595.3050885	982520.071431065	1448029.25398992	1223081.31582555	1222397.09390336	666948.470893443	769040.567795721	1014317.97234748	742595.113284973	1197030.24692943	873342.676160578	1146314.24486551	1258731.41496661	601853.244069615	866798.941761191	786449.947324305	731811.851429684	662516.289929314	1066753.69123925	789882.23532146	1247899.17216415	873322.706390245	879529.397808792	749446.630028804	1008383.57044324	840712.656332081	838645.384886505	903752.850458608	1093213.12744746	865780.368081952	1043427.33101352	711163.677754747	1209849.51960599	556930.930581674	1144985.36671335	637421.645085314	938558.058804353	867416.028064148	697615.973819215	809071.779499681	712702.073788355	1432437.63776512	990959.504176874	961335.209757129	815193.43088467	1094163.83793448	1142549.48448006	1078480.35225761	1173551.42334037	1032426.36482848	1172333.14012498	839281.059299433	726199.474040814	767821.608298363	1084562.13436767	1055597.05039457	673872.67120113	616822.742711403	954897.242743023	570433.132902546	1041912.97135888	907253.129758166
940320.111616248	793037.704201103	1045038.60541968	1102826.89526388	708875.325793118	670147.686478079	1032510.34954771	1032937.29182509	1030148.61527602	1301777.40589027	564545.010054015	1079013.20488206	917419.007671785	978396.377901289	1270952.60774342	945663.013778176	814189.837748005	1004344.72310682	1390163.26619383	841236.267175213	1162283.38376005	1266463.47950834	564815.609292008	986096.551646437	727645.524440773	1033666.33121573	834599.977746179	890180.812791132	904847.814091429	916345.730526856	1686943.83891179	976648.133061494	918983.686300168	718186.033636295	1047542.65850143	1074838.8548625	1103639.35364931	1122403.30684561	970957.653658138	1409417.04163497	1190054.97585673	1196471.23413138	661957.960249126	761624.977800243	998362.422585994	734441.633192813	1166016.67532444	861099.279826152	1119559.01875991	1234331.93014022	598534.173130727	856792.988911528	776430.46150071	724328.156419997	658742.213997266	1049334.4017371	782200.561273099	1221045.93861252	860619.814215837	869754.678280235	742555.251586475	992740.862129966	833096.158284323	829529.537570044	888710.249947369	1065925.22146279	854349.001019396	1027125.42936229	704710.600943094	1184252.39156057	554593.342347267	1118102.94763274	632890.032547263	914325.014320441	857465.015672227	691994.248474144	799623.281826643	705979.759406623	1381054.5211729	974825.852808987	947961.409588956	808083.760957343	1075386.682412	1116290.53595465	1060372.40642948	1149486.87832252	1015629.22235241	1151734.19215736	829340.240869286	718952.256499982	755975.429530575	1067495.60418197	1040668.95133873	668479.960481943	613871.577569825	939912.142685823	567033.910548993	1018033.52943851	897075.861673251
925794.177800119	785248.241041758	1026598.86688072	1076307.92362937	702941.933820199	665398.627144399	1016160.20919788	1016336.15612775	1011507.51142002	1246346.79545055	561962.450650524	1060687.5160046	901692.661331194	962258.123027784	1236102.53780217	930263.42073374	803196.807035191	988871.459889977	1353719.17796701	832502.970017017	1134643.96089031	1221810.7343061	564750.9640304	970548.007516591	720091.721014544	1014319.70806683	825402.588976303	878075.654324995	890184.300506861	903267.049075729	1612783.97505333	959816.93456467	900995.004585632	706244.810820652	1028122.1458245	1058469.57752386	1073446.44735842	1101589.66971581	959588.377217156	1371717.66700677	1157945.02062222	1171061.07352615	657079.020703284	754346.879802376	982674.934876168	726446.816205127	1135792.83918137	849090.907637449	1093429.29687376	1210347.54545571	595280.372266689	846968.569130918	766615.701762295	716999.938496854	655084.078641934	1032215.6641127	774646.238861791	1194756.2390471	848162.38965669	860138.614026929	735792.422889368	977362.481750464	825627.573469928	820551.108444106	873985.56620142	1039297.96730502	843137.68465612	1011079.32816252	698377.062939993	1159183.63572073	552326.338045942	1091856.15123509	628447.712442091	890794.769172821	847676.740607514	686458.074926819	790346.966552825	699380.86028663	1331474.84634603	959000.960505303	934822.345873174	801119.289863045	1056944.42721376	1090657.95289354	1042619.02151468	1125945.58380471	999150.509651108	1131483.0660279	819587.597417188	711832.31847571	744325.245700184	1050716.64749395	1025955.89686304	663186.922016072	610986.389975011	925207.629632098	563725.54719202	994736.557166657	887057.464092775
911537.308508303	777572.216846559	1008494.58378412	1050393.3813938	697117.796237919	660731.439395925	1000088.24781972	1000034.37106572	993241.884107033	1193323.22858252	559447.10930383	1042695.13958692	886272.490269231	946435.215578651	1202186.036745	915157.469158782	792405.360110658	973646.465633577	1318160.38509101	823896.048973318	1107655.87026704	1178735.89608941	564765.840435777	955269.814685457	712684.664218813	995379.282248913	816360.743914013	866177.241651458	875803.541662262	890415.061608224	1541791.5295319	943310.175094933	883359.870175896	694548.24047342	1009057.39164471	1042345.99487522	1044079.4270726	1081147.91379286	948405.99391288	1334920.77704106	1126728.6297357	1146158.39232147	652303.355279908	747198.605568922	967248.420318087	718603.124964629	1106342.22386696	837309.353480552	1067912.93784694	1186773.86254928	592085.861393668	837318.321120025	756998.4241555	709819.970495836	651536.101175437	1015390.51335056	767212.361351815	1169019.93627159	835942.819505105	850673.956990367	729151.242713413	962241.424674528	818300.188104444	811703.252163004	859570.202687275	1013318.26046699	832139.150169331	995283.748420873	692156.390260525	1134633.92774877	550123.679791125	1066232.91382135	624088.084249092	867947.554283392	838044.436327214	680999.665575638	781235.564281125	692899.075325976	1283647.96375315	943476.537705175	921910.992542699	794292.92496452	1038830.18032846	1065638.80907353	1025211.4957472	1102916.42781733	982982.066713134	1111573.69089935	810016.222177117	704833.04727308	732864.070884958	1034218.85982577	1011451.96932677	657986.298509964	608160.760599571	910775.580428629	560501.546890719	972007.127737795	877191.548466993
897541.828932712	770003.363002719	990718.500409594	1025072.21323881	691395.741639652	656139.804717459	984287.95993742	984025.253594721	975341.976596278	1142610.5153435	556992.412536707	1025028.61639553	871150.556286041	930917.581591558	1169184.12581984	900337.099729444	781806.899428074	958664.031449539	1283474.95956239	815409.098934368	1081307.02584295	1137190.54280121	564853.835505655	940255.619904509	705417.356692939	976835.980960366	807467.372168889	854478.364609334	861696.207085649	877782.521419701	1473858.25425065	927119.924918071	866070.523089654	683088.171958247	990341.066146002	1026462.90410951	1015518.87695949	1061072.31881539	937404.138017077	1299014.6774246	1096385.03459729	1121755.39552141	647625.574608735	740173.57026485	952076.616652821	710903.139912855	1077647.66256952	825747.297637678	1042996.96471479	1163606.9891326	588943.158523467	827835.613188889	747571.113572632	702781.469206854	648092.686222267	998852.659456514	759891.827394408	1143828.51156668	823952.351327017	841354.643648969	722624.416106844	947371.065934338	811107.942473043	802979.483128271	845454.84584727	987971.626887767	821345.556449826	979732.754397593	686042.166145529	1110594.6596017	547979.121929191	1041219.06841399	619805.099513754	845762.063520298	828561.28494811	675613.146586388	772282.674594498	686528.145253953	1237521.67422271	928245.017650149	909220.952842947	787598.928108933	1021037.1177364	1041219.13264635	1008142.16147045	1080389.58413063	967116.13940006	1092000.1630307	800619.098756023	697948.12193748	721585.397274147	1017995.86654608	997151.626362553	652871.005860417	605388.222834084	896608.391431966	557354.901368299	949832.697582608	867471.280282244
883800.198371585	762534.865246579	973263.307649325	1000333.20896998	685768.904778184	651617.040399204	968753.123300077	968301.260589489	957799.597707604	1094114.71562833	554592.380346433	1007680.98408267	856318.767441566	915698.218136046	1137078.55534086	885794.355170382	771395.134173613	943918.229809447	1249648.26919707	807036.545053924	1055583.62528058	1097127.10931519	565009.419321263	925498.83360016	698283.128541472	958680.669774317	798716.459907075	842972.505506712	847854.983478586	865362.387404441	1408873.16465254	911238.526673416	849118.973994068	671856.318631769	971966.030334666	1010814.89735825	987745.460173121	1041356.5006021	926576.391312797	1263987.43605648	1066894.20154124	1097844.68734027	643039.320830262	733264.70207173	937153.860444719	703340.418691243	1049693.26819944	814397.411852269	1018668.96680587	1140841.98044716	585846.757456618	818513.783157689	738326.894939878	695877.681069806	644748.434945967	982595.756371488	752678.429635937	1119172.29390624	812183.437279311	832174.094905607	716205.539331309	932744.88009787	804044.427691748	794373.468541089	831631.956062995	963245.120287087	810749.936860686	964421.28538596	680026.204761039	1087057.54784441	545887.239020491	1016802.43624701	615592.470200717	824219.129633155	819221.073729381	670292.405870332	763479.81955961	680261.570566471	1193047.4212988	913298.975979892	896745.002637693	781030.712615892	1003558.73040188	1017385.49632102	991404.143921265	1058354.1574672	951545.185837278	1072756.64683942	791388.601444316	691171.269195344	710483.340396166	1002041.60360496	983049.309986974	647835.055437562	602662.470673488	882698.531473819	554279.925530422	928199.505248845	857889.873825037
870305.35324678	755160.96795118	956122.291624013	976164.514468588	680231.244377702	647157.528655741	953477.837751646	952855.890772114	940606.029661173	1047746.30114965	552240.269152096	990645.303764915	841769.618432091	900769.197422275	1105847.39287701	871521.619192998	761162.815699923	929403.617466811	1216666.1989586	798772.558920324	1030472.88977785	1058499.7384098	565226.258554775	910993.168034765	691275.44897214	940903.095648806	790101.613217451	831653.830964415	834272.358051186	853148.599038426	1346725.37632782	895658.679043804	832497.560158044	660845.608579349	953925.537476878	995397.447166897	960738.970232183	1021994.38351565	915917.307179097	1229825.72989664	1038234.49665217	1074417.78953307	638537.784875325	726465.122229385	922474.167492953	695907.749882404	1022462.38547381	803252.816592003	994916.96905787	1118475.02323791	582791.333022582	809346.365974575	729259.031251619	689102.011906313	641498.068425931	966614.209829562	745565.942988305	1095041.60164476	800629.730925925	823126.269595701	709888.589414629	918357.297382768	797103.798156894	785879.485556073	818093.454078618	939125.011796482	800345.935981802	949344.406943917	674103.496726263	1064013.28243274	543841.374563367	992970.556419746	611444.661693588	803299.565505304	810017.692553465	665030.736711121	754821.889418795	674093.654748795	1150173.75152618	898631.59078949	884476.800152131	774583.024814023	986388.720285052	994126.386193296	974989.48301008	1036800.32724783	936261.948229957	1053837.62393687	782318.921862085	684496.631635455	699552.4459337	986350.153631872	969140.280566501	642872.347303983	599977.895954882	869039.132978019	551270.587426311	907094.909539815	848441.279196777
857050.516716855	747877.229942213	939288.813972184	952555.300597755	674776.567512187	642755.59376493	938456.373263409	937682.950985572	923753.431611095	1003417.81391683	549930.875024611	973914.969659788	827495.942539815	886122.817733553	1075471.66649913	857511.790018108	751103.865037116	915114.700296576	1184513.74316104	790611.568228489	1005963.08616358	1021261.63270821	565498.510919855	896732.398800143	684388.56354705	923495.469521899	781617.27048252	820515.612708141	820938.551766317	841135.012834524	1287307.45137986	880373.383086906	816199.197114774	650049.03273898	936213.135540703	980206.187287802	934481.472258538	1002980.27098221	905421.187610286	1196515.69962733	1010384.36960146	1051467.23901726	634114.834341188	719769.501754598	908031.892293088	688599.60953559	995939.610278521	792306.609187953	971728.174555147	1096502.15681723	579771.059567055	800327.133409852	720361.21406241	682449.023773975	638336.521788903	950901.804594158	738548.116531956	1071428.70466572	789283.819023054	814206.005360803	703667.438769454	904202.830441501	790280.519214529	777491.691040827	804831.32960063	915598.573573241	790127.358617694	934497.94024871	668266.720599203	1041453.51884138	541836.796379281	969710.857479065	607356.079907122	782984.513573217	800945.294391024	659823.62612929	746301.42413654	668018.971420183	1108850.67415509	884235.27612191	872410.300907852	768249.893801963	969521.058516501	971427.116307204	958891.667246116	1015718.81596465	921259.343508482	1035237.83106122	773403.052354738	677918.20784584	688787.032208512	970916.20149745	955419.695984017	637976.361695741	597328.896370305	855623.413947301	548321.272848572	886505.665107098	839120.847433453
844029.132732286	740677.454629047	922756.710694331	929495.136562873	669400.076969549	638406.074495085	923683.142427654	922774.738661879	907233.763869338	961042.757753944	547659.139780625	957483.496866723	813490.737399387	871752.241780304	1045933.3727815	843757.847703027	741211.419651575	901047.043251105	1153176.15309872	782549.024941671	982041.22054935	985367.02267992	565820.400719973	882710.439649333	677615.241554383	906448.735008389	773257.749724074	809552.728248738	807848.561081199	829315.805957188	1230514.01538682	865375.79647686	800216.505593132	639459.535661968	918822.660743377	965236.472553426	908953.877643994	984308.895674833	895082.796573355	1164044.96028026	983324.728770521	1028985.66452006	629765.063299859	713171.477788712	893821.885770091	681410.403832645	970108.589481477	781552.755195241	949090.908964899	1074918.61826808	576781.013562987	791450.949109533	711627.522832819	675910.835187229	635258.851485956	935452.743856283	731619.227774075	1048324.073958	778139.123551317	805407.857222273	697536.156184012	890276.031103658	783569.134750484	769205.55843295	791837.793494514	892652.298381978	780086.680621812	919877.787362044	662511.288158195	1019369.76596761	539867.512807411	947011.008840255	603321.548419437	763256.318248454	791998.827566905	654665.873350112	737913.478993515	662032.211831892	1069028.63070519	870102.862994863	860539.444258033	762026.171860742	952949.866144027	949275.422656113	943103.016377135	995099.740888817	906530.594017711	1016951.51024566	764635.367642949	671431.400673315	678182.084993326	955734.208204614	941883.222343397	633142.580839816	594709.400833579	842444.760677359	545426.756522034	866420.018287823	829923.021203327
831234.855281037	733557.180968748	906520.031365713	906972.900597078	664095.995620636	634103.55663394	909152.948620049	908126.083617999	891039.342966174	920539.665186919	545419.592580899	941344.781106998	799747.458814482	857650.261873192	1017211.75529479	830253.059559994	731479.970656775	887195.880118566	1122640.26271645	774580.154314383	958695.006911497	950773.411846448	566186.6768264	868922.059042464	670951.006279067	889754.250601618	765017.872188159	798759.6235768	794994.877082014	817685.52363118	1176239.5805193	850659.302620939	784542.979091474	629070.258288108	901748.125443283	950484.251508188	884138.37049931	965973.936685161	884896.960471043	1132399.57744695	957034.00140001	1006965.51440955	625483.469420668	706665.721985916	879839.08609048	674334.056850323	944953.14705935	770985.819353372	926993.539125214	1053720.23265208	573816.310335881	782712.154023841	703051.15928114	669484.299095073	632260.304757125	920261.771660549	724773.982564689	1025718.728689	767189.76767464	796726.47124304	691489.697824422	876571.816413571	776964.247663694	761016.466243752	779105.895762359	870274.37924383	770218.862639391	905479.368290862	656831.790394318	997753.940483513	537928.616847587	924859.115472699	599335.974981413	744095.906061862	783173.148590575	649552.52402438	729652.686317191	656128.441283589	1030660.83535497	856227.893931445	848858.471842491	755905.803295037	936669.540560397	927659.280891778	927616.639622566	974932.699776517	892069.084038888	998974.065560326	756010.47906565	665031.335634773	667732.852662083	940799.238447961	928526.716772023	628364.390368534	592114.310363874	829497.05604388	542581.754363384	846825.853758944	820841.960568959
818661.77684444	726512.256962879	890572.875243919	884977.715519515	658859.259484316	629843.216503893	894860.828612843	893731.366896595	875162.755645687	881827.531710053	543207.716166412	925492.806070907	786259.451111311	843810.616525039	989289.309323515	816991.172557798	721903.524516105	873556.61597059	1092887.74291483	766700.77408295	935911.898865955	917436.216423329	566591.533343481	855362.40817912	664390.195062643	873404.506038455	756893.010587977	788131.229460332	782371.087549789	806239.097417025	1124386.12901704	836217.595847496	769171.98959161	618875.455492403	884983.315444136	935945.843507351	860015.935098001	947970.356542439	874858.785750351	1101566.11956746	931493.004683293	985399.27970984	621264.460335338	700247.417014929	866079.098974264	667366.020918417	920458.121812174	760599.317865916	905424.230517791	1032902.92358462	570871.72596364	774105.377207102	694627.400970681	663163.469413078	629336.243549452	905324.10007685	718008.179539565	1003603.81235871	756429.69686305	788157.623162969	685522.582422487	863084.921358533	770460.893505662	752919.246371073	766628.16976997	848451.949517668	760518.104431007	891298.839814857	651222.562479539	976596.958617987	536015.193019441	903243.660215599	595394.596663932	725486.409147605	774463.756265917	644479.377663715	721513.954177388	650302.320755364	993697.614356085	842604.139994307	837362.815492154	749884.798544108	920674.318140462	906566.536499627	912426.817131505	955208.960044151	877868.668176283	981300.598435706	747522.56989214	658712.572733779	657435.41422794	926106.366522182	915346.182043597	623638.158432144	589539.068259955	816774.515095487	539781.544494969	827710.439902399	811873.702102627
806304.328454687	719538.059018584	874909.496115437	863499.413978093	653685.144616481	625620.672711385	880802.028513682	879584.880580896	859596.789382582	844831.286677559	541019.046567558	909921.930914143	773020.888979887	830225.868208614	962145.440806377	803966.254624433	712477.651518669	860125.805293119	1063906.03942701	758906.561320516	913679.819855455	885311.651540359	567030.013181115	842026.321424836	657927.886076183	857391.382853815	748878.251913614	777663.389347687	769971.356843872	794971.476373088	1074853.96718118	822044.959287801	754097.215550172	608869.303168053	868523.413152829	921617.617922274	836568.480025458	930293.04790328	864963.847907632	1071528.72783838	906682.197091046	964279.613205359	617102.842056232	693911.701163066	852536.712235988	660500.450087402	896608.55168451	750388.111529811	884372.117333391	1012462.34793427	567942.857301558	765625.621128363	686350.68154917	656943.236446738	626482.113864538	890633.921864353	711317.187742209	981970.316890058	745853.234593953	779696.819442555	679630.411042095	849811.37323774	764054.283093135	744910.533008475	754398.158354221	827172.846459076	750979.248744688	877333.029189084	645679.021499847	955891.605995628	534122.184641529	882153.000782634	591492.956289073	707411.584512266	765866.324033569	639442.847046682	713492.558154165	644549.569759531	958093.778322285	829225.654292371	826047.316712191	743958.05064764	904959.035102541	885985.157363922	897526.377413659	935918.687579988	863923.162971701	963926.109333838	739166.618437025	652470.847413653	647285.577358255	911650.92975473	902338.02550082	618959.168020715	586978.619384291	804271.618302183	537021.12842343	809062.895819288	803013.965686793
