V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11
972792.352282437	974526.21236571	976345.768067796	970844.205547847	970925.278549051	969494.630630339	974267.5137261	974131.968361978	976479.534634985	970132.106119036	972245.205644626
953006.971245273	954640.478773657	956389.709169926	951151.404878446	951188.452909284	949810.680148085	954348.330730292	954309.362273221	956563.201794647	950442.771326281	952552.470336486
933656.82737823	935192.944868916	936874.203172003	931891.962876439	931885.387480461	930559.383899155	934868.728822752	934923.073562606	937085.469158609	931186.747272888	933291.841343231
914731.704092527	916173.582751986	917788.933533916	913055.23021761	913005.960916164	911730.643605203	915818.355797696	915962.721452329	918035.894767799	912354.248910542	914452.927624755
896222.044336591	897572.429360399	899123.777249002	894631.56351419	894540.499542026	893313.89973633	897188.084541379	897418.31832443	899404.68075448	893934.150845344	896025.892782594
878118.451901058	879380.09412863	880868.978883336	876610.956837659	876478.901786548	875300.252015968	878967.763547713	879280.154091327	881182.11173366	875917.613953226	878001.250753441
860410.714485536	861587.57023332	863015.103800076	858984.261382925	858811.738905498	857680.165033272	861147.329072139	861538.99131873	863358.55480349	858295.029557073	860369.591507376
843089.980453976	844184.422987025	845552.988066327	841742.386317143	841530.799827749	840445.116102353	843718.19680173	844185.59258595	845924.968118795	841056.736052298	843121.7659876
826146.792172168	827161.775754038	828473.3182459	824876.594944178	824625.550852336	823585.361034538	826671.176104006	827210.591436076	828872.262115397	824194.406300752	826249.024200276
809573.109142866	810511.869667578	811767.73198516	808378.038184943	808088.722460245	807092.430146886	809997.432843467	810606.1290105	812191.829161764	807699.478339456	809742.758853713
793360.758600971	794226.036787996	795427.731643324	792239.094938235	791911.734477691	790957.862391764	793687.935313779	794363.607444079	795875.389453949	791563.937130845	793594.746040348
777501.306031873	778296.005978317	779444.973952513	776450.973978571	776086.278582311	775174.382315652	777735.554134417	778474.905943253	779915.005626591	775779.404434616	777796.991807288
761987.130284215	762713.830641822	763811.734532925	761005.882883084	760604.865726389	759734.020070283	762132.106204673	762932.276238549	764302.790058716	760338.130738784	762341.654948254
746810.439441983	747472.26622189	748520.372616793	745896.546411679	745460.110183844	744628.873402786	746869.76274723	747728.04539968	749030.702446161	745232.462463855	747221.180176087
731964.049929805	732563.425726216	733563.226077062	731115.57421461	730644.73208699	729851.857581362	731941.660935379	732854.637067059	734091.664095848	730455.204666477	732428.49147772
717440.478975527	717980.169934622	718933.343318844	716655.877414857	716150.941423555	715395.553950824	717339.489474931	718305.102727913	719478.356973752	715998.950766855	717956.382913659
703233.176649001	703715.428793241	704623.738580859	702510.520587884	701971.888987124	701253.385660023	703056.779257793	704072.538421024	705184.03129324	701857.252133595	703798.000790416
689335.604138555	689762.863060107	690627.423780006	688672.970740347	688102.00623739	687419.452687855	689087.074664197	690150.08590092	691201.895419532	688023.541528991	689946.980924458
675741.366990607	676115.968617163	676937.91019467	675136.813024712	674534.475249904	673886.401233176	675423.19450856	676531.518795113	677525.230773143	674491.176498716	676396.82189386
662443.413957026	662768.058792307	663548.840934763	661895.860374989	661262.898953823	660648.1432881	662059.321528297	663210.571001231	664148.031238505	661253.896513756	663141.313502109
649436.285258072	649713.195550072	650454.107880016	648944.034988048	648281.100906846	647699.037722576	648989.243778186	650181.035659915	651064.080207928	648305.513260698	650174.423147866
636714.097459338	636945.370138424	637647.699998366	636275.349500337	635583.381365024	635032.394815022	636206.805451813	637436.798003641	638267.299143429	635640.786507129	637490.256033046
624271.013931018	624458.668176658	625123.762372274	623884.117119506	623164.098038558	622643.341351015	623706.2226392	624972.521500957	625752.057709559	623253.093354317	625083.290969139
612101.55162686	612247.952555239	612876.652124408	611765.061137337	611017.930193398	610526.526526014	611481.903747828	612782.462138785	613512.601583783	611137.440568192	612947.933725503
600200.38328908	600307.182944268	600900.842068122	599912.583656099	599138.795815627	598675.866613666	599528.302375389	600861.000794473	601543.63471844	599288.6075454	601078.857698508
588562.136856277	588631.103005996	589191.053899716	588321.544158548	587521.937895865	587086.642032752	587840.565625469	589203.331058102	589839.952522846	587700.728527193	589470.985454662
577181.75115148	577215.392599013	577742.08725062	576986.805553493	576162.349649145	575753.86821008	576412.599455835	577803.982927853	578396.239621017	576369.694806149	578119.200051474
566054.175794971	566053.73416652	566548.973085637	565903.652851281	565054.896944043	564672.701248901	565240.04109533	566658.123277551	567207.556310952	565290.236242247	567018.668024895
555174.296841979	555141.791987707	555606.714397485	555067.059398452	554194.989155331	553838.130629923	554317.84145474	555761.01038346	556269.059160288	554457.302113263	556164.632684371
544538.052801658	544474.908975008	544910.594855445	544472.559505707	543578.143190074	543245.644360204	543641.357831716	545107.997486627	545576.007598082	543866.91936906	545552.506817483
534140.85655884	534048.663812811	534455.902095161	534115.453297755	533199.610486275	532890.827556651	533205.798542305	534694.342006356	535123.756730573	533513.97291976	535177.796874663
523978.038257983	523858.415809206	524238.205994156	523991.368485616	523055.103044505	522769.32583594	523006.555274982	524515.576564606	524907.821892922	523393.963222456	525036.204421933
514045.600920881	513899.658920595	514253.075329933	514096.13505857	513140.239425634	512876.724987454	513039.493331126	514567.4383005	514923.800495216	513503.029244714	515123.201710081
504338.791440071	504168.213470846	504496.200526592	504425.527535401	503450.688150101	503208.766636853	503300.08305969	504845.60670677	505167.550029342	503836.378774433	505434.759715019
494853.718146296	494659.669049531	494963.272037521	494975.375140002	493982.557138676	493761.410423418	493784.333776294	495346.085086605	495634.782229581	494390.33406321	495966.82697743
485586.663236331	485370.112766261	485650.242112295	485741.643295354	484731.734654975	484530.789672806	484488.154506323	486064.626900317	486321.452206811	485161.129152933	486715.369010864
476533.054148994	476295.424060444	476553.122832969	476720.483385515	475694.196089717	475512.791306506	475407.260794395	476997.383789245	477223.576467172	476144.266251019	477676.5786652
467689.307639936	467431.958715399	467667.919170881	467908.04123786	466866.197714911	466703.749999207	466537.88085309	468140.472768557	468337.232308086	467336.151563373	468846.624359804
459051.80730757	458775.743287394	458990.862450429	459300.543335493	458244.10633417	458099.626431035	457876.169580205	459490.301639818	459658.630948747	458733.164382784	460221.731611985
450616.741708446	450322.958982743	450518.110795776	450894.443857745	449824.171175063	449697.089916721	449418.383689306	451042.826275451	451183.850485395	450331.546850025	451798.273440669
442380.757382731	442070.070377762	442246.056080483	442686.098752674	441602.674415597	441492.575783443	441161.057144507	442794.612873854	442909.323990162	442127.919807565	443572.694026681
434339.886635035	434013.478521994	434171.089194503	434671.968739371	433576.121755877	433482.595736759	433100.189285816	434742.190685917	434831.555434698	434118.306298266	435541.532007875
426490.777536234	426149.41967966	426289.559274951	426848.591056384	425741.072077183	425663.230165776	425232.480110505	426882.196248128	426946.977237484	426299.644267748	427701.262491227
418830.191427925	418474.643826894	418598.045174785	419212.603908384	418094.102523486	418031.543734929	417554.234265537	419210.626871107	419252.12194423	418668.22281825	420048.585520961
411354.63803063	410985.775190205	411093.207219669	411760.695314878	410632.065323355	410584.273697008	410062.379374113	411724.474865591	411743.620319002	411220.887020649	412580.235268982
404060.628632269	403679.574653512	403771.553718757	404489.699725765	403351.549572368	403317.726165752	402753.586200291	404420.494091874	404418.054337194	403954.509613956	405292.92861203
396945.308304568	396552.978127038	396629.918316898	397396.232030248	396249.22699503	396229.227758044	395624.215121919	397295.558575331	397272.392471815	396865.888382157	398183.45735467
390005.575220547	389602.158481513	389664.982357748	390477.320222057	389322.220488694	389315.525316165	388671.394713382	390346.413926723	390303.366641784	389951.89054724	391248.794088724
383238.23266391	382824.357058903	382873.710228684	383729.899857999	382567.231103577	382573.480624852	381891.768570411	383569.868865242	383507.690748542	383209.400520485	384485.796813629
376640.221165798	376216.368379224	376252.928296552	377150.871222038	375981.298482681	376000.13972566	375282.347205628	376962.823184798	376882.388247326	376635.298073276	377891.439272399
370208.435715686	369775.312831847	369799.633725163	370737.232031941	369561.468004966	369592.188368069	368840.091668456	370522.402508	370424.421016357	370226.744672858	371462.753863809
363940.157166984	363498.047167943	363510.779838813	364486.229864268	363304.747474667	363346.885340927	362561.966572472	364245.551378343	364130.766639704	363980.84580703	365196.937799859
357832.205471682	357381.810347527	357383.458042548	358394.979622119	357208.313148792	357261.398987818	356445.176059654	358129.461377054	357998.570567619	357894.47228089	359091.068096741
351882.015035954	351423.7046424	351414.816331218	352460.530836587	351269.29479029	351333.03328634	350486.617244982	352171.283630345	352024.96546379	351965.155548783	353142.396879068
346086.839889987	345620.779919475	345601.985444957	346680.223626828	345485.007857793	345558.992011498	344683.597682803	346368.242408838	346207.033759349	346190.026880822	347348.116595306
340443.444424585	339970.356640943	339942.173942492	341051.364543642	339852.656272769	339936.55771544	339033.406412271	340717.614407122	340542.12633764	340566.285627146	341705.608132659
334949.68147836	334469.825099949	334432.724941295	335571.350628906	334369.348724445	334463.023896341	333533.135650371	335216.698485194	335027.539290237	335091.417337889	336212.149609973
329602.834411686	329116.570748731	329070.934957649	330237.563489847	329032.962639281	329135.803621132	328180.266469058	329862.728297634	329660.575908472	329762.754015717	330865.175590147
324400.244538071	323907.747896996	323854.164300625	325047.333777608	323840.761288167	323952.180943794	322972.274903003	324653.329563792	324438.544803524	324577.737451433	325662.131670451
319339.356116183	318841.065657162	318779.867831861	319998.268852862	318789.952947276	318909.875606701	317906.396761126	319585.805818231	319358.94648924	319533.903552597	320600.488293354
314417.789436971	313913.497039101	313845.528972965	315087.960362406	313878.278101243	314006.282014234	312980.174804136	314657.831597485	314419.2718635	314628.703169894	315677.798568388
309633.035969905	309123.088692605	309048.634421102	310313.914293889	309103.312290775	309239.211734588	308191.092971094	309866.796248721	309617.071693784	309859.831228877	310891.706594244
304982.729559494	304467.417465732	304386.841330446	305673.828570332	304462.639009279	304606.177787031	303536.787585172	305210.401544251	304949.937752482	305224.962153375	306239.79366609
300464.595166717	299944.165960834	299857.738395751	301165.294054353	299953.963839948	300104.72455933	299014.759484917	300686.338680482	300415.472743481	300721.64999642	301719.754049262
296076.323873825	295550.797977463	295458.999267275	296786.203181408	295574.91708053	295732.55157418	294623.109137922	296292.279743087	296011.440080118	296347.580651212	297329.293330971
291815.707905959	291285.152959716	291188.359871373	292534.176266361	291323.404800731	291487.599524479	290359.360500119	292025.957136628	291735.520712567	292100.679827429	293066.260156222
287680.506424473	287145.070217089	287043.563434349	288407.177209386	287197.145764348	287367.638416039	286221.313750456	287885.155022797	287585.524259463	287978.821620598	288928.47510036
283668.455294805	283128.254583881	283022.51079723	284403.0467131	283193.875250847	283370.455655868	282206.618424694	283867.803717953	283559.248962644	283979.730675917	284913.84585105
279777.625750054	279232.895392979	279123.081258148	280519.67298352	279311.860078003	279494.165785079	278313.315475856	279971.785101364	279654.703928086	280101.444146286	281020.251341245
276006.061570816	275456.783296978	275343.211497914	276755.125874048	275548.934858855	275736.864394855	274539.338924709	276195.138937798	275869.80376337	276341.998590366	277245.742496947
272351.772348638	271797.851161447	271680.870080594	273107.396977095	271903.054024058	272096.254952004	270882.739801515	272535.746950997	272202.445343104	272699.16728934	273588.347809563
268812.71662583	268254.295508738	268134.156391517	269574.674655394	268372.382609693	268570.609174622	267341.649859576	268991.717213771	268650.751623535	269171.284689272	270046.130676836
265387.094727715	264824.069979116	264701.142468073	266154.936205696	264954.82074047	265157.941875473	263913.873797176	265561.276663785	265212.766126428	265756.41188639	266617.146051088
262073.042622589	261505.490025511	261379.866991794	262846.536552784	261648.764128312	261856.469181187	260597.642012223	262242.453677755	261886.66488901	262452.729639751	263299.643183176
