V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11
3778507.56685332	3766888.03904792	3776290.68065068	3768163.02372197	3782372.70308604	3785380.97734373	3774456.3274235	3773667.51204679	3775012.22451423	3773471.26600838	3772623.4510441
3919614.82197848	3907783.41927877	3917526.83976752	3909006.56000679	3923645.84638158	3926620.84938004	3915553.6710677	3914530.90379015	3916131.07923161	3914550.35034199	3913815.52222519
4062357.03871918	4050337.36022476	4060411.8595251	4051498.48093566	4066556.48018726	4069480.81934012	4058299.3653356	4057031.72569907	4058897.16490017	4057281.68017009	4056673.2693928
4206413.25194274	4194236.01831455	4204630.63249484	4195324.15750037	4210787.99877386	4213644.04810561	4202378.554363	4200851.96555498	4202994.53633278	4201344.91426125	4200870.83187952
4351448.48604496	4339134.03965135	4349841.2601703	4340145.24102533	4355988.16399756	4358765.45244753	4347444.67167796	4345651.86984441	4348070.91937728	4346396.2508362	4346068.27216713
4497087.43538563	4484667.0657245	4495677.63188099	4485594.97703439	4501792.29266654	4504472.4840609	4493133.67394435	4491059.8453579	4493769.02379451	4492072.30490616	4491902.82750615
4642944.46136906	4630449.85621238	4641749.89674697	4631291.06442086	4647813.09418693	4650383.43522107	4639056.03824494	4636696.20717509	4639700.30009555	4637983.77776643	4637977.78405065
4788608.91719115	4776070.87333013	4787645.8881814	4776818.09506366	4793633.42192468	4796080.26757074	4784804.47666898	4782144.01501076	4785456.61306369	4783721.22960552	4783890.05183036
4933638.94266598	4921093.67051019	4932934.20236757	4921749.21112929	4938819.16979032	4941121.62860226	4929940.67399814	4926979.58084413	4930595.74517704	4928854.06071019	4929197.45960751
5077585.25475317	5065070.54426545	5077154.55660126	5065619.76420858	5082919.58286414	5085049.77552423	5074012.44410705	5070737.4785112	5074666.15875465	5072919.59286662	5073440.49613744
5219976.80433641	5207523.58863882	5219836.91708325	5207969.40841627	5225463.3490252	5227395.6607225	5216546.96453636	5212952.76116406	5217192.9350923	5215449.29120778	5216161.8581544
5360329.19691995	5347981.46194123	5360484.52203143	5348313.08083683	5365958.18982798	5367676.11115144	5357056.28277771	5353135.6843535	5357691.11154173	5355956.64227266	5356863.22355522
5498137.0849419	5485944.66398566	5498610.8507887	5486155.44988539	5503897.47804524	5505396.11587939	5495042.59380157	5490805.01304105	5495664.8522552	5493945.13016171	5495049.52679701
5632900.32795893	5620902.68085783	5633707.05777708	5620985.47482465	5638784.70319873	5640033.17212907	5630003.21215283	5625444.34705217	5630610.20291469	5628911.80916227	5630210.40892363
5764099.29071765	5752348.06678702	5765253.14673327	5752299.8533544	5770108.17082532	5771090.73490368	5761428.75314222	5756552.73160406	5762018.91788404	5760348.79902058	5761849.71577521
5891234.64795608	5879764.27178067	5892743.10285378	5879588.14986675	5897350.01524917	5898057.65024317	5888802.24684567	5883615.5496629	5889373.3089763	5887729.3625103	5889439.66081898
6013787.52634189	6002637.39791895	6015662.84434092	6002337.19187523	6019997.66736065	6020413.40945637	6011607.42137657	6006118.0560505	6012162.98325843	6010549.24825363	6012466.64364246
6131260.23094583	6120472.53557663	6133513.64782886	6120044.97352396	6137554.12013925	6137658.44571851	6129351.07071866	6123558.65741166	6129881.549874	6128305.01924448	6130432.47886944
6243157.95317786	6232778.53605125	6245798.60912854	6232226.96223221	6249520.75716646	6249308.30483076	6241542.45029542	6235455.08537844	6242036.5387974	6240505.35597149	6242840.72214657
6349000.51838336	6339071.66927577	6352031.95400953	6338397.28218287	6355423.59448968	6354882.77210341	6347686.93735801	6341333.74775811	6348161.70390936	6346675.96018845	6349213.55882576
6448336.58766675	6438910.72502939	6451762.05697635	6438103.49375769	6454795.83700637	6453925.65067851	6447340.45601835	6440736.68115869	6447785.78986166	6446363.07209735	6449094.13083496
6540734.61147105	6531833.48275675	6544550.70965365	6530905.32418444	6547211.62037323	6546005.36997313	6540069.69365396	6533235.0908002	6540480.14460472	6539131.08522698	6542046.54042496
6625784.48009188	6617455.40179578	6629994.358659	6616404.56348608	6632264.70031443	6630728.42288642	6625462.79440357	6618418.34274937	6625836.42364422	6624554.38295494	6627653.31880988
