AL	AZ	AR	CA	CO	CT	DE	GA	HI	IL	IN	IA	KS	KY	LA	MD	MA	MI	MN	MS	MO	MT	NE	NM	NY	NC	ND	OH	OK	OR	PA	SC	SD	TN	TX	UT	VA	WA	WV	WI
37861.419616615	139456.449897659	30084.5590967252	402048.545123213	45292.5840314752	19222.0428684576	6259.66771617241	172889.056895779	23971.3713365763	71874.9126677379	62515.6607684112	24875.9079482353	35993.2175236642	60137.566619728	50690.7011838762	46671.7725459014	29271.7533627269	139812.592148232	38496.6649257824	27026.8545248004	53284.9496180809	10189.2690215096	21652.3445353776	27541.6711398254	110744.392880989	111820.200843004	6891.39241958807	154589.315547939	56167.6921316217	34626.6507627348	101344.425517515	66857.2600090445	7779.5928261224	61729.4450045096	439378.496652221	49833.051173307	73142.2861977535	43127.4792902099	21727.2096193296	28553.5760401413
39903.0937773069	142188.492149229	31546.7652370895	422345.302778063	47757.3352839927	20402.6785067404	6615.26137872115	177294.255931721	23918.2952858901	76280.6887719549	65509.8477487049	26153.796421056	37468.692641001	62388.3121333968	52963.9605098328	49159.553287775	31182.8077075478	144068.790974171	40411.1645883196	28395.2019768068	56040.3655882449	10599.6279341124	22550.0864000768	28770.9395611196	117363.646189109	116722.903163604	7139.80686143385	160168.610894623	58169.6499799776	36278.8975853656	106735.691786396	69254.1031341096	8132.3030195885	64832.3877863438	451727.764382449	51267.7126196536	76835.0735979459	45339.9674873342	22664.9324585743	30324.8612750809
41999.3698879199	144818.093596302	33039.3972931123	443247.168010973	50325.1228727467	21644.2211721491	6984.89845587991	181512.325534648	23838.2186613904	80889.0603538437	68573.7483321041	27474.5252703209	38951.182641991	64627.1918240174	55269.6041255208	51730.7955299409	33211.0317181297	148295.256540461	42397.15186702	29792.5529638368	58869.9026701217	11020.1065184066	23459.2868816573	30028.2991064792	124310.827989248	121674.46007058	7392.5072990883	165752.09225005	60150.5702238393	37991.1456030073	112318.18548026	71642.7531325985	8493.98371071477	67991.4759729986	463875.214107467	52681.4901901741	80629.7975002419	47649.8757835317	23614.9149727198	32183.5906829321
44195.0580412617	147305.09233884	34567.228308028	464622.833703764	52991.0833998736	22945.5966566004	7369.43712056977	185648.190878984	23743.1462538693	85704.7399299759	71695.8628732632	28837.0791809987	40455.7524351268	66850.2365795837	57661.1376870525	54396.0256212173	35348.6259062119	152467.805467584	44448.4310371987	31247.3564936081	61784.5625946353	11447.5956276862	24384.3044265717	31317.3610736009	131577.335221056	126722.199070046	7649.36172349209	171303.936275068	62145.6410699315	39752.7692863266	118095.203544527	74043.8617260988	8865.82412568402	71230.6911160103	476099.495314322	54069.3505109824	84543.4464852464	50055.4269299438	24578.7991119574	34131.0402136911
46504.5056049962	149589.018611365	36177.0408269993	486203.868596056	55756.7482830336	24300.6281307022	7767.64791987426	189687.780417283	23647.7571075626	90820.1381462991	74944.1550827556	30262.7181885239	42004.6531127258	69124.8545149699	60152.6211862789	57146.0290006207	37579.988880322	156647.20542234	46595.506107273	32781.807471984	64856.2640047548	11885.5389718994	25331.6385297863	32627.1388645074	139139.516779317	131826.669467192	7912.40759409128	176900.418159799	64179.2243097958	41561.603913655	124053.007964639	76448.203483398	9250.25160165964	74626.2329017388	488139.868275074	55409.1364400051	88551.8711097129	52556.7583807409	25557.7729416311	36197.7851950233
48963.139037536	151639.463627143	37841.5273991667	508136.937850284	58624.8525427625	25755.1273098531	8192.50098577627	193820.857255987	23530.0081483972	96245.0238011277	78329.418157861	31747.9664130591	43582.3413470106	71468.4758913126	62717.4746818338	60067.4772137136	39978.9527780805	160865.670307412	48832.9518073074	34390.9278342385	68056.0536049616	12329.8883098068	26296.2430972189	33947.2724134176	147230.273125316	137208.771254597	8179.76751554734	182669.757032483	66224.2839546005	43407.8171096919	130371.87445642	78953.6093990171	9645.48229764255	78192.8182610147	499806.213679954	56707.4609197281	92804.0204637909	55127.6867333422	26583.3701304425	38395.7748052178
51528.6420081849	153524.542079652	39564.8856704068	530824.366141918	61570.7357725884	27273.0973368053	8632.4272626363	197827.062732892	23390.0910717044	101970.302648186	81831.3940257892	33282.7447505893	45172.8881099997	73843.9848882367	65364.2708058525	63078.9530521956	42504.1768587638	165067.684614262	51145.5138864208	36069.8065448503	71372.1179939103	12778.2360590039	27270.0780159425	35276.8582627644	155664.938502714	142661.357420848	8450.06008436488	188477.003163688	68253.1270905184	45305.116622976	136892.295490469	81451.3160758573	10049.2549993544	81899.6212941101	511237.715698958	57963.6258947633	97165.5241354312	57788.0540801642	27626.1040001416	40711.7791146086
54216.8959477008	155261.469220819	41313.0475942489	554003.848196105	64587.5022425125	28890.2704784374	9097.75838945252	201750.48553405	23237.3764022506	107954.559630728	85415.5665011174	34852.4372221439	46748.0483655624	76226.2652467118	68049.3036061375	66234.2663760055	45206.9784613519	169217.259331819	53520.8836485781	37805.5399573294	74759.1411730488	13232.4066313308	28244.0037131835	36620.9460715234	164614.241861708	148273.872591114	8721.3720855543	194313.47008276	70222.9736854875	47244.8406836281	143725.86078775	83979.5486467371	10458.8189280958	85718.3978694008	522061.640878785	59160.2741044833	101715.947337017	60551.3889778607	28694.8429871876	43136.1617751687
56966.5008177754	156771.226845324	43059.8502112413	577230.840498517	67673.7327466523	30582.4191683746	9580.2160998506	205469.530288124	23066.9882161394	114133.354545169	89011.8157500746	36457.8487899134	48313.7662928829	78535.6613343373	70741.8042514097	69482.6368175745	48051.0537388845	173236.438008507	55960.3925644138	39565.4009489795	78177.5182341586	13691.1069714817	29218.2680348151	37967.5512764616	173947.688822631	153965.504789828	8995.54871442626	200028.296078925	72160.5149661592	49206.8533351611	150743.719331472	86497.1303251841	10874.498899537	89562.8969782005	532514.732766566	60292.1047429598	106383.066227139	63393.4928445866	29762.8133122889	45660.1554241631
59732.5036229389	158019.333688396	44824.3268611796	600503.523592951	70831.8619581146	32332.6145475244	10072.7055702252	208826.777655356	22874.1277451393	120569.61199418	92642.7100321438	38113.6280669506	49886.1634128844	80776.391135959	73408.8645886398	72776.0800634095	51015.9026701046	177131.077758925	58482.2226124876	41327.3468098457	81685.4543251885	14155.0437917573	30201.4439351934	39307.4675630432	183577.829234252	159565.776747488	9271.80847103623	205577.736248315	74051.1871318599	51204.0914857624	157860.015644172	88911.29371838	11299.2742030949	93425.6132134888	542211.072891063	61344.0767180377	111076.430832077	66330.6572996934	30815.0207526126	48299.0562144409
62531.2336093969	159041.695127805	46578.5370943246	624175.099620967	74085.6266199273	34137.9999409347	10574.9870959442	211814.591330624	22660.1523725569	127202.046849166	96278.555003852	39792.1408970874	51425.1035417639	82943.6776908494	76042.7786475054	76120.1352306559	54103.9256279453	180866.998787219	61056.5150888806	43093.9657853444	85209.4535385193	14624.189932345	31173.5325924878	40639.341691426	193502.756882284	165070.175135424	9548.90870829502	210975.593001812	75862.7561557898	53238.1025262821	165092.570872786	91197.3006448543	11727.2895074077	97301.2947062662	551074.860521709	62348.1915144059	115804.33155971	69370.7884320098	31857.3605130426	51033.046249637
65317.8018713088	159868.696664113	48307.1073444931	648057.352772665	77419.0119953782	35992.7226816193	11088.0041795026	214428.618279084	22432.635568419	134028.794656134	99909.26596769	41513.7610919696	52950.208594353	85011.4589557284	78603.6019727941	79516.6384913855	57283.2694494034	184419.719301298	63719.4388633607	44837.0721288277	88753.4733790809	15098.3701114589	32150.3632737097	41970.5069309245	203687.537619152	170442.99737369	9829.82951121498	216182.21300152	77620.6393954991	55300.8838866006	172420.345085218	93357.8136648986	12166.2412700829	101125.89556855	559266.326632425	63292.6522334087	120550.670371243	72516.4427920704	32880.5111015158	53880.4668908771
68189.0755783371	160479.624059299	50084.7798324413	672228.203709146	80817.1070393993	37888.7275765388	11603.1561720924	216803.796305486	22190.3014850254	141270.07066411	103619.554980549	43301.928304552	54505.7419772596	87012.9804996732	81220.2843944775	82869.2674329848	60565.3135579854	187921.550904967	66473.4911467833	46628.30222633	92445.834790182	15575.0934540079	33139.1082942466	43293.8220715857	214070.828049859	175630.895133847	10111.4300229658	221212.163767796	79355.9381681653	57396.922781406	179716.503715609	95403.6900218785	12612.1008768437	104987.059294892	567234.650233543	64173.7945572469	125200.844617898	75752.9581002756	33865.213852425	56903.6088705456
71174.862173701	160926.120401368	51918.0948623341	696876.810991313	84281.5471825981	39892.3457080402	12145.0033888715	219096.586943233	21934.9961389104	148897.061137813	107487.532040316	45128.3957659132	56052.9762618763	89105.4078906021	83855.6488571783	86393.5506891224	64046.8477168665	191460.576712472	69298.3615427189	48470.9590415676	96273.4337425958	16049.2446785658	34120.8418874836	44605.7439831908	225077.175092348	180940.41411435	10393.4663574694	226473.800562219	81077.9472437639	59521.9627598481	187438.312839341	97464.7273904144	13061.4514365831	109006.831066397	574578.9230117	64996.1873170361	130058.503337825	79068.0370749415	34899.5135734946	60070.5549979468
