YEAR	WEEK	AL	AZ	AR	CA	CO	CT	DE	GA	HI	IL	IN	IA	KS	KY	LA	MD	MA	MI	MN	MS	MO	MT	NE	NM	NY	NC	ND	OH	OK	OR	PA	SC	SD	TN	TX	UT	VA	WA	WV	WI
2010	52	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	2853118	4339367	4533372	5773552	6547629	9883640	5303925	NA	5988927	989415	1826341	2059179	19378102	9535483	NA	11536504	3751351	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2011	1	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	2853118	4339367	4533372	5773552	6547629	9883640	5303925	NA	5988927	NA	1826341	2059179	19378102	9535483	672591	11536504	3751351	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2011	2	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	2853118	4339367	4533372	5773552	6547629	9883640	5303925	2967297	5988927	989415	1826341	2059179	19378102	9535483	672591	11536504	3751351	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2011	3	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	2853118	4339367	4533372	5773552	6547629	9883640	5303925	NA	5988927	989415	1826341	2059179	19378102	9535483	672591	11536504	3751351	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2011	4	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	2853118	4339367	4533372	5773552	6547629	9883640	5303925	NA	5988927	989415	1826341	2059179	19378102	9535483	672591	11536504	3751351	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2011	5	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	2853118	4339367	4533372	5773552	6547629	9883640	5303925	2967297	5988927	989415	1826341	2059179	19378102	9535483	672591	11536504	3751351	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2011	6	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	2853118	4339367	4533372	5773552	6547629	9883640	5303925	NA	5988927	989415	1826341	2059179	19378102	9535483	672591	11536504	3751351	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2011	7	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	2853118	4339367	4533372	5773552	6547629	9883640	5303925	NA	5988927	989415	1826341	2059179	19378102	9535483	672591	11536504	3751351	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2011	8	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	2853118	4339367	4533372	5773552	6547629	9883640	5303925	2967297	5988927	989415	1826341	2059179	19378102	9535483	672591	11536504	3751351	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2011	9	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	2853118	4339367	4533372	5773552	6547629	9883640	5303925	NA	5988927	989415	1826341	2059179	19378102	9535483	672591	11536504	3751351	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2011	10	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	2853118	4339367	4533372	5773552	6547629	9883640	5303925	NA	5988927	989415	1826341	2059179	19378102	9535483	672591	11536504	3751351	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2011	11	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	2853118	4339367	4533372	5773552	6547629	9883640	5303925	NA	5988927	989415	1826341	2059179	19378102	9535483	672591	11536504	3751351	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2011	12	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	5773552	6547629	9883640	5303925	2967297	5988927	989415	1826341	2059179	19378102	9535483	672591	11536504	3751351	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2011	13	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	5773552	6547629	9883640	5303925	NA	5988927	989415	1826341	2059179	19378102	9535483	672591	11536504	3751351	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2011	14	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	5773552	6547629	9883640	5303925	NA	5988927	989415	1826341	2059179	19378102	9535483	672591	11536504	3751351	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2011	15	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	5773552	6547629	9883640	5303925	2967297	5988927	989415	1826341	2059179	19378102	9535483	672591	11536504	3751351	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2011	16	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	5773552	6547629	NA	5303925	2967297	5988927	989415	1826341	2059179	19378102	NA	672591	11536504	3751351	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2011	17	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	5773552	6547629	NA	5303925	NA	5988927	NA	1826341	2059179	19378102	9535483	672591	11536504	3751351	3831074	12702379	4625364	NA	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2011	18	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	NA	6547629	NA	5303925	NA	5988927	NA	1826341	NA	19378102	NA	672591	11536504	3751351	3831074	12702379	4625364	814180	NA	25145561	2763885	8001024	6724540	1852994	5686986
2011	19	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	NA	NA	NA	5303925	NA	5988927	NA	1826341	2059179	19378102	NA	672591	11536504	3751351	3831074	12702379	4625364	NA	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2011	20	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	5773552	NA	NA	5303925	NA	5988927	NA	1826341	2059179	19378102	NA	NA	11536504	3751351	3831074	12702379	4625364	NA	NA	25145561	2763885	8001024	6724540	1852994	5686986
2011	21	4779736	6392017	2915918	37253956	5029196	3574097	NA	9687653	1360301	12830632	6483802	NA	NA	4339367	4533372	NA	NA	NA	5303925	NA	5988927	NA	NA	2059179	19378102	NA	NA	11536504	3751351	3831074	12702379	4625364	NA	NA	25145561	2763885	8001024	6724540	1852994	5686986
2011	22	4779736	6392017	2915918	37253956	5029196	3574097	NA	9687653	1360301	12830632	6483802	NA	NA	4339367	4533372	NA	NA	NA	5303925	NA	5988927	NA	NA	NA	19378102	NA	NA	11536504	3751351	NA	12702379	4625364	NA	NA	25145561	2763885	8001024	6724540	1852994	5686986
2011	23	4779736	6392017	2915918	37253956	5029196	3574097	NA	9687653	1360301	12830632	6483802	NA	NA	4339367	4533372	NA	NA	NA	5303925	2967297	5988927	NA	1826341	NA	19378102	NA	NA	11536504	3751351	3831074	12702379	NA	NA	NA	25145561	2763885	8001024	6724540	1852994	5686986
2011	24	4779736	6392017	2915918	37253956	5029196	NA	NA	9687653	1360301	12830632	6483802	NA	NA	4339367	4533372	NA	NA	NA	5303925	NA	5988927	NA	1826341	NA	19378102	NA	NA	11536504	3751351	NA	12702379	4625364	NA	NA	25145561	2763885	NA	6724540	1852994	5686986
2011	25	4779736	6392017	2915918	37253956	5029196	NA	NA	9687653	1360301	12830632	6483802	NA	NA	4339367	4533372	5773552	NA	NA	5303925	NA	5988927	NA	1826341	NA	19378102	NA	NA	11536504	NA	3831074	12702379	NA	NA	NA	25145561	2763885	8001024	NA	1852994	5686986
2011	26	4779736	6392017	2915918	37253956	5029196	NA	NA	9687653	1360301	12830632	6483802	NA	NA	4339367	4533372	NA	NA	NA	5303925	NA	5988927	NA	NA	2059179	19378102	NA	NA	11536504	3751351	NA	12702379	4625364	NA	NA	25145561	2763885	8001024	NA	1852994	5686986
2011	27	4779736	6392017	2915918	37253956	5029196	NA	NA	9687653	1360301	12830632	6483802	NA	NA	4339367	4533372	NA	NA	NA	5303925	NA	5988927	NA	NA	NA	19378102	NA	NA	11536504	3751351	3831074	12702379	NA	NA	NA	25145561	2763885	8001024	NA	1852994	5686986
2011	28	4779736	6392017	NA	37253956	5029196	NA	NA	9687653	1360301	NA	6483802	NA	NA	4339367	4533372	NA	NA	NA	5303925	NA	5988927	NA	NA	NA	19378102	NA	NA	11536504	NA	3831074	12702379	NA	NA	NA	25145561	2763885	8001024	NA	1852994	5686986
2011	29	4779736	6392017	NA	37253956	5029196	NA	NA	9687653	1360301	12830632	6483802	NA	NA	4339367	4533372	NA	NA	NA	5303925	NA	5988927	NA	1826341	NA	19378102	NA	NA	11536504	3751351	NA	12702379	NA	NA	NA	25145561	2763885	NA	NA	1852994	5686986
2011	30	4779736	6392017	NA	37253956	5029196	NA	NA	9687653	1360301	NA	6483802	NA	NA	4339367	4533372	NA	NA	NA	5303925	NA	5988927	NA	1826341	NA	19378102	NA	NA	11536504	3751351	3831074	12702379	NA	NA	NA	25145561	2763885	NA	NA	1852994	5686986
2011	31	4779736	6392017	NA	37253956	5029196	NA	NA	9687653	1360301	12830632	6483802	NA	NA	4339367	4533372	NA	NA	NA	5303925	NA	5988927	NA	1826341	NA	19378102	NA	NA	11536504	3751351	NA	12702379	NA	NA	NA	25145561	2763885	NA	NA	1852994	5686986
2011	32	4779736	6392017	NA	37253956	5029196	NA	NA	9687653	1360301	12830632	6483802	NA	NA	NA	4533372	NA	NA	NA	5303925	NA	5988927	NA	1826341	NA	19378102	NA	NA	11536504	NA	NA	12702379	NA	NA	NA	25145561	2763885	8001024	NA	1852994	5686986
2011	33	4779736	6392017	2915918	37253956	5029196	NA	NA	9687653	1360301	12830632	6483802	NA	NA	4339367	4533372	NA	NA	NA	5303925	NA	5988927	NA	1826341	NA	19378102	NA	NA	11536504	3751351	NA	12702379	NA	NA	NA	25145561	2763885	8001024	NA	1852994	5686986
2011	34	4779736	6392017	2915918	37253956	5029196	NA	NA	9687653	1360301	12830632	6483802	NA	NA	4339367	4533372	NA	NA	NA	5303925	NA	5988927	NA	1826341	NA	19378102	NA	NA	11536504	3751351	NA	12702379	NA	NA	NA	25145561	2763885	8001024	6724540	1852994	5686986
