YEAR	WEEK	AL	AZ	AR	CA	CO	CT	DE	GA	HI	IL	IN	IA	KS	KY	LA	MD	MA	MI	MN	MS	MO	MT	NE	NM	NY	NC	ND	OH	OK	OR	PA	SC	SD	TN	TX	UT	VA	WA	WV	WI
2011	35	4779736	6392017	2915918	37253956	5029196	NA	NA	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	NA	NA	NA	NA	NA	5988927	NA	1826341	NA	19378102	NA	NA	11536504	3751351	NA	12702379	4625364	NA	NA	25145561	2763885	8001024	NA	1852994	5686986
2011	36	4779736	6392017	2915918	37253956	5029196	NA	NA	9687653	1360301	NA	6483802	3046355	NA	4339367	4533372	NA	NA	NA	NA	NA	5988927	NA	1826341	NA	19378102	NA	NA	11536504	3751351	NA	12702379	4625364	NA	NA	25145561	2763885	8001024	6724540	1852994	NA
2011	37	4779736	6392017	2915918	37253956	5029196	NA	NA	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	5773552	NA	NA	NA	NA	5988927	NA	NA	NA	19378102	NA	672591	11536504	3751351	3831074	12702379	4625364	NA	NA	25145561	2763885	8001024	6724540	1852994	5686986
2011	38	4779736	6392017	NA	37253956	5029196	NA	NA	9687653	1360301	NA	6483802	3046355	NA	4339367	4533372	5773552	NA	NA	5303925	NA	5988927	989415	1826341	NA	19378102	NA	672591	11536504	3751351	3831074	12702379	4625364	NA	NA	25145561	2763885	8001024	6724540	1852994	5686986
2011	39	4779736	6392017	2915918	37253956	5029196	3574097	NA	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	5773552	NA	9883640	5303925	NA	5988927	NA	NA	2059179	19378102	9535483	672591	11536504	3751351	3831074	12702379	4625364	NA	6346105	25145561	2763885	8001024	NA	1852994	5686986
2011	40	4779736	6392017	2915918	37253956	5029196	NA	897934	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	5773552	NA	9883640	5303925	2967297	5988927	NA	NA	2059179	19378102	9535483	NA	11536504	NA	3831074	12702379	4625364	814180	NA	25145561	2763885	8001024	6724540	1852994	5686986
2011	41	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	5773552	6547629	NA	5303925	2967297	5988927	989415	NA	2059179	19378102	9535483	NA	11536504	NA	NA	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2011	42	4779736	6392017	2915918	37253956	5029196	NA	897934	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	5773552	6547629	NA	5303925	2967297	5988927	NA	NA	2059179	19378102	9535483	NA	11536504	NA	3831074	12702379	4625364	814180	NA	25145561	2763885	8001024	6724540	1852994	5686986
2011	43	4779736	6392017	2915918	37253956	5029196	NA	897934	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	5773552	6547629	NA	5303925	2967297	5988927	NA	NA	2059179	19378102	9535483	NA	11536504	NA	NA	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2011	44	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	5773552	6547629	NA	5303925	2967297	5988927	989415	NA	2059179	19378102	9535483	NA	11536504	NA	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2011	45	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	5773552	6547629	NA	5303925	2967297	5988927	NA	NA	2059179	19378102	9535483	NA	11536504	NA	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2011	46	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	5773552	6547629	NA	5303925	2967297	5988927	989415	NA	2059179	19378102	9535483	NA	11536504	NA	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2011	47	4779736	6392017	2915918	37253956	5029196	NA	897934	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	5773552	6547629	NA	5303925	2967297	5988927	989415	NA	2059179	19378102	9535483	NA	11536504	NA	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2011	48	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	5773552	6547629	NA	5303925	2967297	5988927	989415	NA	2059179	19378102	9535483	NA	11536504	NA	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2011	49	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	5773552	6547629	NA	5303925	2967297	5988927	989415	1826341	2059179	19378102	9535483	NA	11536504	NA	NA	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2011	50	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	5773552	6547629	NA	5303925	2967297	5988927	989415	1826341	2059179	19378102	9535483	NA	11536504	NA	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2011	51	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	5773552	6547629	NA	5303925	2967297	5988927	989415	1826341	2059179	19378102	9535483	NA	11536504	NA	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2011	52	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	5773552	6547629	9883640	5303925	2967297	5988927	989415	1826341	2059179	19378102	NA	NA	11536504	NA	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2012	1	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	5773552	6547629	9883640	5303925	2967297	5988927	989415	1826341	2059179	19378102	9535483	NA	11536504	NA	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2012	2	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	2853118	4339367	4533372	5773552	6547629	9883640	5303925	2967297	5988927	989415	NA	2059179	19378102	9535483	NA	11536504	NA	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2012	3	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	5773552	6547629	9883640	5303925	2967297	5988927	989415	1826341	2059179	19378102	9535483	NA	11536504	NA	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2012	4	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	5773552	6547629	9883640	5303925	2967297	5988927	989415	1826341	2059179	19378102	9535483	NA	11536504	NA	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2012	5	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	2853118	4339367	4533372	5773552	6547629	9883640	5303925	2967297	5988927	989415	1826341	2059179	19378102	9535483	NA	11536504	3751351	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2012	6	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	2853118	4339367	4533372	5773552	6547629	9883640	5303925	2967297	5988927	989415	1826341	2059179	19378102	9535483	NA	11536504	3751351	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2012	7	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	2853118	4339367	4533372	5773552	6547629	9883640	5303925	2967297	5988927	989415	1826341	2059179	19378102	9535483	NA	11536504	3751351	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2012	8	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	2853118	4339367	4533372	5773552	6547629	9883640	5303925	2967297	5988927	989415	1826341	2059179	19378102	9535483	NA	11536504	3751351	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2012	9	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	2853118	4339367	4533372	5773552	6547629	9883640	5303925	2967297	5988927	989415	1826341	2059179	19378102	9535483	672591	11536504	3751351	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2012	10	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	2853118	4339367	4533372	5773552	6547629	9883640	5303925	2967297	5988927	989415	1826341	2059179	19378102	9535483	672591	11536504	3751351	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2012	11	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	2853118	4339367	4533372	5773552	6547629	9883640	5303925	2967297	5988927	989415	1826341	2059179	19378102	9535483	672591	11536504	3751351	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2012	12	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	5773552	6547629	9883640	5303925	2967297	5988927	989415	1826341	2059179	19378102	9535483	672591	11536504	3751351	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2012	13	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	5773552	6547629	9883640	5303925	2967297	5988927	989415	1826341	2059179	19378102	9535483	672591	11536504	3751351	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2012	14	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	5773552	6547629	9883640	5303925	2967297	5988927	989415	1826341	2059179	19378102	9535483	672591	11536504	3751351	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2012	15	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	5773552	6547629	9883640	5303925	2967297	5988927	989415	1826341	2059179	19378102	9535483	672591	11536504	3751351	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2012	16	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	5773552	6547629	9883640	5303925	2967297	5988927	989415	1826341	2059179	19378102	9535483	NA	11536504	3751351	3831074	12702379	4625364	814180	NA	25145561	2763885	8001024	6724540	1852994	5686986
2012	17	4779736	6392017	2915918	37253956	5029196	3574097	NA	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	5773552	6547629	9883640	5303925	2967297	5988927	989415	1826341	2059179	19378102	NA	NA	11536504	3751351	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2012	18	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	5773552	6547629	9883640	5303925	2967297	5988927	NA	1826341	2059179	19378102	9535483	NA	11536504	3751351	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2012	19	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	5773552	6547629	9883640	5303925	2967297	5988927	989415	1826341	2059179	19378102	NA	NA	11536504	3751351	NA	12702379	4625364	814180	NA	25145561	2763885	8001024	6724540	1852994	5686986
2012	20	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	5773552	6547629	9883640	5303925	2967297	5988927	NA	1826341	2059179	19378102	NA	NA	11536504	3751351	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2012	21	4779736	6392017	2915918	37253956	5029196	3574097	NA	9687653	1360301	12830632	6483802	NA	NA	4339367	4533372	5773552	6547629	9883640	5303925	2967297	5988927	NA	1826341	2059179	19378102	NA	NA	11536504	3751351	3831074	12702379	4625364	814180	NA	25145561	2763885	8001024	6724540	1852994	5686986
2012	22	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	NA	NA	4339367	4533372	5773552	NA	9883640	5303925	2967297	5988927	NA	1826341	NA	19378102	NA	NA	11536504	3751351	3831074	12702379	4625364	814180	NA	25145561	2763885	8001024	6724540	1852994	5686986
2012	23	4779736	6392017	NA	37253956	5029196	3574097	NA	9687653	1360301	12830632	6483802	NA	NA	4339367	4533372	5773552	NA	NA	5303925	NA	5988927	NA	NA	NA	19378102	9535483	NA	11536504	3751351	3831074	12702379	4625364	814180	NA	25145561	2763885	8001024	6724540	1852994	5686986
2012	24	4779736	6392017	NA	37253956	5029196	3574097	NA	9687653	1360301	12830632	6483802	NA	NA	4339367	4533372	NA	NA	NA	5303925	NA	NA	NA	1826341	NA	19378102	9535483	NA	11536504	3751351	3831074	12702379	4625364	NA	NA	25145561	2763885	8001024	6724540	1852994	5686986
2012	25	4779736	6392017	NA	37253956	5029196	3574097	NA	9687653	1360301	12830632	6483802	NA	NA	4339367	4533372	NA	NA	NA	5303925	NA	NA	NA	1826341	NA	19378102	NA	NA	11536504	3751351	3831074	12702379	NA	NA	NA	25145561	2763885	8001024	6724540	1852994	NA
2012	26	4779736	6392017	2915918	37253956	5029196	3574097	NA	9687653	1360301	12830632	6483802	NA	NA	NA	4533372	5773552	NA	NA	5303925	NA	5988927	NA	1826341	NA	19378102	NA	NA	11536504	3751351	NA	12702379	NA	814180	NA	25145561	NA	8001024	6724540	1852994	NA
2012	27	4779736	6392017	NA	37253956	5029196	3574097	NA	9687653	1360301	12830632	6483802	NA	NA	4339367	4533372	NA	NA	NA	NA	NA	NA	NA	NA	NA	19378102	NA	NA	11536504	3751351	NA	12702379	NA	NA	NA	25145561	2763885	8001024	6724540	1852994	NA
2012	28	4779736	6392017	NA	37253956	5029196	3574097	NA	9687653	1360301	12830632	6483802	NA	NA	4339367	4533372	NA	NA	NA	5303925	NA	5988927	NA	NA	NA	19378102	NA	NA	11536504	3751351	3831074	12702379	NA	814180	NA	25145561	2763885	8001024	6724540	1852994	NA
2012	29	4779736	6392017	NA	37253956	5029196	3574097	NA	9687653	1360301	12830632	6483802	NA	NA	4339367	4533372	NA	NA	NA	5303925	NA	5988927	NA	1826341	NA	19378102	NA	NA	11536504	NA	NA	12702379	NA	814180	NA	25145561	2763885	8001024	6724540	1852994	NA
2012	30	4779736	6392017	2915918	37253956	5029196	3574097	NA	9687653	1360301	NA	6483802	NA	NA	4339367	4533372	NA	NA	NA	5303925	NA	5988927	NA	1826341	NA	19378102	NA	NA	11536504	3751351	NA	12702379	4625364	814180	NA	25145561	2763885	8001024	6724540	1852994	NA
2012	31	4779736	6392017	2915918	37253956	5029196	3574097	NA	9687653	1360301	12830632	6483802	NA	NA	4339367	4533372	NA	NA	NA	5303925	NA	5988927	NA	1826341	NA	19378102	NA	NA	11536504	3751351	3831074	12702379	NA	814180	NA	25145561	2763885	8001024	6724540	1852994	5686986
2012	32	4779736	6392017	NA	37253956	5029196	3574097	NA	9687653	1360301	12830632	6483802	NA	NA	4339367	4533372	NA	NA	NA	5303925	NA	5988927	NA	1826341	NA	19378102	NA	NA	11536504	NA	NA	12702379	NA	814180	NA	25145561	2763885	8001024	6724540	1852994	5686986
2012	33	4779736	6392017	NA	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	NA	NA	4339367	4533372	5773552	NA	9883640	5303925	NA	5988927	NA	1826341	NA	19378102	9535483	NA	11536504	3751351	3831074	12702379	NA	814180	NA	25145561	2763885	8001024	6724540	1852994	NA
2012	34	4779736	6392017	NA	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	NA	NA	4339367	4533372	5773552	NA	9883640	5303925	NA	5988927	NA	1826341	NA	19378102	NA	NA	11536504	3751351	NA	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2012	35	4779736	6392017	NA	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	5773552	NA	9883640	5303925	NA	5988927	NA	1826341	2059179	19378102	9535483	NA	11536504	3751351	NA	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2012	36	4779736	6392017	NA	37253956	5029196	3574097	NA	9687653	1360301	12830632	6483802	NA	NA	4339367	4533372	5773552	NA	NA	5303925	NA	5988927	NA	1826341	NA	19378102	NA	NA	11536504	3751351	NA	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2012	37	4779736	6392017	NA	37253956	5029196	3574097	NA	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	5773552	NA	9883640	5303925	2967297	5988927	NA	1826341	NA	19378102	NA	NA	11536504	3751351	NA	12702379	4625364	NA	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2012	38	4779736	6392017	NA	37253956	5029196	3574097	NA	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	5773552	NA	9883640	5303925	2967297	5988927	NA	1826341	2059179	19378102	9535483	NA	11536504	3751351	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2012	39	4779736	6392017	2915918	37253956	5029196	3574097	NA	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	5773552	NA	9883640	5303925	2967297	5988927	NA	1826341	NA	19378102	NA	NA	11536504	3751351	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2012	40	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	5773552	6547629	9883640	5303925	2967297	5988927	989415	1826341	2059179	19378102	9535483	672591	11536504	3751351	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2012	41	4779736	6392017	NA	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	5773552	6547629	9883640	5303925	2967297	5988927	989415	1826341	2059179	19378102	9535483	672591	11536504	3751351	3831074	12702379	4625364	814180	NA	25145561	2763885	8001024	6724540	1852994	5686986
2012	42	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	5773552	6547629	9883640	5303925	2967297	5988927	989415	1826341	2059179	19378102	9535483	672591	11536504	3751351	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2012	43	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	5773552	6547629	9883640	5303925	2967297	5988927	989415	1826341	2059179	19378102	9535483	672591	11536504	3751351	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2012	44	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	5773552	6547629	9883640	5303925	2967297	5988927	989415	1826341	2059179	19378102	9535483	672591	11536504	3751351	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2012	45	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	5773552	6547629	9883640	5303925	2967297	5988927	989415	1826341	2059179	19378102	9535483	672591	11536504	3751351	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2012	46	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	5773552	6547629	9883640	5303925	2967297	5988927	989415	1826341	2059179	19378102	9535483	672591	11536504	3751351	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2012	47	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	5773552	6547629	9883640	5303925	2967297	5988927	989415	1826341	2059179	19378102	9535483	672591	11536504	3751351	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2012	48	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	5773552	6547629	9883640	5303925	2967297	5988927	989415	1826341	2059179	19378102	9535483	672591	11536504	3751351	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2012	49	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	5773552	6547629	9883640	5303925	2967297	5988927	989415	1826341	2059179	19378102	9535483	672591	11536504	3751351	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2012	50	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	5773552	6547629	9883640	5303925	2967297	5988927	989415	1826341	2059179	19378102	9535483	672591	11536504	3751351	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2012	51	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	5773552	6547629	9883640	5303925	2967297	5988927	989415	1826341	2059179	19378102	9535483	672591	11536504	3751351	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2012	52	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	2853118	4339367	4533372	5773552	6547629	9883640	5303925	2967297	5988927	989415	1826341	2059179	19378102	9535483	672591	11536504	3751351	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2013	1	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	2853118	4339367	4533372	5773552	6547629	9883640	5303925	2967297	5988927	989415	1826341	2059179	19378102	9535483	672591	11536504	3751351	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2013	2	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	2853118	4339367	4533372	5773552	6547629	9883640	5303925	2967297	5988927	989415	1826341	2059179	19378102	9535483	672591	11536504	3751351	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2013	3	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	2853118	4339367	4533372	5773552	6547629	9883640	5303925	2967297	5988927	989415	1826341	2059179	19378102	9535483	672591	11536504	3751351	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2013	4	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	2853118	4339367	4533372	5773552	6547629	9883640	5303925	2967297	5988927	989415	1826341	2059179	19378102	9535483	672591	11536504	3751351	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2013	5	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	2853118	4339367	4533372	5773552	6547629	9883640	5303925	2967297	5988927	989415	1826341	2059179	19378102	9535483	672591	11536504	3751351	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2013	6	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	2853118	4339367	4533372	5773552	6547629	9883640	5303925	2967297	5988927	989415	1826341	2059179	19378102	9535483	672591	11536504	3751351	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2013	7	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	2853118	4339367	4533372	5773552	6547629	9883640	5303925	2967297	5988927	989415	1826341	2059179	19378102	9535483	672591	11536504	3751351	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2013	8	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	5773552	6547629	NA	5303925	2967297	5988927	989415	1826341	2059179	19378102	9535483	672591	11536504	3751351	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2013	9	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	5773552	6547629	9883640	5303925	2967297	5988927	989415	1826341	2059179	19378102	9535483	672591	11536504	3751351	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2013	10	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	5773552	6547629	9883640	5303925	2967297	5988927	989415	1826341	2059179	19378102	9535483	672591	11536504	3751351	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2013	11	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	5773552	6547629	NA	5303925	2967297	5988927	989415	1826341	2059179	19378102	9535483	672591	11536504	3751351	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2013	12	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	5773552	6547629	NA	5303925	2967297	5988927	989415	1826341	2059179	19378102	9535483	672591	11536504	3751351	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2013	13	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	5773552	6547629	NA	5303925	2967297	5988927	989415	1826341	2059179	19378102	9535483	672591	11536504	3751351	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2013	14	NA	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	5773552	6547629	NA	5303925	2967297	5988927	989415	1826341	NA	19378102	9535483	672591	11536504	3751351	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2013	15	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	5773552	6547629	NA	5303925	2967297	5988927	989415	1826341	2059179	19378102	9535483	672591	11536504	3751351	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2013	16	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	5773552	6547629	9883640	5303925	2967297	5988927	989415	1826341	2059179	19378102	9535483	672591	11536504	3751351	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2013	17	4779736	6392017	2915918	37253956	5029196	3574097	897934	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	5773552	6547629	NA	5303925	2967297	5988927	989415	1826341	NA	19378102	NA	672591	11536504	3751351	NA	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
2013	18	4779736	6392017	2915918	37253956	5029196	3574097	NA	9687653	1360301	12830632	6483802	3046355	NA	4339367	4533372	5773552	6547629	NA	5303925	2967297	5988927	NA	1826341	NA	19378102	9535483	672591	11536504	3751351	3831074	12702379	4625364	814180	6346105	25145561	2763885	8001024	6724540	1852994	5686986
