AL	AZ	AR	CA	CO	CT	DE	GA	HI	IL	IN	IA	KS	KY	LA	MD	MA	MI	MN	MS	MO	MT	NE	NM	NY	NC	ND	OH	OK	OR	PA	SC	SD	TN	TX	UT	VA	WA	WV	WI
94724.2614542117	64021.9352637078	46950.2129861481	649828.759599326	88031.2338779543	67213.9974779464	16351.6365426034	96255.3338096869	10242.8028158323	245537.982166077	87844.2900344131	44702.6386576925	33710.2422758906	47747.970966405	74363.7950934891	96159.3688217336	114773.948811712	80472.1538051033	69726.384718706	55329.2912052546	97013.4929960687	9116.90633203724	20394.4965641503	29398.4106794339	359977.081261661	130980.689194888	5604.28882372543	113340.768586813	42695.1974827713	46947.4609064273	203205.039504782	54861.0864997003	9581.56549272115	105208.583932088	277331.832885942	23263.8795289687	125571.822472978	93084.9944790562	22809.6978986806	104387.131208412
94966.8278358826	63138.0930098139	46530.8414058801	641476.564081808	86759.6949657806	67682.3136641072	16287.0229824234	95146.6601381629	10167.0141300026	246828.948064399	86673.7040390848	44153.0186695001	33247.1315552984	47071.5316986027	73883.6476797135	95358.0330825438	116852.081489008	79195.7454685453	68734.5893902336	55213.4972882935	96124.1019646787	8919.6536297856	20072.1357589663	28891.4077159866	360608.136053215	129516.573451615	5493.86142906892	111603.269387849	42153.1866672223	46093.7343481332	201097.264947756	54226.4115680692	9422.13568489255	104263.490283129	274340.231828353	22802.6355797331	124342.894811392	91770.4359337573	22481.8513423964	105070.13003164
95067.1160251724	62259.6742097301	46072.2159209293	632741.738564093	85452.4873282737	68081.9629284655	16206.017475276	93993.8177751264	10087.1306288696	247824.063111872	85462.0659087594	43581.8669927688	32769.6742691527	46375.8049774566	73333.2463817645	94479.8593609787	118855.428915526	77920.5850239787	67726.3256697265	55024.1509082484	95153.8150357589	8725.78401970897	19745.9864589376	28381.0475796566	360889.908747219	127966.803859279	5384.95464594564	109848.397922584	41590.8970778534	45243.8796706854	198860.213247629	53567.5064558142	9261.60683150906	103211.485068402	271273.902873171	22347.4296065731	123024.080210019	90438.6471983999	22145.7525872954	105639.035600375
95096.06655412	61380.0561018806	45582.68188458	623573.246514281	84109.1833019806	68407.781938661	16110.3576594935	92838.1581293777	10007.065465246	248529.217199345	84210.1812917643	42991.2830467575	32288.0985422904	45665.0360103653	72763.2367271559	93541.5129711258	120749.251193127	76645.8725014081	66700.0669081872	54799.2121699736	94121.3814804156	8534.47929067733	19419.4589124095	27871.4415380078	360803.660436102	126371.658627844	5277.74915746356	108073.911366723	41026.5481002626	44392.8183891322	196509.293905432	52898.4521109943	9101.16499645697	102085.72950841	268251.463319467	21898.5129490943	121639.147525866	89089.59217414	21804.4588761276	106092.947150136
95070.793663395	60487.6033879128	45100.7292040346	613845.631298269	82737.0169795172	68646.9563874106	15999.2944633926	91681.1218381019	9931.35687546833	249090.787121955	82966.0124046027	42399.3773221407	31813.587446742	44967.7609680558	72185.6298757308	92539.9315972545	122488.782627322	75391.3709737453	65680.5673861551	54564.0497239429	93091.5656081315	8347.1624761662	19096.2923064538	27359.2563970056	360312.092152305	124720.225581147	5172.99368697194	106313.907102073	40471.732563622	43542.1649811108	194042.548054888	52219.5003530869	8942.31623227556	100955.78834164	265197.70214538	21452.9808983835	120177.385682608	87725.3568183617	21460.1480247181	106480.808980874
95032.1542389856	59579.2477096305	44605.5964675731	603770.145895986	81343.2652231762	68873.6491452351	15888.2298844888	90581.186061714	9852.99478949148	249502.567214164	81735.9661095474	41803.9629743988	31340.9512748238	44291.4767102817	71581.442501606	91556.094212754	124213.022134745	74167.5189555017	64663.2790068458	54310.4828641357	92039.322383962	8162.83752571698	18775.3807138457	26842.198294983	359755.788466373	123138.781350245	5070.24362567343	104612.242219337	39918.276028144	42689.9179298979	191620.029843257	51572.3107740834	8784.47255845791	99831.1975911317	262068.762040986	21013.6920204354	118757.525152913	86328.6961092803	21128.1743105063	106811.911303085
94918.6948762084	58676.2507727849	44102.3777893937	593695.540961203	79915.0360279382	69022.6760960689	15763.630224493	89478.7257712208	9771.92544490153	249728.873342515	80509.9151270547	41199.1767317351	30865.8852573914	43624.5365959775	70960.4812279835	90518.4702825362	125818.97067793	72963.3613383332	63639.8936233802	54032.7074008127	90958.4506579487	7981.14007179916	18454.8526472993	26323.0211635041	358845.133788185	121521.002977453	4969.20693783211	102929.970195459	39359.5132890389	41845.4335519838	189110.24317309	50916.4061550547	8627.08208916695	98688.8198254379	258931.932154078	20581.8681347842	117281.205883595	84920.175377871	20796.0503340597	107056.039354745
94750.001647007	57785.2499774952	43571.4300617374	583482.074214176	78456.3578107921	69145.3934108519	15636.7241512446	88390.7513617201	9690.99331288125	249703.836721577	79273.4127690916	40577.9639699399	30380.6208922579	42960.7905502863	70296.6960339674	89473.295377638	127386.778978668	71774.6944673711	62605.992327534	53719.3054802722	89822.4016285142	7803.02033321793	18132.8102810505	25806.7551430148	357802.314148546	119917.527300147	4869.58105969199	101269.533329465	38785.2359092869	41008.0345868806	186605.146172132	50268.8461745136	8469.51794509007	97512.7875485573	255689.061524711	20155.4032753452	115807.66468027	83511.6444581384	20468.1603039669	107194.473507329
94458.4396464126	56890.2449637365	43002.5483935128	572918.720547244	76975.5359109167	69202.0532811337	15499.0657468439	87290.2417076804	9608.58075351266	249344.856562574	77998.718777888	39944.6855948063	29890.9579356105	42279.4312585034	69578.0245877954	88384.9474413306	128833.44195072	70587.5216842883	61565.8179757755	53345.305176889	88614.5000982696	7628.40773004437	17811.2128399761	25290.8280896818	356448.37084337	118297.726642096	4772.05402724628	99596.8581406998	38208.2863321534	40168.7267030548	184017.809135004	49618.4056959111	8312.4674510001	96254.1613755491	252436.633397802	19734.6519665861	114294.493411005	82090.8122317706	20135.6034500195	107214.462977831
94008.1571910026	55985.9993217354	42413.3388907176	562103.494703548	75482.412977592	69170.5183141293	15345.3469936042	86142.8708182327	9523.09127177539	248747.282113256	76706.1464171377	39310.5535672627	29404.7709670613	41587.0693957992	68793.8986135631	87227.5820641217	130116.562090244	69407.7564544204	60531.4922395276	52899.6693671021	87383.6643619229	7457.70366742991	17493.9518165988	24774.6943721865	354697.289947373	116598.180846524	4676.53040595542	97910.0537460642	37627.2718562938	39338.2280147661	181310.764126305	48938.0826630008	8157.62060740468	94923.6995593354	249078.37851471	19318.151868741	112698.539180044	80671.4168687025	19795.3451170274	107138.272301524
