AL	AZ	AR	CA	CO	CT	DE	GA	HI	IL	IN	IA	KS	KY	LA	MD	MA	MI	MN	MS	MO	MT	NE	NM	NY	NC	ND	OH	OK	OR	PA	SC	SD	TN	TX	UT	VA	WA	WV	WI
101612.266290119	90616.7939327591	53876.844436208	768675.218344841	98411.8786406276	64637.1556289108	17571.8091183396	114962.121563586	12767.0600728043	234987.66474702	110276.332234649	54049.872002641	42523.1579023744	61604.1763265223	83109.8262613286	110439.714669787	99250.5383861648	114854.433429774	87212.7777752794	61054.5882683067	111915.081135927	14350.100590308	27081.7198644708	39706.9144743714	356227.450259147	157903.526345506	8449.599761764	154013.319258981	51280.7335737597	65249.8402342471	237789.113920444	65980.8878531677	12774.8404526783	121540.950124349	317503.598459382	38990.8715351995	148708.708101277	105151.303912547	29485.9934922552	94964.0709347142
102101.810927275	89472.8799642559	53514.4837518328	772075.46058897	99007.8757457361	65732.7496929183	17669.2854618129	113227.81169175	12603.324894725	238657.571396319	109489.520864389	53898.4544092168	41997.8204601945	60790.6022723443	82400.1644283808	110364.058948495	102025.884997885	113120.757376905	86989.2871699248	60971.6194375621	111485.715261089	14236.8542064417	26770.4937441296	39511.6873931471	360938.946810804	156228.208073155	8343.95533769	151901.293453788	50559.4132211095	65246.1919608002	237717.303669289	65079.4489458961	12672.1876373259	120997.08427134	312841.29249198	38487.1769485171	148044.126600641	105943.343365005	29176.3283447147	96757.1785391864
102480.308484427	88298.9391143775	53112.0048638126	774662.717286729	99507.6503693281	66778.4386568416	17749.5009925434	111479.938901875	12438.750670677	242136.389263073	108631.819669581	53705.3374783386	41456.4145875598	59957.6556894187	81633.311684934	110189.310242503	104780.47383623	111377.162620433	86706.3225572371	60828.5954201307	110964.647494872	14117.0976369575	26448.7385328322	39283.1314118716	365347.882033255	154470.699075283	8236.48557293917	149752.86571378	49825.2812316547	65193.1312870742	237437.766647344	64158.3834049883	12562.7221994136	120350.721404434	308123.486257041	37971.6521416191	147260.108165244	106662.796403887	28852.2956872108	98491.2782778966
102747.432570395	87098.3836022614	52671.0015788686	776444.597672893	99910.6816336857	67770.3136381574	17812.4627266757	109721.625471572	12273.5720257194	245412.825564083	107707.548598416	53471.8883025944	40900.9436901997	59108.4899585397	80812.2233392284	109917.344579104	107506.918503219	109626.292640286	86365.7305743921	60626.8313506809	110355.40089512	13991.2125757152	26117.4492360537	39022.7853818565	369438.664402164	152636.900487879	8127.49597076875	147573.244215021	49080.2900689761	65092.0310919838	236954.053292202	63219.7898080061	12446.9263014307	119606.521789748	303360.499478407	37445.6412511736	146361.44721546	107310.188598948	28515.0449839419	100161.725458333
102903.238676295	85874.5163837463	52194.039721241	777422.415934335	100216.266725179	68706.0353789158	17858.1889733629	107955.859515317	12107.9598359605	248477.219303166	106721.147787808	53199.4481552634	40333.0343568933	58245.0456368004	79940.5838058918	109550.74607004	110198.323567169	107871.718636422	85969.7692524118	60367.8185929689	109662.055260271	13859.7663483235	25777.6360217759	38731.9641740862	373203.203241002	150733.412084355	8017.25468744557	145367.997852251	48325.9875370637	64943.5127581372	236271.910310706	62266.5652639469	12325.2427174125	118767.782435908	298562.190310139	36910.531017344	145353.572684978	107885.172881187	28165.7179459876	101763.48901108
102948.571678179	84629.1016180254	51683.020804926	777602.66364247	100424.974976034	69582.2537750875	17886.7261210249	106185.912787074	11942.1340571701	251321.624847772	105675.476470521	52889.8797949126	39754.0445605648	57369.4713437092	79021.9601584189	109092.140452156	112846.863953745	106116.586119847	85520.9457327482	60053.418926046	108886.977317908	13723.1317378995	25430.0932432939	38412.2405782145	376631.207267761	148764.754695189	7906.00114786005	143141.775106762	47564.2370023536	64749.6619777081	235395.64309313	61300.740881141	12198.1047631701	117839.974020862	293736.876497147	36367.837740306	144242.16219708	108386.84943766	27805.5157455923	103292.1172221
102884.289708094	83366.3618281398	51139.7567572007	776995.204029076	100537.497740577	70396.9295757661	17898.1992861041	104414.051341558	11776.3098672594	253938.109286297	104575.076338035	52544.8649855392	39165.4045129715	56483.6542564969	78059.8327874508	108545.159419442	115444.634428966	104363.928967546	85021.4540849276	59685.7044413773	108034.651562732	13581.8187990237	25075.9157847709	38064.8418604293	379713.56065933	146738.832440609	7793.967261947	140899.24558848	46796.3671257537	64511.9614264218	234332.771838982	60324.6691129624	12066.0471706457	116827.106077729	288893.221982896	35818.4231992773	143030.230970966	108816.297510727	27435.4487993839	104743.47043472
102712.404404612	82089.0327286886	50567.0898468199	775613.339607737	100554.953792133	71147.5864685544	17892.9023859087	102643.844364598	11610.6277464381	256318.079529843	103424.165022727	52166.1705349731	38568.775628966	55589.7400013912	77057.2280992172	107913.526223841	117983.627720593	102615.904238459	84474.1953260241	59266.7162336135	107109.080279062	13436.2650972776	24716.0807395733	37691.427042167	382443.485460203	144661.76721689	7681.3870307269	138646.087066726	46023.9614291356	64232.273569955	233091.372992059	59340.0952529394	11929.4115077886	115734.592617049	284039.347361529	35263.9560308656	141725.295551152	109173.754049054	27056.5175425869	106114.500874322
102435.517544572	80799.5390515421	49967.0117594173	773475.54318009	100478.32103554	71832.3756301626	17871.1465731518	100877.64234287	11445.2852296872	258455.149936235	102226.945150925	51755.4828253458	37965.4381607416	54689.4529545788	76018.1392288202	107200.274086445	120456.372199052	100875.796920762	83881.646351843	58798.6031534924	106114.069870852	13286.8976009599	24351.3589573913	37293.6422459448	384816.372655994	142537.562474733	7568.4788497896	136385.00884445	45248.5260479506	63911.4966396814	231678.313666329	58349.4530321075	11788.6215333998	114567.355401648	279182.362871778	34705.6539144646	140333.896895025	109459.793379252	26669.8759199227	107400.181954373
102055.543633759	79500.0677349857	49341.7744698729	770604.349798032	100309.903480055	72449.3449640404	17833.264623398	99117.6784674743	11280.4214746981	260345.273381255	100987.623258962	51315.0614925065	37356.5810754882	53784.678096399	74945.8697721072	106409.178446667	122854.176468497	99145.3551034464	83246.124250416	58283.8259538744	105055.088248612	13134.1604180624	23982.6814464315	36873.1330929521	386828.527895005	140374.052670335	7455.44784178539	134120.164701249	44471.6519470141	63551.9120037108	230102.059261694	57355.1178714678	11644.1117944808	113329.829693001	274329.527859184	34144.3824970913	138859.931148183	109675.080984185	26276.5643494407	108597.595729374
