V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99
6813422.38578473	7025875.48556564	7046933.51670199	3170090.45183146	6920131.11016588	1432577.44086059	6724389.60667327	6490475.06904848	6476294.51742537	7702653.87960751	7304589.81295636	6477056.03931729	7408006.28918361	5199278.64697961	7193426.70863492	6826427.75306952	7150165.83246188	6914489.5436778	6922412.84259858	6851977.52188327	7289146.90536547	7795808.59337302	5559390.73477334	6926821.40478522	6596795.210639	5457165.6816942	6840798.39240117	7031363.80168835	6842597.92617457	6979198.30960658	7272943.45736875	7063212.18436839	2204512.32168293	2461085.61639381	7311890.89618498	6635934.26285203	3914219.30704787	6893098.51251382	5556389.88788067	7057742.57008788	4407341.23896733	7077566.0485725	6381226.06498705	6598911.1550567	6968595.34600063	7189519.54943736	3887207.86462868	6979924.35318083	7333543.57993442	6697346.01664112	960737.700097532	4217235.39346176	3576049.49264729	6583000.93686162	2188293.42240544	6754330.66510168	6965766.26931694	6634737.09547491	6938145.37861859	6722029.78570583	6862307.31765631	6932519.35505694	4327581.92147815	7034236.80649851	3127789.06090089	3252887.42199317	4137721.1619681	6852044.46017566	7121204.62344539	6823597.53185112	1218145.64409859	7267953.32732125	1387583.59983448	6544977.92283791	6863623.26786168	7266870.21939884	6997197.32247744	1622097.46278203	7701615.07810991	3698794.63268718	6559336.62642015	3568088.63090012	6722774.72519891	6882728.77144467	5703350.56466337	4790120.23886724	6088158.52025095	6698144.97203402	6083887.89652232	1688480.41200898	1605817.17720316	6511171.85884824	6687509.03203052	7302476.61397392	1014654.39117919	6948995.97608563	7253738.8769632	7437058.43479279	6614921.66819478
6783803.53667795	7067309.72539405	7068573.57365088	3088895.09775631	6897913.48432101	1390919.09140169	6747850.5360268	6464022.69091875	6412544.97097734	7619546.21020096	7339765.54300998	6447019.71803781	7434182.00786927	5089526.72720729	7187286.00807338	6782628.95851269	7114540.78552364	6960500.62794375	6932199.56733252	6896408.45091078	7286063.87336428	7767565.69172095	5513512.0390645	6953807.39817992	6525205.14756444	5349304.12494686	6856551.81283466	7060753.02850938	6770867.44692458	6993112.77012914	7291788.95697658	7092009.36245189	2144514.93876794	2380566.57653591	7355237.24798943	6671352.50301006	3808583.78444238	6937134.45749172	5493213.53971003	7116731.52950617	4298204.11660824	7108943.25229555	6306684.69494906	6548479.20318181	7008606.23916106	7172768.75852434	3787564.49370482	6974153.87786847	7346224.35547534	6755028.17111901	935029.53660547	4113216.8269015	3472154.10377763	6516937.47464844	2121397.13400196	6776718.2656692	6970905.08404082	6629264.67247768	6902691.69467629	6739662.67821484	6839097.64231928	6966247.49659023	4232368.48610378	7075599.57937512	3036387.08951733	3166426.68506822	4030018.78402625	6917571.17780476	7106090.99828358	6837822.36838354	1181593.12849085	7287023.22859011	1346381.30349745	6420268.26789744	6880016.28159054	7338307.36980962	6983163.79860382	1574065.85764343	7677298.74842951	3598715.45533736	6541118.92037563	3476407.74399125	6741076.24106546	6849302.2899971	5640096.10591457	4684711.66772168	6017778.38548168	6707836.50714411	6005341.58337209	1638341.0845686	1560465.29527169	6523779.84717622	6710656.04622108	7325221.07720778	987240.626952814	6944840.60308846	7227398.83947449	7443464.40259119	6612255.83687589
6745924.10284267	7099474.64797	7080462.32001393	3009240.36692697	6867251.95170832	1350904.28368054	6762592.43268592	6430127.65743729	6342260.6958464	7525695.91736489	7365120.93327189	6409618.41007137	7449476.84669566	4978462.29137256	7170755.24723481	6730823.18331775	7069832.14259464	6997173.51849228	6932216.49319148	6932029.3059029	7272418.10460762	7726960.9325679	5463185.44587661	6971485.74613229	6447075.44614051	5239343.67560757	6863576.8069783	7080629.79848085	6691862.55558997	6997726.90442128	7298583.0347992	7110987.89126586	2086270.2248756	2302714.16672785	7387795.91693736	6698259.03268711	3704405.303536	6971686.17067989	5425973.27790889	7165128.41483215	4189529.37922276	7130151.50858597	6226330.66565032	6491020.61793862	7039099.71178336	7146583.83744368	3689099.6499646	6959315.56184346	7348026.81026076	6803699.54156595	910425.329550621	4009886.29079605	3370253.56453047	6444213.08319392	2056656.39319799	6790282.36938396	6967110.79880995	6615358.8420775	6858751.76885215	6748892.40359412	6807585.34974184	6990612.12548485	4137092.06223884	7107579.75766599	2947100.66419835	3081630.89160024	3923364.14742389	6973924.94559663	7081832.75901208	6842828.45951124	1146599.02421064	7295363.53825263	1306836.30701893	6291001.390311	6887594.22163153	7399959.97415207	6960218.93745042	1527826.32853135	7640763.00661145	3500223.3987647	6515217.00137412	3385998.91627491	6750644.09345385	6807206.48518011	5572315.87764856	4578721.242463	5942160.18721059	6708867.52519236	5921890.46668917	1590053.72316042	1516765.46638399	6528366.74744434	6725272.67190188	7338023.43058518	960994.942006603	6931621.83094212	7191623.74873151	7438779.94735717	6601642.13837623
6699982.55789357	7122148.45607292	7082524.82382461	2931142.91632823	6828242.02078874	1312467.01356228	6768541.17652356	6388961.01308947	6265787.07143313	7421793.88018937	7380392.84139893	6365048.32365256	7453798.45738134	4866392.75372678	7143997.15592282	6671265.13699094	7016271.59322705	7024306.54750668	6922522.04120223	6958613.5754501	7248343.47580054	7674357.79787492	5408538.09521018	6979767.13329372	6362749.84457754	5127619.69705844	6861807.19999535	7090881.11876814	6605972.91889306	6993016.90444304	7293414.17417202	7120040.20155039	2029738.54753486	2227469.39773753	7409383.00439467	6716511.0199048	3601785.71099512	6996566.05825077	5354917.57053521	7202693.39193997	4081513.99822482	7141089.59106946	6140478.08331281	6426792.32147738	7059899.857604	7111069.89278554	3591920.77986918	6935483.97542615	7338974.68152903	6843106.7875331	886874.296924322	3907410.51698783	3270422.23914822	6365143.0745251	1994022.05662369	6794955.46903707	6954354.49009677	6593120.83740614	6806554.52293846	6749641.0676376	6767893.79996373	7005481.12256012	4041923.71147019	7129944.30173394	2859947.97151785	2998527.66647801	3817908.20035909	7020787.5086116	7048498.4127672	6838616.33663305	1113094.09977245	7292966.87093608	1268876.71684935	6157751.13346111	6886296.65173349	7451386.10586237	6928459.81249026	1483312.84582239	7592342.48809589	3403401.560798	6481770.03979645	3296949.72667448	6751421.96783406	6756703.28948365	5500285.80701116	4472394.3655472	5861625.48609342	6701259.98954858	5833867.62576992	1543550.84624996	1474655.46355505	6524908.88363871	6731273.00337608	7340725.58006437	935863.281491145	6909392.48989899	7146520.82193735	7423088.68003472	6583126.45385775
6646222.24855357	7135145.90170655	7074770.30721445	2854617.59167722	6781056.41892212	1275541.71317644	6765679.16687192	6340741.07716785	6183481.55481645	7308574.56339526	7385371.1936824	6313528.72166009	7447125.73109032	4753606.9516362	7107226.14059528	6604259.64559281	6954139.32649548	7041741.13046885	6903216.66644637	6975975.25574045	7214010.10017788	7610198.2673508	5349728.78143237	6978585.04752151	6272595.78345236	5014476.38447986	6851225.10715262	7091426.8289281	6513624.3872826	6978995.06466569	7276445.94622508	7119130.52533118	1974878.59637303	2154766.90487458	7419876.07450428	6726014.32565109	3500815.0674064	7011656.72875233	5280288.19769815	7229247.20353113	3974350.54441915	7141735.39794616	6049482.98949627	6356060.77859198	7070890.1587083	7066387.41748897	3496123.54119668	6902778.63204525	7319175.7879104	6873040.91206723	864326.85644255	3805932.46338439	3172717.16485883	6280058.02781572	1933446.49386253	6790711.9421744	6932672.26634581	6562695.01285239	6746374.54274037	6741884.00313008	6720190.98012451	7010769.19746418	3947038.57808275	7142539.85651348	2774939.73217901	2917137.99419834	3713789.33208704	7057885.27893439	7006215.13815439	6825234.16906603	1081009.75726542	7279890.04226436	1232437.40063806	6021085.16659907	6876087.09047896	7492206.48817263	6888030.86994559	1440460.96301854	7532461.97138339	3308320.46824588	6440911.87240799	3209343.93028405	6743415.84343109	6698090.42706994	5424286.26318112	4365977.88974466	5776521.25924638	6685059.64793561	5741615.2323705	1498765.08179874	1434072.00853324	6513435.86609707	6728625.52707367	7333236.34561717	911793.825234354	6878271.75141598	7092279.2672685	7396508.53652872	6556783.59455246
6584904.6837038	7138364.54050114	7057265.73476704	2779673.73947136	6725897.3433927	1240066.78218821	6754021.70006095	6285694.3585591	6095714.89434931	7186803.17058482	7379929.63851072	6255319.78371971	7429505.60892707	4640404.51015212	7060718.4646609	6530150.59866771	6883752.7494431	7049374.38720588	6874468.85899249	6983983.87945082	7169674.31389113	7534982.29126743	5286933.39895174	6967962.60142061	6176990.53992544	4900254.0465918	6831859.26381971	7082249.44063483	6415236.19686127	6955732.77668111	7247913.34972337	7108278.71178664	1921646.90085855	2084540.75988303	7419225.56211572	6726722.34325045	3401577.75754132	7016889.56013189	5202356.02896946	7244694.87163089	3868192.02128993	7132113.7505661	5953687.86113535	6279133.07316132	7072012.4081445	7012749.94589317	3401792.87145049	6861358.04826502	7288782.89264619	6893366.44019882	842737.081272718	3705594.34471844	3077194.10748402	6189328.79029461	1874880.50926202	6777598.21492262	6902141.05054098	6524273.25979831	6678507.31729969	6725639.7168869	6664688.88481893	7006453.77818815	3852600.54484266	7145260.344152	2692089.55074563	2837470.71856185	3611137.17499394	7085005.67248998	6955168.1371731	6802800.14312861	1050280.99526874	7256245.79785335	1197453.1641635	5881556.95699126	6857011.82603627	7522101.38624076	6839125.94141563	1399208.40876144	7461597.35936495	3215051.91917495	6392862.51543685	3123247.62061434	6726683.30324293	6631702.41302703	5344609.76950047	4259695.89632071	5687180.54404549	6660380.91729184	5645492.40210389	1455635.21125225	1394955.61352126	6494007.68794024	6717331.40512868	7315533.83785805	888738.323899888	6838440.42217243	7029120.69215992	7359244.72146876	6522725.51148434
6516352.07680076	7131734.25926011	7030106.33346745	2706319.71397722	6662993.66513812	1205980.54436122	6733634.91796856	6224092.70823431	6002882.85134878	7057266.67405843	7364006.00185452	6190704.56782486	7401044.067052	4527050.15194464	7004785.91087365	6449300.33837236	6805459.3495255	7047174.1998992	6836500.54104225	6982575.09309295	7115629.27179237	7449261.85143314	5220320.51133904	6947961.6451948	6076336.66663448	4785258.85767665	6803794.33132888	7063396.89000406	6311261.89649357	6923343.57899082	7208129.58774228	7087554.48754801	1870000.67509389	2016725.66120672	7407458.65978192	6718628.92521429	3304147.95885917	7012249.27213623	5121378.70024006	7248990.48777626	3763208.1136767	7112308.3191623	5853462.62912308	6196337.23974098	7063271.47735933	6950422.0311465	3308997.24827393	6811447.15247162	7248018.7090528	6903995.37172898	822059.120097347	3606524.98941791	2983884.77006954	6093337.42984382	1818271.30087352	6755679.05041069	6862899.28710154	6478080.74239704	6603293.92332447	6700970.45572859	6601639.60354985	6992562.76202543	3758752.03507219	7138056.04422142	2611390.59321948	2759539.84337836	3510062.35893228	7101997.59794927	6895596.21033868	6771463.59846102	1020844.17741158	7222227.44258325	1163860.82926892	5739707.96089446	6829145.22063347	7540829.54237597	6781983.96291192	1359492.0014961	7380282.02236062	3123649.6963156	6337845.73410894	3038719.40882339	6701327.83271145	6557913.38532077	5261550.5837369	4153764.18290018	5593962.87425245	6627364.96531711	5545845.34747982	1414097.9641022	1357251.04205385	6466725.06402399	6697452.55097582	7287655.14635131	866650.055045044	6790115.51357707	6957317.19625654	7311545.78058853	6481099.67677414
6440895.92224776	7115253.25780056	6993470.46264692	2634554.08275613	6592639.05493339	1173223.57958849	6704636.06930481	6156229.76717727	5905387.43719109	6920751.85999235	7337594.92590988	6119989.88024055	7361931.00613611	4413796.37409498	6939798.80575582	6362098.36385216	6719658.72210594	7035151.69061708	6789557.37061966	6971718.95195466	7052225.75255881	7353650.85705573	5150088.21949936	6918697.44393015	5971048.53995342	4669794.16739797	6767162.75578606	7034964.34861107	6202172.75013362	6882024.37403827	7157473.46718285	7057087.21107277	1819897.93542642	1951254.9216467	7384662.61574878	6701792.06954451	3208580.68924906	6997795.78655124	5037628.66701499	7242175.74299154	3659531.80032242	7082478.65788386	5749178.78977754	6108012.4494965	7044712.45904722	6879721.41177551	3217806.9065516	6753299.55425098	7197158.3505178	6904891.04410659	802250.66343982	3508831.84148777	2892818.2672455	5992486.02175747	1763569.47098584	6725094.20035863	6815126.60684261	6424376.98407045	6521099.82497213	6667995.68229471	6531330.84448759	6969169.15577412	3665642.11599273	7120946.9123144	2532838.76319822	2683349.98663941	3410662.88724955	7108770.32107273	6827770.68357993	6731421.14080497	992639.303891515	7178069.46280114	1131601.13227101	5596065.08509198	6792612.19281141	7548201.38414303	6716878.80196353	1321253.23731141	7289104.78563255	3034153.08672579	6276118.30778574	2955812.2850848	6667502.3114176	6477120.4638996	5175397.74363551	4048391.75464877	5497228.13022061	6586197.39389222	5443030.14417803	1374092.84117526	1320900.55939994	6431739.89590967	6669100.86760883	7249705.59858274	845484.575440727	6733555.57502986	6877208.85413475	7253738.43659352	6432103.57753674
6358899.86838075	7088995.02676967	6947580.21977934	2564377.5709754	6515149.95927209	1141737.4668946	6667183.99106602	6082418.13345781	5803635.94319832	6778053.70199577	7300779.91525413	6043508.75943334	7312408.35398865	4300877.78143719	6866173.10738508	6268957.73913576	6626779.47128015	7013384.75152005	6733957.36615207	6951455.28373387	6979862.18396	7248795.80138962	5076449.91812149	6880338.00665772	5861551.74775771	4554143.9662013	6722134.76652053	6997114.98371565	6088447.45022698	6831987.22078698	7096386.72802503	7017064.17486344	1771295.22916129	1888060.09057016	7351000.40391564	6676305.81963802	3114927.87308073	6973619.96017474	4951367.15768797	7224354.29495589	3557297.30886891	7042831.81347404	5641223.74127637	6014527.84899324	7016454.64287811	6801006.51188691	3128276.67910088	6687228.01041376	7136547.4789003	6896074.98690274	783271.463376776	3412617.12812696	2804012.18885927	5887191.29357527	1710719.22774801	6686005.45450061	6759032.90069771	6363463.74913613	6432323.53677989	6626865.95930022	6454086.33658772	6936413.75762009	3573393.4176536	7094008.78649479	2456422.55146279	2608899.47292266	3313024.65482638	7105284.33945265	6752020.33392075	6682922.38903226	965607.872032224	7124065.11680514	1100614.21634651	5451128.58534507	6747604.10726089	7544124.69572837	6644137.72755967	1284433.85181124	7188678.05773078	2946602.87017462	6207977.43421185	2874566.21081433	6625390.69836377	6389742.92183709	5086453.01769153	3943756.55801702	5397325.28969625	6537106.02039599	5337407.62144418	1335558.85495023	1285850.38784849	6389233.59824646	6632409.90728934	7201861.18647718	825198.000249303	6669055.73670605	6789167.76663707	7186195.69769114	6375957.84615781
6270763.58264721	7053075.72843085	6892711.05752966	2495783.68424382	6430878.32024704	1111469.98012968	6621492.74351615	6003005.89087217	5698039.72810373	6629958.21296392	7253709.55480513	5961608.86526731	7252781.301109	4188515.20475519	6784358.65361941	6170309.33365741	6527268.94866872	6981999.63460133	6670052.21139683	6921877.32788594	6898976.22562205	7135380.81770222	4999628.15928602	6833100.81893194	5748273.12733304	4438581.33086747	6668945.92690477	6950043.01526151	5970554.12992731	6773501.76493265	7025353.74040835	6967729.19250193	1724151.34662133	1827071.37053026	7306685.43858231	6642316.40225985	3023234.36977654	6939897.20785244	4862861.38656071	7195703.8905707	3456611.25054759	6993634.85503563	5530002.57910868	5916274.61989802	6978673.90712455	6714657.2563285	3040453.12285825	6613570.36295209	7066585.04828762	6877618.25591255	765080.775265249	3317964.95592453	2717480.97658451	5777864.74904022	1659668.44917504	6638638.58752063	6694897.92653952	6295667.43356358	6337391.73623064	6577782.89776855	6370251.04173993	6894484.1237172	3482125.69988446	7057374.13327068	2382126.75046776	2536185.34531843	3217221.67799026	7091573.06301209	6668699.33800225	6626252.99869079	939696.840894392	7060578.78785298	1070845.25382724	5305371.10930268	6694343.37252334	7528585.16892474	6564102.54188517	1248977.29935994	7079684.39497053	2861025.41156187	6133728.68529209	2795009.15304139	6575235.26998559	6296227.37070367	4995017.98080996	3840024.5367098	5294616.37683273	6480373.96073119	5229338.69297608	1298439.95418012	1252047.87158357	6339429.69546122	6587584.62205971	7144352.88924204	805749.832893946	6596958.42208747	6693610.51295042	7109346.34937238	6312924.98439192
6176882.32868447	7007675.68303896	6829168.72982605	2428765.02779574	6340206.22371339	1082367.04841145	6567806.30455971	5918340.89626976	5589020.64528089	6477245.09881078	7196596.07402542	5874653.82217425	7183424.61032322	4076916.92967742	6694844.74355469	6066593.0133439	6421609.03051877	6941195.18327022	6598234.05896859	6883129.59774813	6810044.08585398	7014101.29582439	4919843.40613482	6777251.56115758	5631637.65284892	4323352.78940878	6607857.79336755	6894012.29211147	5848974.42936051	6706882.81113763	6944916.61094901	6909369.45514273	1678423.82255842	1768221.19922335	7252019.21367387	6600009.5597773	2933529.02704125	6896841.20056455	4772377.88430741	7156462.18380595	3357578.58220214	6935186.60279977	5415898.77853463	5813640.20626379	6931587.64600019	6621094.76835598	2954379.56798819	6532685.00564467	6987684.5501339	6849668.85827657	747642.371489477	3224958.08693665	2633226.93039653	5664929.99441204	1610364.51188326	6583248.82031847	6623032.2755624	6221330.43891011	6236751.01430684	6520984.84049178	6280202.48615286	6843624.85379888	3391944.06711577	7011233.10281621	2309926.2863897	2465202.33973358	3123320.31133928	7067731.66700019	6578210.77362193	6561729.21880515	914852.746640672	6988000.90582607	1042240.02581036	5159246.10215283	6633097.13934144	7501618.665227	6477177.87827127	1214828.66458653	6962794.49610506	2777436.37915551	6053714.84397171	2717171.87968914	6517305.24556726	6197033.01520392	4901388.8160983	3737358.35362282	5189454.76800616	6416286.69602993	5119172.2698222	1262679.47122917	1219444.22031074	6282578.14340294	6534860.2712159	7077460.34382505	787100.500728743	6517630.72403684	6590998.32878483	7023655.67519722	6243297.0574596
6077691.45835268	6953031.040229	6757327.65594363	2363311.11010418	6243542.92596239	1054378.26609657	6506411.51890313	5828786.09454524	5476984.0939391	6320674.33341458	7129708.70384002	5783014.97782109	7104741.4364919	3966276.81508849	6598129.15199428	5958261.76880042	6310286.34125799	6891204.82793353	6518917.70086431	6835415.47351821	6713572.32631161	6885681.30001087	4837325.40388712	6713102.28124354	5512085.26371385	4208690.11469908	6539169.66789461	6829325.32926512	5724187.59389805	6632484.02868284	6855646.32876235	6842322.7845492	1634071.92270431	1711441.94413003	7187356.93798742	6549623.83411735	2845842.1283937	6844701.38497416	4680176.21048586	7106931.53167595	3260282.75903608	6867857.65202987	5299301.84531516	5707026.62392647	6875471.00316909	6520792.27933751	2870087.44245163	6444981.36853357	6900321.88814062	6812419.40624522	730920.000877684	3133659.29481412	2551244.65790041	5548804.34810351	1562751.52896736	6520148.13298384	6543780.85671677	6140835.76394716	6130843.59289764	6456751.30817156	6184350.64085484	6784121.55096926	3302947.34745577	6955839.39536559	2239795.9738928	2395938.67241854	3031366.81094882	7033913.52709148	6480985.89238047	6489723.81674114	891026.248975505	6906784.40770306	1014746.51500432	5013175.41519478	6564173.69214254	7463360.34932952	6383763.88568185	1181934.82402401	6838708.46431526	2695854.17214228	5968286.46324947	2641073.86269166	6451911.9103505	6092629.44861888	4805859.39307004	3635896.55551343	5082183.57358254	6345184.50470144	5007250.93755512	1228222.86662689	1187988.60571618	6218973.08755612	6474513.25402486	7001532.41764524	769212.73498105	6431473.75847968	6481799.18833658	6929640.06796385	6167396.80908328
5973625.28585942	6889431.71136359	6677571.45652269	2299408.30718725	6141314.21029343	1027454.17362098	6437636.29531922	5734726.49717938	5362342.15862116	6160976.34210873	7053408.98449945	5687077.07477578	7017198.39932934	3856763.95724671	6494751.70038995	5845770.0313041	6193812.33361955	6832315.63314738	6432554.64924376	6778989.96227996	6610091.1731601	6750862.16876272	4752312.61781179	6640995.3587363	5390023.00082795	4094809.361951	6463221.95028715	6756343.54041971	5596661.79361471	6550679.41641637	6758156.12392641	6766970.2038468	1591053.54787972	1656666.63808996	7113099.86811128	6491430.47429472	2760190.74900863	6783803.07562691	4586513.92651732	7047461.02956033	3164803.78641896	6792063.47402397	5180591.89830579	5596840.02807637	6810651.87854794	6414220.60017523	2787602.62622507	6350882.86807615	6805008.73316268	6766106.21071694	714880.679473338	3044126.24345673	2471518.95912958	5429911.45036465	1516777.79267111	6449660.42656681	6457532.51352941	6054581.75895862	6020142.43032942	6385397.65574565	6083118.36548757	6716305.27800117	3215223.37912297	6891485.37092886	2171707.28947819	2328381.30146557	2941407.87272622	6990332.62784142	6377472.74319364	6410624.88426484	868168.607595687	6817409.15658808	988315.585825977	4867549.37650061	6487912.30601332	7414021.09279692	6284304.23444875	1150245.58419843	6708143.671598	2616278.0586998	5877817.58769141	2566727.18809983	6379390.45732491	5983497.17423606	4708710.96274078	3535765.44699314	4973145.95005567	6267439.87723182	4893911.58691125	1195018.07860227	1157634.68378204	6148910.52478232	6406849.77246161	6916960.68009514	752050.408197674	6338915.23719021	6366534.48766454	6827827.24863475	6085569.0081814
5865129.61021506	6817214.82192043	6590340.97260377	2237042.91694472	6033974.33842725	1001548.09157917	6361829.40081892	5636552.26398959	5245488.25186704	5998857.92951393	6968078.04199165	5587229.4242438	6921292.79824039	3748540.09429033	6385255.1946986	5729576.9253704	6072700.16244477	6764859.61882569	6339613.69599714	6714126.23373691	6500144.47901144	6610367.6862838	4665056.66728981	6561319.57684528	5265875.0711775	3981915.38123402	6380385.77010424	6675454.57019559	5466850.29671598	6461894.06093234	6653082.75840804	6683734.17351573	1549329.31317588	1603828.22180676	7029691.93940642	6425735.12312252	2676587.1138678	6714505.81232462	4491638.70900082	6978461.56831047	3071209.97055649	6708230.7261188	5060151.98217071	5483483.71878384	6737492.00641181	6301884.79303328	2706943.40115759	6250836.34570286	6702298.11432656	6711011.75025831	699491.08504649	2956404.58462443	2394034.32206424	5308668.51914819	1472390.56640417	6372152.25428681	6364700.87204038	5962974.51699609	5905118.88223463	6307260.06925756	5976939.60448011	6640555.04297939	3128850.80715351	6818518.9947621	2105629.3164714	2262510.66219149	2853471.79018976	6937262.6556346	6268153.18833118	6324849.21497384	846233.11840186	6720371.54864207	962898.96485003	4722734.06480306	6404697.38296734	7353886.45843397	6179257.8399992	1119711.94162156	6571827.59859344	2538707.83936078	5782690.17371194	2494137.69613561	6300116.57113669	5870121.73290945	4610215.0155113	3437081.0545985	4862667.32846445	6183432.45808922	4779478.56978139	1163014.84354987	1128336.92368272	6072732.44664637	6332208.96507983	6824184.55110958	735579.698222952	6240394.80750573	6245734.03282626	6718794.06038818	5998169.87794779
5752656.82056687	6736755.37251664	6496104.41053994	2176195.92091911	5921959.80936772	976614.336287775	6279385.00095102	5534653.92924115	5126806.14084159	5834985.5015577	6874170.42173579	5483859.17962872	6817556.72442422	3641742.90332015	6270193.48178943	5610137.14787733	5947473.71474323	6689214.64724718	6240575.96333635	6641178.73877218	6384304.82720456	6464925.57076298	4575800.66261587	6474495.62303392	5140049.76508155	3870185.7176458	6291063.59852287	6587080.50501793	5335204.75675871	6366566.98566567	6541065.31482511	6593065.71461151	1508858.36083735	1552860.671705	6937646.38763771	6352877.51288162	2595036.71524783	6637203.05747003	4395794.11309645	6900389.39730652	2979550.60362881	6616830.80700541	4938338.47126092	5367362.38772021	6656400.39312472	6184297.90802404	2628123.78090712	6145306.9747078	6592734.09890667	6647471.75142134	684720.393047106	2870532.45147206	2318768.53495757	5185484.10305507	1429538.36205677	6288013.84423181	6265721.51920621	5866429.46362924	5786252.48471019	6222719.92336392	5866254.98889629	6557267.00909968	3043897.33971205	6737333.07545045	2041523.96386315	2198311.07229864	2767585.29124882	6875018.15388895	6153521.42925361	6232835.71352485	825175.675263903	6616218.52102353	938451.406063534	4579064.17746693	6314930.01108387	7283303.6182136	6069088.69429149	1090285.84623348	6430465.01331658	2463133.8071774	5683304.08562754	2423305.91141338	6214493.57133848	5752978.02018041	4510641.63120569	3339944.58480585	4751062.81036008	6093562.50406688	4664263.40563333	1132163.07043372	1100051.80813119	5990800.25307512	6250971.42471497	6723686.84832668	719768.303404867	6136378.75810137	6119933.67508173	6603122.8034653	5905581.31599187
5636660.77714915	6648480.00170031	6395336.12462893	2116848.48674862	5805742.19274089	952610.301468227	6190694.66057929	5429420.49830957	5006679.98635807	5669985.65898568	6772176.67308471	5377355.87289067	6706566.74178202	3536505.64565357	6150130.07515388	5487901.82289601	5818634.4018821	6605797.08759226	6135943.8965524	6560538.4478341	6263140.64614876	6315245.71560505	4484780.70106146	6380969.67021136	5012932.51601402	3759792.27413556	6195675.96067937	6491681.83931679	5202159.34455543	6265166.81410745	6422761.77830125	6495439.34986649	1469602.08357452	1503699.96560309	6837485.99547726	6273230.54887468	2515537.89266345	6552322.93410194	4299211.74659865	6813743.25860555	2889871.8326445	6518373.96563889	4815513.56375131	5248879.81988692	6567811.76131822	6061983.16108569	2551149.37932003	6034772.70596535	6476898.50258152	6575862.60107559	670538.683545416	2786539.02413047	2245696.6929807	5060752.58094984	1388167.05939107	6197667.1028017	6161041.50123102	5765377.81262207	5664016.28871571	6132166.5979126	5751520.04776427	6466886.30457679	2960421.62187204	6648356.57778934	1979352.74980131	2135762.81932743	2683765.48573685	6803968.68405136	6034077.05245032	6135035.215294	804954.237226357	6505510.28082819	914929.0011238	4436846.81077096	6219031.72915592	7202676.95089568	5954285.92420049	1061920.42821607	6284746.63409368	2389551.08292992	5580056.47681317	2354226.5339246	6122931.09736309	5632541.03565212	4410251.69560531	3244446.20457251	4638644.34227041	5998257.61311786	4548556.73050627	1102415.77675764	1072736.04095818	5903484.03791943	6163520.25933526	6615984.36688056	704584.440688912	6027335.93735013	5989686.90206577	6481405.58717342	5808199.55926869
5517583.16509565	6552840.89150599	6288543.5163139	2058981.53071021	5685798.69757436	929494.596520727	6096184.219302	5321236.3773613	4885473.92740091	5504455.15159483	6662633.21193371	5268117.40786367	6588907.78200859	3432940.67438217	6025632.61647056	5363314.47931185	5686710.30850423	6515050.46040286	6026227.74820638	6472603.2356439	6137233.76359793	6162019.96345125	4392243.17700033	6281204.58530498	4884902.64141688	3650885.05653852	6094666.70777821	6389741.64652615	5068118.70087234	6158175.8224786	6298835.77237414	6391360.38864635	1431522.11469682	1456283.69347942	6729771.94714989	6187189.22266133	2438088.21236989	6460322.28027136	4202117.63433148	6719055.45351465	2802209.44524927	6413382.53419697	4692021.48173741	5128427.19163628	6472203.30408942	5935465.96301486	2476025.92869969	5919726.27110729	6355388.4153043	6496585.22390561	656917.325587041	2704449.91036252	2174786.41577897	4934851.28224829	1348227.54006646	6101546.22404739	6051139.72330815	5660248.36607673	5538878.15628424	6036018.16592098	5633200.13374763	6369875.54308418	2878470.12832739	6552063.64047832	1919077.66912689	2074843.29765012	2602017.40535956	6724520.95317938	5910334.33391397	6031921.76973328	785528.572853265	6388826.54244888	892289.386609891	4296360.27123805	6117448.06704566	7112488.03536732	5835332.29447996	1034571.59122215	6135364.41003301	2317942.13223248	5473336.45633888	2286894.41560422	6025866.84467837	5509287.37021817	4309288.52020075	3150661.33860245	4525698.75458105	5897959.15834236	4432647.36992415	1073727.64965497	1046349.70730148	5811167.9369425	6070273.29197623	6501607.83489153	689998.139077199	5913747.9225292	5855551.24330129	6354260.84116801	5706435.5731616
