V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41
1839294.10099136	1947219.47897106	1935374.27056677	1967766.06543994	1828529.32686833	1955322.31226177	1883277.36845813	1888284.49418637	1888547.31101839	1581198.73296882	1722368.69322826	1950276.13322352	1764516.14441492	1943368.53718774	1866651.47213826	1858223.90095791	1813539.03217364	1947167.43478112	2036759.47764549	1923884.69527326	1900447.4444647	1672865.58462724	1833813.51799788	1857438.62411724	1713129.07956903	1913495.79307866	1759925.90043972	1803120.36799409	1905253.37820994	1826785.29616405	1911465.15580973	1741416.09155233	1677515.22454569	2029618.01445631	1909943.07943441	1837018.78084378	1940655.90599209	1934685.35573278	1842930.5493392	1987467.46072593	1848497.09042097
1768439.73360345	1870336.28331843	1861180.65502594	1891752.15661763	1754369.14649697	1876282.43846339	1814832.79743577	1819104.18571517	1816000.73841089	1518986.47286678	1650820.98008446	1878326.46004237	1694813.20476529	1866584.65801891	1795828.40745036	1785320.51786614	1739245.93877449	1873838.02570567	1961314.39453732	1850664.80706128	1826136.32004795	1606755.20764821	1764140.62094807	1787924.79018838	1643370.83000654	1838770.9815638	1694061.1774784	1734448.12211291	1826647.01375225	1757206.06899402	1843270.86378456	1676634.78167711	1604379.4958933	1955488.90831333	1842264.78417306	1767400.92591706	1865359.11956188	1865117.68890272	1766750.46935295	1909254.08943771	1773779.82457764
1700364.08678009	1796529.63086595	1789796.80876854	1818543.64408086	1683343.80806557	1800518.06859388	1748855.36829066	1752470.51766983	1746270.59733217	1459174.25551812	1582406.92252633	1809019.95190038	1627894.29798787	1792895.95016726	1727617.9980972	1715325.17197864	1668088.85389259	1803230.39711912	1888510.35269986	1780253.36275	1754682.00957716	1543213.14910747	1697348.92396166	1721009.8354488	1576604.12846915	1767010.94171436	1630732.0874894	1668426.47822852	1751344.26425817	1690310.92420823	1777218.46727026	1614277.14392188	1534543.24412008	1883997.74343518	1777045.20428452	1700407.15694688	1792902.09653816	1797983.09973117	1693838.78713738	1834166.01220067	1702185.23213899
1634968.2472262	1725681.6989437	1721133.66688056	1748060.30751121	1615324.28647122	1727903.20536803	1685266.8023738	1688302.39943983	1679261.90981249	1401689.42104285	1516988.55046966	1742274.22712697	1563653.22730921	1722189.43621346	1661943.05138779	1648132.63301982	1599941.49799945	1735255.91211652	1818281.87141558	1712550.00492107	1685991.32784372	1482155.52975952	1633316.22477925	1656604.17183645	1512704.87023358	1698112.92303904	1569846.17855293	1604959.87490286	1679220.14408617	1626002.19891245	1713277.7016571	1554260.06674691	1467866.52502479	1815064.2325372	1714204.11228421	1635955.00701822	1723199.20580022	1733211.52221197	1624060.39681813	1762091.51320414	1633590.44283933
1572152.98568396	1657679.15230006	1655097.69108728	1680220.12787975	1550183.20729313	1658312.45052654	1623989.0460336	1626518.32675389	1614879.32546934	1346455.50372846	1454429.53458322	1678008.43125525	1501990.35903638	1654355.48286096	1598725.29916589	1583641.22095075	1534677.7965183	1669827.41208994	1750557.39386822	1647458.90957723	1619970.21139719	1423499.14575816	1571923.84897523	1594624.48196868	1451547.96043783	1631971.39657757	1511310.33177268	1543955.9425452	1610147.85036019	1564188.18828225	1651411.12584326	1496500.50831512	1404207.55331158	1748610.33033579	1653663.43954753	1573964.26485868	1656164.17281459	1670737.20595357	1557280.21469329	1692923.33444719	1567874.70984644
1511821.83726943	1592412.54508314	1591600.04379189	1614944.01316126	1487800.9117024	1591625.86829581	1564948.56408202	1567037.69677816	1553024.89257764	1293396.47116359	1394600.8265066	1616138.10318094	1442806.91458809	1589285.30210146	1537884.56059995	1521747.59548049	1472181.62396288	1606858.19167813	1685266.98448583	1584879.28712303	1556528.94105896	1367163.67030853	1513056.70233726	1534987.97721515	1393017.17741288	1568485.86738266	1455038.14569049	1485320.96115859	1544005.1135393	1504774.57487789	1591582.03836147	1440922.24772446	1343436.50597866	1684559.75936446	1595341.44749704	1514352.57699719	1591711.07501136	1610490.47693475	1493369.58738648	1626552.82113555	1504922.005414
1453879.20014995	1529773.82252144	1530549.30112717	1552151.40619016	1428059.50449408	1527725.48243681	1508070.3717788	1509781.42442977	1493609.00973125	1242441.90107671	1337377.06761114	1556585.0889326	1386008.83543075	1526875.1360611	1479344.94416833	1462352.1846678	1412336.89923761	1546262.09058199	1622343.71986357	1524721.83218502	1495577.79732725	1313065.73717766	1456604.90118433	1477610.66275117	1336998.23474893	1507559.54504749	1400941.74266067	1428967.78142688	1480672.57117191	1447672.58582779	1533751.08805221	1387445.50460518	1285424.02259771	1622833.4373996	1539167.45634849	1457041.04850387	1529755.98201272	1552403.1578203	1432205.4174854	1562875.31840722	1444617.94715089
1398235.71571939	1469659.814017	1471857.49040934	1491760.79719427	1370845.74156667	1466498.24299605	1453282.12866666	1454670.47964926	1436541.03849328	1193517.74973745	1282639.93125738	1499267.85658423	1331503.5944653	1467020.69596582	1423030.58511767	1405357.40450915	1355031.21888624	1487957.91755807	1561714.72743049	1466892.72268116	1437028.07598678	1261129.20660781	1402463.44001288	1422411.73889089	1283381.95223613	1449094.29621533	1348937.98094384	1374809.95070094	1420033.96612077	1392798.57868672	1477876.71790542	1335995.30478111	1230044.33378579	1563356.7404816	1485065.00255545	1401950.36176265	1470213.09533873	1496409.57929398	1373668.49608649	1501788.75341434	1386855.49081847
1344803.89193215	1411970.74548937	1415442.11436029	1433693.90689355	1316049.43675007	1407834.09442005	1400510.66490744	1401631.73343251	1381734.38165319	1146551.82348041	1230275.95272013	1444109.27815581	1279200.23432312	1409622.47862453	1368867.02758129	1350668.50139654	1300158.60500913	1431864.27586994	1503311.75321731	1411304.17246728	1380792.80260757	1211272.92614886	1350530.52968655	1369311.19235571	1232062.16446104	1392996.09327908	1298948.00110172	1322764.31460389	1361981.26693872	1340066.14141589	1423913.38409763	1286498.91624439	1177179.51044252	1506056.08717406	1432961.83277144	1349004.91909252	1413001.96158953	1442443.66062868	1317644.53976541	1443195.45541228	1331527.48813794
1293497.56683887	1356610.54620396	1361217.67799383	1377873.60474797	1263567.11162389	1351626.75156041	1349687.76411575	1350591.96403309	1329102.81686771	1101474.73326666	1180176.7787306	1391036.42867112	1229010.49153296	1354583.15231708	1316782.2993726	1298196.94316919	1247614.85958523	1377902.43286117	1447062.5909845	1357870.02739514	1326787.97170565	1163422.47068576	1300709.85810155	1318235.7010507	1182937.92438881	1339175.54584606	1250892.67708648	1272750.54740934	1306401.80200958	1289395.03070745	1371817.62852195	1238884.56631725	1126716.47983892	1450857.10448382	1382788.06811672	1298126.9933454	1358039.31936059	1390436.34907785	1264023.3740672	1386997.35062656	1278531.4218983
1244234.73752535	1303484.34351571	1309106.85400873	1324222.68933537	1213297.49542221	1297772.77526769	1300744.67294216	1301478.41764604	1278561.83284279	1058218.18037545	1132238.55292484	1339972.30223767	1180851.93005963	1301810.30319236	1266701.41151263	1247855.35380302	1197300.92007577	1325996.77418037	1392901.36409457	1306511.7776925	1274931.37692157	1117503.6551382	1252907.66775364	1269110.75103853	1135912.06397216	1287542.68787977	1204696.38921295	1224689.80393899	1253192.93584189	1240705.36900466	1321543.52040508	1193082.12425944	1078542.75302163	1397689.85068618	1334471.95500875	1249243.94347667	1305246.39695214	1340326.91396012	1212698.97152972	1333098.08597227	1227769.61148678
1196934.19892309	1252501.7291519	1259029.56403834	1272663.38054775	1165145.07483666	1246174.4001304	1253614.66623474	1254220.52260908	1230032.90034563	1016715.53482759	1086362.4015942	1290845.60520543	1134642.87577628	1251208.58319451	1218554.22389052	1199557.54541725	1149121.76012443	1276072.73067873	1340761.57064765	1257148.14403814	1225142.50753648	1073442.77392617	1207037.00689434	1221863.14516554	1090892.04194573	1238010.7188876	1160287.29360468	1178507.24126543	1202255.6381091	1193919.47183124	1273042.12760638	1149025.26160639	1032555.05164577	1346485.2721564	1287946.28694233	1202281.85162454	1254546.47195967	1292052.01670526	1163570.72604854	1281409.60445712	1179147.252989
1151519.27580857	1203575.26592352	1210910.36193558	1223123.83753714	1119018.18322489	1196735.48511098	1208233.53430303	1208750.38011371	1183437.35373707	976900.625201572	1042455.58688295	1243585.23058167	1090305.31631301	1202693.45977	1172273.11419212	1153220.68222256	1102985.13603189	1228056.69321211	1290572.54691562	1209700.05548472	1177343.56427172	1031170.22117529	1163011.93018432	1176423.63311227	1047789.75850705	1190497.49862785	1117595.98691964	1134128.25839507	1153491.97264533	1148965.18442277	1226267.30059798	1106648.8096627	988651.699457301	1297173.73908319	1243146.36525381	1157169.25684579	1205860.33684743	1245549.58522608	1116542.37323369	1231841.33863076	1132573.21465616
1107914.78564793	1156622.98048864	1164675.15079669	1175531.44574956	1074827.76918451	1149365.08373076	1164539.2091754	1165003.38714981	1138698.51293366	938708.485489738	1000426.85622168	1198123.2770855	1047764.27146081	1156179.32117902	1127791.58668044	1108764.94864299	1058801.51695345	1181879.03216697	1242272.24527044	1164095.12002731	1131458.30565298	990618.39793226	1120753.21564482	1132724.23593353	1006518.54158293	1144920.26881442	1076552.08169286	1091483.60824768	1106809.68265856	1105771.32756131	1181170.29695152	1065889.46339098	946737.808419193	1249687.40621537	1200009.55088231	1113838.16984528	1159113.64510616	1200758.83832316	1071520.580343	1184306.57331424	1087958.78153641
1066048.48053012	1111563.7738988	1120251.89019385	1129815.87072746	1032489.28134926	1103975.302119	1122471.94641949	1122915.21870413	1095744.64159916	902077.511289693	960190.971003247	1154393.96220828	1006946.18396652	1111582.9604573	1085040.86377126	1066115.31450282	1016486.9158327	1137470.88903148	1195796.40600881	1120261.17344122	1087413.23004741	951718.799951415	1080181.86495027	1090699.73279868	966997.734294662	1101201.677328	1037092.25047939	1050505.27504215	1062118.936313	1064269.02700912	1137705.74885909	1026687.11273468	906719.586166523	1203967.70361571	1158474.20809396	1072221.905087	1114234.19784688	1157621.44950936	1028415.88171647	1138723.85321017	1045219.52952993
1025850.3146651	1068320.70135102	1077571.33432594	1085908.06254398	991923.210535504	1060482.03346997	1081969.79315467	1082423.45538763	1054504.63908531	866947.916971353	921667.63338578	1112332.50877503	967781.630933709	1068825.51468276	1043959.70182955	1025198.03487608	975960.986851585	1094765.81800027	1151081.06633272	1078130.58663963	1045137.95038379	914408.05542289	1041224.26550864	1050288.09442141	929150.118409171	1059265.43127309	999154.07799198	1011126.91397437	1019332.60531826	1024390.36758151	1095824.80441094	988980.993842444	868510.45389754	1159948.49921813	1118478.68050218	1032254.271406	1071152.38019909	1116081.29459248	987144.417727588	1095014.22574495	1004275.02362105
987252.780512331	1026818.4121735	1036567.11636623	1043740.57788889	953050.36013075	1018803.08775564	1042978.58091888	1043467.98079961	1014909.60059262	833260.947413951	884779.928923656	1071876.18401234	930203.441009328	1027831.33681421	1004484.88966925	985941.325400999	937146.755669464	1053701.17249321	1108064.99454311	1037635.02575421	1004562.21860622	878624.197426358	1003811.11861444	1011426.12622972	892900.894598161	1019038.6020616	962678.429715564	973287.855674869	978370.641305972	986072.511719252	1055478.75009324	952716.143855585	832024.175074717	1117569.64386884	1079967.17527676	993870.227820671	1029798.18227992	1076080.65569783	947624.798650822	1053099.31400918	965047.975703007
950192.820744601	986986.97349343	997174.749312673	1003247.68123831	915797.291654735	978861.644065671	1005441.99463566	1005991.24385955	976894.376761558	800957.914451244	849452.599598747	1032965.33342637	894146.753635521	988524.312153749	966556.949709377	948276.461520737	899968.114989788	1014215.93181293	1066688.40099222	998711.178783428	965620.921036277	844307.223892975	967876.212865254	974056.339417251	858179.005839866	980452.072004423	927605.938576388	936926.031754046	939152.644650723	949254.614628767	1016620.82616035	917837.155344954	797180.278497725	1076772.9456257	1042883.85857584	957011.264793748	990105.98682703	1037564.81893412	909779.039849501	1012903.97635983	927464.226925183
914607.112711171	948758.202519629	959331.814739423	964366.55265976	880093.902036368	940582.556769987	969306.967483449	969936.809653594	940396.053094987	769984.689613046	815616.176813721	995541.842727602	859549.137930753	950835.198678955	930118.057184476	912139.492835319	864354.180438319	976249.525171353	1026894.26258963	961297.097895328	928248.61941181	811397.095701204	933352.712376771	938121.746129084	824916.268504958	943438.298608959	893883.257498905	901981.839066688	901603.560602545	913876.11185631	979204.463253952	884291.292128617	763903.433547513	1037500.46936494	1007174.93607998	921615.844030254	952011.305571706	1000483.48382932	873533.570227181	974358.490508615	891451.902348322
880435.789070454	912066.035952467	922977.389696352	927036.117991575	845872.666215693	903894.474671225	934522.998037447	935251.958907866	905353.233192489	740288.568004438	783203.750264813	959548.500494512	826352.134495529	914695.082875758	895110.644207627	877466.644253483	830237.290157094	939744.735273219	988623.720922475	925334.991569266	892383.958454792	779836.854226943	900180.41286074	903567.248361253	793048.451598796	907930.982843036	861455.695416606	868401.07374041	865649.98528302	879880.90655845	943181.97838729	852027.945409357	732119.695958321	999696.859944859	972788.337392478	887626.139193063	915450.228540402	964781.919113055	838817.720652266	937393.72690477	856943.278031466
847622.844287505	876847.915003874	888054.411513836	891196.779891872	813067.926355279	868729.04360214	901037.260438358	901883.126142131	871706.440542258	711817.005544983	752152.374510589	924931.54971336	794496.91968354	880039.566870794	861480.388074205	844197.046902766	797553.244575748	904647.495212386	951823.62962575	890768.000037431	857966.236800485	749571.465043516	868301.425875649	870339.33674199	762513.011744498	873868.458746727	830271.678694972	836129.607165064	831223.627191942	847214.548975577	908508.828339616	820997.361512655	701759.18203609	963309.589470821	939674.11897053	854986.990080226	880363.536024109	930412.097121098	805564.131670716	901941.839208708	823872.661598616
816111.192343307	843044.151068527	854506.41088056	856792.073062128	781618.71839388	835020.737811836	868803.223451036	869780.310474901	839399.951134601	684521.313401251	722401.25885588	891637.574041491	763929.070577771	846806.16204564	829174.397327446	812272.360684124	766238.62582503	870901.288561833	916437.705394464	857541.14958795	824938.396158123	720549.777577212	837661.548058205	838388.25209135	733250.703182506	841190.779952984	800282.999616699	805115.852488148	798256.474968425	815824.199111111	875141.44221198	791151.978814477	672756.225604519	928286.174398079	907783.138826932	823646.364789327	846692.613010137	897325.829656858	773708.775436718	867940.400644722	792177.431527725
785849.773599771	810595.977170413	822280.086216	823764.395520351	751466.555900171	802707.181919602	837774.692144708	838895.325436871	808378.887942743	658353.484198829	693893.206094125	859615.366511184	734595.970545819	814934.372711258	798142.478325908	781637.719748831	736234.121350817	838456.637979597	882416.233662732	825602.640308351	793244.730945521	692721.557635767	808207.094370365	807664.826889931	705206.298599161	809841.014736208	771442.612067862	775310.481552401	766685.474587321	785658.677310406	843033.90783341	762447.659147809	645046.94052772	894576.393705688	877069.582248168	793551.256460397	814380.98254608	865475.234259741	743189.899716098	835328.807782276	761797.884577478
756787.072854874	779448.700691437	791323.362426626	792060.879297773	722555.592588757	771728.006961257	807907.035706542	809181.434823685	778591.190855957	633265.949274992	666573.130942629	828817.434341923	706447.462522713	784366.352390292	768334.46023368	752239.220001471	707482.945637327	807264.296870859	849708.028904065	794901.546996648	762831.785837198	666038.155731954	779887.477769262	778120.886244679	678325.498029548	779762.02114671	743704.768521559	746665.150851491	736449.275509773	756670.07345156	812143.754224145	734839.517857168	618570.933597231	862132.683911666	847488.637196964	764651.954892937	783374.19445538	834816.403172842	713949.033419819	804049.594086925	732677.237604477
728874.40887882	749549.565104314	761586.089889776	761629.67598236	694831.668814614	742026.490600761	779157.689342691	780593.640160835	749985.86720238	609215.807592908	640388.893595308	799196.924052545	679434.534446637	755047.434176578	739702.967159117	724025.972924058	679930.417060132	777276.15673107	818264.734333363	765388.668479655	733648.256683694	640452.039742587	752655.38052262	749711.761044065	652557.63303652	750901.58735105	717026.472126656	719134.162611995	707489.617097988	728811.502826006	782427.799079982	708286.798196001	593270.205965125	830908.74314315	818998.492952302	736900.482375535	753619.076247501	805304.614347298	685930.481801601	774044.292125643	704760.742326137
702065.510915019	720847.317803276	733020.401505862	732420.524359384	668245.0012879	713547.28881296	751484.344224315	753088.505640193	722515.999503038	586159.262052608	615291.618339014	770707.4035267	653510.578527552	726923.932650203	712202.114782698	696948.082976057	653525.318988769	748446.361072445	788038.252371016	737018.645848189	705644.280879822	615917.658502275	726464.475044831	722393.78709714	627853.689254115	723208.419613236	691366.307139291	692672.898400187	679751.113181202	702038.080989757	753846.586720417	682747.345308954	569090.853929116	800860.031246922	791555.49102154	710250.238911598	725066.629605373	776898.334426882	659081.542078954	745260.563042746	677996.390980646
676315.227368631	693293.402826958	705581.448352946	704383.901858483	642745.6740872	686238.436219124	724845.909175809	726624.224595114	696134.864456847	564054.709353201	591233.435579221	743305.724902342	628631.759195738	699945.976781158	685787.347590175	670959.271893531	628217.385003988	720730.183802049	758983.738794379	709746.754398085	678771.038858406	592392.407815243	701272.042280264	696124.264757637	604167.435419583	696633.725414194	666684.821163694	667240.109302803	653180.278086738	676307.01241901	726359.81166928	658183.021804839	545980.248176913	771942.533389438	765120.088043749	684657.166231796	697667.117274718	749556.133393518	633350.600348598	717645.607632425	652333.858905317
651580.626769757	666841.531961658	679223.516374767	677475.468259832	618287.076100968	660048.995888201	699204.801335599	701160.872574567	670799.012030472	542862.462918578	568169.597866342	716949.792090694	604754.82959273	674064.172044448	660416.486281377	646013.703507859	603959.557636586	694084.850378698	731056.454182555	683530.484682333	652983.56663008	569833.837173768	677035.770095954	670863.705619799	581454.222517409	671130.523633204	642942.666121325	642794.610151855	627725.56840655	651577.011590831	699926.841340945	634555.970605364	523888.773448654	744114.219834568	739654.928300576	660077.759686536	671374.382998139	723239.116842884	608689.109145822	691150.526897219	627725.815118822
627820.476273532	641446.760760403	653903.904789361	651649.063757581	594825.110890258	634931.629796081	674524.042898654	676660.178074487	646464.32147142	522545.720851822	546057.257527648	691599.383363552	581839.224290208	649231.492710942	636047.96421341	622068.822752034	580706.46408368	668469.197482883	704213.919291468	658328.356861068	628238.29090097	548202.078512898	653716.57896483	646573.167129122	559671.185459985	646653.935269647	620103.519739043	619298.031185499	603339.542416697	627808.920801291	674510.937329267	611830.466620267	502769.349935568	717334.536839507	715122.832907037	636471.472284701	646143.313591312	697908.63964676	585050.591971122	665728.549907707	604126.968010503
604995.066415305	617066.524852549	629582.266123919	626861.158151882	572317.641619862	610840.570903068	650766.501974165	653085.164721272	623090.405244591	503067.17458906	524855.553619587	667214.924943816	559845.927927189	625405.292120573	612641.928929975	599083.092896889	558414.68770673	643844.449593404	678414.956744875	634101.766738716	604492.379040432	527459.394945738	631277.320047778	623214.58721013	538778.240574796	623160.849938984	598132.243138439	596712.715448405	579975.667215844	604964.049357042	650074.868903659	589972.133383903	482576.636948694	691564.784286524	691487.835576464	613798.205373361	621930.070642431	673528.33116223	562391.713060429	641333.633188576	581493.278285806
583066.402089023	593659.290770448	606218.625504208	603070.928367682	550724.704493544	587732.431459369	627898.712862529	630400.016114154	600638.652005232	484390.767190246	504525.924196052	643758.959689263	538736.468173123	602542.155590416	590160.684376777	577016.737154246	537043.739783259	620172.7529668	653619.002942806	610812.174032573	581705.048740906	507568.805199775	609681.756386002	600752.173581574	518737.284913882	600610.058814334	576995.006354265	575003.172300952	557588.534449153	583006.415536627	626582.991450585	568947.249386732	463268.133993626	666767.546785475	668715.983764505	592020.449756449	598693.516571923	650062.206564677	540669.659086233	617922.789233641	559783.625127738
561998.895025582	571186.42338947	583775.146606997	580237.696462426	530007.000011211	565565.141477005	605887.246029556	608570.100651228	579070.608221191	466484.045021424	485030.672355499	621195.944978834	518475.245832348	580600.968062959	568568.197876241	555831.848631039	516553.521460282	597417.217797597	629788.183025598	588423.107979682	559837.294278122	488494.011007518	588896.232638253	579152.09236962	499512.038077426	578961.965346567	556659.809877167	554135.049796836	536136.455317397	561900.923932093	603999.644476431	548724.197461856	444802.843084483	642906.917902178	646773.880250362	571101.849386797	576393.801376282	627476.22169844	519844.619818748	595454.254718494	538958.227099537
541757.470818621	549610.106640544	562215.774131801	558323.359629082	510127.496849607	544298.90591203	584699.85481183	587562.864682144	558351.603335335	449313.308258339	466335.190436823	599491.650058635	499026.92032032	559542.683320528	547828.212122063	535492.160530278	496906.791816308	575542.467056825	606885.17990309	566900.131223885	538852.139207496	470200.939156276	568887.896820414	558379.983974241	481066.726362346	558179.132084411	537094.950075986	534075.538028655	515578.721840648	541614.008122547	582290.380020045	529272.4403692	427141.752649693	619947.146004388	625630.878425615	551005.95693149	554992.022880392	605737.241614266	499878.375601388	573888.488254403	518979.109084181
522308.26343634	528894.597455362	541505.400252583	537290.379674004	491051.453880384	523895.960915024	564305.866255607	567346.195126666	538446.542017029	432848.482725184	448405.548471599	578612.015467927	480359.394355474	539329.811232484	527906.994500531	515962.245733157	478067.557652536	554514.718626779	584873.309941084	546208.984320837	518713.096905661	452657.857601947	549625.644771812	538404.811870099	463368.666537672	538224.989545841	518271.535840387	514792.24460971	495876.416169081	522113.620845507	561423.609670855	510561.774957351	410248.661302841	597855.789198162	605256.42082255	531700.598664408	534451.854815563	584813.723991639	480733.99969907	553187.806560383	499810.120956599
503619.952602034	509005.235097484	521610.419611651	517103.749412025	472744.853559338	504319.561487028	544676.112598497	547890.201189667	519321.698559891	417059.370686368	431209.062567003	558526.085226975	462440.91913705	519927.093144966	508772.376306866	497209.248337619	460001.575478503	534301.309091728	563719.307993435	526317.846916711	499385.749357727	435833.095014369	531079.059329489	519195.59205674	446385.576128077	519065.574360714	500160.554014993	496254.929727236	476992.292259718	503368.39137575	541367.581603903	492563.785814497	394088.323971364	576598.88141243	585621.21870907	513153.224665642	514737.707370284	564675.042595742	462376.549350491	533315.357722414	481416.948713341
485662.14190359	489908.95781114	502498.485719844	497728.909312997	455175.222875105	485534.46075171	525781.212332696	529165.643019576	500945.864339667	401917.96346035	414715.367747882	539201.955754044	445241.014979971	501300.358872744	490393.039194808	479201.514701315	442675.80105264	514871.1788	543389.780449184	507196.586486808	480836.980049272	419696.39878344	513220.840565361	500722.949365493	430086.972852768	500667.051928028	482735.019530051	478434.980349227	458891.959461101	485349.263877568	522090.364231837	475251.405458068	378627.116245517	556146.004411745	566697.850092541	495332.923445947	495815.615834684	545291.939549276	444772.922202774	514236.494983141	463766.759877647
468404.52720056	471574.03431067	484139.053856616	479133.540248489	438312.080076783	467508.147211164	507593.593675743	511143.995118617	483288.444216512	387396.621741692	398895.317700633	520610.186948824	428730.336389591	483417.526851159	472738.816154414	461908.25446563	426058.82144664	496193.869317467	523852.425775699	488814.574962008	463035.056122228	404218.874190687	496023.762816456	482958.499103806	414444.08182151	482996.957909719	465967.927863128	461303.9633341	441541.03114971	468027.332465973	503563.300230259	458598.599369126	363832.55316421	536467.610758127	548459.022908858	478209.89453202	477652.885291896	526635.047313681	427891.070405384	495917.687124204	446827.458588002
451819.9064544	453969.574002327	466502.135421067	461285.622563872	422126.678490281	450208.896060755	490086.918189201	493798.786983427	466320.675724096	373468.410185004	383720.404954734	502723.410032967	412880.721630546	466246.892708211	455780.590119841	445300.211386981	410120.952737584	478240.476389549	505076.673223478	471143.616521309	445949.842959696	389373.375120159	479461.538893428	465875.374311203	399429.000757838	466026.452383278	449834.214327883	444835.910241506	424907.517315799	451375.533700336	485757.414066469	442579.993397954	349674.94721965	517534.206887507	530879.469114698	461755.346701975	460218.727614124	508677.245104377	411700.048041971	478327.243074781	430569.788700543
435881.137657619	437067.153801217	449559.584165345	444154.715343378	406591.073978475	433605.990030274	473235.866368318	477104.200097436	450014.773544437	360108.414297759	369164.23590985	485514.297832183	397665.532867378	449758.187726289	439490.370474972	429349.515708991	394833.165430586	460983.770165483	487033.145943265	454156.369807021	429551.649271689	375133.328054615	463510.038115834	449446.718968293	385015.448274531	449725.993739276	434309.725843704	429004.162187814	408960.715767388	435367.777003897	468645.003972971	427171.048633514	336125.659442593	499317.645420432	513934.121370201	445942.110950984	443482.567306369	491392.52083073	396171.617228802	461434.525515936	414964.993360923
420562.159085069	420838.41998563	433283.390293269	427712.228723972	391677.738759603	417670.437491424	457016.326668731	461034.572693721	434343.849671586	347292.850320844	355200.995142717	468956.188691411	383058.916577909	433923.696009539	423841.355710273	414029.256145679	380168.073892573	444395.792449692	469692.480372127	437826.220023526	413812.456709663	361473.095568786	448145.062419956	433648.066591641	371178.594672548	434067.605126071	419371.308538311	413784.237728817	393671.262725515	419978.688874388	452199.058101182	412348.834895403	323157.084242283	481791.404521492	497599.049172006	430744.340440003	427416.460976096	474755.421811805	381277.940707313	445210.648641085	399984.926934413
405838.699703167	405255.993344655	417647.014041709	411929.692900184	377361.327656295	402374.616098473	441404.924720305	445566.909102389	419282.228673721	334998.540717435	341806.406321629	453023.756766559	369036.585238592	418715.809434685	408808.361740957	399313.288679054	366099.812292801	428452.051138918	453027.677929136	422128.081003795	398705.343195968	348368.827948139	433343.751066738	418454.032367388	357893.807772012	419024.944186171	404996.2258007	399152.416303515	379011.06374263	405183.586892566	436393.934928399	398090.814737485	310742.795537716	464929.875231402	481851.231022182	416136.641816115	411992.611962912	458741.857803664	366992.282826059	429627.566804091	385603.658779723
391686.473868569	390294.463607011	402625.270671856	396780.660748253	363617.049186627	387691.995609923	426377.620795881	430677.315610259	404805.298550623	323203.566312056	328956.758391923	437693.02240428	355574.72617867	404108.958323182	394366.870620621	385177.574515262	352603.340316871	413126.848622639	437011.951399483	407037.805087738	384204.871859416	335796.665836623	419085.615267446	403842.688403809	345138.534517724	404572.048757631	391163.847447197	385085.902575858	364953.016102629	390960.414859482	421204.140698226	384374.823262971	298858.281812586	448707.809498979	466669.324542052	402095.143763752	397184.354575004	443327.344335696	353288.781619383	414658.829440073	371796.269181168
378083.140576657	375929.229503811	388194.534966573	382239.41419656	350421.777710088	373597.067479777	411913.317104018	416344.377416949	390889.729595998	311886.73399936	316629.895017144	422940.78563488	342650.662961768	390077.110253808	380492.997577285	371598.346305803	339654.427351987	398396.6717469	421619.877307318	392531.714771267	370285.88009948	323735.198442075	405349.961922353	389790.903301249	332890.432213697	390685.025191841	377852.807685137	371562.36043246	351471.75014565	377285.757743478	406606.761502184	371180.945602408	287479.933995279	433101.204405502	452032.071342304	388596.315787523	382966.672964177	428490.071497584	340143.485077549	400278.875742415	358539.019677744
365006.200145062	362136.154234433	374330.703802289	368281.515750334	337753.040240863	360065.80178812	397990.88419266	402546.397413604	377512.903645566	301027.963644141	304804.159169929	408744.864267252	330243.075835896	376597.011811706	367163.725023324	358553.386982334	327230.759666627	384238.271206829	406827.148474443	378587.241069625	356924.520422716	312162.295463247	392115.456599065	376277.475686739	321128.374058117	377340.641897837	365043.131810865	358561.289497201	338542.603934277	364138.677368236	392578.316190203	358489.017578876	276584.617532266	418087.025831643	437918.823742218	375618.760432549	369315.009922413	414207.926512977	327533.361226056	386463.250503815	345809.182207352
352435.389950005	348892.819607846	361011.803776784	354882.534446099	325589.20652752	347074.9045994	384589.967551514	389263.348946922	364652.729775537	290607.693542645	293459.329813852	395083.51128864	318330.738231197	363646.216433456	354357.776075147	346020.519076472	315310.15150558	370629.93206543	392610.658197878	365183.216031664	344098.368792804	301057.947597896	379364.458836647	363281.605720869	309832.621556931	364516.622985646	352716.312841745	346062.174215346	326142.164270373	351498.973667603	379095.885231114	346280.297472189	266150.977904166	403642.774930065	424310.812266567	363140.943038867	356206.561396857	400459.845577075	315435.676423148	373189.027565672	333584.373734452
340350.312447723	336177.508578258	348216.117955704	342020.074455787	313909.820463559	334601.957800223	371690.774939361	376475.626404799	352289.118482436	280607.228934356	282575.497414681	381936.619636746	306893.64518176	351202.475591467	342053.831935193	333979.422873695	303871.777080461	357550.049938721	378947.479475191	352298.911230076	331785.455369225	290402.867043231	367078.227678564	350783.469735046	298983.599338145	352191.44875948	340853.443461151	334045.593110461	314248.026901292	339346.579898469	366138.260782498	334535.582366733	256158.626040932	389746.820189632	411189.246560275	351142.851243597	343618.960289023	387225.804794991	303829.283197511	360433.349249905	321843.965192676
