V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41
7005322.66236691	7129934.35647739	7035627.41055429	6866663.3694104	7291464.56979776	6867547.60216545	6684557.3784959	6617749.5512915	6905469.5050535	7805238.6912815	7566396.38791748	6615543.66292478	7408992.72137496	6873780.12394733	7131822.77874828	7112791.27893316	7467310.49653304	6916283.39533681	6806877.22575899	6911259.18795962	7266459.37534647	7720612.42538984	6492815.74178068	6912810.19093254	7362687.17345677	6867595.15064642	6861594.61425757	7041952.20818437	7395216.41811449	7005344.96177761	7070059.19499935	6971366.8414889	7803554.02753195	6606096.40378724	6183188.31419398	6807029.87154299	6926753.20008042	6591451.23049327	7458820.37506536	6745051.1890346	6967631.04318252
7012354.50713882	7156619.89065557	7059557.54058552	6866770.64253023	7300434.72563868	6866280.43266301	6692615.26644246	6626264.63104806	6919845.47611688	7782143.40576459	7561350.28320418	6633935.02478164	7410485.28899495	6896050.8064193	7147860.54580674	7125496.12301187	7478448.54083504	6938751.29851143	6844583.84481226	6929196.67383218	7291122.32051343	7713343.41612614	6488300.40679305	6920795.6783639	7352368.82797559	6885604.2360874	6852672.26186567	7043015.64853119	7423162.93200285	7009734.13410486	7093467.82175485	6961613.42800363	7779403.37974186	6635149.56833079	6188670.80235421	6805939.48246698	6933469.35624779	6607265.24195117	7474171.27737981	6767148.49467711	6956413.16061535
7010225.90002699	7173939.46733988	7073994.52721655	6859325.93244664	7299744.65701217	6857676.68608716	6692439.10490215	6626661.44503994	6925123.20097205	7746458.25075107	7546366.10772174	6644056.94315048	7401672.08455346	6909386.63022761	7153710.38508183	7128603.82382589	7479080.43850154	6952241.81601948	6872936.77853141	6938449.36359364	7305269.66821191	7693938.78447027	6476918.64614609	6919908.0310032	7332320.57479063	6894606.51014804	6835460.00011453	7035038.42775935	7440503.73018893	7005090.88001336	7105934.53396996	6943028.45334051	7745002.68517652	6656024.33955778	6187347.12090341	6796329.46318448	6931824.26302626	6614736.62842024	7479268.44553925	6780895.68522252	6937447.54626608
6999007.95462749	7181861.75903181	7078919.79896225	6844420.47533208	7289468.84601151	6841872.38293368	6684071.91749794	6618979.43773044	6921342.60600976	7698506.49802126	7521552.99867978	6645923.9710989	7382656.35975992	6913791.65772497	7149413.07317789	7122177.65629358	7469277.76869256	6956731.34776774	6891840.53371672	6939018.07022826	7308886.28560974	7662583.97020422	6458781.09643302	6910204.11414002	7302733.75884988	6894646.40675473	6810077.34287904	7018106.65441793	7447223.50556019	6991493.11293842	7107433.66020978	6915754.2701643	7700655.97487387	6668649.38655068	6179287.55554261	6778301.6819791	6921892.46824334	6613878.56533938	7474145.81255393	6786316.40297364	6910926.31671103
6978818.98751961	7180385.44025876	7074357.56369479	6822172.23122674	7269728.94415422	6819044.08651931	6667593.98671757	6603315.67396422	6908603.82242184	7638694.75641461	7487095.7968295	6639572.92917368	7353592.31278546	6909326.45833019	7135065.05783152	7106308.96412246	7449185.64378866	6952233.81590824	6901244.23283883	6930933.46901685	7302021.72161919	7619572.00955817	6434027.98836933	6891776.44969092	7263832.06318977	6885805.87938539	6776700.9284826	6992348.87512383	7443375.63279099	6969065.32250787	7098026.26561534	6879958.75023292	7646713.43086288	6673009.79119722	6164568.62649796	6752021.70385734	6903781.85324208	6604744.98904695	7458904.29275203	6783461.88498038	6877055.69230201
6949820.7325591	7169555.13454992	7060394.5447365	6792742.25152464	7240699.87680112	6789383.30060053	6643124.10694157	6579800.19911743	6887037.26404842	7567503.61094191	7443206.11923663	6625102.05657773	7314698.46881425	6896103.87180563	7110803.35061545	7081161.63735376	7418989.58806269	6938814.81955104	6901166.23267718	6914271.57100323	7284789.32443778	7565259.44905484	6402814.94706755	6864758.35502013	7215900.75192172	6868199.34660128	6735519.63147947	6957944.93693771	7429076.12243996	6937972.79156665	7077841.75670431	6835861.75158268	7583550.24959017	6669114.88065736	6143309.56014178	6717705.60294095	6877642.83903699	6587426.12498551	7433698.58586007	6772429.1066682	6836075.45775639
6912238.58297335	7149476.87789739	7037158.47524501	6756315.69121464	7202580.8821488	6753098.09873907	6610825.29189643	6548598.92849715	6856836.7256413	7485464.51152683	7390170.5918647	6602634.39520614	7266236.97635749	6874273.61376583	7076838.90082136	7046935.69773777	7378923.39045405	6916584.22105519	6891667.47248976	6889141.79836026	7257357.90865145	7500047.50294016	6365318.93841304	6829336.45396466	7159268.96750662	6842007.35713398	6686777.71761493	6915105.55271052	7404500.16887209	6898407.70560023	7047065.89683947	6783729.82246792	7511608.87213676	6657034.72854514	6115654.18613693	6675593.32035532	6843669.68291396	6562062.10701602	7398738.48950889	6753359.49754587	6788268.08198652
6866327.04818885	7120312.01844309	7004823.82908702	6713093.40203762	7155648.74824706	6710419.71679924	6570889.36348682	6509921.06646414	6818222.17570499	7393178.29100533	7328289.54955048	6572344.87018592	7208517.55319211	6844015.10171354	7033423.95313765	7003884.56531914	7329292.87343717	6885700.28695662	6872858.3265646	6855721.62814653	7219958.48075396	7424415.11496736	6321757.03450028	6785729.83480817	7094300.68904198	6807450.59778951	6630734.98444585	6864081.07194754	7369862.59199815	6850624.14920172	7005964.85356129	6723847.34331186	7431344.09636006	6636864.11299351	6081776.69883614	6625957.23689686	6802074.45571746	6528848.19293948	7354277.06566796	6726426.66454689	6733911.71737246
6812364.37221764	7082238.19585768	6963615.12974115	6663297.41022555	7100200.10100945	6661606.51249159	6523549.05340959	6463998.24099215	6771453.13504488	7291281.27264209	7257915.34995435	6534436.87277759	7141902.01592883	6805566.90735543	6980869.64364997	6952298.46486547	7270420.73439993	6846350.87887096	6844911.68680589	6814211.04507848	7172875.12796542	7338891.4849212	6272352.09340145	6734203.50416282	7021381.73241884	6764778.81167656	6567695.3329098	6805171.63215427	7325448.17453035	6794900.90377915	6954865.0224517	6656544.90674716	7343237.49364336	6608747.58757415	6041886.87968596	6569098.18553842	6753118.4445741	6487995.28285634	7300609.70989881	6691822.65557414	6673316.73935933
6750682.83412165	7035503.59317063	6913805.57133018	6607181.75115247	7036562.55318816	6606919.00508443	6469066.89984001	6411099.39881376	6716835.14051929	7180463.42126547	7179426.20169979	6489149.34433485	7066775.50404919	6759209.25364811	6919524.05832865	6892496.96725341	7202700.60377822	6798779.31891224	6808030.58236378	6764842.43733764	7116423.52569812	7244033.26860838	6217347.74268345	6675043.09573597	6940933.90063494	6714272.74375656	6497970.88057533	6738696.84262712	7271570.25973546	6731556.19114779	6894137.80376067	6582173.32130593	7247797.57109451	6572861.41574887	5996183.93450622	6505343.84901214	6697073.76609108	6439737.17515921	7238083.44234353	6649800.12840631	6606812.50364837
6681637.79729601	6980382.62857346	6855697.00196561	6545021.50660308	6965112.46714297	6546635.58388204	6407726.80875042	6351514.79000687	6654707.12596818	7061435.24037723	7093239.39890228	6436754.17239163	6983575.74489855	6705237.19618465	6849761.196104	6824861.0383128	7126544.46758161	6743263.54750219	6762484.49231465	6707880.39341183	7050983.04500126	7140458.59880173	6157002.91798026	6608569.25143465	6853404.69014018	6656254.85014442	6421911.0777101	6665004.74120334	7208604.77875487	6660940.48931826	6824212.21519334	6501110.05231221	7145542.35143401	6529415.45049922	5944907.1361266	6435048.70804	6634257.73140727	6384364.39493192	7167069.57507218	6600636.81832792	6534727.32997684
