AL	AZ	AR	CA	CO	CT	DE	GA	HI	IL	IN	IA	KS	KY	LA	MD	MA	MI	MN	MS	MO	MT	NE	NM	NY	NC	ND	OH	OK	OR	PA	SC	SD	TN	TX	UT	VA	WA	WV	WI
79680.7434906707	106781.489442884	48126.4830033668	566244.463294674	62662.3128265667	37900.3293748871	11210.1972044317	181555.802018971	28019.973194553	137401.251945032	86626.2941977381	36246.9746320025	43815.5183389367	69082.9163787859	87305.3525526641	77285.0133217543	60832.4831607342	133530.46588821	53479.3612856345	52557.5445683055	84378.8865379985	9854.44835989864	25125.442108857	34456.1865446451	206536.161570441	158922.464505215	6974.25942936814	165656.048790124	65310.8475971749	38784.3940922705	160126.095317676	83192.2452813565	9468.57752610415	101139.878203527	498956.683224655	40012.9645987252	116284.460810812	54153.7805036226	27661.8901693143	53050.3090324642
82690.8765624463	110259.777644556	49907.1431921442	590025.01056126	65669.4432929551	39915.4183936175	11746.2335715216	186134.132805876	28046.1531310945	144654.253452623	90302.4262478484	37915.1847381603	45408.6509691647	71465.453737251	89826.890331057	80748.975158114	64319.0856288526	138151.798332819	56015.3679006381	54367.8301083643	87987.8189468004	10286.4210460162	26106.3914516089	35729.0344161546	217348.73774331	164524.285823059	7250.2485885448	171644.438495509	67323.745718032	40670.0643506375	167505.599157965	85687.8303720038	9881.5370051486	105073.743235231	510293.031586631	41488.9324130769	121133.536589213	56994.4685069217	28721.6023396423	55993.6389740984
85717.876103118	113726.768257884	51695.2494516998	614145.692200099	68758.1354253847	42004.239064737	12296.6938496432	190603.866054028	28044.6434632034	152167.857087585	94045.9844073004	39626.597072506	47010.794303168	73851.8398447374	92307.4722191459	84286.8681189448	67957.1760366595	142808.210084589	58630.4327005134	56174.4280169466	91659.5988315979	10730.2598808303	27100.1917561779	37006.5499152288	228545.64886142	170132.161521922	7532.23753908024	177678.235627172	69320.3234471936	42616.7096993118	175065.443907728	88155.1711072148	10304.2076393442	109040.288810643	521254.656122414	42977.4460940526	126055.84622006	59950.1856338891	29791.3854239332	59058.4383947815
88751.4117665425	117170.213719587	53485.1967311742	638543.990929686	71923.2401139183	44165.1334840854	12860.631146591	194948.82350137	28015.9061540396	159936.525313798	97849.1801341026	41378.4025437517	48617.3785924079	76234.240753728	94736.2408230432	87891.393084968	71746.6913740618	147489.612534951	61322.2002693052	57970.451004627	95385.1405153062	11185.639423941	28104.529126347	38284.5614006667	240117.499660258	175727.436466017	7819.94772337786	183742.95395912	71292.5989029555	44623.1746505186	182793.380769344	90584.8481635378	10735.9806549851	113027.205832327	531793.199633727	44474.8637786738	131038.550873865	63022.0839134699	30868.5802369321	62244.4856304424
91780.9973935939	120578.27118304	55270.6790360128	663136.784098483	75158.8011405537	46395.9162437345	13436.9971066155	199152.040195656	27960.1516050978	167951.840569124	101703.488669896	43167.8498632272	50223.4142272377	78605.1891072666	97103.2924603763	91554.8200815211	75686.2255776951	152185.362156018	64088.7946976147	59748.8393692404	99154.9925732326	11652.0516392762	29117.0437392985	39558.4283257859	252051.926650785	181290.003529533	8112.98810898625	189821.151284747	73233.6901454169	46687.4386321781	190673.896058754	92967.9391372252	11176.1614954289	117021.546723065	541867.132887064	45976.6059089673	136067.860468873	66210.6031079292	31949.5916704263	65551.0282867984
94794.7676968393	123939.033017889	57045.0501891276	687850.307719838	78457.9631235007	48693.8826867161	14024.5767269333	203196.013557063	27877.8634578639	176203.334403483	105598.88783985	44991.2465975555	51823.8944911763	80956.4461345066	99398.0230988445	95267.7316102975	79774.428081789	156884.196798872	66926.452303124	61502.6632701925	102958.633162031	12129.0729108242	30134.992914756	40823.3615799665	264333.897900006	186799.613245634	8411.04288196065	195897.276416974	75136.305988021	48807.6676950598	198689.175446163	95294.9812881309	11624.098483994	121009.040508692	551436.634125341	47478.8910825561	141128.746778226	69515.6711445777	33031.5345827494	68975.5388403989
97780.7318817047	127239.219010025	58801.6240459537	712597.836303823	81813.0673835408	51055.6641543386	14621.954829266	207064.568246747	27769.6688776823	184677.684532038	109524.685506881	46845.1927297537	53413.3607274292	83280.1439129203	101610.49132662	99019.7515724219	84007.9928283293	161571.783590208	69832.261561846	63224.1663051744	106784.327516889	12616.0852677959	31155.4745116109	42074.4254727113	276945.249076306	192235.101284128	8713.6362983856	201952.660495221	76992.7660264916	50980.4372063342	206820.270093724	97555.9182745333	12078.6102686209	124975.084977757	560456.706947146	48976.7634161008	146205.540801386	72936.6913194645	34110.3519108376	72515.5126568123
100726.809580862	130466.30269498	60532.8532589214	737287.650294294	85215.0441153318	53476.7488701701	15227.5137194057	210741.582193493	27636.1074001669	193359.941271768	113470.062354338	48725.2881730861	54986.3892209373	85567.4988823226	103730.351586564	102799.846752129	88381.9419321277	166236.514702995	72801.5462716297	64905.7569855691	110620.158908596	13112.4440096222	32175.4469218394	43306.6700419128	289863.853656985	197574.76537717	9020.36204650025	207969.133620479	78795.9371386227	53202.9426043592	215045.542717918	99741.5361785729	12538.9189342508	128904.600787638	568888.807663366	50465.6522955672	151280.623252444	76471.9652984499	35182.4429816066	76166.9350475684
103620.287255297	133606.468128371	62231.9770230138	761818.833925313	88654.349636054	55952.544988983	15839.4807473656	214211.877016914	27478.105349572	202231.754434628	117423.209531259	50626.7775713415	56537.0415934252	87810.115337334	105747.743723173	106595.680613426	92890.6219711932	170865.288934469	75829.7253054621	66539.9371378273	114452.474661355	13617.3682669267	33191.8806039398	44514.660853776	303061.88135391	202796.504374551	9330.75211579521	213927.89951152	80538.4127590508	55471.4403199085	223341.139833025	101842.932436846	13003.8997314455	132781.576293959	576697.286656967	51940.1643874669	156335.866556266	80119.0160386332	36244.2145708131	79925.0482374458
106447.638272372	136647.150703638	63891.4237009978	786096.020229836	92120.1209809505	58477.2995222281	16456.0569708576	217461.65892396	27296.5702661457	211272.622723234	121370.036687611	52544.7349918156	58059.1104599537	89998.7732604347	107653.144473645	110394.021392824	97526.6343785156	175444.785569768	78911.243255233	68119.1404471024	118267.514939605	14129.9784149348	34201.1622766926	45692.7038638723	316510.098247374	207878.060989551	9644.23269273228	219805.80808162	82212.7828625181	57781.9046018238	231682.914095664	103850.730863341	13472.4054526902	136589.158641135	583849.098761307	53395.5152827163	161351.311585405	83875.7025802579	37291.5758521318	83783.5798708206
