V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11
2542093.03858352	2532854.64908201	2531786.4392572	2536134.3926098	2539764.18343378	2538995.32868731	2539522.89792988	2536643.39341903	2534982.96529567	2534105.63636264	2538749.89386936
2444364.76497526	2435547.84004632	2434494.72580862	2438557.56863804	2442118.56367951	2441295.9200138	2441837.2502746	2439159.94299033	2437563.8607542	2436630.05704786	2441189.24653373
2349661.86609345	2341258.88425356	2340222.69465092	2344008.2649727	2347500.00885086	2346626.78293862	2347182.71237686	2344698.69242776	2343165.096799	2342181.44727796	2346649.34484355
2257968.59266963	2249966.56312035	2248949.73781073	2252468.86740987	2255887.1034424	2254970.09933612	2255536.95440308	2253238.86127076	2251767.18667336	2250737.20276416	2255112.58787657
2169256.15431692	2161642.42075452	2160648.30642177	2163911.42981917	2167254.2800616	2166298.89363958	2166874.19748428	2164755.41706971	2163342.184237	2162269.24581939	2166549.48226644
2083490.03600245	2076251.88116551	2075282.21382812	2078302.94443574	2081566.29376908	2080575.88365723	2081158.7549501	2079211.64545794	2077855.49058017	2076743.37309723	2080926.78114653
2000628.61739223	1993756.9867178	1992809.80910302	1995597.35972218	1998782.24263118	1997760.51571702	1998351.43439461	1996564.12974418	1995264.58600413	1994120.78406033	1998201.89542815
1920626.13596083	1914110.65937878	1913185.33891266	1915751.96380884	1918854.67063611	1917807.8171253	1918404.07383327	1916769.03068648	1915525.41494765	1914350.67165051	1918331.48727833
1843432.50902288	1837260.22118888	1836356.39298467	1838709.71656079	1841732.47800985	1840665.68726445	1841267.27525724	1839775.67221259	1838585.35214564	1837383.69786142	1841263.3867921
1768990.44295643	1763148.97463663	1762269.4297459	1764419.61617727	1767362.40426385	1766278.54421167	1766882.98461362	1765530.19147228	1764389.8792873	1763166.03464498	1766942.82923992
1697242.80975108	1691719.97567827	1690864.28346455	1692821.00927214	1695685.23612731	1694586.10547121	1695193.3213705	1693970.02462991	1692881.4737698	1691637.54420228	1695311.6618195
1628128.37777062	1622911.02663904	1622078.57874622	1623851.68292636	1626636.8300411	1625526.53482137	1626136.0297987	1625035.31313587	1623995.62495871	1622735.26022082	1626306.85037653
1561583.02444158	1556657.73944554	1555848.71084401	1557448.91278162	1560154.4851395	1559037.47715062	1559646.56830117	1558661.71029667	1557669.27884468	1556396.524932	1559866.17083433
1497540.29134097	1492895.67953151	1492111.08055566	1493546.18928096	1496174.05640121	1495051.9692756	1495660.37280861	1494784.03327474	1493837.91810837	1492555.05004119	1495924.59162114
1435932.67807453	1431556.78980415	1430796.31251602	1432076.32909295	1434628.42724618	1433504.00685635	1434110.67304256	1433336.99512488	1432433.58818101	1431143.22643594	1434412.43143029
1376694.20098496	1372574.56320115	1371837.84287849	1372971.68158624	1375447.52270968	1374323.58077818	1374927.88498662	1374250.48452444	1373387.94750681	1372094.51681369	1375264.41089268
1319754.66379474	1315879.57507679	1315166.00676641	1316162.76374459	1318563.61864869	1317443.31386661	1318043.73048514	1317454.77097254	1316633.43767901	1315338.16228594	1318409.71943654
1265045.57999305	1261405.2240251	1260713.54567356	1261579.80859996	1263909.03553536	1262792.03259833	1263390.28831802	1262884.0766774	1262100.92921318	1260806.65945788	1263781.45938143
1212498.24252406	1209081.75841687	1208411.57853351	1209155.16351071	1211413.10231034	1210302.17229507	1210897.64364586	1210469.19034169	1209721.79353736	1208430.52097592	1211311.09977614
1162042.95263072	1158840.00576969	1158192.39355587	1158819.13152208	1161007.08752894	1159904.13134221	1160495.7969433	1160140.94506927	1159427.10439078	1158142.50135953	1160929.91187631
1113612.05837566	1110611.84459608	1109986.13104409	1110505.2318271	1112623.26963651	1111529.31466715	1112117.06044747	1111830.62987734	1111150.10501481	1109873.64250184	1112568.99869572
1067138.98574662	1064330.59147362	1063725.67207396	1064143.35090464	1066195.11682883	1065109.36729937	1065695.63528203	1065471.37493199	1064822.77614803	1063554.68746457	1066160.71957837
1022556.13867666	1019929.25095881	1019346.20918206	1019669.39391586	1021654.04068095	1020580.51958895	1021162.5703094	1020996.83385054	1020378.42206146	1019119.52516081	1021638.78442689
979797.296030287	977343.92767099	976780.5295386	977017.56961288	978936.306630495	977875.966020739	978453.563916263	978341.042171643	977751.382721461	976503.657917165	978938.523143543
938799.022510362	936509.977817206	935965.161739275	936121.654552814	937978.230833383	936931.057070193	937501.974156571	937440.68099674	936878.078542286	935642.489118289	937995.062432345
899497.375638393	897364.235938682	896838.027712188	896918.888576231	898714.66212868	897681.719217247	898247.068423545	898231.577083024	897694.506059071	896473.463264126	898745.416266751
861830.694659103	859845.087727449	859337.477659755	859347.50110254	861084.210281311	860066.572118654	860626.147510046	860652.294402837	860140.017247911	858933.717507359	861126.910345768
825739.009744105	823891.172179024	823401.473546692	823347.305912727	825026.439351918	824024.062675319	824577.598960561	824643.718455867	824154.950293682	822962.981374642	825080.286635157
791161.94540708	789445.460411384	788972.982471418	788860.431901026	790481.669043902	789495.691785943	790042.785772949	790144.065016808	789677.9578511	788502.675838165	790546.587629815
758041.982140091	756449.759585814	755994.533617319	755827.777878144	757392.629926686	756423.98037097	756964.220520947	757097.994691599	756653.485453993	755495.466733813	757468.233670446
726324.087327839	724848.204013276	724409.683366049	724192.286305812	725704.210116313	724752.212863272	725286.43654438	725449.422129421	725025.568446019	723885.506026421	725788.182128531
695952.365316957	694586.828441415	694164.5841346	693900.583610466	695360.634697238	694426.913856023	694954.66839793	695143.20240981	694739.133710477	693617.177873739	695453.427532223
666875.190390313	665613.609031467	665206.524244282	664900.043608436	666310.470727912	665395.129933055	665915.71024167	666127.802704064	665741.954209876	664638.586204753	666410.729562106
639040.845359576	637876.871335761	637485.075354136	637139.323758123	638502.557315812	637604.136686315	638117.900595754	638351.852920934	637983.045180622	636899.27446729	638608.451486594
612399.220372191	611327.682824664	610950.437748201	610568.962485079	611885.623509075	611005.654946848	611511.95754202	611765.398241197	611413.191888563	610349.26755571	611997.085152857
586902.775647125	585918.080202583	585554.923817157	585141.146133575	586412.851007642	585550.214291698	586049.835399337	586320.975790394	585984.45449183	584940.408449691	586529.140175704
562505.102273356	561601.684026422	561251.745902055	560809.135942629	562037.752441613	561192.814744649	561684.547034105	561971.846827681	561650.565769628	560626.094616457	562158.038729558
539161.050162041	538334.683181079	537996.715760924	537529.006159097	538714.621323287	537887.893287892	538371.790401765	538672.902391154	538366.364324602	537361.751136733	538838.583345984
516826.96345481	516072.948264756	515746.935344478	515255.545385817	516401.152075526	515591.929273001	516068.286632052	516381.335969589	516088.703735757	515104.158296656	516527.957887819
495461.407681723	494774.001210699	494460.420928512	493947.881978593	495054.384605128	494263.505053871	494731.847958109	495055.614967302	494776.095075048	493811.439995154	495183.711955408
475023.143275342	474399.103127742	474097.065691688	473566.164770719	474634.1564087	473861.820706357	474322.004094136	474655.167740301	474388.319035526	473443.60698306	474766.146387591
455473.39266056	454909.412220666	454618.148795136	454071.101300052	455102.063078873	454347.698839809	454799.87847272	455141.677819245	454886.479324937	453961.730567594	455236.250008593
436775.484378627	436267.104318189	435986.396345374	435425.32859096	436420.628068918	435684.530239107	436128.363618218	436476.688309816	436232.841485884	435328.460123405	436556.765855534
418892.580349159	418436.81133716	418165.822938308	417592.743592449	418553.642659356	417834.916525737	418270.417512585	418624.858101711	418391.640347046	417507.490667188	418690.913211877
401790.065954081	401383.399973833	401122.120249492	400538.566654194	401466.16158647	400764.916708662	401192.335320767	401551.754892175	401328.742315032	400463.853332786	401604.428370451
385435.146255706	385074.11861469	384821.768608237	384229.862191923	385125.385957675	384441.015916009	384860.8559202	385223.930148206	385010.41111233	384165.181813174	385264.315420966
369794.999642736	369476.654074183	369233.165448872	368634.264914412	369498.781702071	368831.102641062	369243.143252745	369609.054924901	369404.99727149	368578.874778085	369638.547928916
354839.142656813	354560.191253004	354325.37237775	353720.720028483	354555.655018094	353904.620783576	354309.141225457	354676.874769739	354481.357229865	353674.357822068	354695.789025123
340537.897646782	340295.930129586	340069.147162731	339460.496364442	340266.793832342	339631.797714971	340028.303087544	340397.45877361	340210.155542572	339422.478741251	340406.661151814
326862.646300303	326655.267086666	326436.467916985	325824.827829172	326603.321414344	325984.607860918	326373.226310481	326743.109675203	326563.270301487	325793.944903455	326742.9954282
313786.58215792	313611.05262258	313400.109615492	312786.57607102	313538.44815636	312935.235719995	313316.021320141	313686.259903291	313513.551367201	312762.771735184	313677.740064202
301283.154339179	301137.096732691	300933.938519	300319.387344146	301045.64058945	300457.697802174	300830.650565555	301200.42986063	301034.940437711	300302.555945072	301184.299405837
289327.409638067	289208.877139112	289012.827527629	288398.508074364	289100.129820525	288527.068689562	288892.112094473	289261.043967548	289102.315670182	288387.824517171	289237.824091178
277895.423801477	277802.562700366	277612.847029856	276999.998075455	277677.349025957	277119.092385188	277476.633387632	277843.83312831	277691.728386807	276994.985842257	277814.616669945
266963.865791687	266894.876293247	266711.350606926	266100.627082851	266754.757886524	266210.904642493	266561.092461461	266926.489185134	266780.316845919	266100.713241755	266891.083710661
256510.832918736	256463.843817766	256286.168540276	255678.397851316	256310.355203596	255780.186511315	256123.381411112	256486.495810893	256346.099001134	255683.411004831	256445.265556644
246514.967694932	246488.654052065	246316.645462718	245712.406400159	246323.31613568	245806.352794444	246142.398532799	246502.777711422	246367.876254864	245721.833183056	246456.557763823
236956.278720426	236948.667558141	236782.500047348	236182.063918471	236772.671301541	236269.132943876	236597.719472641	236955.444763448	236825.482416569	236195.840731006	236904.616036893
227815.018753379	227825.040131455	227664.4180314	227068.509033185	227639.349097944	227148.864464725	227470.371467152	227824.886072332	227699.908412363	227086.10079047	227770.201181602
219073.352524869	219099.473853891	218944.097536328	218353.020641228	218904.850899007	218427.162868016	218741.648593744	219092.731456282	218972.610926296	218374.20811451	219034.405725555
210713.252411311	210754.163364704	210603.856446844	210018.085832268	210551.46253482	210086.487347271	210393.903512726	210741.411876226	210625.764485588	210042.691541006	210679.832032267
202717.653149739	202772.166614247	202626.695295066	202046.763423549	202562.087059914	202109.267867676	202410.302701369	202753.946685104	202642.399142209	202074.549096949	202689.052270121
195070.682791803	195137.501112605	194996.287250365	194422.536987472	194920.898850044	194479.839635271	194774.058393471	195114.042657184	195006.46786489	194453.455882847	195046.362894871
187756.125959415	187834.61280581	187697.502519051	187130.303900723	187612.100281891	187182.638210358	187470.097000546	187805.943240569	187702.550336967	187163.82772244	187736.026400652
180759.590764334	180848.704711909	180715.507326686	180155.032046816	180621.144489806	180202.862866363	180483.735711193	180815.331246254	180715.853231691	180191.111675203	180743.479339681
174066.675712267	174165.508734953	174036.261129064	173482.581185485	173933.495365358	173526.125040328	173800.679404648	174127.848820653	174032.270246489	173520.897702168	174054.145156435
167664.021381787	167771.666629502	167646.059486484	167099.440811363	167535.762297198	167139.029102135	167407.321298402	167730.314316218	167638.241475454	167140.060026627	167654.783574131
161538.52432056	161654.422219949	161532.44641184	160992.833934302	161414.953549139	161028.6939508	161290.734615753	161609.491344045	161520.713500322	161035.432620456	161532.505431019
155677.958714244	155801.082650659	155682.756550676	155150.517551067	155558.978373012	155182.604690538	155438.917192717	155753.165720823	155667.425702239	155194.865954717	155675.240132332
150070.209925674	150200.229638934	150085.239378314	149560.658017721	149955.959495392	149589.071596336	149839.432877776	150149.347361453	150066.796184406	149606.313124135	150070.449326677
144704.522601099	144840.684544096	144728.671469672	144211.879996077	144594.616447696	144237.109025184	144481.637676523	144787.065643299	144707.424194812	144259.067990153	144707.639412533
139569.69679297	139711.524715623	139602.491360782	139093.292058782	139463.996682093	139115.59938064	139354.585456812	139655.461538918	139578.595807944	139141.896960027	139575.333630252
134655.774260304	134802.387173192	134696.20715436	134194.631065679	134553.972074705	134214.4550221	134447.920282517	134744.15641626	134669.963897577	134244.615609464	134663.667429694
129952.635189142	130103.619618277	130000.272987745	129506.364231694	129854.530266505	129523.673945678	129751.688140068	130043.54962837	129971.703427601	129557.31146006	129962.582208824
125450.839423983	125605.812046092	125505.313731349	125019.070709665	125356.409194624	125033.980467763	125256.804503223	125544.16742829	125474.583693067	125070.806695659	125462.752551979
121141.701218659	121300.291430804	121202.302083466	120723.689159337	121050.546099732	120736.272254664	120954.11758178	121237.263856748	121169.666933076	120776.335049689	121155.383920067
117016.763357206	117178.394510611	117082.993709463	116611.818466083	116928.816664124	116622.306526205	116835.298457277	117114.030857981	117048.508458912	116665.317757602	117032.086686177
113067.790696396	113232.005027528	113139.022727309	112675.443768055	112983.048905502	112683.96419091	112892.074763706	113166.432762948	113102.930409767	112729.638922314	113084.598017956
109286.881759139	109453.378376727	109362.7741225	108906.635710438	109205.141905567	108913.470268571	109116.710033136	109386.779671441	109325.234237703	108961.45262626	109305.031196346
105666.554377929	105835.12623433	105746.789054467	105297.999842654	105587.654410426	105303.140400979	105501.752991521	105767.524639056	105707.860452606	105353.448197071	105686.059766226
102199.98384784	102370.249348222	102283.940747356	101842.435606359	102123.711383009	101846.075291349	102040.109752972	102301.829920343	102243.813096534	101898.5488729	102220.578406055
98880.042408306	99051.8551318503	98967.5728217401	98533.3357662485	98806.313452722	98535.5423041897	98725.0590201737	98982.8147473144	98926.3679562872	98589.9621460907	98901.8097690209
