AL	AZ	AR	CA	CO	CT	DE	GA	HI	IL	IN	IA	KS	KY	LA	MD	MA	MI	MN	MS	MO	MT	NE	NM	NY	NC	ND	OH	OK	OR	PA	SC	SD	TN	TX	UT	VA	WA	WV	WI
1267.19627566936	1830.85979247373	776.543975132156	8741.21172773069	969.551766063345	605.072982717743	178.381312950293	3824.00554728124	940.489302577558	2166.86621302621	1530.21746973938	640.099786681478	811.571577108858	1308.11336705246	1482.86953894317	1254.16529094373	965.280518724509	3251.5050319578	1076.6701561986	850.791208946548	1379.03788075748	230.885434252919	484.896992362487	544.710375824313	3346.64455884156	2742.89917331325	187.808055981663	3441.92414515949	1234.20183344171	754.441513812783	2644.07862685375	1561.30671306226	188.431305722698	1600.55223856815	10155.0606583166	789.232137712422	1905.74071174587	1145.34713410426	492.836690438441	871.582268921377
1244.00614065418	1795.8326195955	762.188339109718	8570.24277177165	946.814244558909	588.938373974776	174.108568801997	3772.1677763826	935.337906542899	2109.62239167412	1496.2573768475	624.520282296094	796.049383381665	1284.21203371786	1460.80427276633	1225.79147544906	937.48202004883	3185.58163214693	1047.71591200094	836.369496049363	1349.52783935656	224.833055210374	474.582161873027	535.101402738904	3257.71059447511	2693.66895923668	183.048546885388	3373.45061757378	1214.24447884945	734.556908242599	2581.41903674393	1536.92327227483	183.845453748618	1569.53874425577	10031.0251756266	773.986441529084	1865.69893619796	1110.88749524366	482.947071550024	846.650109341023
1221.77093491688	1762.12092889389	748.401133708955	8406.10064723978	925.024931697494	573.485255331126	170.016637597613	3722.71244495789	930.560667770066	2054.63267274192	1463.56492118824	609.518712382206	781.124620038509	1261.20517202481	1439.65332043002	1198.56757508592	910.89943399337	3122.11197472143	1019.88166599237	822.537563114857	1321.13567022379	219.041672569403	464.646638507017	525.902743094442	3172.54246186709	2646.52683204719	178.468907086795	3307.68345970959	1195.00631493189	715.527782938916	2521.33257771024	1513.59174170412	179.428306070602	1539.78132331306	9912.07538849296	759.329291057053	1827.24180125192	1077.95333661972	473.436911644535	822.737462731958
1200.43409811038	1729.77703035377	735.141784187887	8248.69070759897	904.090331019554	558.690753241241	166.097395141683	3675.20689918748	926.131493092403	2001.86941377279	1432.1300505747	595.079098508547	766.710729469126	1239.07118376913	1419.3840928394	1172.46091043145	885.454907267608	3060.88644142407	993.1391032585	809.279650236592	1293.77828055856	213.4887153735	455.06638624364	517.049898316661	3090.9422961583	2601.33516041428	174.077018674436	3244.36272508926	1176.4534823317	697.267500249935	2463.72069750012	1491.25396566031	175.185802232771	1511.19480993468	9797.8314774451	745.253884537	1790.31673807906	1046.43674256986	464.302768990524	799.799871972296
1179.92476679325	1698.57945013764	722.394422844371	8097.61363256804	884.014358166118	544.502515383895	162.323508612363	3629.49692220856	922.038262917381	1951.21126625095	1401.92746311733	581.204554341165	752.819173123369	1217.79631572153	1399.96307536411	1147.31873296961	861.097998299023	3002.16407867966	967.532171148714	796.557505920944	1267.41166026461	208.159944041945	445.854054066695	508.537746403903	3012.68757724382	2557.95525211317	169.877989239716	3183.47453881726	1158.62369408046	679.760840102297	2408.33650761591	1469.82910769775	171.120995439504	1483.71266696459	9688.35266682248	731.726998439532	1754.79733962642	1016.26939421928	455.510469832658	777.841218943754
1160.20911034537	1668.57575657279	710.162924852401	7952.54528855635	864.775601317809	530.900407907357	158.708403115547	3585.67482970767	918.30215522112	1902.72058826671	1372.94447913711	567.976276674614	739.554013309105	1197.41879264888	1381.26425764674	1123.28994422338	837.776905748141	2945.59339052683	943.10951648846	784.297107293005	1242.20459215555	203.059305691181	437.072579159937	500.365767453589	2937.64640446119	2516.2758057575	165.855113792479	3124.90429786685	1141.55883959824	662.975142618221	2355.25609297073	1449.24816867161	167.238864813825	1457.3293803205	9583.57647569902	718.747600150819	1720.82707632976	987.403309592897	447.103848971552	756.840868526988
1141.29771193241	1639.87639314382	698.439804656966	7813.30086469493	846.258456540912	517.849708961756	155.24733367984	3543.84531835491	914.921408647811	1856.48717426471	1345.27143796811	555.348704822835	726.909157942382	1177.83508305121	1363.35614438914	1100.26738246636	815.411921366338	2891.59716837312	919.738583852727	772.541235775967	1218.15551071835	198.174614718184	428.69202768762	492.533213925526	2865.70905095151	2476.393345117	162.000160409723	3068.82193755612	1125.27382219534	646.886458970547	2304.35781380222	1429.60503832237	163.522649091614	1431.99557651784	9483.59771940363	706.289571155952	1688.28015049543	959.796707377945	439.031429206287	736.809188557587
1123.18000027196	1612.33592670856	687.196590466144	7679.63089626326	828.559025089915	505.411586496508	151.934641495011	3503.93563894975	911.867087305003	1812.21628478571	1318.7815456504	543.235272006192	714.753478919215	1159.08884937707	1346.24134257616	1078.22896308191	794.094283887417	2839.92074015428	897.343027770799	761.292397805446	1195.07826817575	193.488402786976	420.630975636524	485.030498209098	2797.09349986606	2438.31057111071	158.30517694247	3015.16084054128	1109.59246467147	631.483593390235	2255.67766662984	1410.87334636617	159.950945135772	1407.75611800086	9388.47347925227	694.311641492114	1657.12600475101	933.401672398357	431.301454279012	717.63961116808
1105.7940738355	1585.87846507866	676.423837597403	7551.54096549158	811.636390512039	493.492561897278	148.761117888	3465.70619531829	909.116618315183	1769.69554478297	1293.33087004375	531.5620367162	703.023951767348	1141.14892101053	1329.88508389654	1057.1244132024	773.696102539619	2790.27795654431	875.843908863442	750.510733902386	1172.87577428993	188.992652232487	412.852486902374	477.836206695149	2731.37015007386	2401.80036834982	154.75209770486	2963.72394081881	1094.56020786941	616.748297741417	2209.09974758452	1392.89067987383	156.513799788424	1384.56234431608	9298.03722550246	682.810907416093	1627.27028314614	908.16866884875	423.904850207749	699.262366962563
1089.13212801506	1560.56285394598	666.073899724386	7428.85466106857	795.409270022437	482.081800798462	145.723335272818	3429.11557801125	906.670495335944	1728.92248035557	1268.92222813896	520.330482891114	691.740546896035	1123.97897052587	1314.2355106596	1036.90288773013	754.158021817162	2742.55784320906	855.175119511067	740.180624006901	1151.51751581216	184.693240403218	405.349378073499	470.951199582828	2668.45108308115	2366.66395412373	151.334135616581	2914.42147801126	1080.17365420978	602.650096584253	2164.48648833516	1375.59901717314	153.208454273618	1362.30422538419	9211.80597853337	671.803141771974	1598.6167639891	884.061473638802	416.812396638498	681.646574499189
1073.15566683705	1536.37496928197	656.142735911306	7311.37018613771	779.811109288402	471.138421148616	142.807136870344	3394.1118800787	904.512028530055	1689.72149286754	1245.41144373917	509.532998886193	680.936423896073	1107.47220704797	1299.27576021995	1017.50514065906	735.467753388311	2696.59237664399	835.334838144345	730.290463418985	1131.01291286404	180.578473360489	398.168425932034	464.357990898072	2608.09566489742	2332.88463111422	148.076671797874	2867.01582250657	1066.44235815383	589.139350025084	2121.66559779216	1358.99830414128	150.048139518202	1340.90414246773	9129.90427478282	661.272541063626	1571.14212419915	860.989225108319	410.01201095386	664.726742022436
1057.82629103543	1513.18966926781	646.63617064624	7198.87164765105	764.864509057964	460.632714006145	140.004979753424	3360.69376019445	902.65231286797	1652.09622465957	1222.78284856551	499.205769448528	670.572171137508	1091.57025959982	1284.99638439552	998.812495258296	717.5372911733	2652.36149480445	816.456875133313	720.813968098816	1111.3110181655	176.642681990809	391.292311123088	458.062551414232	2550.13974234071	2300.51905644958	144.97032460553	2821.28299849548	1053.30667872048	576.201176394926	2080.44873372762	1343.09234611774	147.039482166178	1320.37915353462	9052.12033289413	651.215977581078	1544.68189184563	838.928180296788	403.453433955239	648.528078490346
1043.16620538794	1490.9521147749	637.543225373417	7091.21531733171	750.560476679103	450.560058218026	137.310173153312	3328.76818078555	901.100005358421	1616.22949997734	1201.19678529151	489.400672578846	660.65253214957	1076.33400404945	1271.40442949559	980.865247376601	700.369056461695	2610.16685009004	798.46022716011	711.768039704986	1092.46251820633	172.877647504299	384.762466381265	452.044484239335	2494.5636664714	2269.64747036428	141.994384858628	2777.44357846532	1040.73118275785	563.839513018993	2040.80561702304	1327.98845897973	144.171835779188	1300.73072873787	8978.4944231456	641.590603507804	1519.33910964788	817.866605116197	397.150716637571	633.097652859256
1029.1846537861	1469.69856335553	628.920406092599	6988.3784337378	736.867437631316	440.88212051718	134.728774319041	3298.52290490761	899.867693472687	1582.15372473581	1180.73094040773	480.042428618968	651.246441328028	1061.90835512782	1258.50260350666	963.709051150265	683.8720796416	2570.14053208445	781.228087989951	703.151829353167	1074.6162901712	169.273100138311	378.530220675781	446.289555131006	2441.28681062107	2240.1740589128	139.149695541259	2735.92286536163	1028.81802990733	552.016008451311	2002.94857349434	1313.60427367177	141.42146693328	1281.99360555727	8908.99143925609	632.380593363058	1495.120225655	797.738336376815	391.150149664742	618.393260466295
1015.93194042685	1449.38236130203	620.715253393535	6890.31811916709	723.757041960893	431.689492395424	132.281313871075	3270.08143586705	898.99901425307	1549.51132031267	1161.15683988088	471.077532650312	642.284700894081	1048.22344812047	1246.31403423544	947.45169973213	668.158965221302	2531.92622217468	764.785137119644	694.994580866234	1057.58356464433	165.828610335364	372.558730730803	440.798784691621	2390.64840800485	2212.12590644292	136.431182980797	2696.4433915886	1017.48920117491	540.712346288608	1967.07111230876	1299.9071457508	138.792743640784	1264.25304866265	8843.5472365098	623.625545822174	1472.12708385896	778.508755045355	385.473110461704	604.330509415187
1003.33510009388	1429.99998666055	612.895832399886	6796.91928501175	711.249737080418	422.885990318044	129.938983475823	3243.28003280502	898.445007817534	1518.26270307312	1142.42621084263	462.486411691386	633.709095055924	1035.13778496601	1234.77878968704	931.876058668084	653.138015187023	2495.45202937527	749.019756779701	687.245391073991	1041.25360956065	162.544008847956	366.830979062149	435.58425866929	2342.1625164502	2185.41053758785	133.824899272712	2658.68087735701	1006.69462129085	529.922076697628	1932.69166226824	1286.90177403718	136.270804782524	1247.31308063116	8781.72740886713	615.279372503455	1450.13582260039	760.145887829475	380.038073706321	590.87657050642
991.273106331994	1411.4143753358	605.43487285543	6707.91946073052	699.304011862543	414.477537979109	127.699351201775	3217.80595465363	898.24179123223	1488.3108102992	1124.48711778695	454.258585690856	625.519082110012	1022.65504283683	1223.74836872968	916.988930251354	638.785490643521	2460.48573686916	733.937161332707	679.821203238319	1025.62823291501	159.404131799013	361.35811021518	430.63070625036	2295.83835799342	2159.91855505481	131.337751364982	2622.54136261552	996.455877427805	519.616638830586	1899.80659933506	1274.53217622357	133.859746145307	1231.09158778188	8723.59544721474	607.326233511271	1429.14129379206	742.596662131464	374.849480106066	577.980800361751
979.722083808248	1393.67337171709	598.303612486301	6622.76682756997	687.905686474467	406.461115061302	125.561977262237	3193.57312742088	898.419678482262	1459.66058508586	1107.32730695679	446.392436041622	617.681546360468	1010.72653833793	1213.31835650358	902.782063227847	625.089749281774	2427.10190512183	719.528382628587	672.742398066919	1010.67743727107	156.409425670753	356.119157766752	425.932412659551	2251.64952952015	2135.78660962716	128.956018885034	2587.9650299053	986.705761871936	509.761337103596	1868.43907716955	1262.83095503319	131.549137780608	1215.60266966638	8669.41294967395	599.746559245459	1409.12201797737	725.825753539081	369.892100389245	565.653687544096
968.744863551782	1376.83195444712	591.512827004131	6541.69963025139	677.038956656239	398.803426725026	123.519061350411	3170.92015840409	898.907722285523	1432.23998154427	1090.90077644703	438.858927775366	610.210937410792	999.315036630714	1203.48796228761	889.220824164613	612.035457992162	2395.24632081666	705.69435698615	666.028453922244	996.414149620196	153.549932141391	351.125832739238	421.484000700112	2209.42403142917	2112.80333659467	126.672505925398	2555.08420904607	977.480505689658	500.354534772372	1838.52066693679	1251.75428620041	129.33733315038	1200.82127807213	8619.06374470254	592.538776783365	1390.0263310878	709.817791233719	365.177966722714	553.853153862628
958.291284510372	1360.97583896105	585.063667504737	6464.83400474876	666.667440789096	391.501698112877	121.567501082546	3149.61821141446	899.717996163735	1405.99510206061	1075.18460401747	431.663765919586	603.136086651115	988.472590647346	1194.24492008851	876.256169727171	599.587405445747	2364.76798349845	692.470759178261	659.670473943644	982.842501593275	150.824009159717	346.369121181389	417.265511314171	2169.13418935119	2090.85000715076	124.490884608656	2523.61804498782	968.724466429133	491.390786093613	1809.93266218429	1241.25145120574	127.223966584022	1186.77135172779	8572.36703692795	585.665832723778	1371.76322470418	694.563762053505	360.67427076074	542.565908760222
948.413063463705	1346.05101347893	578.952153715451	6392.04114676297	656.784360874785	384.505011557856	119.702988981619	3129.84029661264	900.826984779131	1380.96946988744	1060.23924685676	424.796410615188	596.42610705979	978.221110145161	1185.61109959833	863.906156439497	587.639849163549	2335.78303171235	679.871589080532	653.681191533036	969.943315120242	148.22928683606	341.832665605101	413.304394668998	2130.57370904461	2070.07597126925	122.414833007447	2493.75863749102	960.450653249554	482.838435994837	1782.63051709744	1231.38682586184	125.207611370611	1173.42565866894	8529.49013845214	579.168819064118	1354.40529468008	680.000429313937	356.394166158221	531.79058102605
939.121288484381	1331.90228908571	573.15551583643	6323.18102436844	647.380013761396	377.822713579952	117.920995958784	3111.47377785896	902.248937308296	1357.09395953898	1046.03035048288	418.279981832476	590.054734125986	968.524698608959	1177.57914902323	852.091019630856	576.227512351267	2308.37392106121	667.916976972366	648.079982139781	957.6295726993	145.751779616916	337.547349621725	409.569166028848	2093.73733960883	2050.36799506377	120.444000852044	2465.36715990266	952.667679398387	474.666582285794	1756.51534538127	1222.11164383125	123.301615788649	1160.75533642304	8490.27642887198	573.050036952519	1337.83755694233	666.087644338102	352.311642094298	521.524494140403
930.370495936127	1318.48698930941	567.705049685213	6258.03279330768	638.439458848075	371.485197684292	116.235269535315	3094.43978569914	903.982955381672	1334.4712214847	1032.62807411238	412.114836802451	584.057928488426	959.439704189136	1170.16041821102	840.928078067003	565.38316435973	2282.51608426535	656.533783141086	642.832201282255	946.024097598591	143.397129526263	333.499650771017	406.042376895447	2058.80456857977	2031.78582142403	118.570270457054	2438.72464155551	945.392604593927	466.906843317283	1731.87103368332	1213.40182010026	121.493590801144	1148.82029554107	8454.82510186003	567.289863702119	1322.17049838629	652.852505079546	348.462765919771	511.765463007863
922.153480616174	1305.80910096044	562.56583587506	6196.54183804057	629.930286744008	365.44646120861	114.635839160479	3078.89530177635	906.114909674889	1312.95014767115	1019.95917818612	406.243649635126	578.393411363355	950.949972011445	1163.30331662716	830.39384103515	555.044852000412	2258.05586066172	645.675633072782	637.924148022292	935.008966933885	141.161862633273	329.652192301378	402.739597846835	2025.51264964048	2014.48228523157	116.78695078485	2413.61937397274	938.588897142797	459.512571680825	1708.44843581363	1205.35952714724	119.769239855918	1137.63814203898	8422.72338100154	561.821068826597	1307.45875395531	640.23685713453	344.850375297869	502.473430850945
914.447142587065	1293.92957060804	557.721532684843	6138.72479165975	621.835000000606	359.682594448142	113.11563842047	3064.88891072521	908.592935950816	1292.37154799763	1007.89233652456	400.637896422816	573.042397639804	942.912604989627	1156.98736738723	820.37384561496	545.170591014493	2234.95659139335	635.318947742196	633.341253233287	924.49381025087	139.034516686417	325.985728656399	399.652536743199	1993.76259311283	1998.3528916543	115.098609531588	2389.85443753531	932.25145199772	452.485058667639	1686.20016494297	1197.94104596468	118.129774350168	1127.09002588506	8394.36649690443	556.656977341411	1293.52742143353	628.221366460629	341.432567634686	493.595317193192
