V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11
357496.015189966	358521.7849122	357969.290236453	356785.461568354	357416.533670927	356622.419004779	357211.120034511	357718.206093229	358544.836334071	357118.02117748	358184.159752563
344994.606079395	345994.352685788	345460.449534279	344308.637313104	344914.53662656	344148.084887211	344707.759639514	345215.199201958	346011.168468691	344631.082917199	345662.060278833
332983.351303331	333958.032269834	333442.193163042	332320.847188589	332902.535547966	332162.893842556	332695.231397387	333202.310412451	333968.805210716	332633.970499635	333630.620353072
321442.317328394	322393.037491229	321894.50888949	320802.746020198	321361.001548746	320647.227505528	321153.497856798	321659.864446108	322397.975174176	321106.64007802	322070.469724688
310353.25494937	311279.947213425	310798.325763004	309735.013514573	310271.180772136	309582.206451483	310063.243093958	310568.976788774	311279.112801233	310030.19710135	310962.641376595
299697.636543564	300600.929683601	300135.752746166	299100.019685124	299614.923169049	298950.066704927	299407.039635973	299911.515983926	300595.010949567	299386.789216073	300288.715167452
289458.082620814	290338.730285998	289889.056670894	288880.264110514	289374.651880945	288732.935018028	289167.438633321	289670.178934157	290328.041533286	289158.995246048	290031.461219045
279618.066263172	280476.73351597	280042.066165995	279059.338629224	279534.321479504	278914.534117213	279327.694340149	279828.198481725	280461.595098958	279330.089964125	280174.135553212
270161.723230801	270998.900151316	270578.707482865	269621.392595161	270077.56733911	269478.808648623	269871.992111226	270369.825260353	270979.637783374	269884.264876047	270700.816216467
261073.297369596	261889.855783216	261483.657701775	260551.087868071	260989.229155416	260410.819179974	260784.879686283	261279.517543572	261866.569978778	260806.137372661	261596.39366667
252338.198163102	253134.837385047	252742.328307924	251833.739539453	252254.424922352	251695.7320345	252051.603716604	252542.698176049	253107.859948698	252081.186854942	252846.113919881
243942.812706021	244719.896257772	244340.338014543	243455.076860833	243859.078166213	243319.605915267	243657.983724805	244145.443452859	244689.518277967	243695.347412571	244435.777436296
235873.373658621	236631.297195019	236264.348697885	235401.572400602	235789.820662735	235268.522255495	235590.28783226	236074.045805415	236597.749354992	235635.178248939	236351.896241779
228116.795761701	228856.32500374	228501.657063273	227660.780118763	228033.775403807	227530.130896018	227836.212168996	228315.670782745	228819.702595551	227887.569304197	228581.340211023
220661.001209999	221382.73366464	221039.536240379	220219.902228739	220578.648350592	220091.546647117	220382.783761263	220858.015780745	221342.906745557	220440.297511489	221111.966725302
213493.920182504	214198.289729001	213866.060934387	213067.078312814	213412.104838035	212941.050170393	213218.329837426	213689.095681516	214155.413113089	213281.030601013	213931.81921982
206603.719151036	207291.608778888	206969.971814418	206191.078234609	206522.905951687	206067.23379271	206331.215573953	206797.357410236	207245.88031771	206398.800336319	207029.101818593
199979.988291686	200651.8319937	200340.45392047	199580.705901867	199900.079027201	199459.089864631	199710.26193122	200171.607389039	200603.411969268	199782.342708002	200393.043934306
193612.416586966	194268.019732829	193966.493156115	193225.749638612	193532.987953617	193106.210228274	193345.329086751	193801.879141541	194217.263877455	193421.494460682	194013.403051824
187490.318444517	188130.400321268	187838.409892745	187115.992910657	187411.657866456	186998.470323861	187226.232652297	187677.773490894	188077.544746394	187306.079788746	187879.799833413
181604.223866818	182229.225313347	181946.488390733	181241.749420404	181526.259738874	181126.19467327	181343.059328116	181789.742799284	182174.363482053	181426.418109558	181982.319248967
175944.784367513	176555.226282179	176281.318774441	175593.818698912	175867.559438073	175480.253137259	175686.67060211	176128.435375938	176498.555974446	175773.26326641	176311.949849875
170503.221401926	171099.473132418	170834.106746365	170163.225399035	170426.892525868	170051.612235992	170248.306271882	170685.001441995	171041.155421291	170337.67863875	170859.929451775
165270.963033284	165853.414067646	165596.186992305	164941.600639721	165195.453178278	164831.854768273	165019.222166967	165450.798990539	165793.822306836	165111.265373427	165617.519647621
160239.89930402	160808.731293382	160559.513796194	159920.602147378	160165.334272469	159812.780554825	159991.255017869	160417.838273671	160747.720368642	160085.309714931	160576.500514684
155401.80210503	155957.677690738	155715.978796934	155092.464776505	155328.407168679	154986.449902897	155156.344007134	155577.941707041	155895.457865535	155252.469551206	155728.760372727
150749.481779515	151292.825072447	151058.290783454	150449.563881051	150677.24748772	150345.47887236	150507.261926354	150923.695609063	151229.023076913	150605.007439627	151067.088276409
146275.42794893	146806.753693085	146578.877427571	145984.87321299	146204.443411388	145882.517643869	146036.59472625	146447.816727712	146741.605503262	146135.759016034	146584.287506715
141972.791844482	142492.324238904	142271.120016915	141691.182361427	141903.117783187	141590.612592628	141737.447321733	142143.566486231	142425.919330214	141837.65540079	142273.086115265
137834.937080641	138342.982818005	138128.241619117	137562.03842239	137766.424471981	137463.241032697	137603.019709837	138004.156706955	138275.572853682	137704.244197555	138127.035897634
133855.557728545	134352.34430075	134143.939870895	133591.066349133	133788.161658521	133493.893246815	133627.18569309	134023.247541432	134284.133123245	133729.120824967	134139.696305037
130028.368631347	130514.336967104	130311.685755177	129772.091679313	129962.069236007	129676.530894315	129803.4337763	130194.221523764	130445.35984912	129906.04315147	130304.873550158
126347.751025041	126823.132694208	126625.937292883	126099.089698113	126282.49342582	126005.24649378	126125.945448857	126511.742999377	126753.310485052	126229.097354509	126616.753740353
122807.637882839	123272.876201797	123081.02052103	122566.577296568	122743.642895294	122474.184183366	122589.164412525	122969.955141158	123202.263175322	122692.932836955	123069.619244755
119402.83800739	119858.224155728	119671.499698621	119169.067143288	119340.124439699	119078.190942986	119187.663699211	119563.487123609	119786.951651647	119291.93340538	119657.918494132
116128.37259631	116574.19127578	116392.294824531	115901.417424242	116066.859842747	115812.102729293	115916.329646219	116287.335048948	116502.077248484	116020.766339337	116376.638418729
112979.037893369	113415.672865685	113238.370723358	112758.708126408	112918.787645594	112670.876622163	112770.017234085	113136.360775056	113342.724255685	112874.688419371	113220.922092464
109950.079358216	110377.738128153	110204.935826685	109736.315360194	109890.972801645	109649.754603064	109744.165904923	110105.78282791	110304.137403826	109848.706968558	110185.658344919
107036.868438408	107455.884456486	107287.245733392	106829.361191646	106978.93508238	106744.104834221	106833.969594515	107190.935496534	107381.660414441	106938.440029289	107266.282620602
