V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41
831234.855281037	733557.180968748	906520.031365713	906972.900597078	664095.995620636	634103.55663394	909152.948620049	908126.083617999	891039.342966174	920539.665186919	545419.592580899	941344.781106998	799747.458814482	857650.261873192	1017211.75529479	830253.059559994	731479.970656775	887195.880118566	1122640.26271645	774580.154314383	958695.006911497	950773.411846448	566186.6768264	868922.059042464	670951.006279067	889754.250601618	765017.872188159	798759.6235768	794994.877082014	817685.52363118	1176239.5805193	850659.302620939	629070.258288108	950484.251508188	884896.960471043	957034.00140001	944953.14705935	1025718.728689	656831.790394318	856227.893931445	665031.335634773
818661.77684444	726512.256962879	890572.875243919	884977.715519515	658859.259484316	629843.216503893	894860.828612843	893731.366896595	875162.755645687	881827.531710053	543207.716166412	925492.806070907	786259.451111311	843810.616525039	989289.309323515	816991.172557798	721903.524516105	873556.61597059	1092887.74291483	766700.77408295	935911.898865955	917436.216423329	566591.533343481	855362.40817912	664390.195062643	873404.506038455	756893.010587977	788131.229460332	782371.087549789	806239.097417025	1124386.12901704	836217.595847496	618875.455492403	935945.843507351	874858.785750351	931493.004683293	920458.121812174	1003603.81235871	651222.562479539	842604.139994307	658712.572733779
806304.328454687	719538.059018584	874909.496115437	863499.413978093	653685.144616481	625620.672711385	880802.028513682	879584.880580896	859596.789382582	844831.286677559	541019.046567558	909921.930914143	773020.888979887	830225.868208614	962145.440806377	803966.254624433	712477.651518669	860125.805293119	1063906.03942701	758906.561320516	913679.819855455	885311.651540359	567030.013181115	842026.321424836	657927.886076183	857391.382853815	748878.251913614	777663.389347687	769971.356843872	794971.476373088	1074853.96718118	822044.959287801	608869.303168053	921617.617922274	864963.847907632	906682.197091046	896608.55168451	981970.316890058	645679.021499847	829225.654292371	652470.847413653
794157.11597312	712631.502138177	859524.68839353	842527.983250007	648568.829738356	621430.980701121	866971.869364271	865681.237793974	844334.549634062	809475.976259404	538848.588899485	894626.439163904	760026.068015598	816890.546925359	935761.753968515	791172.280272229	703196.575091837	846898.931408487	1035677.18519619	751194.376660102	891987.400490811	854359.213302057	567497.059229221	828909.409214269	651559.494918095	841706.375859874	740969.724983066	767351.349046648	757789.87903211	783877.994775988	1027546.23915113	808135.394194652	599046.38779463	907496.073592024	855207.693369049	882581.258666779	873388.878105825	960809.5210649	640197.048326322	816085.892773953	646301.7158912
782214.952119379	705788.920177575	844413.442765772	822052.687357622	643506.505553351	617270.626542886	853366.303866034	852015.748566271	829369.323825702	775690.405859402	536692.877866826	879601.039390061	747269.714283307	803798.398455844	910120.655328022	778603.818476075	694056.660841105	833872.335336037	1008188.05808467	743560.94478708	870823.083517728	824539.437832173	567987.322499158	816007.290461739	645280.032309305	826342.772252642	733163.406148845	757191.29998837	745821.169127988	772954.619987234	982371.09971641	794483.397671676	589400.776602093	893578.190901886	845586.121134765	859171.558216103	850784.117473895	940112.124426999	634772.635759064	803179.838623236	640201.560033355
770473.094128591	699007.508478539	829570.689675244	802063.853893345	638495.084847859	613135.202210897	839980.78032125	838582.977558448	814694.65619861	743405.555453866	534548.137598085	864840.784635637	734746.925121433	790943.765353742	885204.102732517	766255.691317615	685052.752300605	821043.171707674	981423.450720206	736002.599236522	850175.613527564	795813.18952958	568496.185203942	803315.174109897	639085.777797571	811293.418851576	725455.419660544	747179.292894708	734059.14040723	762197.05496157	939238.467998424	781083.73666098	579927.925923419	879861.02131	836095.223033284	836434.416193946	828779.451643853	919870.569668303	629402.221000025	790501.881406505	634167.221068077
758926.810979104	692284.294774204	814991.79182244	782551.686427163	633529.474123847	609021.213598805	826811.748880555	825378.306792963	800304.377808141	712555.510496072	532411.24929741	850340.321217438	722451.465187543	778321.455093566	860992.753259327	754122.900280602	676181.350468166	808407.871754997	955367.031302586	728516.912720338	830032.854327973	768142.440175668	569019.142738843	790829.337522438	632972.923420993	796550.927865427	717842.730655319	737311.766424777	722499.481750427	751601.712414419	898060.217671939	767931.268671972	570623.101233844	866341.694885141	826731.341114571	814352.169920692	807360.790120687	900075.30484976	624082.002955801	778046.68125947	628193.528128125
747571.866461456	685616.913762482	800672.277951946	763506.252316746	628607.537323092	604925.441544051	813855.526581432	812397.715417589	786192.444066877	683077.096638318	530278.959663636	836095.04834477	710379.648853672	765926.241511606	837469.710897139	742200.766074931	667438.119982776	795963.63735182	930004.263451109	721102.023851995	810385.257576876	741488.437161526	569551.851546536	778545.918224583	626937.923159843	782108.614119618	710322.064722724	727585.73739939	711136.825961858	741164.739806249	858753.030118826	755021.24049347	561481.929781897	853017.770373072	817491.042236445	792906.013403325	786514.286535541	880719.007858067	618808.935467989	765809.542102778	622278.44617946
736404.252927465	679003.046997511	786607.951551882	744917.780749031	623726.300160056	600844.777814194	801108.481983255	799636.55353901	772353.079174371	654908.699506877	528148.615546528	822100.42034396	698526.578715954	753752.43924228	814617.85432205	730484.702080613	658819.985119635	783707.492626866	905320.662494505	713755.269773424	791221.13521765	715816.663799922	570089.273447491	766461.770551811	620977.551955936	767960.14087189	702890.381365686	717997.082708315	699967.464081343	730883.155745476	821233.942211133	742348.965062684	552500.051045931	839886.719605537	808371.015544828	772078.688528469	766225.484201285	861793.45106977	613580.224771377	753785.173394037	616418.68359384
725419.782307288	672441.12030184	772794.561739525	726777.447309961	618883.358619408	596776.380800589	788567.490391677	787091.082694923	758780.71778335	627991.857475121	526017.210687101	808352.178023107	686888.059405629	741796.074717565	792419.145310473	718970.525325308	650323.584962966	771637.146558228	881301.102076263	706475.231663593	772530.041260838	691091.317177733	570628.193643184	754573.166658551	615088.443769503	754098.585274079	695545.564104823	708544.091189354	688987.652293345	720753.527396436	785425.32781984	729910.09524551	543673.476446728	826946.462594203	799368.344232527	751852.919712637	746480.700545874	843290.218569925	608393.524245791	741969.562613971	610611.373436629
714615.018783826	665929.454482643	759228.330446647	709075.750504995	614075.242753454	592717.792052082	776229.381175495	774757.413610215	745470.002019626	602271.676081068	523882.924485399	794846.011817065	675460.14339177	730051.684845542	770857.842822717	707654.216824916	641946.3721089	759750.089940083	857930.020839861	699259.858333624	754302.061808455	667278.537859472	571164.390999885	742877.015472537	609267.571811083	740518.048125633	688285.216068295	699224.028061883	678192.01942788	710773.464098534	751251.971415487	717700.283329483	534998.502569956	814194.829647981	790480.020788468	732212.512945405	727266.575263288	825201.601265797	603246.198433063	730358.199495285	604854.44182335
703986.423661291	659466.758525671	745905.294220225	691803.838063696	609300.493902546	588666.247707692	764091.142733253	762632.1893384	732415.762900203	577692.51309962	521743.69941341	781577.815942413	664239.175267679	718515.267793205	749916.652210076	696531.824431679	633685.248363661	748044.352252603	835193.98831662	692108.139725046	736526.842752209	644346.018815327	571694.681092126	731370.589839492	603512.726411007	727212.57260173	681107.0664504	690034.433648173	667577.471229705	700940.39095809	718641.487475815	705715.503283293	526471.616664515	801629.839468177	781703.362246415	713140.00505245	708570.280521888	807519.877425965	598136.204311726	718946.521887384	599145.028717752
693530.764101656	653052.727332214	732821.780328365	674952.709925516	604557.435429384	584620.471864668	752150.033731129	750711.035706956	719613.037270203	554204.222148224	519597.935177319	768543.726607177	653221.292946678	707182.662146701	729579.152448896	685599.870025643	625538.14398353	736517.474844051	813078.208164311	685018.935779652	719194.433121663	622261.5857056	572214.739665322	720051.138080694	597821.520828036	714176.457121029	674009.07409911	680972.858432658	657140.113466956	691251.590811131	687521.96089792	693951.889202597	518089.296321293	789249.881311002	773036.160641583	694620.017990985	690378.775890371	790237.162440798	593061.828555399	707730.711575335	593481.357318124
683244.986468286	646685.330542151	719974.569995678	658513.441083139	599844.360431921	580577.330014696	740403.284351279	738991.21067095	707056.970387879	531757.502626817	517443.914096451	755740.054099308	642403.145679554	696049.392683743	709830.348535668	674854.784504172	617502.737923011	725167.525947742	791568.361234674	677990.943070774	702294.811928053	600994.658438147	572721.398434135	708915.563996161	592191.780396703	701404.227933747	666989.928498711	672037.565264533	646876.731090287	681704.986486952	657827.470799162	682405.759315489	509848.504485049	777053.163609346	764476.010459934	676636.746902904	672679.307466071	773346.207824896	588021.637405697	696706.636593267	587861.745277828
673126.247498831	640364.087967861	707360.166987987	642477.391786373	595159.631873233	576536.116421349	728848.483740008	727469.27392836	694743.048775371	510304.558362137	515280.459994475	743163.167526131	631781.365885367	685111.968261009	690654.819686536	664293.359605925	609576.254785792	713992.985896458	770649.919511485	671023.654363601	685819.091119063	580515.026648708	573212.198271442	697961.874607401	586621.646047505	688890.489119538	660048.230406941	663226.916605704	636784.823814392	672298.5865771	629493.438460724	671073.495686066	501746.246165543	765038.167830524	756020.914770769	659175.044076295	655459.516402004	756838.360174637	583014.4143969	685870.986302672	582284.4180519
663171.799209679	634089.356385467	694975.27920616	626836.574881643	590502.311379285	572495.389130726	717483.153393014	716142.387335314	682666.79039686	489801.193025407	513106.733995696	730809.639372328	621352.672506099	674366.784993754	672037.05816975	653912.461759714	601757.65469273	702991.937524956	750309.373231765	664116.740880304	669756.882655025	560794.3260866	573683.786397216	687187.557791014	581109.491350993	676629.722561285	653182.349304347	654539.046550132	626861.013030705	663029.916760144	602457.302040678	659951.641840909	493779.94505226	753203.513313576	747668.798544606	642220.395763477	638707.016067853	740707.598285443	578039.381242514	675220.130560809	576747.902526104
653379.172142523	627860.661187945	682816.796277391	611582.668338142	585871.125114886	568453.912307761	706305.208776041	705007.546157882	670823.875852664	470203.566327967	510921.975872142	718676.139237431	611114.300164569	663809.775882049	653961.599436761	643709.289356974	594044.926262494	692162.785444609	730533.172688564	657269.993078823	654099.28301501	541804.636941726	574133.970224083	676590.323673997	575653.829658192	664617.021846684	646391.292532673	645972.743226106	617102.742453524	653897.957585119	576660.480067221	649037.004176603	485946.765251231	741547.807285029	739418.143545877	625758.086590149	622410.737254384	724946.898438242	573095.166427882	664750.649102643	571250.665747264
643745.88738713	621677.618984412	670881.917896996	596707.512725734	581265.566655486	564410.396304506	695312.340673412	694061.576824471	659210.123903762	451470.577532225	508725.598883592	706759.391069252	601063.270502324	653438.011830995	636414.517662962	633680.878048665	586436.760644958	681504.240655594	711307.218705389	650483.229015958	638838.165679467	523518.566178868	574560.775554866	666168.15073048	570253.086144356	652847.163676772	639674.171439309	637526.760017918	607506.688824673	644900.624952606	552046.464401295	638326.439558087	478244.332476572	730069.564922258	731267.209946125	609773.388990962	606558.952000202	709548.478413225	568181.36930081	654459.614543484	565791.815524771
634269.739095676	615540.680624313	659167.691920125	582202.811170278	576685.136595359	560364.489447373	684502.533189521	683302.820200745	647821.542833524	433563.286306579	506517.582448528	695056.416483977	591196.836932214	643248.095021467	619380.979477867	623824.718523468	578931.758260536	671015.019808834	692618.518738929	643756.580460729	623964.156273304	505911.020420983	574960.928609612	655919.07069385	564906.525412642	641315.845213594	633030.045201602	629199.672774283	598070.834613415	636036.639968017	528560.140186905	627816.882271838	470669.989940668	718768.002939673	723214.630296408	594253.173690868	591140.286386145	694506.23994119	563297.741720834	644343.563600681	560370.914523486
624948.473149324	609450.250938292	647671.153196779	568060.941647962	572129.567988485	556315.77346511	673874.074837915	672728.501682632	636654.28163505	416443.901991044	504297.661174079	683564.158533588	581512.436972451	633236.849973441	602847.683424933	614138.273772545	571528.77582764	660693.459664014	674454.113292039	637090.112591021	609468.246176215	488956.365867554	575333.231628767	645841.003065702	559612.790165832	630018.248497393	626458.579242392	620990.551359981	588793.092092535	627304.757686467	506150.464678966	617505.446767037	463222.083759011	707641.99665292	715259.179299213	579184.237453797	576143.979247699	679812.300009638	558444.03267299	634399.978909	554986.251003483
615780.201646662	603406.7603325	636389.79965311	554274.385184685	567598.221540811	552264.058966148	663424.96498212	662335.801506722	625704.573428227	400075.926509317	502065.731300685	672279.825832999	572007.79536266	623401.547135511	586801.02093712	604619.124870523	564226.663052628	650538.468138474	656801.128993176	630484.268567903	595342.487095773	472630.752720122	575676.153277976	635932.324288643	554371.50722424	618949.964201292	619959.295718007	612898.260129687	579670.940334921	618703.538135453	484766.433286304	607389.383125093	455898.468086082	696690.303814822	707399.514346753	564553.296134834	561559.161554351	665460.373023366	553619.750022146	624626.008100245	549638.138891831
606763.014985435	597411.538350137	625320.970167698	540835.403891505	563092.152661635	548208.852287053	653153.295689088	652122.756783816	614968.981615643	384426.198706633	499822.565368712	661200.556539199	562680.460921192	613739.986145685	571227.091911132	595265.172149019	557024.118641633	640549.049919197	639647.079385196	623939.467346684	581579.094541074	456910.215522639	575988.155328461	626191.604441569	549181.68306573	608106.470967403	613532.179919969	604921.773453733	570702.485872075	610232.218768574	464361.119431498	597465.896636499	448697.012013194	685912.228221778	699634.816832455	550347.550241489	547375.240662051	651443.982398668	548825.591648451	615018.677943657	544325.876025849
597895.171290228	591464.090010445	614462.076948312	527736.546286134	558610.836566197	544150.41077717	643057.498623433	642086.734921016	604443.842809813	369461.788909933	497568.596588436	650323.767719886	553527.936804665	604247.75954846	556113.339093731	586074.156956095	549920.877638584	630723.75326181	622979.79555666	617456.092565283	568169.622698336	441773.0257877	576268.051670098	616617.262389031	544043.379660346	597484.084158029	607176.857440616	597061.190420097	561885.529046746	601890.01385172	444888.924306254	587732.496770769	441616.238242792	675306.955732223	691964.211339267	536554.845997589	533582.233562005	637756.512375539	544061.567638628	605575.798086717	539049.350916966
589175.024680928	585565.84775405	603810.540878099	514970.674969883	554154.887256473	540089.034651274	633135.937962847	632226.093219573	594125.727621071	355150.984148402	495304.556963637	639646.856807655	544548.019124242	594923.472745839	541447.586831553	577044.087022565	542916.187852896	621061.980037317	606786.573650218	611035.099209788	555105.839783073	427197.610253077	576515.100151118	607207.502770276	538955.527454086	587078.409628059	600893.162633614	589315.67260586	553218.39023393	593675.484698001	426306.196617754	578186.575920471	434654.240799822	664872.821873399	684386.940529441	523163.77210761	520169.819684804	624392.018196083	539328.310364857	596294.515655097	533808.429370928
580600.927419798	579717.929510568	593364.020406036	502530.536017273	549724.53354756	536025.341887827	623387.052656426	622538.502098466	584011.346024991	341463.9874748	493031.060332071	629167.196580085	535738.737593412	585764.427129009	527217.830765352	568173.06204423	536009.282062251	611562.531864266	591055.201299173	604677.219240842	542379.694218778	413161.95236999	576728.119469614	597960.998489872	533918.629187462	576885.671986349	594681.291578768	581684.456035729	544699.506731751	585587.939457949	408571.921106238	568825.80726662	427809.570078121	654609.595259409	676902.228116382	510161.664546384	507128.106153514	611344.100749821	534626.463035544	587172.987788624	528603.239754217
572171.365250255	573921.366190183	583120.177255755	490409.117343123	545320.822224403	531960.084147563	613809.386461182	613022.050141124	574097.514333042	328372.478505615	490749.588418345	618882.430562674	527097.985628975	576768.065670201	513410.525506403	559459.071775246	529199.995905338	602224.456706109	575774.207829741	598383.455711427	529984.609227066	399646.406721011	576907.111059523	588876.259584327	528932.010640949	566901.825045367	588541.5934582	574167.364236426	536327.117789342	577626.772779091	391646.452801348	559647.655250067	421080.551693975	644516.297752253	669509.549053739	497538.067264346	494447.869701977	598607.079911263	529956.599975011	578208.699144577	523433.950340632
563885.021729456	568177.057494905	573076.766093032	478599.65867341	540943.969615557	527893.366552697	604401.494682897	603675.020616403	564380.904353655	315849.554697865	488460.78656565	608790.10336252	518623.724120299	567932.521577242	500014.525275393	550900.491639798	522487.344796346	593047.197660777	560932.583675354	592154.824643217	517912.890713922	386631.790150225	577051.151310834	579951.90812484	523996.009638281	557123.149991549	582474.068614817	566764.11161637	528099.315384735	569791.299377077	375491.750878995	550649.991505865	414465.96634822	634592.076003435	662208.634374772	485281.662537844	482119.756683015	586173.88163023	525319.309207147	569399.386377209	518300.902241871
555740.440595284	562486.360251979	563231.063392209	467095.263608992	536595.215955578	523826.724731474	595161.744083689	594495.399898031	554858.843315398	303869.19764196	486166.237646517	598887.972904447	510314.210918279	559255.546208045	487018.50982968	542495.563607343	515871.403138575	584029.046361765	546519.238809662	585992.117834466	506156.933710477	374099.005568875	577160.800888703	571186.777212934	519110.836410325	547546.435860048	576478.876253036	559473.369317008	520014.929815314	562080.627567257	360071.530897448	541830.580809806	407964.439992147	624836.087709627	654999.077763017	473382.258884481	470134.563208856	574038.825845253	520715.673220625	560743.287013114	513204.57542985
547736.410706299	556850.7622101	553581.096358474	455889.524281616	532275.88651262	519760.882530706	586088.93097579	585481.778881059	545528.473994717	292406.717950031	483867.426303577	589173.721406703	502167.522936662	550734.796541245	474411.757816777	534242.629765525	509351.860401922	575169.502849401	532523.056332775	579896.357235341	494709.729606883	362030.660976339	577235.359148766	562579.314210685	514276.607796748	538168.404819837	570556.983553925	552295.62799602	512072.594306463	554494.494790184	345351.608913799	533187.196555951	401574.745208484	615247.693849995	647880.474254389	461829.720741559	458483.725156964	562196.690672069	516147.038726477	552238.086377603	508145.371558355
539871.740126203	551271.606739469	544124.681803791	444975.641996165	527986.434568243	515697.301665834	577181.68513684	576632.023229169	536387.043072773	281438.605850269	481565.7159248	579645.154217927	494181.845933821	542368.203453758	462183.16329641	526140.110077421	502928.626314524	566467.65754152	518932.307651008	573868.89176105	483564.101967978	350408.510090338	577276.061238986	554128.554326833	509493.771234966	528984.691998075	564708.654002007	545230.825540691	504270.939866829	547032.094774024	331299.199031652	524717.699461754	395295.555794674	605826.060646162	640852.83512084	450613.253477907	447158.424019519	550641.553559215	511614.52094426	543882.318599508	503123.901385135
532145.218524805	545749.801286232	534859.495878168	434347.331533896	523728.398641279	511637.243808928	568438.825672907	567944.852328583	527431.220871535	270942.487478725	479263.059561562	570300.152394686	486355.152249805	534154.006233442	450322.123500095	518186.537856742	496601.461647301	557922.613144252	505737.218699498	567910.683278477	472713.609693687	339216.208530243	577282.628992131	545833.217650221	504762.89107644	519992.615724823	558934.282533836	538278.574953527	496608.610070199	539693.17616265	317882.962910508	516420.098625779	389125.981228684	596570.14167474	633916.042796521	439723.448348864	436150.12210877	539367.290541963	507118.724244455	535673.949622666	498141.328776589
524555.844565081	540286.985056752	525783.385384628	423998.313218839	519502.935570966	507582.161437006	559858.871837919	559419.020333086	518658.76402481	260897.243183831	476960.835133009	561136.525029022	478686.102272493	526090.109805351	438818.106212199	510380.374615597	490370.284116507	549533.512684726	492927.332788515	562023.004800316	462151.274974069	328437.729290524	577256.298759929	537692.276626835	500084.476356097	511188.710183679	553234.697770708	531438.837488211	489084.017320478	532477.137452644	305072.756937829	508292.258834998	383064.924171777	587479.396854591	627069.897980304	429151.127136479	425450.9263777	528368.860947514	502661.081154355	527611.341738157	493197.936230714
517102.45369362	534884.877163973	516894.258075199	413922.435531612	515311.236414905	503533.768550913	551440.620652243	551052.07541287	510066.903524206	251281.946073946	474660.913446888	552152.249122923	471172.726820892	518174.959370053	427661.434068609	502720.167970745	484235.131255812	541299.413199742	480492.465935451	556207.159844816	451870.732733756	318057.238392202	577197.341542912	529704.361693257	495458.940028754	502570.061942309	547610.425569427	524711.048135848	481696.444640963	525383.624861683	292840.893619322	500332.196299405	377111.466925205	578552.875269757	620314.563423759	418886.905584198	415052.422991691	517640.709228796	498243.080029516	519692.719520557	488294.805975119
509784.016397081	529544.916909579	508189.977560225	404113.778720053	511154.576737106	499493.675289556	543182.673041069	542842.808540536	501653.009497467	242077.113061051	472365.477027319	543345.232900204	463813.510135926	510406.693944722	416842.256774435	495204.635497316	478195.976215689	533219.513412985	468422.695864968	550464.070588946	441865.569016789	308059.955858916	577107.242065506	521868.3769827	490887.133401398	494133.742391697	542062.058255348	518095.316904842	474444.335565278	518412.231978714	281159.756131456	492538.017534055	371264.176436942	569789.849768337	613650.113417646	408922.422655475	404947.015022328	507177.377753491	493866.079569716	511916.706897053	483432.958296597
502599.512881194	524268.512367431	499668.459223565	394566.227635891	507034.559099814	495463.131857682	535084.020947329	534789.757883953	493414.785123377	233264.655982405	470076.212835629	534713.446934476	456606.689129362	502783.72840747	406350.505414564	487832.347222064	472252.514122101	525292.886651546	456708.05735363	544795.177517365	432129.045275387	298432.029114698	576987.17049277	514183.13247808	486369.448069443	485876.472615177	536590.384698128	511591.421571642	467326.415625493	511562.458373304	270003.472873605	484907.763602566	365522.223327636	561189.306697622	607076.873877902	399248.331096879	395126.997491225	496973.542268035	489531.545712077	504281.309584872	478613.627509697
495547.97195248	519056.979352493	491327.467475538	385273.844947703	502952.720016303	491444.41447928	527143.05501832	526891.85412076	485349.69934862	224827.063034758	467795.455600237	526254.91773576	449550.923884855	495304.179478125	396177.264111263	480601.991891299	466405.234533775	517518.637583868	445339.773117913	539201.92103219	422655.202951448	289159.006926826	576838.490113654	506647.710932541	481907.053314537	477795.612748166	531196.247252914	505199.755433811	460341.929978712	504834.259015565	259347.941957102	477439.6082677	359885.182219995	552750.468031774	600594.519607099	389856.388806269	385585.081917556	487024.277702546	485240.678001961	496785.190142218	473837.646545379
488628.469032326	513911.875709621	483165.045630648	376231.069743043	498910.531994249	487439.037819494	519358.783508938	519146.951653388	477455.131974643	216746.784153023	465525.100593754	517967.754499044	442644.470039738	487966.418548786	386313.764709227	473512.290807338	460653.859879293	509895.826421528	434307.900011799	533685.053442222	413438.161661599	280228.075550261	576662.399014103	499260.860297376	477500.521617103	469888.203741061	525880.406537258	498919.773627432	453489.579991916	498226.90515474	249169.479844257	470131.645725679	354351.985576803	544472.299959288	594203.511351238	380738.999503506	376313.849595606	477324.369071254	480995.340865669	489426.864936925	469105.918490322
481839.973026334	508834.131810429	475179.025730176	367432.109901365	494909.311706545	483449.304795347	511730.0195934	511554.168457764	469728.828086957	209008.367729365	463267.301678746	509849.953309672	435885.88774323	480769.11782338	376750.9299121	466562.007877943	454998.585694326	502423.564693309	423603.479675521	528245.982896182	404472.012482908	271626.183343129	576461.063682502	492021.429901151	473150.651927024	462151.656215839	520643.545380617	492751.623546426	446768.611264088	491740.268329096	239445.650177598	462982.110152882	348921.662838596	536354.065741601	587904.071469553	371888.007940919	367306.45510401	467868.849519903	476796.371123947	482204.896057659	464420.027979203
475181.710102992	503825.550578768	467367.361953869	358871.663616891	490950.926590774	479477.210509917	504255.429609886	504111.809346935	462168.258573702	201596.238932975	461024.263907082	501899.639228397	429273.262878991	473710.560031004	367480.302224252	459749.822306813	449439.516725781	495100.703409111	413217.961655226	522885.956207539	395750.670471242	263341.112674089	576236.132494994	484928.380004673	468858.41764371	454583.042141	515486.693724226	486695.074611374	440177.568687958	485373.922430336	230154.964185524	455989.188240383	343593.404000915	528394.781368415	581696.741150254	363295.512336809	358555.793409427	458652.866582728	472645.850297938	475118.062640437	459780.707424504
468652.672612392	498887.476748699	459727.918604896	350544.369243955	487036.997764667	475524.571719748	496933.772347931	496818.603656591	454771.560962525	194495.898514168	458797.978709864	494115.028089868	422805.09985245	466789.443596565	358493.36622785	453074.510055086	443976.648572795	487926.57386485	403142.582157871	517606.223284981	387268.771893222	255360.77367499	575989.441523667	477980.607128572	464624.700597533	447179.51626026	510410.38120281	480750.242925868	433715.40788363	479127.45778567	221277.560427961	449151.058026208	338366.52366875	520593.407384066	575581.307294926	354954.319537178	350055.352108073	449671.491330427	468545.180096649	468165.112450924	455189.42002628
462252.09341885	494021.288176403	452258.745635324	342444.847496138	483169.118043833	471593.352508238	489763.820415023	489673.184014843	447536.265573726	187693.819005772	456590.946752976	486493.958011128	416480.191250758	460004.354938063	349782.084682484	446534.889644961	438610.048382484	480900.215269257	393369.007237085	512407.667225471	379020.527150126	247674.161740144	575723.16612652	471177.019355594	460450.274649687	439938.852484953	505415.401042804	474917.337673464	427381.224736823	473000.381995322	212794.049020059	442465.922585503	333240.250160281	512949.004778147	569558.327741446	346857.822554083	341798.404046506	440920.012721023	464495.728374992	461344.526979984	450647.076723193
455979.0579517	489228.52003199	444957.657096548	334567.714734209	479348.563536581	467685.68653995	482744.325121802	482674.289142476	440460.143185945	181176.156982125	454405.313152225	479034.811693453	410296.795105966	453353.807647258	341338.824374522	440129.760194014	433339.854989303	474020.328034212	383889.122785557	507291.927127951	371000.70877339	240270.164557866	575439.514512036	464516.498899548	456336.266501312	432858.496823289	500502.650095597	469195.4396733	421174.021911262	466992.683548239	204686.372114076	435932.134158761	328213.973034776	505460.618410392	563628.208705914	338998.375856047	333778.587896938	432393.985715411	460498.844961995	454655.05652144	446155.56678497
449832.67233229	484510.62788521	437822.671872709	326908.147380896	475577.452945131	463803.834038115	475874.06767943	475820.450821653	433540.964533442	174930.551448708	452243.298230016	471735.725082187	404253.511657951	446836.390865314	333156.231877898	433857.937715723	428165.974878533	467286.118446384	374694.431832312	502259.646262481	363203.836021418	233138.047871603	575140.43881919	457997.93169099	452283.716881058	425935.581936171	495672.972398328	463584.671448672	415092.766475495	461103.858209799	196936.793062697	429547.900011689	323286.695322456	498127.119525854	557791.335744792	331369.578634543	325989.823503558	424088.442404406	456556.567652211	448095.479371438	441716.138982804
443812.095151635	479868.657647003	430851.775104313	319460.814777189	471856.58966209	459949.907847094	469151.783135738	469110.433032625	426776.603974163	168944.743046839	450107.155383631	464594.895681416	398348.861435864	440450.652269969	325225.694977772	427718.229913455	423088.828961465	460696.506967944	365777.245836589	497312.135161763	355624.812358424	226267.671336673	574828.651953852	451620.235212067	448293.446452389	419168.063986651	490927.167269326	458085.197023478	409136.426930432	455333.252682537	189528.533949043	423311.513866854	318457.898100263	490947.435029904	552047.869661761	323964.933451487	318426.164733431	415999.028788501	452670.02996279	441664.365085151	437329.659120086
437916.448190142	475303.875501564	424042.97434468	312220.944237987	468188.275328922	456125.868142862	462576.281014585	462543.095666454	420164.990524498	163207.376982906	447999.161218194	457610.422853851	392581.409991137	434195.463110473	317540.657625082	421709.356143586	418108.16470916	454250.565255333	357130.171192141	492450.257953853	348258.456763399	219649.544504098	574507.074134705	445382.192405371	444366.471570581	412553.607383932	486266.112796537	452696.773802718	403303.998304146	449680.532517396	182445.68337176	417221.358256712	313726.639646296	483920.487413045	546398.281554173	316778.141368708	311081.620102603	408121.323759863	448840.797618163	435360.51452334	432997.570109173
432144.892101381	470817.690811092	417394.223192276	305183.69286114	464574.068787049	452334.084176937	456146.365901086	456116.667693319	413704.311029383	157707.356571088	445921.778816438	450780.531901197	386949.704074897	428069.235875358	310094.177294011	415830.304633254	413224.051492695	447947.00208143	348745.873169025	487675.226671592	341099.804948236	213274.047048674	574177.15498021	439282.810874818	440503.663517256	406089.858511661	481690.47512559	447419.210296958	397594.559827413	444145.51085965	175673.49944919	411275.643457975	309092.315815775	477045.173618303	540842.975970153	309802.977696592	303950.535391242	400451.031720211	445070.556467388	429183.017498448	428721.088247761
426496.493724999	466410.890012706	410903.378078019	298344.283445224	461015.312484953	448576.780349543	449860.660156061	449830.10830222	407391.9951536	152434.740201951	443877.081895663	444103.424113895	381452.186025518	422070.976753602	302879.179257765	410079.932268768	408436.771946236	441784.768490491	340616.920569487	482987.977055564	334143.994964075	207132.382390531	573841.935044926	433320.969013638	436706.165183801	399774.334334319	477201.177131586	442252.626275274	392007.08483366	438727.695223353	169197.31885636	405472.801842809	304554.345703874	470320.357857195	535382.260048516	303033.140522251	297027.11325433	392983.930652416	441360.243523329	423130.445922285	424501.661825935
420970.460012304	462085.019310358	404568.521199317	291698.094944919	457513.697719558	444855.713925659	443718.009346875	443682.205341553	401226.25369811	147379.079400256	441867.421850343	437577.414779457	376087.334343407	416199.187650968	295889.070576367	404456.961204971	403746.180137255	435762.93898627	332736.038769556	478389.473131994	327386.231613895	201215.324481494	573504.319088522	427495.473543718	432974.83456193	393604.755410778	472798.665135527	437196.433694213	386540.425662204	433426.617582647	163003.602459792	399811.232697548	300111.782792707	463744.943996318	530016.520575227	296463.092215056	290306.05239915	385715.898251345	437711.240821959	417201.870313572	420340.235925887
