V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41
3205539.55715653	2344976.53833727	3507416.75177058	4661651.191718	2152141.29796049	1894316.119475	3234410.71255776	3323731.58923692	3663346.01118033	7427792.41268516	1632205.03587244	3470961.86616831	3372308.68055579	3407854.09676101	5117910.00214602	3341075.39207988	2867140.07482577	3133977.82498196	4816235.59392943	2436984.74250137	4524633.63003488	6534339.51479117	1268048.09553262	3206003.68354147	2404163.70806122	3776493.2819922	2536635.27937519	2879513.86492312	3335283.97131033	2996327.89291295	6161904.29736018	3404748.53830126	3152834.91183872	3142910.11211852	2699515.21106276	5210596.0397697	5038102.00356968	4143737.48182108	2219263.91150621	3350645.36808561	2244729.65691188
3155559.27131209	2298349.21765267	3463563.4053991	4606823.67167645	2104299.69690042	1850487.91286326	3192592.05976662	3280628.62676796	3616403.03942444	7575371.48091672	1589608.4475586	3430354.17580362	3319265.7588595	3357848.02213169	5105145.45865013	3289403.34486981	2811209.67766663	3090591.99027367	4813542.3436377	2392093.82025405	4490830.43685902	6566926.19143054	1238609.75443054	3160666.7868185	2351648.89880471	3728862.7884785	2489725.74700941	2830742.50827959	3278746.38815414	2947645.32222395	6367972.50386149	3357406.82551548	3079287.49547975	3104688.05971298	2660100.96338731	5185936.69989385	4998402.50209332	4115583.13013053	2169140.35242221	3300161.63779741	2194803.78205468
3105454.80296536	2252498.46709119	3419025.36793331	4550359.58000217	2057506.25010573	1807909.56056366	3150353.5941134	3237001.54947067	3568600.71117315	7712304.38652234	1548342.43993446	3388955.08826089	3266016.81980672	3307468.63592222	5088469.57180048	3237495.76452558	2755854.53769057	3046980.38313322	4807385.13766405	2347797.58674648	4454578.0694095	6591802.53851845	1210097.18350862	3115060.63483959	2300128.12550643	3680224.82521078	2443373.92016546	2782217.97939235	3222201.58578407	2899059.88976672	6570196.12214642	3309602.00669357	3007029.6551348	3066057.83575179	2620757.74771191	5157224.12926	4955692.35422182	4085415.01585379	2120107.87634329	3249465.9452529	2146076.77069974
3055305.21042707	2207452.00502768	3373886.99007608	4492406.43475191	2011771.41727247	1766561.48100023	3107763.91931466	3192930.57285604	3520044.72928365	7837743.58110368	1508386.23368567	3346848.75029187	3212646.57117004	3256808.17880453	5067955.52545483	3185440.1831954	2701130.6425233	3003213.6110898	4797791.336329	2304130.2180214	4415987.1183816	6608878.46653955	1182493.88908848	3069256.53314087	2249624.26998304	3630697.77695602	2397618.29070479	2733996.30665364	3165729.91720701	2850637.52475842	6767474.1158458	3261416.27405541	2936106.83242006	3027082.67716567	2581533.40580003	5124585.46904254	4910126.39162485	4053317.9193632	2072178.37706602	3198646.56984145	2098546.47766065
3005186.78357611	2163231.53688808	3328230.04505597	4433104.28261804	1967101.77478145	1726425.13210599	3064891.13288871	3148494.12254852	3470826.192521	7950884.82557145	1469720.708539	3304121.39350117	3159236.54509097	3205954.444319	5043691.61849144	3133320.72977305	2647091.10862641	2959353.29260704	4784812.14596358	2261120.7357979	4375168.52806506	6618093.2800594	1155781.48879785	3023324.64272273	2200157.0894549	3580388.35354706	2352496.50079185	2686132.34531455	3109415.46052864	2802437.54581704	6958688.36408848	3212929.8934457	2866556.35262453	2987826.76536992	2542475.42859936	5088153.68730245	4861856.3810364	4019378.17192429	2025363.4449148	3147778.00999405	2052208.00371743
2955171.28387131	2119857.08238995	3282133.96618034	4372593.14495564	1923506.77483158	1687482.05174863	3021802.93710353	3103768.62841681	3421048.71186946	8051028.87159312	1432323.87910762	3260852.30469067	3105860.41366477	3154992.9797854	5015756.33207317	3081218.61821637	2593780.71173661	2915459.84669046	4768502.96569775	2218797.91584088	4332234.83718786	6619427.47524965	1129943.27470342	2977330.4939797	2151744.87544068	3529396.98993606	2308038.07294957	2638678.88173796	3053335.99037666	2754516.76326105	7142720.44421674	3164217.82077338	2798407.27566699	2948350.18504222	2503626.82863423	5048087.08552715	4811039.3828013	3983690.43488215	1979669.33820047	3096935.4223617	2007053.47991472
2905323.76888383	2077344.86410529	3235675.65951188	4311008.70256058	1880987.71203409	1649711.45458737	2978563.24498566	3058824.01039322	3370802.31375724	8137555.92246307	1396170.17963042	3217121.18654204	3052594.33926189	3103997.80682817	4984253.23269946	3029208.02500394	2541243.0530297	2871592.36727874	4748914.71471297	2177181.92802308	4287310.71585897	6612907.94190016	1104959.67099636	2931341.75402392	2104399.17582695	3477834.2101448	2264272.36500962	2591673.95384665	2997566.87946431	2706931.39663381	7318456.72791816	3115352.23332807	2731684.55298184	2908709.03563404	2465028.01094559	5004542.72925649	4757837.8357507	3946345.66369304	1935097.46652355	3046191.42550982	1963074.59734009
2855704.89164498	2035709.51447884	3188930.38449525	4248485.61750623	1839539.04969493	1613087.60115904	2935229.21272842	3013729.97521492	3320177.34495939	8209925.68404081	1361231.88290436	3172999.57935561	2999506.47026508	3053044.52453026	4949301.96224986	2977359.0635281	2489513.30144566	2827809.78918506	4726123.91194754	2136297.15465805	4240510.8685265	6598585.25001485	1080811.82062248	2885414.04188164	2058127.56050951	3425790.68170649	2221219.69207437	2545169.13052265	2942175.76099694	2659729.27338902	7484811.85635739	3066405.82095687	2666406.70180918	2868961.63783272	2426717.30192423	4957683.87103087	4702405.85304544	3907435.29206626	1891649.30057513	2995609.81684628	1920259.3637111
2806374.41321085	1994959.98028844	3141971.47504594	4185150.66327908	1799162.28439574	1577591.13172586	2891863.99969324	2968552.874337	3269267.91032702	8267724.4016179	1327488.40512308	3128564.01177854	2946662.47114372	3002202.0359658	4911019.55377009	2925738.73316145	2438627.72337598	2784157.22907018	4700214.18872122	2096161.06469691	4191956.50842655	6576568.80455933	1057481.8028686	2839602.40193303	2012935.20686197	3373367.33860684	2178903.64986735	2499196.57366462	2887229.95798555	2612954.29799298	7640717.65729415	3017443.12639832	2602584.90269738	2829158.47797404	2388729.37937505	4907679.70700664	4644907.571321	3867057.26488604	1849324.31611	2945254.54487811	1878594.36519635
2757384.97682296	1955105.41516162	3094865.76593949	4121124.17190615	1759850.84549867	1543199.31135594	2848519.62975151	2923353.70586955	3218152.43443279	8310641.66733162	1294908.86957158	3083885.26421326	2894122.66595029	2951537.95580266	4869538.14935495	2874407.39495243	2388610.26699901	2740687.0748366	4671275.95235646	2056787.11081343	4141768.77123599	6546996.42748704	1034952.2404745	2793965.65778492	1968826.98538506	3320650.52673313	2137347.14161746	2453792.71121214	2832788.02953085	2566648.75945634	7785187.69660602	2968532.98036715	2540227.59678647	2789348.58902373	2351095.98481102	4854706.5580813	4585499.05694274	3825309.02982875	1808114.74779363	2895180.75318438	1838064.80968288
2708786.13149525	1916149.75375059	3047679.30101789	4056525.20217438	1721597.13494142	1509884.54130329	2805248.70615215	2878192.16635797	3166912.64274465	8338462.82392287	1263466.47825938	3039030.68240238	2841944.19528588	2901114.69140429	4824997.06710441	2823423.85747797	2339488.53847666	2697440.91484003	4639392.64680425	2018189.05624034	4090069.89008007	6510040.98550052	1013202.30398113	2748553.61552491	1925799.35737554	3267736.08740437	2096564.63994681	2408989.94633091	2778901.62533798	2520855.62191866	7917278.48406186	2919732.5090998	2479338.90430585	2749576.91521693	2313848.22164454	4798949.58110182	4524341.67653028	3782283.53112043	1768015.38528069	2845441.74234561	1798655.06106257
2660626.85234681	1878097.2654446	3000477.05560532	3991463.07186287	1684394.26067134	1477623.69542856	2762101.31453941	2833125.11059265	3115624.16740438	8351124.28598629	1233136.00711059	2994063.90911883	2790179.37049079	2850989.14313758	4777530.3659112	2772841.45249303	2291279.21745506	2654463.37083928	4604680.27701756	1980373.04909174	4036982.45806427	6465895.84541386	992213.893678928	2703409.83659817	1883850.25113213	3214707.34796642	2056566.00269441	2364815.76435476	2725620.36789082	2475610.92265814	8036124.70537921	2871098.20343658	2419917.33233499	2709896.12948629	2277012.68735261	4740584.14971652	4461594.53010576	3738072.33600879	1729015.84257362	2796086.93868865	1760347.11640369
2612949.46445813	1840947.5124991	2953316.53422238	3926049.70717008	1648230.27654435	1446393.37812094	2719124.60071341	2788204.64093169	3064358.57265952	8348660.22087372	1203886.07620012	2949045.33415173	2738875.01893079	2801215.00158331	4727296.06282229	2722707.42614146	2244000.45672185	2611795.54823946	4567239.01534818	1943347.65529959	3982630.6928853	6414796.0597745	971967.916207547	2658577.96232428	1842975.12160619	3161640.50682655	2017361.33024718	2321298.24618731	2672987.10540552	2430944.64348314	8140964.45207178	2822686.08417326	2361958.51027011	2670346.21504039	2240614.12327779	4679802.17232754	4397407.94848806	3692777.75624459	1691104.73498495	2747159.10723414	1723122.12240025
2565791.72048326	1804697.52750441	2906259.53849084	3860388.67346133	1613090.41190338	1416165.47951733	2676360.67154882	2743480.46424774	3013182.97827984	8331204.56269396	1175690.25233273	2904036.61892858	2688077.12399118	2751840.51533319	4674443.19803904	2673070.2851592	2197669.93761893	2569471.4463849	4527185.18309682	1907116.80679308	3927136.76287705	6357017.29172941	952444.815849344	2614099.48635938	1803165.4699293	3108606.55107388	1978959.75233159	2278457.25039814	2621042.84945923	2386884.24119769	8231126.27019333	2774544.73792881	2305452.75101781	2630968.94335375	2204674.75122272	4616791.34593402	4331931.45027835	3646487.39923749	1654270.58778815	2698701.29667787	1686960.68480648
2519189.76969638	1769347.96773003	2859353.3209815	3794573.24522728	1578962.0608446	1386916.95618027	2633851.68711438	2698998.8427168	2962166.21507592	8299022.962813	1148520.34325151	2859091.10601603	2637824.89593313	2702910.44414317	4619129.51330773	2623969.32471444	2152293.93091721	2527528.49792376	4484638.76762062	1871686.33378121	3870610.43722241	6292845.29610115	933626.619148414	2570012.59318888	1764411.65722651	3055680.46709792	1941369.02538136	2236310.14824734	2569823.99508028	2343453.80157186	8306074.85628266	2726720.39094244	2250389.75376532	2591797.24850287	2169214.31462657	4551739.82282524	4265313.41955479	3599294.44721869	1618497.46899083	2650751.04160924	1651842.25490595
2473174.95633122	1734890.68357531	2812648.84036326	3728700.19694076	1545829.78437929	1358622.21939646	2591633.61225679	2654804.79444758	2911367.1977151	8252477.28434778	1122345.45646828	2814261.21756231	2588158.37569756	2654466.54145012	4561510.16157161	2575444.12550981	2107879.40526604	2485997.69355241	4439723.63908018	1837054.55270871	3813173.30838169	6222589.07361734	915495.365534025	2526349.63433338	1726702.91192864	3002929.78640743	1904593.62109534	2194874.01721323	2519361.62957309	2300675.66807039	8365371.11121476	2679258.41667159	2196755.25918401	2552867.35651362	2134250.17588727	4484823.48350985	4197699.29847008	3551291.05228035	1583769.66362093	2603342.42001734	1617745.68634305
2427776.15766819	1701320.25703594	2766191.88434661	3662853.73309592	1513678.03913585	1331255.32711989	2549743.35108266	2610937.8457234	2860840.36588323	8192027.92883404	1097140.6332264	2769595.16691751	2539108.74798187	2606545.12394981	4501755.12053537	2527527.95880931	2064432.62593764	2444902.43627248	4392563.40212584	1803222.00430333	3754939.07959157	6146583.4669215	898032.425884062	2483143.28849905	1690026.43592181	2950414.8086609	1868627.45920715	2154166.42113985	2469681.39643253	2258570.0788702	8408714.96782497	2632198.55128394	2144532.13921816	2514212.04437395	2099798.13796012	4416234.65453468	4129230.94359376	3502564.79828311	1550071.26829769	2556506.18228607	1584649.45656858
2383018.40335405	1668627.73325561	2720029.07182454	3597113.61327897	1482489.46824299	1304791.4217934	2508214.28197068	2567434.69646107	2810636.51486154	8118218.6966983	1072876.08880467	2725139.46743119	2490711.07675698	2559183.07896417	4440032.29478801	2480250.25384043	2021956.11707377	2404269.5229536	4343289.56712376	1770184.73156816	3696024.99063874	6065181.11833488	881219.082391375	2440421.58023651	1654368.1295266	2898191.41610576	1833472.88745204	2114196.64772803	2420809.11911149	2217152.84293331	8435924.45949982	2585581.2432654	2093701.81908753	2475859.20324278	2065870.37460112	4346149.08368115	4060041.34527546	3453208.44547642	1517384.33250456	2510270.73100714	1552531.48558958
2338924.66947457	1636803.88530415	2674199.1569204	3531559.25085056	1452245.32734943	1279206.8731709	2467072.58222044	2524329.29964382	2760806.27312161	8031691.86040768	1049524.53425968	2680940.89687385	2442988.46961715	2512410.24693189	4376494.98564861	2433639.1018677	1980450.36639199	2364122.01647905	4292034.56757955	1737940.29048071	3636532.45981459	5978754.41246739	865040.082287435	2398210.50184738	1619713.71961538	2846318.17890807	1799127.97596154	2074971.21005358	2372765.16713674	2176437.81481666	8446969.18521585	2539436.40221184	2044243.40693391	2437834.82318221	2032480.83011526	4274745.59041207	3990262.94717522	3403303.73174406	1485688.61536225	2464658.84000497	1521370.45760433
2295514.18065829	1605837.58882034	2628740.26003348	3466261.73524387	1422928.39762813	1254476.37682704	2426350.76913549	2481654.37194245	2711394.29751177	7933159.70430733	1027060.51052673	2637037.87466966	2395961.83437782	2466254.41648202	4311315.86131953	2387717.50574978	1939911.3846493	2324482.39543428	4238927.42888928	1706481.46179125	3576567.97674683	5887675.73025483	849476.276240492	2356533.85337289	1586045.14498724	2794842.99119062	1765590.50427692	2036498.61122101	2325564.53662325	2136437.23957512	8441921.89622226	2493797.22153368	1996134.61331951	2400168.53194266	1999638.56307407	4202195.40496532	3920018.26860536	3352936.41502518	1454964.92208797	2419692.20172188	1491142.81956314
2252803.08728744	1575716.61025578	2583687.98467948	3401286.24173761	1394517.51377362	1230575.3887565	2386070.11266484	2439437.91548951	2662442.45694581	7823374.29955556	1005454.70756789	2593464.96263378	2349654.42118033	2420738.81082417	4244651.55930244	2342504.53322218	1900333.24517062	2285365.718404	4184118.65321173	1675802.25724858	3516232.05439718	5792335.78548617	834510.476003645	2315412.87342037	1553345.0122246	2743811.14914524	1732855.9777063	1998784.99096735	2279222.96966402	2097160.96286687	8420985.97212426	2448691.43816965	1949352.10960304	2362879.38117457	1967351.9904793	4128672.77518144	3849433.11437971	3302181.55125278	1425193.29326964	2375388.41185796	1461826.31976029
