AL	AZ	AR	CA	CO	CT	DE	GA	HI	IL	IN	IA	KS	KY	LA	MD	MA	MI	MN	MS	MO	MT	NE	NM	NY	NC	ND	OH	OK	OR	PA	SC	SD	TN	TX	UT	VA	WA	WV	WI
69496.4821198394	139456.449897659	43119.0853065848	716757.789228529	81851.5478341094	36196.6401282426	10838.9848754118	161196.536098292	23971.3713365763	133112.526534733	86691.4160398948	37089.9746801216	42189.0954163071	67027.5108109112	72336.4300110896	74456.8387226171	58874.6851365875	140555.88528349	56694.099175344	44935.2585981548	80033.821523513	13677.4347680462	26151.2514648213	43027.5676455678	200951.760713984	144244.522267064	8158.86762898467	168998.528265728	59420.2315219202	53491.0549598791	161420.527888975	73680.5850748492	10460.525554914	93580.6080943369	433935.562741399	54542.9739870236	109607.513901511	69946.0664564293	27524.5313457265	52389.6974614186
72442.5561849179	142188.492149229	44878.4887544754	741695.30395991	85339.4737742195	38161.0881854814	11369.0008577578	165757.748501251	23918.2952858901	140317.925336837	90315.1321352814	38764.9420930079	43754.3507906795	69331.8219809057	74905.7375553199	77855.170279491	62318.4186408674	144817.528897545	59222.5670077108	46720.4591251573	83592.930492563	14145.2657337122	27124.0086372686	44301.406809074	211560.219282982	149672.734683299	8427.16399934349	174704.936867105	61433.6408142841	55606.8343670998	168808.823892608	76095.1665944408	10879.4789281578	97477.8755076224	446268.777387759	55870.9343975398	114315.922600438	73108.3937534954	28560.3673472891	55315.8470216376
75381.4735127961	144818.093596302	46638.7117740619	766363.847077259	88875.0389988473	40195.5164597914	11909.9601000276	170176.268991187	23838.2186613904	147736.094367902	93966.2318033552	40470.4956375876	45309.4459722126	71601.837337632	77446.923102307	81304.2061200288	65923.8830095826	149047.910304523	61813.9081994143	48492.5901542868	87182.8970333998	14617.4364749378	28097.7235892423	45551.8301419212	222525.31684995	155062.471573573	8697.78453735296	180376.620611621	63414.2556154865	57758.0777568231	176325.840781073	78479.9941882236	11303.3590841292	101357.262769363	458416.358882739	57159.5748938138	119064.919123584	76365.3970272447	29594.0195755108	58345.3582597158
78383.0095843975	147305.09233884	48404.2536728261	790492.008750629	92439.2664743696	42293.4741723697	12462.132229687	174552.021632424	23743.1462538693	155358.605397167	97624.7877334128	42202.6757629923	46871.3568844108	73833.6657066659	80029.1696508201	84813.537650369	69666.2121843115	153222.110926147	64455.8634906724	50292.5227442039	90813.9115216245	15089.2791862052	29076.9876733277	46781.8797538847	233810.11950781	160467.46425033	8970.51271891475	185974.219609934	65399.3767001004	59925.5676685292	183962.67949254	80857.2559826902	11733.3365924717	105246.445274933	470655.664093056	58403.1612822185	123872.285638942	79708.9549396124	30626.7948713328	61474.4420867075
81461.0206582257	149589.018611365	50235.4071682187	813615.819478636	96024.5930923278	44438.4168435422	13022.2638742233	178869.353235236	23647.7571075626	163327.786326896	101377.081126011	43988.6276918774	48463.9152948495	76100.064714103	82665.8453946564	88361.5124374613	73507.0476007257	157401.483234218	67187.7548702203	52149.3509578404	94580.7946752825	15564.7699992642	30068.6495716023	47974.4505130238	245348.078831392	165834.016290789	9247.37836919151	191578.775916696	67414.7406003834	62102.2608101058	191683.921602441	83215.1398088387	12171.9559427278	109247.010448455	482724.456869919	59579.7480398632	128695.199353271	83133.078013996	31659.3044512409	64749.4237793044
84662.9746310853	151639.463627143	52091.0975507735	835938.252491093	99624.2734102113	46706.1049240929	13609.8947636159	183310.242944798	23530.0081483972	171638.954872428	105230.169202632	45820.068033878	50068.5120656972	78418.3651239521	85316.391054588	92070.2892656061	77576.4535108411	161617.963315052	69997.3173254244	54049.3212139799	98434.0683984266	16038.2901950094	31066.081261766	49114.1396190728	257508.247797071	171426.858341052	9526.17560639077	197325.40183909	69431.0836620441	64270.1469577537	199742.744921709	85658.1148544758	12616.3332293604	113369.437220446	494435.866450375	60696.5888228426	133732.911250808	86591.6675036562	32728.5291870504	68182.6691865632
87906.2643854304	153524.542079652	53974.1025375254	858024.837925404	103188.863705509	49026.6945326288	14204.7879577175	187666.725842744	23390.0910717044	180250.885776552	109151.579187264	47679.6528403066	51666.4185393982	80747.4088645832	87987.6931921846	95809.2775809146	81783.7588635842	165817.192091629	72858.6519222643	55979.0453443126	102350.252862442	16506.5112926661	32059.3744201718	50199.5566794494	269942.224811243	176987.187973188	9805.14826980723	203067.888478454	71419.0861111076	66445.3654933069	207881.480087003	88069.063708997	13063.127507857	117559.919257099	505931.112435836	61754.2417078624	138787.713843926	90109.3106271788	33797.7064055356	71742.5400911664
91206.7332467376	155261.469220819	55836.6425316781	879432.69430133	106698.968912214	51455.238823756	14821.832350976	191977.393343039	23237.3764022506	189068.606971779	113090.495837512	49543.933581624	53225.4211952936	83060.0495157116	90619.394997982	99649.7122957223	86211.8762614155	169962.846327948	75750.8505670983	57914.3043636846	106259.168645978	16971.2383796995	33037.179600208	51237.0111782737	282902.940032077	182616.469084318	10082.0683334012	208795.538769064	73334.6742996391	68612.2371649207	216245.660224686	90488.4173913464	13508.4542063299	121770.855950674	516837.559189181	62734.7613632919	143958.921789777	93699.8870498097	34876.6534843617	75403.2423785657
94456.5969583225	156771.226845324	57642.8028035795	899481.877413932	110145.325371641	53942.7738574117	15446.0993892485	196124.164642935	23066.9882161394	197961.385024929	116953.237002108	51411.4532046405	54752.28820473	85271.1406803324	93170.9971591994	103508.890271503	90779.224027172	173973.969377858	78671.6624708372	59804.5537048737	110101.12085212	17430.5133260394	34000.1991589993	52211.1838763765	296134.849728771	188212.487317468	10358.8569208242	214346.825130257	75205.9410339122	70739.732477078	224631.401900912	92872.2150271408	13952.2348756564	125878.591419846	527391.598195559	63634.7716171616	149138.22594699	97320.6445750152	35932.6095652295	79141.8147935186
97580.9608704664	158019.333688396	59416.0748106096	918192.179027527	113523.930325884	56453.7758357514	16065.2771846471	199952.964541111	22874.1277451393	207012.147077893	120765.435569691	53299.2623126292	56264.1683485601	87384.9996875938	95600.8799213438	107311.098487909	95435.4958679773	177856.812065074	81641.6256019303	61616.0958239141	113950.738514444	17884.8704805543	34957.368445567	53111.7009465138	309462.903915203	193570.485065736	10634.5022966724	219677.83698559	77017.7750849717	72843.7785472279	232902.64751396	95122.1084351083	14397.7791684751	129869.707574605	537210.779589845	64439.1678192037	154196.049004683	100989.817165267	36948.0806473935	82973.7917214557
