AL	AZ	AR	CA	CO	CT	DE	GA	HI	IL	IN	IA	KS	KY	LA	MD	MA	MI	MN	MS	MO	MT	NE	NM	NY	NC	ND	OH	OK	OR	PA	SC	SD	TN	TX	UT	VA	WA	WV	WI
41252.2087563444	106781.489442884	31607.8037615749	313270.790591989	36385.8832687587	21001.5302407661	6720.12437982191	175159.756617577	28019.973194553	76782.7398718785	60704.0432875494	24251.711599427	35352.7633227331	56598.1390465956	56032.7353892644	48269.5171467865	32260.093365654	121699.938740761	37254.9507022806	29659.0292025402	55704.7272350339	7478.72865380328	19498.9332028827	21362.0042013259	116573.234843054	115099.580278713	5772.66121079205	139819.787755357	56061.3065666422	26164.6670352373	100690.073074494	69187.4711491566	7032.20173017937	63728.7326620546	457429.103131132	32462.9352415981	75476.4224277792	36238.5666834545	20431.396224944	30024.8556938047
43409.0494911956	110259.777644556	33102.6748747856	330069.204309685	38436.210496032	22273.7977595769	7095.22071738965	179933.986047193	28046.1531310945	81404.5228714874	63681.742922137	25519.7335380093	36830.9361004889	58862.2539984603	58462.1334066387	50829.9477454286	34331.9921834636	126176.889596725	39195.9407939185	31113.1240462781	58531.6816093001	7834.60749062893	20363.8134170661	22398.9575571341	123521.770341192	120155.317123779	6017.66429968984	145441.767030939	58080.4418575109	27569.8402151357	106089.248359636	71716.8020496925	7372.2854455125	66874.5489804636	470047.029947462	33820.0968571401	79276.8360658591	38286.8454585698	21353.8833549872	31879.171711638
45651.6602666463	113726.768257884	34641.7379309912	347561.224683416	40580.8676069106	23612.7857961186	7487.18629855031	184626.360997932	28044.6434632034	86265.951425933	66761.0106041405	26838.7049357233	38338.0093200978	61162.0209397378	60945.9817497531	53494.1008292575	36523.959333027	130714.193505717	41218.2488241285	32616.0768208485	61461.0530802152	8203.37434205424	21251.3666543	23468.9972064252	130826.625756472	125326.848368984	6269.68351274711	151165.685573966	60112.1881078158	29036.8698183037	111714.030504262	74263.9245578552	7724.17476239532	70125.7344211929	482459.182511957	35205.5898793111	83212.3848862477	40436.3658399459	22300.6914498325	33835.1096011777
47979.8787643506	117170.213719587	36223.390144373	365746.311876633	42821.1700061583	25020.8428884564	7896.23895335643	189220.47228278	28015.9061540396	91375.0643501045	69939.940525616	28208.9321380063	39871.2243345986	63493.0575203417	63479.3670503983	56261.836003086	38840.4539867325	135303.274893972	43322.9313315167	34166.8982548222	64491.6516186575	8585.11499168459	22160.5936661885	24571.3009128374	138498.435194388	130606.320833883	6528.65380913451	156981.503664403	62150.7637572801	30566.4561195723	117565.695387989	76822.0042195908	8087.86188538713	73479.8337992164	494615.337720138	36617.2288948134	87281.4298570735	42690.6412221952	23270.7663401137	35896.269886252
50393.4245813148	120578.27118304	37845.1066852278	384624.125701801	45158.2981143928	26499.6471980695	8322.52166662395	193698.228242552	27960.1516050978	96737.8247279807	73216.9369979791	29630.5155011281	41427.6256404141	65849.7683830247	66057.5477614413	59133.0172750806	41286.4478469803	139935.31997993	45510.8504119792	35763.9898403522	67621.816533744	8979.82046951592	23090.306014801	25704.6875084043	146547.109539223	135983.958577542	6794.45244243168	162877.87173572	64190.7842806246	32159.5902583273	123645.114916964	79383.1678263023	8463.16461466539	76933.4873098562	506471.485596497	38052.676422199	91480.8129949111	45052.8709881103	24262.6280754318	38066.2052837322
52889.831486634	123939.033017889	39504.8311989854	404187.65825001	47592.8085034931	28051.0132212707	8766.09335797509	198042.089393234	27877.8634578639	102360.652149887	76589.2354831051	31103.1865068117	43003.9041542289	68227.0969987842	68674.8624130566	62106.8455899373	43866.4528558465	144598.233840457	47782.8417141356	37405.5924428389	70848.7265832127	9387.52818583327	24039.1228252099	26867.5366885212	154980.099194982	141449.153090978	7066.93813610643	168843.417188669	66225.0908202316	33817.0521608842	129951.122793989	81940.2549415715	8849.88684306386	80482.5873261767	517981.114844859	39509.1304211709	95807.2006601958	47525.2202571953	25274.6971609668	40348.404172197
55468.3087719031	127239.219010025	41199.3657817148	424423.127378481	50125.1002106824	29676.4362794902	9226.94361756447	202234.800484669	27769.6688776823	108248.397737541	80053.142172532	32626.4925530895	44596.2798227521	70618.3824944379	71325.1484062497	65181.284290766	46584.7959658782	149284.830903247	50139.6317450756	39089.1449923998	74169.2445023201	9808.17299911346	25005.5155953238	28057.9249587989	163805.316648028	146988.030889711	7345.91334428525	174864.895405194	68247.0629737858	35539.356372052	136481.875014998	84483.6698529835	9247.7531869827	84122.3156190131	529095.410843528	40983.4417737013	100254.903022652	50111.5815383024	26305.1760270339	42745.5305580502
58126.4602887486	130466.30269498	42925.6627044255	445316.265269597	52754.8013192101	31377.165088147	9704.95988593358	206259.084377248	27636.1074001669	114405.008402586	83604.0653938128	34199.4503616334	46200.7010320254	73017.059488092	74000.4986682105	68354.3322817962	49445.687210504	153983.524574354	52580.2309515914	40812.1760235905	77578.7953704936	10241.591978824	25987.6052513165	29273.6853804029	173029.003963463	152587.378021392	7631.14524743799	180927.928992277	70250.0817818296	37326.6680368055	143234.345057347	87004.675377863	9656.35900544597	87846.6128275396	539765.946626379	42472.3861304779	104819.065770718	52814.4156975736	27351.9746052969	45260.9551082771
60860.9214167384	133606.468128371	44679.8235214114	466846.270030464	55481.0592993255	33154.1464043485	10199.9203193217	210099.267674598	27478.105349572	120832.769494667	87237.1836500714	35821.0911314426	47812.8599719977	75415.8479063929	76693.7640011031	71622.4608183206	52452.4651845593	158682.503513875	55104.5134253672	42571.3554733128	81072.9322101612	10687.5238933977	26983.4952200286	30512.716119374	182653.868175114	158231.843269338	7922.33755260865	187017.863674065	72226.6132998086	39178.7151685267	150203.3678411	89494.7470513847	10075.3741401446	91648.6900954855	549952.114465165	43972.0779864143	109491.888426201	55635.9649030123	28412.7378454257	47896.898704735
63667.5763101441	136647.150703638	46457.243480157	488984.50984587	58302.481123642	35008.0536340476	10711.4705707989	213738.028527888	27296.5702661457	127534.500439531	90946.2257790115	37489.799508229	49427.6775023228	77807.6053733608	79397.1942102008	74982.3423183796	55608.4308631768	163368.00253792	57711.5626591502	44363.0856968697	84645.1217554118	11145.7030927701	27991.0050020771	31772.1597428874	192683.449227689	163905.664759004	8219.28179969157	193114.989359714	74169.7787941991	41094.9086333396	157382.658339325	91944.2614131375	10504.2331596852	95520.913985902	559610.395961179	45479.0994469346	114266.309360836	58577.645953814	29484.8801718747	50655.6107136937
