X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X60	X61	X62	X63	X64	X65	X66	X67	X68	X69	X70	X71	X72	X73	X74	X75	X76	X77	X78	X79	X80	X81	X82	X83	X84	X85	X86	X87	X88	X89	X90	X91	X92	X93	X94	X95	X96	X97	X98	X99
IN	-0.0700414637487632	-0.0892647776090931	-0.0662624529930533	-0.037434243847797	-0.0897911666823743	-0.0790804334654037	-0.0628157277008335	-0.0635429800795681	-0.0631103120138358	0.0105953985937321	-0.0985713818782998	-0.0642506277855189	-0.0653599251774105	-0.0729384467772384	-0.0386032896568792	-0.0705952127690282	-0.0797687615601809	-0.0723505869586081	-0.0424147542329398	-0.0828383692169575	-0.0545580687319974	-0.016857252807404	-0.102501059958828	-0.0658168054184757	-0.0808649295440179	-0.0638986408985077	-0.071648604413222	-0.0716154424492354	-0.0791345109172022	-0.0683931583465271	0.0309721647999281	-0.0602590922852152	-0.0442731896567545	-0.0657087728028888	-0.0717755655127714	-0.0704153542521734	-0.0333422574500053	-0.0626793679402827	-0.0696105618623788	-0.0440126923888538	-0.0334192790988104	-0.0598888100251944	-0.0904983446349634	-0.0867629116256006	-0.0706247677274281	-0.0778786528101695	-0.0405801456120551	-0.0632614969309239	-0.0534038069336027	-0.0605768316337879	-0.0741335337429608	-0.0796715440688772	-0.0726275762765344	-0.0746190397505964	-0.0759568049722905	-0.0643414297909246	-0.0890266625105502	-0.0497425468740796	-0.0680252570092128	-0.0750105395744601	-0.0860106257928948	-0.0714828509453814	-0.0772643274385641	-0.0856945785814524	-0.0610667442347588	-0.0386293107701031	-0.0752423437432965	-0.068958890759429	-0.0905334621520831	-0.0520970960583742	-0.0853159233385314	-0.0467439309006276	-0.079648796182859	-0.0428190989628311	-0.0777033304265111	-0.0983923655673744	-0.0771931605476741	-0.0732416587800012	-0.0154448992146973	-0.0682751372984851	-0.0672600404081935	-0.0759405107905737	-0.0610417492327682	-0.0466915390058282	-0.0505357561847771	-0.0581593965730417	-0.0656000458884121	-0.068990254540203	-0.0761539429318835	-0.0743989697917757	-0.0547844934537692	-0.0613086160699277	-0.0798321975282197	-0.0940608590498987	-0.0777485513792381	-0.065027808503525	-0.0921451060747888	-0.04756504381215	-0.0808705196330123
IA	-0.0707882035053469	-0.0912086580293228	-0.069650231088806	-0.0398560728914889	-0.0916580793665816	-0.0804996709992508	-0.0644597901896418	-0.0641032743819053	-0.0649626752443973	0.0147861180518536	-0.0999493887613073	-0.0650885833745054	-0.0685842278446867	-0.0712533103549366	-0.0393334937439563	-0.0715763093127307	-0.0815527274250302	-0.0729010739623683	-0.0415123821967339	-0.0855848914836742	-0.0560095178813313	-0.0176883564743155	-0.104459392229784	-0.0679582020133394	-0.0827105218914698	-0.064739062329036	-0.0761790320788521	-0.0725677851507408	-0.0779418865610432	-0.0718785806324559	0.032020088707321	-0.0596736276593848	-0.0436484164263925	-0.0668910067149815	-0.0748342800657188	-0.0730327542544472	-0.0364247114990276	-0.065189149417503	-0.0714723403208013	-0.0454514396237413	-0.0346894470208859	-0.0617070125397559	-0.0937349691586497	-0.0889845599975013	-0.072560521904836	-0.0799754437516408	-0.0388337793138151	-0.0652281275430703	-0.0519948648248897	-0.0630103044650224	-0.0746017918062937	-0.0808411512408984	-0.0721204404498306	-0.0765708099339119	-0.0761043496469109	-0.0659599466812102	-0.0907458278580695	-0.0497185707791148	-0.0716816333999867	-0.077821180675523	-0.0878222294667202	-0.0726201167092512	-0.0780427318108995	-0.0896481496816153	-0.0620800219792643	-0.0387382247590956	-0.0774173771729051	-0.0727653606289656	-0.0929856854779141	-0.053235930717224	-0.0860345087431041	-0.0492941691575265	-0.0786960827031709	-0.0431145025243731	-0.0805682190129267	-0.100677026031047	-0.0797773258695899	-0.0747818920970103	-0.0156509338565942	-0.069303027993906	-0.0683303935825608	-0.0777651275990684	-0.0635581478566683	-0.0484649894380108	-0.0508906969472399	-0.0571506785131913	-0.0674652451856691	-0.0715262474244797	-0.0759289985151174	-0.0744982210323948	-0.055750952868352	-0.0645512298813908	-0.0807400259772783	-0.0966403057535479	-0.0776054790218165	-0.0669409096540879	-0.0950081154883953	-0.0483772058160207	-0.0842887217311766
KS	-0.0670685205430806	-0.0866774944032358	-0.0661855286776243	-0.0378426522728083	-0.0880592876432082	-0.0780809431592677	-0.0633999828125744	-0.0624448673569296	-0.0641402588909245	0.0109920310425783	-0.0944048221463366	-0.0629108469224313	-0.0651689067573734	-0.0676178016259734	-0.0397750370458955	-0.0682481398837672	-0.0781343460656025	-0.0705054991506532	-0.0431038660077007	-0.0806773647087229	-0.0518993068718848	-0.0179558932738154	-0.0994009582863853	-0.0656330708099972	-0.0784758793648066	-0.0634379680752126	-0.0722420643885506	-0.0693301748359446	-0.0753916908813216	-0.0697832261340127	0.0307589583491461	-0.0584416222711627	-0.0453944420319249	-0.0631693060098903	-0.071813864501252	-0.0711854561878597	-0.0360647890961706	-0.0640097974909347	-0.0691762163434446	-0.046582991684814	-0.0343527968343486	-0.0622649446501161	-0.0878820287816499	-0.0856155903543755	-0.0690947166479591	-0.0757267126883192	-0.0375199263246158	-0.0638362688896168	-0.0511722590672299	-0.0611441143868119	-0.0731187787608359	-0.0780282009556897	-0.0707564330952109	-0.0725537262671365	-0.0736040916668591	-0.0639113273616058	-0.0882955217308361	-0.0492631201937686	-0.0683513926186249	-0.0753525884284547	-0.083649273032043	-0.0686801010944804	-0.0772473271836807	-0.0850591591939773	-0.0597185311889278	-0.0378976774991183	-0.0730792529691571	-0.0693550313811522	-0.0873010402271865	-0.0516967740034621	-0.0842977735048118	-0.0482119481178501	-0.0770586951091162	-0.0413109307002886	-0.0765831157685046	-0.0950464487847131	-0.0741640723836667	-0.0731202630293076	-0.0200021923934329	-0.0665319102947021	-0.0647181863763505	-0.0755556169261083	-0.0598642223013912	-0.0478880600699544	-0.0493650357415081	-0.0551998751848386	-0.0638621762818182	-0.0675579236148306	-0.0735210765331756	-0.0724139232578548	-0.0547438844390555	-0.0614375941482076	-0.0790929281168054	-0.0928417431935466	-0.0767770529781606	-0.0642172718119745	-0.0891956702695654	-0.0469275796189059	-0.080042870678327
KY	-0.0679309749522952	-0.0859908263656371	-0.0667489639260899	-0.0368143569096027	-0.0876856104812165	-0.0783519234448325	-0.0625486352649315	-0.0620460041381907	-0.0618928491523656	0.012809925085292	-0.095255101759614	-0.0635143126558159	-0.0662062553844085	-0.0683138154110304	-0.0407523844873031	-0.0683984507262211	-0.0785033971742009	-0.0709638021427331	-0.0425383331467507	-0.081463909316107	-0.0551940169837893	-0.0193097491563963	-0.0993779617975984	-0.0647760045312809	-0.0790697442129439	-0.0628185954015932	-0.07223444946846	-0.0712163907887327	-0.0761985672267388	-0.0701477804699438	0.0308528198224586	-0.058249893040491	-0.044423322884593	-0.0644579856654304	-0.0715524537743182	-0.0705059547709067	-0.0375384792847028	-0.063332967008391	-0.0681767919558629	-0.0459327303081392	-0.0327021447455502	-0.0613459233822806	-0.0881238192950189	-0.0851835148518349	-0.0700636828928362	-0.0765449185203318	-0.0384880642897087	-0.0643886148204703	-0.0523232463705942	-0.0609148340077737	-0.0731596240469167	-0.0790342612451514	-0.070196483580353	-0.0725344252500649	-0.0749751105267406	-0.062355017593101	-0.0862333150679091	-0.0494079642216915	-0.0683925895238795	-0.0747270993114661	-0.0844656945929545	-0.0695785535067862	-0.0759876107526574	-0.0850591235661247	-0.0589182420394322	-0.0363426683317717	-0.0726988186370742	-0.0689172532685673	-0.0888112437985095	-0.0519841705502818	-0.0843200235125709	-0.0485105118586597	-0.0772750670733198	-0.0422705607892823	-0.076828664580539	-0.0950173819208304	-0.0759038439197402	-0.0704921266804389	-0.0203900091383291	-0.0667335930383139	-0.064889727423916	-0.0757120164163549	-0.0618905540267961	-0.0474359847317208	-0.0502530027588713	-0.0555424225876869	-0.0640737594391623	-0.0667608140089855	-0.0727993025680132	-0.0721333763830793	-0.0535357858981784	-0.0623641004196534	-0.0791474913509456	-0.0925454613457292	-0.0762487068270556	-0.0633022352101191	-0.0889689583354037	-0.0471774448550778	-0.0800620934641647
LA	-0.0437904049581999	-0.0568024570308145	-0.0382842229505081	-0.033589377433271	-0.0606399652207351	-0.0701842172164881	-0.03600112707721	-0.040087348084223	-0.0428529869316646	0.0106469364321917	-0.0642797113199508	-0.0420173803699311	-0.0368559728702565	-0.055352727933215	-0.0180537487246328	-0.0466636006656855	-0.0526821745715847	-0.0381482672112286	-0.0208342946986897	-0.0502954599114913	-0.0276257556832635	-0.00314768472702812	-0.0791423759802299	-0.0362343725006381	-0.05601389845807	-0.051097390957085	-0.044582324486722	-0.0411201690303006	-0.0538298948250203	-0.0414134841788983	0.0288163264865147	-0.0296156646025779	-0.0390805077983404	-0.0552291181844112	-0.0409052173022863	-0.041594342979842	-0.0321341550290547	-0.0332554732057891	-0.0507704772785667	-0.0181365010517877	-0.0282215144828126	-0.0344809551116337	-0.0663786649660517	-0.0612311860747093	-0.0409757717648689	-0.0501292458687411	-0.0346254575702384	-0.0392300990138744	-0.0255168206284989	-0.030138727152071	-0.064474884166166	-0.0658314682281737	-0.0599974250365047	-0.051083795191858	-0.0626026592350789	-0.0374488437850882	-0.0575471054261896	-0.0253709739357473	-0.0456434988617708	-0.0484827890504632	-0.057015788692381	-0.0377597038679829	-0.0616882491989473	-0.0522498726989957	-0.0527878562047286	-0.0327377539082268	-0.0614532461250457	-0.0344147323694685	-0.0633105680808763	-0.0258507413906329	-0.0745358899077846	-0.0197395999758887	-0.0695778938666954	-0.0273407913884891	-0.0480401456897003	-0.0623044230343192	-0.0493800373298771	-0.0627958659304188	-0.00312715940252504	-0.0582485270950798	-0.0420744068268107	-0.0639760441696999	-0.0357101448605362	-0.0271645226443896	-0.0344871934595397	-0.0457864253898015	-0.0458346855358642	-0.0407960702008745	-0.0540632775286693	-0.0643795159726621	-0.0478928727905936	-0.034557234693217	-0.0492287523517576	-0.0627238526211445	-0.0703265009177604	-0.0379487355248196	-0.0635814323106837	-0.0229764299130763	-0.0534483975071382
MD	-0.0613843278392902	-0.0800765502568754	-0.0574420670954041	-0.037167057377623	-0.0820904558106606	-0.077853059097997	-0.0532285467527274	-0.0558508620675025	-0.0570508310072524	0.0119955750340696	-0.0885429312863132	-0.0562746286640525	-0.0555138891557782	-0.0684265835349696	-0.0317190539504744	-0.0612589995315511	-0.0723460149817073	-0.062183072790992	-0.035555777874461	-0.0735344049711928	-0.0439699183600778	-0.0103872868210268	-0.0974448504726473	-0.056463486156265	-0.0753656676807416	-0.0589747612096946	-0.0632906471456785	-0.0609610983445197	-0.0702014771084865	-0.05969131507736	0.0309672147004816	-0.0494179430191255	-0.0421013648551308	-0.0631623665052283	-0.0606572554339907	-0.0619251782678642	-0.0335937928711426	-0.0546497982575495	-0.0647169943269885	-0.0328165515900062	-0.0331311811195659	-0.0519605925307113	-0.0845347399291202	-0.0802734447899456	-0.0588243521781583	-0.0692537200262408	-0.0374348352559046	-0.0546203050143467	-0.043308031413089	-0.0523408288782132	-0.0729756000602971	-0.0766551698358379	-0.0693837137904438	-0.067165429919983	-0.0720219998986383	-0.0540228835725929	-0.0808147874217944	-0.0400666996263339	-0.0611389526913391	-0.0674813193301912	-0.0784068626058075	-0.0596449193036648	-0.0746003518133603	-0.0768991650935489	-0.0564078241747605	-0.0367616460762469	-0.0727454758639467	-0.0586711583440788	-0.0815303572431227	-0.0434336612223643	-0.0816152723291329	-0.0364445560864165	-0.0775856844777102	-0.0374109235400541	-0.0679298126449879	-0.09019971220091	-0.0685977267932892	-0.0706056349522475	-0.0106853738412147	-0.065614272554223	-0.0590549018038912	-0.0737104810922617	-0.053153039023312	-0.0425129908118813	-0.0457304978456527	-0.0553343341052688	-0.0602341263663077	-0.0597941247920765	-0.06895350509766	-0.0698859329343173	-0.0526470253855318	-0.0533927261892431	-0.0707949949123114	-0.0857482139939325	-0.0756172657078683	-0.0568231894239471	-0.0847565504871105	-0.0388106098282064	-0.0741056014331262
MA	-0.0517758349818762	-0.0695265072236483	-0.0476647823180149	-0.037257701980343	-0.0755051810249371	-0.0786524061027307	-0.0461416616763738	-0.0490078052118517	-0.0534872812817081	0.0130162033572669	-0.0831589178068	-0.0519150886109775	-0.0461853205521476	-0.0651493797727179	-0.0246093511619044	-0.0556894097360229	-0.0626426046575696	-0.0521495661563793	-0.0255447730160664	-0.0638038300555086	-0.0365857158146824	-0.00734843113130183	-0.0952646090070195	-0.0454914866612681	-0.0701130369186697	-0.0587085793820552	-0.055243391197947	-0.052161089998299	-0.0659593821561157	-0.0535181499140933	0.0379149107664076	-0.0407010035528333	-0.0467133770117988	-0.0619394765045486	-0.0506418207043362	-0.0522057436195773	-0.0374760892178247	-0.0427386113913202	-0.0618666014955086	-0.0222799299842638	-0.0333606495645132	-0.0423275503575509	-0.0810827324310368	-0.0754661871874388	-0.0498660604809673	-0.0629659540548817	-0.0358793791527623	-0.0485599846149461	-0.0335925627791208	-0.0384564813712716	-0.0728903463533718	-0.075415290166239	-0.0709149428275264	-0.0622638565280154	-0.0728569188963436	-0.0465107929718593	-0.0734135361145262	-0.0336767130364857	-0.0549711108191962	-0.0585757499054505	-0.0696761740854492	-0.0498448002398731	-0.0749231573256106	-0.0693145533774285	-0.0587053763740355	-0.0370656842210421	-0.0722597510240216	-0.0450408874726007	-0.076348529399847	-0.0337046326563314	-0.0835601984064894	-0.0282897887703534	-0.0794038538865001	-0.0350691813210244	-0.0597348276314073	-0.0790180686659435	-0.0602297383679596	-0.0730615874155514	-0.0080050088454175	-0.0664821678917576	-0.0518399915387212	-0.0746544424009197	-0.0426119404338656	-0.0322421388357233	-0.0400164121839012	-0.0522429264710814	-0.0568071607164935	-0.0526051504398401	-0.0663035876885675	-0.0722253278265162	-0.0541906830638157	-0.0445122479175838	-0.0629355759745838	-0.0793458201472541	-0.076880110618669	-0.0524353279136183	-0.0795772742789434	-0.0288817356489716	-0.0667362858424081
MI	-0.080564155171453	-0.0976536375051417	-0.0799291479873546	-0.0396441182380955	-0.0975412953809491	-0.0811043205796695	-0.0762103877650081	-0.0738554755026489	-0.0722927798999003	0.00950676698440416	-0.104379041314381	-0.0742725140435378	-0.0796955144167175	-0.0755680844276485	-0.0510727561738624	-0.0785442022079314	-0.0891462144757802	-0.0839636567720667	-0.0568563691207544	-0.0930339326456012	-0.0680492689838075	-0.0316547679682834	-0.102861308795218	-0.0799872523532096	-0.0885996245631378	-0.0690880637669879	-0.0839936981766276	-0.0831625514792892	-0.086083085062104	-0.0821109901366113	0.028327866686128	-0.0713048144323939	-0.0469607601723099	-0.0690566889797979	-0.0846253749185192	-0.0832164205218157	-0.0378533687939518	-0.0769438766029233	-0.0771605208562309	-0.0611776529394747	-0.0371011210792726	-0.0750294536010082	-0.0972367827148581	-0.0950414058344523	-0.0825971453949783	-0.0878884917095993	-0.0370337487552889	-0.0754924537042885	-0.0660671295358896	-0.0759097542756944	-0.0754782387518649	-0.0829258014578518	-0.0763956237630325	-0.082339689794214	-0.0785611144898853	-0.0759540511947192	-0.0966087337489181	-0.0602052071492603	-0.0799840547138226	-0.087712825738258	-0.093796922885015	-0.0825042271545146	-0.0816852180237453	-0.0964153035778114	-0.0666974633887596	-0.0393297405572356	-0.0789281150881772	-0.0829790962858733	-0.0992641274232179	-0.0642674928710056	-0.0875572726776586	-0.06209034229533	-0.0813708959054756	-0.0485778738976577	-0.0892217719400821	-0.106618311963477	-0.0874122454495478	-0.0749977197263302	-0.0289558398683481	-0.0711315635983479	-0.0772032963769539	-0.0800972277462466	-0.0744068767784639	-0.0566820946435616	-0.0584734580914972	-0.0603516801754312	-0.0730402958445668	-0.0805020318257739	-0.0819443285646989	-0.0742260065043797	-0.0567126569985716	-0.0745484307324891	-0.0900040259566903	-0.104236522802911	-0.0782368552347877	-0.077015503672084	-0.0988578664341355	-0.0624400243969205	-0.0904949889524911
MN	-0.0795132857209485	-0.100357099673909	-0.0776905078222387	-0.040376271642931	-0.0990694744119786	-0.0826087545084841	-0.0742481749018351	-0.0729787775288838	-0.070810936920191	0.0100287477980732	-0.109330852648172	-0.0729626079273557	-0.0776213890084633	-0.0768312742600362	-0.0451032356087953	-0.0782192559984024	-0.0875738346470691	-0.0839303735349065	-0.0525825843678538	-0.0952335505955082	-0.0652822357481813	-0.0253017800477481	-0.108531585180005	-0.0771540366250508	-0.0906151214924488	-0.0703190722988739	-0.0855469021067727	-0.0835358159651918	-0.0849374100831316	-0.0813547776644836	0.030932779535241	-0.0711367914542034	-0.0472388710040333	-0.0662882811828403	-0.0820349472017683	-0.0818449366817162	-0.038293460672484	-0.0734815498066217	-0.0787492066715301	-0.055073483885275	-0.0360645685825035	-0.0736255569397321	-0.0993468165333773	-0.0953265467877293	-0.0821407651270319	-0.0887971146669454	-0.0414046747474112	-0.0735361121248779	-0.0621523358606212	-0.073871242524599	-0.0770240929181371	-0.0863057157142336	-0.0784552978996649	-0.0839896880760877	-0.0799448745518684	-0.0749284719974397	-0.0983048024620989	-0.0591279590203679	-0.0790778495443463	-0.0869643422632143	-0.0962699221293782	-0.0807776147369732	-0.0827851877166258	-0.0988677927635892	-0.0642496099003101	-0.0415461988762635	-0.0803248392448567	-0.0803645507158963	-0.101921032423137	-0.0629266130284419	-0.0889591514984917	-0.0567002870652949	-0.0823523124482651	-0.0477683232870961	-0.0890224819750844	-0.111630963993842	-0.0870963927497444	-0.0758376499653077	-0.0232429247509403	-0.0724280046773055	-0.0767952319635815	-0.0819305942854876	-0.0737068762889781	-0.0545637645166525	-0.0576306123543991	-0.0615033951428802	-0.0723204584182065	-0.0793864157542152	-0.0840118062132045	-0.0748823460019572	-0.0562495718936657	-0.0734254770429934	-0.0905455444335642	-0.106175323468081	-0.0808958051479793	-0.0763092195775795	-0.102454580336326	-0.0555738016378812	-0.0916679484464323
MS	-0.0428836364820382	-0.0526256963323975	-0.0346605354923651	-0.031409568839688	-0.0581251534743635	-0.0697330590306555	-0.0330700491893864	-0.0373973820136095	-0.0417900251155781	0.0134574640260925	-0.0612321194798303	-0.0389430033504846	-0.0323378587050434	-0.0558480665234669	-0.0154100582682211	-0.0427751202402904	-0.0485575653303892	-0.0350299449137184	-0.0169869474539534	-0.0457539771272622	-0.0279301554570899	-0.000806639719124546	-0.0752914258502004	-0.0339667765095257	-0.0536828155019659	-0.050780333334825	-0.0392551626439475	-0.0364883732789353	-0.0534613319810822	-0.0386572398970341	0.037092266856292	-0.0252071223875481	-0.0388250194346795	-0.0551937630696187	-0.0355695468146989	-0.0381544224412654	-0.0335055684448691	-0.0289175647955292	-0.0506151113331954	-0.00972127608257091	-0.0311407915750045	-0.0287444517794286	-0.0637793036116528	-0.057545040409261	-0.0345623736124736	-0.0456241448663577	-0.0324438758749747	-0.0346385056831563	-0.0217191721561327	-0.0253258068218615	-0.0647550483170902	-0.0656417098137001	-0.0598015347710047	-0.0469366914793974	-0.0624253692682836	-0.0340544334015687	-0.055648011882852	-0.0248841727227398	-0.040907721711721	-0.0406134019098443	-0.0536674965377374	-0.0324924904533066	-0.0601687583995529	-0.0490367300286021	-0.0520837120431043	-0.0339681202832873	-0.0592972032250053	-0.0297893649551213	-0.0592739603254266	-0.0220699055966727	-0.0744972503263584	-0.0163197526197931	-0.0687524086143814	-0.0270170903711597	-0.0434171535763772	-0.0561171724660147	-0.0470901858403991	-0.0624946708457895	0.000704405739203862	-0.0591692092374152	-0.0392917842991341	-0.0625693278440468	-0.0296026460198622	-0.023746555555181	-0.0323838833141785	-0.0472286080118218	-0.0447073138840483	-0.0391849868256457	-0.0520294578566652	-0.0634303697359917	-0.0475776962985478	-0.0318378032668367	-0.0453534122603742	-0.0595826092567047	-0.0665283327876145	-0.0344873178674411	-0.0587550147470441	-0.0204619536767619	-0.0493114012711041
MO	-0.0616268756233838	-0.0788597913211427	-0.0587900582913479	-0.036888532510346	-0.0826134385174255	-0.0762807576650793	-0.0531469075148964	-0.0559567652052397	-0.0573555336956462	0.0127738186649051	-0.0889215592766181	-0.0575977104742716	-0.0553511137970519	-0.0657828076111088	-0.032484033683288	-0.0609508454161211	-0.0704689801104311	-0.0594608000127168	-0.0361738737126686	-0.07183934210894	-0.0446086876358848	-0.00938622592986778	-0.0963332213067962	-0.0571934750383233	-0.073866430053731	-0.0592199524952202	-0.0650287255349823	-0.0609811232107503	-0.0691482956427695	-0.0608648151328416	0.0314615641028834	-0.0496029219600793	-0.0449630044794191	-0.0654710944185418	-0.0612318686250379	-0.0592185596235834	-0.0346768604935926	-0.0530953085399353	-0.0637847504022704	-0.0357251697127177	-0.0336650509325163	-0.0519744204672065	-0.0829648864482841	-0.0787515276716124	-0.0601286550232332	-0.067851559985097	-0.0365661577623868	-0.0564552845992058	-0.0434536296537282	-0.0495328212461026	-0.0710849464169931	-0.0757451348439823	-0.068047189856587	-0.0677601822866008	-0.0727483395134884	-0.0556888859733766	-0.0802012647793035	-0.0404747844635647	-0.0616940085441066	-0.0682467715498045	-0.0773400951616312	-0.0604584401266015	-0.0740821147607101	-0.0764941660542475	-0.0583970279166024	-0.034277509381874	-0.0704655586555313	-0.0583801525061546	-0.083832235973407	-0.0424553406149421	-0.0835416025897138	-0.0377952561626352	-0.0757579954242393	-0.0340543413981264	-0.0685432775118358	-0.0888742333313723	-0.0679379982046425	-0.0703786521764058	-0.0116177247590842	-0.0663064715196138	-0.0592123961581333	-0.0726480548565224	-0.0526741029771887	-0.0397784703500933	-0.0439927823555017	-0.0516477061856687	-0.0589348995983891	-0.0588718494985609	-0.0697599748764943	-0.0703511341673101	-0.0528008036421215	-0.0526732612990082	-0.069638086377489	-0.0874120849233908	-0.0767336537096431	-0.0575854922759587	-0.0845063654105054	-0.0408689345760807	-0.0730596347607527
MT	-0.0838955804960303	-0.104955962091061	-0.0838944497398155	-0.0393196580941564	-0.103570228782918	-0.0813693732561366	-0.0819571666088042	-0.0766287863245573	-0.0750416055125477	0.0105193328593456	-0.111493724843861	-0.0771468183271232	-0.0848705314938156	-0.0795895117669043	-0.0556450144697771	-0.0808284111294825	-0.0925381434796393	-0.0915157678333939	-0.057261216017195	-0.0994426511496797	-0.0719527053395818	-0.0304164602663564	-0.110041907999041	-0.0864259287054149	-0.0966115973327907	-0.0749375157075954	-0.0907938485644413	-0.0869725087352835	-0.0914825460353425	-0.0865478874201545	0.0299260332480657	-0.0768356707557367	-0.047521578776015	-0.0695846670900273	-0.0879103761968067	-0.086823513080975	-0.0405481811386598	-0.0812340882402432	-0.0798156786049246	-0.0642985661342946	-0.03697105435176	-0.0787106883370331	-0.102474742277081	-0.0982700146296564	-0.0889739616440427	-0.0923455796083874	-0.0416875978940521	-0.0826232584626416	-0.0689271910479248	-0.0805155199181091	-0.0786351259617924	-0.0858982624291166	-0.079579517243319	-0.0880376135840315	-0.081646735271396	-0.0808754808913539	-0.10354569337195	-0.0671604900477187	-0.0847716415219524	-0.093739361802126	-0.0990180907289078	-0.0883961819152511	-0.0869317724331683	-0.101091847784334	-0.0687736476608775	-0.0399071179959104	-0.0803313895228395	-0.0887120536990471	-0.104508043786431	-0.0699926446634873	-0.0897776333361561	-0.065243543062118	-0.084467611488919	-0.0478895189979261	-0.0940491676434985	-0.114798143182203	-0.0926848765383233	-0.0776863917141587	-0.0286566188731997	-0.0743436994026242	-0.0814844092343819	-0.0828860967394437	-0.0788564307458379	-0.0595058871739453	-0.0619961047620872	-0.0637297285799662	-0.0780943227323492	-0.0829466703560823	-0.086776863010848	-0.076178765658072	-0.0592165451917752	-0.0766157604128268	-0.0972243749661683	-0.109347624497304	-0.0812618883443855	-0.0817237213931453	-0.105964969614354	-0.0631691085511498	-0.0952617751597243
NE	-0.0738266390665796	-0.0932422608753608	-0.0713589159639372	-0.0385177251173549	-0.0935943462645722	-0.0789898319095847	-0.0692199332041768	-0.0686951904044453	-0.0680358463570554	0.00938794393356504	-0.101267231849095	-0.0663680763019954	-0.0714943560869135	-0.0730893748085718	-0.0440837452914143	-0.0729577219610188	-0.0833242281282141	-0.0770247695380802	-0.0468325901789923	-0.0877500186554797	-0.0592898479340162	-0.0224082593212128	-0.10346354848507	-0.0700551130661115	-0.083249992733885	-0.066017602388855	-0.0778733461909175	-0.0768857820519833	-0.0805306657956436	-0.0746136502093391	0.0271492347427816	-0.0647807120153023	-0.0465413349154952	-0.066493832702829	-0.0770297792065861	-0.0764447700905086	-0.0371974604224912	-0.0684183826816961	-0.0717750732996678	-0.0500883765918993	-0.0339459151863292	-0.0664818386240872	-0.0931294355496861	-0.0894034881136346	-0.0751954521409893	-0.0835546249184091	-0.0373510735373699	-0.0691192984687561	-0.0564286283239594	-0.0680513785757424	-0.0754183357397866	-0.0815434044519077	-0.0732077490406162	-0.0783782894345689	-0.0771869520776809	-0.0698648694937877	-0.0931727764898609	-0.0562367532315089	-0.0732903246251374	-0.0804925842354056	-0.0887621662070626	-0.0760965404924156	-0.0788882709514189	-0.0906146350721307	-0.0633509179147136	-0.0384362796925331	-0.0769995349800856	-0.0768918143006127	-0.0945617380122356	-0.0569010979975396	-0.0864881661642985	-0.0529253701849323	-0.0801589537784666	-0.0452174788097635	-0.0820379114672593	-0.102588573981054	-0.0828868917839935	-0.0732721886909976	-0.0216355598051819	-0.0710099210835699	-0.0710225524559166	-0.0777745813083953	-0.068205553460008	-0.049113000715945	-0.0540314851490807	-0.0585866116914618	-0.0684449838663681	-0.0732088848001525	-0.0781856849802717	-0.0745216988714129	-0.0573875817770096	-0.0656041732459039	-0.0837658817104547	-0.0981400590126576	-0.0785519490893322	-0.0711867005616425	-0.0964474922545362	-0.0533871427737356	-0.0849679912916577
