X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X60	X61	X62	X63	X64	X65	X66	X67	X68	X69	X70	X71	X72	X73	X74	X75	X76	X77	X78	X79	X80	X81	X82	X83	X84	X85	X86	X87	X88	X89	X90	X91	X92	X93	X94	X95	X96	X97	X98	X99
NM	-0.0506376395798637	-0.0667270638135416	-0.0460939735945238	-0.0344266177093832	-0.0691396532176571	-0.0717506408575167	-0.0436086457861048	-0.0469302960621455	-0.0483691041320469	0.0133042643122428	-0.0761896481242321	-0.0457580413240136	-0.0464933968533727	-0.0585213713030467	-0.0243612835365301	-0.0558346172152757	-0.0601194172179693	-0.0468750270897313	-0.0250206362961443	-0.0588964852608998	-0.0366653829521363	-0.00767894749261061	-0.0878556632562229	-0.0458196705723761	-0.0657338139311355	-0.0539883023163481	-0.0532712074345395	-0.0487781539903084	-0.060456138092165	-0.0468984164820301	0.0336299674588366	-0.0370944284615373	-0.0415355683504986	-0.0552879659519458	-0.0495152237890979	-0.0512105053646312	-0.0351532159918553	-0.0435206605613702	-0.0582299850039312	-0.0236311578410984	-0.0325851407314866	-0.0418072823381259	-0.0719051861051327	-0.0692209590946425	-0.0470356841782387	-0.0579397113465755	-0.0381764333631425	-0.043449205743798	-0.0321823515268815	-0.0397817984331721	-0.0703115995614617	-0.0697442479263547	-0.0618965131185397	-0.0570531314033406	-0.0670521475574515	-0.0462323363966774	-0.0686451929947386	-0.0334687698693695	-0.0516420061788698	-0.0546791811868178	-0.0653805545409488	-0.0494610356412051	-0.0675829449832093	-0.0621896672638992	-0.0531839378967592	-0.0380450781190686	-0.0659845483602794	-0.0443064461631621	-0.0696030703315083	-0.0320387813763665	-0.0782354819041021	-0.027724165747326	-0.071898847294268	-0.0302658867684084	-0.0553106243452946	-0.0729029260387253	-0.0584601501437004	-0.0668693030648546	-0.00678939553140353	-0.0619158681172279	-0.0494215848349233	-0.0684634852383931	-0.0412986326435381	-0.0300436599861166	-0.0387100500624099	-0.0486652868178324	-0.0528476683024809	-0.0504125094056743	-0.0610665366929767	-0.0665395607556943	-0.0521159386110883	-0.0452493544690983	-0.0557053922635458	-0.0720400797539504	-0.071701400368779	-0.0462112188520526	-0.0724351652266075	-0.0290002153671348	-0.0622631844275451
NY	-0.0603953549228513	-0.0792735732870226	-0.0579351198443302	-0.0398400967847594	-0.0815863932881878	-0.0792984071128026	-0.0537823950326513	-0.0548169298431705	-0.0584339762557514	0.0130139894765158	-0.0914993425385865	-0.055340984944335	-0.0555439723497649	-0.0680228695572101	-0.0304062550775061	-0.0624407873699489	-0.0706058801699114	-0.060052873846355	-0.0310250345111787	-0.0747004926397659	-0.0454348892115929	-0.0116751267722373	-0.098137636079062	-0.0550664768998671	-0.0759638709773476	-0.0593009468919625	-0.0654010892189344	-0.0608547124535413	-0.0706938560720292	-0.0643254055666851	0.0364957325822295	-0.0477841743115442	-0.045627020034247	-0.0635555913073484	-0.0593139794854936	-0.0628725225556485	-0.0375149535909023	-0.0526685064414161	-0.0663635309241764	-0.0314541521084894	-0.0310053601416208	-0.0508119827204716	-0.0863946446539482	-0.0808180218000344	-0.0568432305902343	-0.0717482946641751	-0.037747642924184	-0.0547679413262576	-0.0449799228905084	-0.0470340830857599	-0.0726841675911273	-0.0791810518165593	-0.0696495686872105	-0.06828035159593	-0.0754484074396219	-0.0527071572772312	-0.0823591053280575	-0.040709921909565	-0.0624860014631307	-0.0690330295220059	-0.0787693139435655	-0.0593868889154966	-0.0753284192690338	-0.0779085394523399	-0.0595552042248475	-0.0360246566649565	-0.0720843611665879	-0.0588307550260839	-0.0854953508808738	-0.041080677231457	-0.084644112360551	-0.0334287800406407	-0.0788083601377109	-0.0351844306057202	-0.0691019843833186	-0.089474054128677	-0.0701563751937949	-0.0725032924634885	-0.00959206366791208	-0.0687990076468507	-0.0600586309667106	-0.074174682481526	-0.0505935603838635	-0.0384053196541812	-0.0465062626799759	-0.0531131418983255	-0.0584271844149666	-0.0575237068160495	-0.0685740448236366	-0.0717345365559188	-0.0547170844903912	-0.0532949340660028	-0.0713797666371342	-0.0867882442090151	-0.0770028411233497	-0.0557816305800865	-0.0856279041377456	-0.0352929811535904	-0.0730359342575461
NC	-0.0599178861730746	-0.0763502785705485	-0.0563299358751159	-0.0356019619124243	-0.0787880721466701	-0.0755121728065092	-0.0532813058578263	-0.0542093551822131	-0.0572913704040687	0.0136758594891091	-0.0850994912122573	-0.0559100728690643	-0.0562065509803895	-0.0633058850861185	-0.0321383942264468	-0.0601763734589638	-0.0685024934985938	-0.0593096702708527	-0.036766832682153	-0.0707745804891747	-0.0437985983163655	-0.0115762646828042	-0.0944872546899072	-0.0536353457702023	-0.0714921338203768	-0.0569373749877879	-0.0616553565293038	-0.0600049617796028	-0.0690049148077369	-0.0610735872001488	0.0334523019890154	-0.0491256685448474	-0.0440546186463124	-0.0595335017259306	-0.0594663780856002	-0.0597067087103342	-0.0323119133534819	-0.0527789457415406	-0.0619833880410471	-0.0353158322675773	-0.0315968800624164	-0.049971182325043	-0.0806942430473532	-0.0769764743789323	-0.0575909881457725	-0.0666718522049953	-0.038476909095646	-0.0532864071544692	-0.0420024794875116	-0.0488212138300665	-0.0705331017843494	-0.0741228989314433	-0.0669054532581312	-0.0652548918330197	-0.0700753203831057	-0.0520777489644399	-0.0785426348561977	-0.0401134495678087	-0.0591038056699231	-0.0654446473715076	-0.0763237064405718	-0.0589571377671433	-0.0711261601642454	-0.0739262906692204	-0.0562896732075756	-0.0365619575877343	-0.0698908122031813	-0.0559855166658972	-0.0802083610336318	-0.045042271957014	-0.081204162662003	-0.0382861931039046	-0.0747908467386593	-0.0366135944185839	-0.0672580380637737	-0.0836094474822825	-0.0669478317661758	-0.0708129287226824	-0.0136558812032815	-0.0634406418678607	-0.0574133026322671	-0.0718895139620188	-0.0498138465179061	-0.0367919814026446	-0.0433701265178964	-0.0515625104929179	-0.0576010194574525	-0.058394677225876	-0.0665047883355241	-0.0684668123669702	-0.0515314572384252	-0.0524174144161481	-0.0676837029746893	-0.0819925395662133	-0.074502791258987	-0.0554640546386877	-0.0798148792195441	-0.0391337145738226	-0.0696860606676231
ND	-0.0848881114794585	-0.105184294593791	-0.0869918132730666	-0.0389769444755239	-0.103618886693044	-0.0816159870777054	-0.0844940748474344	-0.0800381574119236	-0.079113869110049	0.00933816503483631	-0.111068851551286	-0.0803003287905272	-0.089298426264216	-0.0795095964856948	-0.0583158648351559	-0.0858959263886727	-0.095420232524258	-0.0919694690356911	-0.0624210974930166	-0.101792865629169	-0.0730977351696529	-0.0340317459774973	-0.109422304895669	-0.0870389494296913	-0.0958028804076076	-0.0747370096654143	-0.0912207219632058	-0.090354996315522	-0.0922585321072714	-0.0898708191536614	0.027984600783168	-0.0800455325957985	-0.0480998951236397	-0.0696504582802378	-0.0940159841395043	-0.0906339830618712	-0.0395070623214957	-0.0841561758549193	-0.0822163247492278	-0.0698902293076619	-0.0392354403893448	-0.0838316884575789	-0.100072524767701	-0.0997204265132826	-0.0902482530365536	-0.0950625839188081	-0.0403316472071144	-0.0826104290592533	-0.0742229073261049	-0.0834779958053392	-0.0775398522715646	-0.0869007135332936	-0.0803828150707458	-0.0895497598630453	-0.0819319587906331	-0.0839197345352792	-0.104163298913771	-0.0674798033367981	-0.0860075994836704	-0.0927851410254549	-0.100594263719954	-0.0896381129600561	-0.0854619708273286	-0.103944053282809	-0.067675629057115	-0.0398783263713905	-0.0826810316240993	-0.0907693719620323	-0.10509460304757	-0.0726297570177085	-0.0888566296027718	-0.0697619614517652	-0.0823239616760792	-0.0545258145696548	-0.0944335668313066	-0.11401996960116	-0.0943601756560513	-0.0762681967747219	-0.031573082894376	-0.0736923787252619	-0.0833641630914343	-0.0830271049791818	-0.081280904901149	-0.06439454651379	-0.0628734571723107	-0.0657299606429543	-0.0786642551824173	-0.0873680252530935	-0.0881583173560913	-0.0775879191453159	-0.0586527524362367	-0.080146816349993	-0.0973348835701805	-0.109948926393184	-0.0804563132121611	-0.0843987186351872	-0.105922923656475	-0.067864256266446	-0.0964485401479427
OH	-0.0736573038629011	-0.0937688014933858	-0.0731754875244717	-0.0389317333063168	-0.0931068896663259	-0.079487989619603	-0.0702227056185274	-0.0678364701945309	-0.0685333374361344	0.0104897168635984	-0.101967125018862	-0.0699937562939305	-0.07343405060752	-0.0725458487137715	-0.0464312838527712	-0.0743727135961124	-0.0842126573981421	-0.0779839913456277	-0.0503466445555348	-0.0889046983574632	-0.0615385002599289	-0.0230505717912558	-0.102493086519901	-0.0728640942047932	-0.0849462340099797	-0.0656834810258606	-0.0784236833745733	-0.0769545448871306	-0.0801999812459525	-0.0753988565092264	0.0283001766155256	-0.0659501774754314	-0.0453456560781698	-0.0673855244806695	-0.080104610511341	-0.0769257082640266	-0.035971308966986	-0.0692047780552103	-0.0735582688683875	-0.0550111913692396	-0.0360499014263578	-0.0697083386710385	-0.0937930806145989	-0.0900976681456898	-0.0773988356196208	-0.0829201621406515	-0.0391308485445438	-0.0691550226479708	-0.0589238940448052	-0.0710819665565233	-0.0749165968920513	-0.0819876106408587	-0.0739779785448481	-0.0792253836732462	-0.0778454587731765	-0.0697642686881502	-0.0939546594176307	-0.0563646738822294	-0.0739112017763894	-0.0809383909423921	-0.0908501881523981	-0.0765748551795808	-0.0787549255666834	-0.0924265864583993	-0.0620574678360257	-0.0381594110332902	-0.0750859877279511	-0.0769225730892815	-0.0966442499531833	-0.0574047756056145	-0.0862248989769562	-0.0561519398693315	-0.0797882391080313	-0.0450149719356424	-0.0816898830805301	-0.101929169373405	-0.0818564004442982	-0.072285497998116	-0.0229980757355984	-0.0712742566621569	-0.0720209705191161	-0.078878220741192	-0.0676478696916276	-0.0540203752128252	-0.0549790726258299	-0.0566611261137875	-0.0690013080772616	-0.0753297038900275	-0.0790331091722954	-0.0738684443516798	-0.0555007052063688	-0.0677592124361447	-0.0839472751192699	-0.0989502412752517	-0.0787586904821774	-0.0725727181068072	-0.0980350328068261	-0.0547971196153155	-0.0857614018749016
OK	-0.0633250433309751	-0.081006605065519	-0.0616669431911465	-0.0367894459401344	-0.0828830414443306	-0.0762819595150584	-0.0582022633220217	-0.0587985316264866	-0.0582758400053462	0.00757136002449442	-0.0903285550806117	-0.0578556915980091	-0.060179256318868	-0.0656519329077327	-0.0356726820105682	-0.0643944650585574	-0.0729893208905342	-0.0652439663735872	-0.0381908499240153	-0.0753215507126781	-0.0480422115156788	-0.0169483299373523	-0.0963927094453677	-0.0603966769173683	-0.0746365921284531	-0.0587693380651613	-0.0655965733549978	-0.0658610662385001	-0.0704341768264035	-0.0648237589174936	0.0292365173832515	-0.0515138437662917	-0.0429127786661424	-0.0623252944138658	-0.065845728450553	-0.064464440677852	-0.0344221464883334	-0.0572354670158605	-0.0655525443312686	-0.0427150227744915	-0.0330424169505834	-0.0566501822305928	-0.0846379543653674	-0.0801285611213316	-0.064634200362574	-0.0717599869492381	-0.0349029708530069	-0.0594597213048752	-0.0471539408464823	-0.0561560837115344	-0.0714069177437091	-0.0760041097720066	-0.0677957448921993	-0.0683576745623638	-0.0718187330103423	-0.0574545271428564	-0.0824146015517856	-0.0469249256352476	-0.0639898825475034	-0.0684997178671637	-0.0788768215291152	-0.0635411819496396	-0.0727008018337038	-0.0790850219381078	-0.0570923500435246	-0.0356408988571943	-0.0699000509053741	-0.0637947580739178	-0.0846470581548242	-0.0477965132162742	-0.0820284999096709	-0.0434751967499117	-0.0758065686086703	-0.0386662835611162	-0.072640529133235	-0.0895283342234993	-0.0707663250276013	-0.0704812600857056	-0.0151177718798691	-0.0639783252239085	-0.0615077727275056	-0.072481401570392	-0.0562737401144282	-0.0418850104450731	-0.0464373100929216	-0.0526086937906772	-0.0615678236214539	-0.0636798764639494	-0.0699720989963813	-0.0710325369994538	-0.0523394735293938	-0.056732266369172	-0.073492260039878	-0.0867989121740077	-0.0758500492801068	-0.060711466148101	-0.0853689763597534	-0.0435136796413974	-0.0761617394958426
OR	-0.0751699166041503	-0.0979163812536202	-0.0747463778254351	-0.0401200858954297	-0.0981316455184344	-0.0825298593992769	-0.072057644047919	-0.0705517542105271	-0.0697266816396575	0.0128803055397343	-0.105053077004419	-0.0716107461566903	-0.0769915303028318	-0.077333788041184	-0.0445042949010398	-0.0768470458683124	-0.0876992383522354	-0.0794390755230593	-0.0522080517317121	-0.092751650385706	-0.0635571698430621	-0.0224109577072116	-0.108773212757268	-0.0756886228990717	-0.0895628723699294	-0.0692503163803523	-0.0808764433554247	-0.0778530565296553	-0.0835463890515442	-0.0778007819762474	0.0319837650303515	-0.0667850540630331	-0.0473619369624911	-0.0666749628816905	-0.0821038910461352	-0.0804675801879288	-0.0389191012390631	-0.073246314302193	-0.0752304025149295	-0.0531141319666109	-0.0360352854757164	-0.0699762247203237	-0.0978927019323876	-0.0941079727857072	-0.079539321787849	-0.0852705940063987	-0.0395414424621669	-0.0716362544028966	-0.0617122155042122	-0.0708343848236585	-0.0765612995028811	-0.0843755536234564	-0.0758479532602031	-0.0807518509341505	-0.079866090694247	-0.0718313243630794	-0.0983168815346233	-0.0572423941566414	-0.0760203225477865	-0.0845413319440622	-0.0941321067616292	-0.0785179325038168	-0.0828688178916328	-0.0953383491711754	-0.0641776359516333	-0.0394350463604419	-0.0794749336925999	-0.0799934137877829	-0.0987588415792452	-0.0592498991051688	-0.0877152590825611	-0.0564303217459622	-0.0815121271607959	-0.0456069123488801	-0.0872213861472602	-0.107038268188938	-0.0857493590462207	-0.0763899951692071	-0.0218455790408571	-0.0732344780021088	-0.0745107654727977	-0.0804970336192147	-0.0688147217146113	-0.050096504324528	-0.0554947991639581	-0.0608890133731314	-0.071813276699128	-0.0769163563938627	-0.0817835887229593	-0.0756345211712851	-0.0576627747214553	-0.0697273258810771	-0.0879644202608748	-0.105918335169427	-0.0804743475176031	-0.0726825539640261	-0.100810343603136	-0.0531496967025617	-0.0886422001660795
PA	-0.0659399239141742	-0.0839361717245454	-0.0644915636682863	-0.0380550816466592	-0.0863736173664272	-0.0788769620505209	-0.0588040971446762	-0.0600453696579625	-0.0603682305375273	0.0140078927822862	-0.0940297012682519	-0.0582619702313741	-0.0628278945515566	-0.0687423413421912	-0.0356010062068881	-0.0670821874392189	-0.0752100632053451	-0.0660865681680123	-0.0384571934273066	-0.0778784022471722	-0.0491672783017142	-0.0144435576727665	-0.100945216639615	-0.0611813496295064	-0.0771172271152081	-0.0614306203971197	-0.0687064158572981	-0.0656596915773203	-0.0732673949206988	-0.065849949519366	0.031871453225496	-0.053184040190333	-0.044830472744709	-0.0645465304753412	-0.0669607568722836	-0.0646808527197671	-0.0360984104881843	-0.0571759454982278	-0.0692470891240239	-0.0369855822403928	-0.0329391849915684	-0.0537886382517947	-0.0875710535574551	-0.0833677180802085	-0.0653549888564491	-0.0748226052770541	-0.0407317672196927	-0.0608385530803932	-0.0468007876673122	-0.053029236447156	-0.0726723137914222	-0.0772613859063827	-0.0710501606266487	-0.0711414843062805	-0.0742998767199074	-0.0588339223597621	-0.0856473367831874	-0.0457699549688152	-0.063966536165057	-0.0701241729249448	-0.0824432471641814	-0.0636516036236167	-0.0754840299630565	-0.0814532766537552	-0.0597252363443535	-0.0381039430957429	-0.0728174450319809	-0.0638906874361524	-0.0872587052095898	-0.0464499221401965	-0.0846637017759482	-0.0419559824945371	-0.0788948004818702	-0.0372733901351065	-0.0722699591443698	-0.0929897242922218	-0.073487271143422	-0.0722043177207186	-0.0139516858681085	-0.0671090752467744	-0.0626765969260495	-0.0751372901802583	-0.0556207735301436	-0.041290891451354	-0.0486045447551482	-0.0531067921314197	-0.0621074801151372	-0.0620382616900576	-0.0718535452931307	-0.0718019049514225	-0.0540746734285495	-0.056260789244075	-0.0753925131407244	-0.0898657048861662	-0.0764167907987384	-0.0615547889091406	-0.0902800767753211	-0.0441196753681352	-0.0785675794273053
SC	-0.0596192347560727	-0.076559384600685	-0.0576902912696352	-0.034409495377888	-0.0790698781387971	-0.0752444644610861	-0.0543899049462035	-0.0544034427623123	-0.0564155191028864	0.00847555424774107	-0.0860159203098112	-0.056094564853851	-0.0560148139026898	-0.0647598080870752	-0.0324511901969613	-0.0602014253738872	-0.0687738134472593	-0.0621058534609751	-0.037699138448998	-0.0719872763696411	-0.0441219158966475	-0.0158436532563473	-0.0937808252953343	-0.0558946111973445	-0.0716987205311779	-0.0577871891715621	-0.0625669553892249	-0.0602163607595338	-0.0680692432294205	-0.0598635582440872	0.0286285687100629	-0.0495506949778649	-0.0441376293296894	-0.0616380469548692	-0.0601727919412845	-0.0615414922751509	-0.0341959281619196	-0.0528353726668502	-0.0608008048624539	-0.0366789347784202	-0.0339737986889211	-0.0530945859234108	-0.0825723221657072	-0.0776493056245343	-0.0598437916274807	-0.0675450058173932	-0.0368218009321195	-0.0545050939091991	-0.0433919059862895	-0.0511150338633801	-0.070957066801653	-0.0728288684244818	-0.0668038477522828	-0.0663687330437518	-0.068678883774217	-0.0559915358894617	-0.0770487418931611	-0.0420762766232215	-0.0596004967192613	-0.0647749468927444	-0.0766402036955359	-0.0577500358212824	-0.0724863002582864	-0.073731845247077	-0.0568541869738713	-0.0373387203062909	-0.0682479146227308	-0.0571336584803464	-0.0797731728523052	-0.0450464756167892	-0.0806760760455853	-0.0391215658989679	-0.0746434483743761	-0.034029975560883	-0.0670833413553293	-0.0843931888740748	-0.0680895355724563	-0.068939779986821	-0.015206252205972	-0.0647275805383729	-0.0580641752615818	-0.0702924531123096	-0.0527921536175881	-0.0391013634432426	-0.0438964249846597	-0.0504584544096898	-0.0579898335446168	-0.0598420841554659	-0.067085414484908	-0.0691001995517633	-0.0523393753948396	-0.0525184598522538	-0.0679328211373627	-0.0833065435155435	-0.0742398982610659	-0.0565639393323123	-0.0811860652049918	-0.0395617542940873	-0.0716319587152309
SD	-0.0757895798661801	-0.099164684910666	-0.0776403165802222	-0.0406779014320658	-0.0976275304186109	-0.0813186482804371	-0.0738615251106041	-0.0711740864775584	-0.0716502936424069	0.0100248209540129	-0.107069978782635	-0.0732020707057124	-0.0766276760123762	-0.0773751611533997	-0.0479598947562257	-0.0770758912652806	-0.0874744512831355	-0.0815986140515302	-0.0514512307574147	-0.0917080857148381	-0.0628838915388637	-0.025084006154137	-0.105618566164959	-0.075298236205418	-0.089677114167796	-0.068344699666935	-0.0810943627454099	-0.0797440031298825	-0.0843506836214232	-0.0795824284533613	0.0290279555925591	-0.0681347646885862	-0.0456820402924152	-0.0677636796900802	-0.0826567963215888	-0.0804830385494642	-0.0363150347628381	-0.0746950629607955	-0.0758953542697474	-0.0556016911210405	-0.035827826274168	-0.0735129103560187	-0.0967814266461303	-0.0935149470759186	-0.0800407646363215	-0.086968210157147	-0.0388168370405515	-0.0728122142903533	-0.0605546320741267	-0.0725104232084147	-0.0766874802007455	-0.0827326815624793	-0.0752025848374867	-0.0816395871208893	-0.0782519474284218	-0.0739827509463465	-0.0970572128447153	-0.0581385569193431	-0.0772255078556089	-0.0845485954867923	-0.093666861478166	-0.0795988483597093	-0.0831786971214015	-0.0959116261434129	-0.063144425382573	-0.0382520735304368	-0.0793332649044244	-0.0792444778281966	-0.0990690787944739	-0.0620834854761126	-0.0887031578240674	-0.0570861136740944	-0.0811003324928178	-0.0459207904560923	-0.0866186606750681	-0.109045463977034	-0.0837047525600888	-0.075610151401362	-0.0247753112958303	-0.07049062426418	-0.0746640760230043	-0.079284634637297	-0.0707659424311883	-0.0534650983331505	-0.0571216519411432	-0.0599977100964443	-0.072929995353779	-0.0768107926111426	-0.0814485282738301	-0.0760709595506381	-0.0568306567599642	-0.0709145745899154	-0.088474931339152	-0.103439312634125	-0.0793265294552696	-0.0743709405411947	-0.100588239099202	-0.057416617750631	-0.0896599929346512
TN	-0.0526931373966755	-0.0701111894026186	-0.0498319072318384	-0.0369204447901841	-0.0757384779309185	-0.073950693504246	-0.0492555255157843	-0.0492550173126882	-0.0525538895779486	0.0140585079168401	-0.0799321697667703	-0.0514906286409057	-0.0506985411835986	-0.0610812874783452	-0.0287924160407781	-0.0563203512102966	-0.063344494469598	-0.0514260956132232	-0.0291281278938763	-0.0641370135634989	-0.0389551434540686	-0.013060849005982	-0.091062043932674	-0.0486780443598064	-0.0675155249885608	-0.0555486226874922	-0.0568789961747298	-0.0538289258400544	-0.0659934241255672	-0.0532863786144317	0.0327728991590334	-0.0406933728575908	-0.0425729605420581	-0.0594363228636086	-0.0545311142980187	-0.0548258828636287	-0.0333782203835234	-0.0461368447678391	-0.0599463448149796	-0.0264801195385841	-0.0296256286470585	-0.0449952362119257	-0.0769885660851488	-0.0719649385564021	-0.0516200927285395	-0.0612725540421277	-0.0356541457204679	-0.0493469590769072	-0.0362069707070984	-0.0392205044528204	-0.0688643789621979	-0.0724926752468619	-0.066694081924446	-0.0612607146470267	-0.0689534724059271	-0.0465217528445686	-0.0741734637952898	-0.0360084060925169	-0.054577193648313	-0.0585030377988762	-0.0702231356223275	-0.0537033851480706	-0.06977374599824	-0.067486502554766	-0.0559965671130242	-0.0367243406352655	-0.0674143142084658	-0.0501740458985496	-0.0749543681475636	-0.0354449539090795	-0.0795657094031576	-0.0308045174538093	-0.0730676547638688	-0.0349536354756608	-0.0611120012034556	-0.07860833715844	-0.0602794288565866	-0.0685507631438609	-0.00956726767641475	-0.0626088362612422	-0.0520349446679076	-0.0703970358864756	-0.04536939399521	-0.0349704554074626	-0.039416186081778	-0.0499507546046897	-0.054558177738583	-0.0532499240880586	-0.0637414006298548	-0.0680405537352326	-0.0517256607274613	-0.0458032477462137	-0.0619370322959207	-0.0772593170099036	-0.0741888264025879	-0.0519973599890066	-0.0764605718934189	-0.0306472790707969	-0.0653979939948448
TX	-0.0555622992139065	-0.0704856976315431	-0.052525957653712	-0.0354467580395124	-0.0736861544813728	-0.073790546506793	-0.0495340922601141	-0.0504593835000653	-0.0534920054381736	0.00840078313964179	-0.0805059493631296	-0.0517959647251687	-0.0496854713540401	-0.0612854511852814	-0.0280793655565941	-0.0556171348517025	-0.0642556724601541	-0.0558868462755623	-0.0324865771274941	-0.0658998818719361	-0.0424967580581785	-0.0112116801547345	-0.0904144432696774	-0.049513499988141	-0.0676593241090049	-0.0534472199089218	-0.0572772904439184	-0.0561763064191785	-0.0647613525289389	-0.0548617026239938	0.0307170603982414	-0.0439927592892539	-0.041783100185827	-0.0582248298482632	-0.0542622737562391	-0.0554236360836635	-0.0346140741706126	-0.0474966986194155	-0.0591066157356044	-0.0321936468159164	-0.0308118651785144	-0.0447676599352803	-0.0782943999585066	-0.0722467717814705	-0.054559705539908	-0.0619236278791876	-0.0333459248450901	-0.0504412147401786	-0.0377908347256406	-0.0453083754623643	-0.0676705929659421	-0.0705892200193229	-0.0638859200668869	-0.0608333156081878	-0.069110329832462	-0.0502823362185391	-0.0731564342796998	-0.0380589696724086	-0.0547809685933053	-0.0614361170441851	-0.0714471479410823	-0.0530431150030384	-0.068906478833906	-0.0679007444116298	-0.0559172487892335	-0.0342712793899071	-0.0662688237517123	-0.0521773946721901	-0.0738970111007928	-0.0401061760477433	-0.0779099425196346	-0.0366503524374105	-0.0716009683267548	-0.0326742245939062	-0.0629530765110491	-0.0788967058552384	-0.0617488794561995	-0.0672319823988992	-0.0083592426973375	-0.0622677606846191	-0.0531656277299258	-0.06721388939694	-0.0476620921917542	-0.0350408534181928	-0.041749899921967	-0.0504300321066841	-0.0551322594252213	-0.0545243035159166	-0.0626308923295259	-0.0666465196245411	-0.0502912199616991	-0.0479271713559484	-0.0636115477970398	-0.0763323523281194	-0.0721829626214158	-0.0522710171945064	-0.0763148726280231	-0.0337870642115454	-0.0676669177636673
UT	-0.073538071509818	-0.0924161748794682	-0.0717429861820053	-0.0386250027206385	-0.0918033110727825	-0.080413574146072	-0.0677998819414061	-0.0660416670137023	-0.0661320525428325	0.0119859827175313	-0.101079222008789	-0.0669587161410972	-0.0715746890628251	-0.0722681327748052	-0.0437828400124727	-0.0713135010305163	-0.0831443679673858	-0.0762334905258246	-0.0508769902072542	-0.0873644846568891	-0.0601708739773919	-0.0245998702300648	-0.102299118509157	-0.0719081929380672	-0.0834092393594154	-0.0651953664585087	-0.0774311942208822	-0.0761446026609721	-0.0802895325174293	-0.0741239632374198	0.0297036002441529	-0.064855118022995	-0.0459407527632718	-0.0648317538579499	-0.0776861851361314	-0.0768006384184385	-0.0363206740572365	-0.0675305690459194	-0.0718250917554507	-0.0533231902531238	-0.0330039172476367	-0.0659839019613948	-0.0927160068881571	-0.0889032184550224	-0.0750106006604433	-0.0809632075010654	-0.0374132524318628	-0.0687246119162202	-0.0570131162033796	-0.0665779959114856	-0.0743066893977115	-0.0807914012687084	-0.0735612224726667	-0.0775739849526678	-0.0771132872648529	-0.0685497976963211	-0.0930358249328249	-0.0529859234711803	-0.0726754189959071	-0.0799090021571721	-0.0901994114278031	-0.0735277606790203	-0.0791625729646858	-0.0906300959944652	-0.0630446486397598	-0.037577836362523	-0.077293865510676	-0.0759193585885148	-0.0942787610601253	-0.0567985861803908	-0.086750447919765	-0.0526592711774824	-0.0788978626788794	-0.0450873458797677	-0.0831064915094055	-0.10147865858545	-0.0805039213739955	-0.0732592584340979	-0.0232019366188693	-0.0699252167064917	-0.0707788884132307	-0.0784913459784675	-0.06541690145879	-0.0493939593420256	-0.0532239264609963	-0.055798252612432	-0.0674243205831039	-0.0732454975801606	-0.0772651190930175	-0.0734622506524812	-0.0548017703908864	-0.0653737423919463	-0.0840165370217692	-0.0978297678327099	-0.0798880928816245	-0.0697482720716349	-0.0953944832478967	-0.054189705404993	-0.0839304777148037
