X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40	X41
LA	-0.0113530825866849	-0.0255271030255924	-0.0253377112141409	0.0305943572039474	-0.00801124414608076	0.050580728005642	-0.0292875990922829	-0.0125061371925272	0.000615288903937805	-0.0199574251551626	-0.0247912714788315	-0.00837284086243152	-0.0298073946212366	0.0293958968536882	-0.0216401500115317	-0.00843616616429065	-0.00885377399652921	-0.0312955771750078	-0.0220235841594414	-0.0301839879314727	-0.0201976345808178	-0.025371982229662	0.00812006076056896	-0.0273863408196029	0.000217580195223312	0.023303969050668	-0.0296241067620273	-0.030059143415462	0.00517612210823348	-0.0247957566007108	-0.0383139227849471	-0.0343391107506971	0.0376294086820431	-0.028977602245381	0.00925275131448202	0.0273439148154711	0.0304633989818676	-0.0173994842849859	-0.012801179338834	0.0408788801221242	0.0480723181582618
MD	-0.0129542060826888	-0.0254612631150678	-0.0244794257464669	0.0266962088966635	-0.00888730723363487	0.0452413592223127	-0.0277575464475846	-0.0120070755975986	-0.00104430066873749	-0.0186442978113286	-0.0227785267805375	-0.00829094026369533	-0.029217085170767	0.0229931721730533	-0.022308962386706	-0.00768555830672412	-0.00939344376110869	-0.0319118018677423	-0.0205270062647554	-0.029560498609874	-0.0214664399594491	-0.0215989193133591	0.00309679111268335	-0.0294658851450412	-0.00128857382828476	0.0187654444398082	-0.0263068962414933	-0.0292463464156271	0.00275244424854749	-0.0244263958094719	-0.0351446734474286	-0.0343550910414564	0.0355295557854334	-0.0270691654008391	0.00600730331751566	0.0252795398936182	0.030001908984384	-0.0193492687858005	-0.00864711158808825	0.0383735138942079	0.0459003003058019
MA	-0.0254388304162056	-0.0415792943315033	-0.0366391908178897	0.0258847845201909	-0.0259691199306915	0.0368910365783021	-0.0430573020542787	-0.0263012823802023	-0.0132563854250895	-0.0181833893535037	-0.0420054380646551	-0.0221147961286702	-0.0432895730852496	0.0130461736100599	-0.0319346019314597	-0.0194796132785694	-0.0237061806579382	-0.0458178175410921	-0.0316827576533507	-0.0450024107222159	-0.029787999301614	-0.0316827154919346	-0.0164315055805914	-0.0417818639958272	-0.0169258365649137	0.0122504399775648	-0.0414468171147201	-0.0434716781584107	-0.011456020260869	-0.0396052416944352	-0.0346727542173216	-0.0478358706084792	0.0236410535330459	-0.0412707529976627	-0.00880539240727753	0.0233464849389921	0.0266954519538623	-0.0315059262612497	-0.0271937033656035	0.0309860276926816	0.0329337062153908
MI	0.00813871129788541	0.00534451800718559	-0.00150509710621635	0.0310442673358096	0.0168596391531932	0.0617726956013516	-0.00683464338554173	0.00425870792425965	0.0157053545329445	-0.0145569267488554	0.00989541224071024	0.0107727793577517	-0.00579547945870984	0.0382407147631853	-0.00708569375744031	0.0133445509819223	0.0133033981289028	-0.00452014878310302	-0.00583588704975963	-0.00310493806855728	-0.00269365002833723	-0.016589445151736	0.0363090455026385	-0.00679088038607054	0.0225048926099528	0.0332532558173734	-0.00256379211669017	-0.00541675035408677	0.0216988666910894	-0.000513098687071158	-0.0310673690644323	-0.0114833021105611	0.0456667000606978	-0.00501505603900957	0.0240326576902547	0.0264027383352502	0.0322859664913674	4.67255752177167e-05	0.0161067950539693	0.0482496678694279	0.0548564436628742
MN	-0.00562088127203872	-0.014028324557604	-0.0160092435058636	0.0288526770203793	-0.00171718072564175	0.0491096884493575	-0.0197159034334637	-0.00686802867340594	0.00417388489571639	-0.0156368530699188	-0.0115693899906879	-0.00334365891804984	-0.0214588064071211	0.025397104239349	-0.0173806561087408	-0.000762323903751581	-0.000943242824346003	-0.022875706525264	-0.0164728348417352	-0.019725271887585	-0.0142533953458037	-0.0223376927298351	0.0139557807349793	-0.0198983087565456	0.00411527449555606	0.0222919762905891	-0.0186468620756777	-0.0210981700403537	0.00632066158837995	-0.0162919246714997	-0.0326535208150679	-0.0265145735063106	0.0378311141538449	-0.0174401009034595	0.00945908069006359	0.0248183815877636	0.0253490331832314	-0.0142354582505657	-0.00229225327395846	0.0384200767052171	0.0466642458496965
MS	-0.0174765998096909	-0.0351168048741814	-0.0307675734926597	0.0294848655428664	-0.0164618648362286	0.0454695931507237	-0.0375066797949076	-0.0178121815845514	-0.00559907967367073	-0.0206112253374494	-0.0351683873055611	-0.0124229439784484	-0.0389862410352753	0.0208212791784728	-0.0273962744906277	-0.0123749968995395	-0.0143794085568238	-0.0406436973018089	-0.0269856821522232	-0.0376689883411416	-0.0272386317260645	-0.0297736955877822	-0.00246891729009086	-0.037103408988587	-0.00379309452869012	0.0168807296371877	-0.0345576858272497	-0.037171534163474	-0.00311545539307729	-0.0335666517405248	-0.0357819324669957	-0.0413521493141188	0.0360172733781836	-0.0370662940348135	0.000492711315002172	0.0240787422627011	0.0288743674344468	-0.0238869046411406	-0.0181411573079612	0.0370429653777836	0.0448927068830529
MO	-0.0104520256810245	-0.0219329757270111	-0.0210015770627392	0.0282594327803792	-0.00794262498199705	0.0491452066539367	-0.0271506138646996	-0.00832992059915498	0.00415539593950321	-0.0176430663890841	-0.022173469890231	-0.00756849724270777	-0.0273434664949299	0.0253180793315447	-0.02100056836336	-0.00474953938527338	-0.0069686451226904	-0.0279400858119739	-0.0239489325909388	-0.0255066904978844	-0.0191225121481095	-0.02161454158714	0.00747906332201976	-0.0256513671375149	0.00331165695474054	0.0222630451840345	-0.025159907026263	-0.0253897395092775	0.00470343440520866	-0.0223278800616972	-0.0374733261484622	-0.0315907248815311	0.0320157297446794	-0.0242374275015704	0.0066921188170176	0.0238339044183002	0.0278503260296915	-0.0164589289718489	-0.00954216549772362	0.0398176959773068	0.0463943285970094
MT	-4.32603903450036e-05	-0.0072951470717409	-0.0101531361435619	0.0313067557380742	0.00568910127548563	0.0522901848658803	-0.0131292893272946	-0.00199905861433512	0.0103657321279311	-0.0141501548443032	-0.00582182702235473	0.000699099745163861	-0.0159594530287158	0.0294161905423357	-0.0139329085476786	0.00320272276629966	0.00408589951140857	-0.0166852576112672	-0.0111785153003879	-0.0125652151632504	-0.0100974250628731	-0.0174587348926442	0.0209718381855365	-0.0161189482759746	0.00899565307887302	0.023852551750574	-0.0123551413854124	-0.0146600211860232	0.0129927106316145	-0.0110782647661174	-0.0309495784525852	-0.0201203251010788	0.0387247751533838	-0.0134065612140721	0.0170450382597853	0.0244348857395064	0.0288428562978233	-0.00995964388722252	0.00571921779770373	0.042575239481955	0.0487085959651571
NE	0.000268199214540842	-0.00765224824064274	-0.00935728626103561	0.0318253476636051	0.00477069530380096	0.0571360433798824	-0.0163681440821	6.45159640715394e-05	0.00952781522231729	-0.0167877474358542	-0.00291299466450708	0.00367540229036896	-0.0144342777014191	0.0307952109910391	-0.0124157142180555	0.00529281415719373	0.00447786679998632	-0.0154969865176777	-0.012450609095891	-0.0137563554330188	-0.00674415892220858	-0.0194112565312807	0.0247477727886221	-0.0136493522569597	0.0117846246125079	0.0310342954421446	-0.00994692088990539	-0.0133718447587185	0.0139305259392039	-0.00980797390038311	-0.0327034159966946	-0.0184249460570041	0.0421188936768756	-0.0126416311625707	0.0174290278779846	0.0269398710002798	0.030087059017577	-0.00915178379758688	0.00834579960681091	0.0404425422728776	0.0498722247606881
NM	-0.0113106135772125	-0.0271857533267215	-0.0254893678743875	0.0303952890625677	-0.00968934386077234	0.0515306562280241	-0.0322886194163335	-0.0142345760494032	-0.000823412390115299	-0.0162136813405123	-0.0266782596983259	-0.0086296838540322	-0.0296858049822532	0.0251790389084844	-0.023291819772986	-0.00838631696112502	-0.0100035757418096	-0.0325802989696991	-0.0219968078009409	-0.0311124948982568	-0.0228242526965088	-0.0250902214131627	0.00318737257184094	-0.0306190190077277	-0.00359625700594431	0.0214798407414747	-0.0283722773216188	-0.0307762411916723	0.000405325907831375	-0.0248142264882098	-0.0366158012283079	-0.0339109058338272	0.0363765753891979	-0.028611774336991	0.0085793540400322	0.0252012088877739	0.029644280141374	-0.0210915235064346	-0.0108643489504498	0.0417222941371838	0.0452740688735037
NY	-0.0169710744022524	-0.0320703516278168	-0.0308311611075393	0.0257914034853992	-0.0165560503785383	0.0408918645873875	-0.0343361471304113	-0.0178508903523506	-0.00606181303775763	-0.0168042688774488	-0.0317093241304139	-0.014103893645583	-0.034720855466322	0.0204094377495548	-0.0255839901378315	-0.0135272847275069	-0.0158815378996363	-0.0380221743867624	-0.0246048727293536	-0.036139719728261	-0.0256149796701773	-0.0276078028423624	-0.00577440600063563	-0.0350132839494835	-0.00858130468925917	0.0164439813910168	-0.0344894418538533	-0.0360787200236148	-0.00356058290315355	-0.0325960206263527	-0.0343675249989064	-0.0378534761138093	0.0313627717323886	-0.0333727716616931	-0.0019399334839503	0.0269121568727271	0.0271899555199728	-0.0245527726521323	-0.0166419995847348	0.034441880118711	0.0389042603710458
NC	-0.00177202632588283	-0.016203770985417	-0.017709724412833	0.0287946500925064	-0.00124975801228787	0.0542119731347801	-0.0215696643654519	-0.00426722263122573	0.00589437645870262	-0.0160713985857881	-0.0121973489024096	-0.00216334422070503	-0.0220059549689137	0.0302116625286572	-0.0173195433781669	0.0013976065741152	0.00377648759152054	-0.0240171065228576	-0.0157425031829514	-0.0196699094245122	-0.0113930560698644	-0.0202314666642976	0.0166528810454676	-0.0171932719516371	0.00729611055287078	0.0248239582888847	-0.0180849350179069	-0.0199962846939753	0.00947721346951714	-0.0176686831253272	-0.0338156909352815	-0.0275183169748423	0.0403795436873954	-0.0192254083793138	0.014324248387998	0.0277186299392961	0.0308919529734342	-0.014338305390098	-0.00264988900234442	0.0445588521344592	0.051343858482727
ND	0.00528263561069875	0.000190280111808377	-0.0050242224219065	0.0320555624099058	0.0122295717066569	0.0576712057022029	-0.012693322562226	0.00338563701874473	0.0103508884359678	-0.0124906271753277	0.00467448268289432	0.00707656858988023	-0.0102366489200269	0.0338543488102256	-0.00861658977544673	0.00932578796815042	0.0109971519634113	-0.00890141907633703	-0.00732927466503748	-0.0057892126812084	-0.0055182893097739	-0.015580906107147	0.0292145166551928	-0.00897202834412431	0.0160204893577933	0.0275003016620214	-0.00522898472180728	-0.00753697724239172	0.0184408717161086	-0.0041620578161567	-0.0305056044028239	-0.0139380920260531	0.0404042565932475	-0.00641539989116318	0.0187870975145093	0.0244835227075695	0.0293886682234672	-0.00468673853821104	0.0125654956310759	0.04423127198184	0.0504267837956692
OH	0.00510953556478431	-0.0020032299110927	-0.00615639029102623	0.0297891580870177	0.0116465823728747	0.0585068839374961	-0.0106969018787833	0.00521171602262854	0.0109813688377049	-0.0150485695473734	0.00130333838174388	0.00512116599498432	-0.0106034515408434	0.0349165356457224	-0.011019405581417	0.00800608752129087	0.00982350834509092	-0.0138961119410156	-0.0110917373948978	-0.00676961417247704	-0.00694138517008297	-0.0175138210452851	0.0294547443510138	-0.0104805188839942	0.0194171922868389	0.0296265512607982	-0.00554720393388202	-0.0107640337810026	0.0179816860712034	-0.00318027292130161	-0.0341776548318115	-0.0137364247052764	0.0414128440849212	-0.00917494606518992	0.0166504447544942	0.0273316716996	0.031180131425173	-0.00596588693147748	0.0105407184841167	0.0440010071572159	0.0541689174023674
OK	0.00290328514449803	-0.00341891662575596	-0.00843883490353979	0.0315693528413587	0.0101774453470024	0.0595744047183396	-0.0122332349175682	0.00181689239707841	0.0141487242873511	-0.0160522399470595	-0.00125237170638063	0.00463711840155815	-0.0124932353613991	0.0365378833862068	-0.0110409465027037	0.00784850217445984	0.00824842257784032	-0.0142164724228568	-0.00748749107046794	-0.0099139474057174	-0.00371523545842592	-0.0171172334037108	0.0281980392206538	-0.0113507905056184	0.0156430477854912	0.0300412351801926	-0.00545600854225079	-0.0130335096363503	0.0181500861954713	-0.00714456923176476	-0.0349414676038126	-0.0161157859486318	0.0425204361877959	-0.0098167108935639	0.020200942625213	0.0283285655868735	0.0300879671485312	-0.00640563455453543	0.00747231849343758	0.0489343237794287	0.0543393047075738
OR	-0.0058913734526368	-0.0178300394808524	-0.018632782663856	0.0293687246010387	-0.00381830077498479	0.0469936187043371	-0.0233817129961575	-0.00929345810237634	0.00346442857303007	-0.0128748555714168	-0.0145201350442329	-0.00435114783410274	-0.0242426737418971	0.0233388402555805	-0.0184072069798805	-0.00593170213154199	-0.00446985968536275	-0.0240633090152082	-0.0173030612813625	-0.0213601401366917	-0.0161484152902885	-0.0214333737041794	0.0100550459567496	-0.0239987261618753	0.00078573418393338	0.0205253788686369	-0.0186279971756323	-0.0213935506259748	0.0055552785503483	-0.01799326525111	-0.0327659709590477	-0.0266614411122681	0.0347564912357037	-0.0235673182587422	0.00774448224656855	0.0257597406924616	0.0295185155924777	-0.0165148103105156	-0.00578249149311709	0.0381603977449266	0.0435121726265926
PA	-0.0111850569510763	-0.0219446115998543	-0.024773272125178	0.0300127154633784	-0.00842361534265068	0.0472080356442787	-0.0289017634333395	-0.0111829981152959	0.000155698092953049	-0.0147652165233109	-0.0215500438070135	-0.00461625246712365	-0.0293753128523547	0.0251175781045054	-0.0213636662267624	-0.00621623095638438	-0.00858697633552229	-0.0301456156643892	-0.0207910827191096	-0.0286920613348347	-0.019330903783616	-0.0239414110998788	0.00639876779450069	-0.0277183737572861	-0.000718698687424247	0.0201950680982938	-0.0252276645713638	-0.0282668504765759	0.0034876332350599	-0.0232462739068045	-0.0344596940522802	-0.0318485078608215	0.0350125813870048	-0.025739533383797	0.00554669888553027	0.0247079877819962	0.0257319836598157	-0.0185607821583307	-0.00822469584629676	0.0361961655936033	0.0454000898018445
SC	0.0024524359814473	-0.0064429439245805	-0.010018496366599	0.0325214546247977	0.00804304876820261	0.0594210944528143	-0.0149574853963204	0.00242011279798066	0.013003448792493	-0.0149076620914976	-0.00449575549669869	0.00435606884793013	-0.0140957478544348	0.0354360407592775	-0.0136372710604813	0.00811822780656362	0.0067158568179931	-0.0180090052362649	-0.0131621926879089	-0.0110087969148824	-0.00846367585506033	-0.0199593177026256	0.0273381386470514	-0.0176084305567295	0.0139392954143226	0.0293482464789039	-0.0105325903528465	-0.0151087279532863	0.0155448986161771	-0.00910363621404502	-0.0362123659869603	-0.0207043028358291	0.043002686348682	-0.0142577172353185	0.0233145510586693	0.0277092507970509	0.0305401775661665	-0.00553935546742503	0.00819941277371482	0.0478257477764713	0.0544799319586529
SD	-0.00170554929163212	-0.0119855581712076	-0.0145355763468693	0.0282194498678789	0.00195464811482813	0.0538969883809923	-0.0194685284548275	-0.00408609603296038	0.00862422642687299	-0.0140351571685756	-0.00821864604938717	-0.000954220382073755	-0.0178956945974967	0.0287559048087553	-0.017571331539423	0.00207303656564392	-0.00031469189101013	-0.0194329947848432	-0.0134723027940179	-0.0146472897245966	-0.012182237052811	-0.0202056019562957	0.0183427372840774	-0.0175067046092668	0.00915203903288264	0.0249679683561992	-0.0142059529213162	-0.0152904808218251	0.0114871582528852	-0.0132876846944263	-0.0329321089359245	-0.0199928623143133	0.0366288826848505	-0.0158313199154319	0.0136634495734974	0.0253033392413184	0.028972528442232	-0.0101543104217536	0.00122201246238726	0.0442935192953527	0.0505015139440001
TN	-0.00842823389623326	-0.0234737814538689	-0.023919537049859	0.0293810467136773	-0.0103371618869025	0.0516658512822788	-0.0288333402430995	-0.0109457071281981	-0.000178387485183544	-0.0198232578034155	-0.0232781233178845	-0.00888983122953296	-0.029874553633188	0.0253740195722217	-0.022596715818354	-0.00575902007243714	-0.00558986362647794	-0.0307775522981838	-0.0213519826832936	-0.0289201679022076	-0.0188088453542443	-0.0279680075060354	0.00792145904944785	-0.0276397811135821	0.000145594415401485	0.0208920664056028	-0.0261140232693639	-0.0281438148246377	0.00288381229671041	-0.0241305094358933	-0.0363105790042426	-0.0335935453432015	0.0366643899329757	-0.0271259921506133	0.00666080602577846	0.0281899283969357	0.0294146982003743	-0.0200471494646531	-0.0122174231511368	0.0385338260038609	0.0468187681144461
TX	0.0062032629320782	0.0011438973663569	-0.00539016995116471	0.0309711625552796	0.015129996196095	0.0609360864999864	-0.0123234661882993	0.00423196841984996	0.0133666311636528	-0.0203861305061623	0.000184486536936969	0.00892343951461805	-0.0108219542123264	0.0407052033242355	-0.00960757742931693	0.0109771485115222	0.0132985942304296	-0.0131039096373521	-0.00943391000368795	-0.0100828614386714	-0.00730780309924109	-0.0156111891096658	0.0316195500548191	-0.0094402878650303	0.0190264957257697	0.0349400009814001	-0.00485010347418677	-0.0108886546866337	0.0197405522430817	-0.0052465204917002	-0.0353923187999113	-0.0159616499921553	0.0443995179369174	-0.00702135964931022	0.0222594110035582	0.0263593794875811	0.0331178774947548	-0.00467746459085788	0.0106193821799208	0.049899837878453	0.0581433393761068
UT	0.00441269884048616	-0.00458695394619207	-0.00893271795154171	0.0300484932092387	0.00875954786777139	0.0554396233969584	-0.0136719442418994	0.00246855450935792	0.0121286271537506	-0.0120262516723545	-0.000193260893948708	0.00440670159668295	-0.0135150277997963	0.0320828518116136	-0.0123669185569513	0.00905101688082218	0.0105280202087088	-0.0143576276296546	-0.00884661448340669	-0.010710702632406	-0.00828689869052884	-0.0164079622181339	0.0275934437480528	-0.0133228566555206	0.0169725826646213	0.0277504197594389	-0.00969339476225435	-0.0124312925586537	0.0133823242973073	-0.0081490038727807	-0.0342092477084877	-0.0181650092959194	0.0421757411215011	-0.0105693583402929	0.0199022117304562	0.0277783416964604	0.0299543413602775	-0.00564284987812646	0.00897352351063416	0.0452314737880641	0.0537177169747946
