X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11
AL	-0.0282523515098889	-0.0283996182224895	-0.0265354778452792	-0.0283799642314383	-0.0250461244430813	-0.02865663150484	-0.0297545165230034	-0.0267748869590551	-0.0277246047394093	-0.0286423852166291	-0.0280336495156645
AZ	0	0	0	0	0	0	0	0	0	0	0
AR	-0.0169537325578677	-0.0157355832725496	-0.014242303235336	-0.0162270512748385	-0.0164150997494761	-0.015165924650877	-0.0178693860572356	-0.0160238286781569	-0.0164454192568178	-0.0155077305087251	-0.0166008651541546
CA	-0.0249461375518131	-0.0259248214671259	-0.0252713002658879	-0.025218471962888	-0.024882845504614	-0.0251903798914337	-0.0260092700663419	-0.0257798229596599	-0.024967388931456	-0.0238212812460817	-0.0250267105931324
CO	-0.0229469056366005	-0.0215372942102997	-0.0224606176618298	-0.0213954140503585	-0.0237873804582359	-0.0222242234999318	-0.0230334550353431	-0.020544956181631	-0.0228239017382623	-0.0233263342043146	-0.0211921167451692
CT	-0.0263022393880331	-0.0264868630685631	-0.0261663775304686	-0.0273586418243761	-0.0263249793148101	-0.0280249359120417	-0.0262685950226506	-0.0270329624823731	-0.0258883423888112	-0.0261427862264299	-0.0264231706343168
DE	-0.0206436959059913	-0.020398750308129	-0.0234334462790599	-0.0219765917726602	-0.0215679171126962	-0.0226796684465639	-0.021798409756117	-0.022639392212196	-0.0214527641315298	-0.0209072349010461	-0.0204192100331958
GA	0.000737079589355698	4.5823349855094e-05	-0.000180921619325747	0.000715598936789836	9.72334051575248e-06	0.00026719019570364	-0.00211130657316254	-0.00164505680968546	-0.00013295925322901	0.000725352259283685	-0.000331601944600902
HI	0	0	0	0	0	0	0	0	0	0	0
IL	-0.0257135324435474	-0.026661129690746	-0.0267824190948844	-0.025923401760103	-0.0256755385663951	-0.0261762622149499	-0.0256756622733432	-0.0256192605712318	-0.0262502406783982	-0.0256957279670943	-0.0255674766132611
IN	-0.0122229484732542	-0.013235157649384	-0.0132286303226525	-0.0126249441470287	-0.0118812254621919	-0.0123808876846301	-0.0132967844982489	-0.0121636379460069	-0.0126599359249151	-0.0122976198745886	-0.0122586317234089
IA	-0.0144826669713387	-0.0168026882650884	-0.0153557828467586	-0.0146635882056709	-0.0144547438070286	-0.0149477010388791	-0.0137435571347322	-0.0154062747456746	-0.0150080455105166	-0.0150727448372919	-0.0141479601888301
KS	-0.0091627941817918	-0.0103122970311322	-0.00726899226589109	-0.00522158394138966	-0.00771253272526795	-0.00853942493376825	-0.00948087618271236	-0.00622813627601082	-0.0061083727265878	-0.00878869329890294	-0.00682756448126629
KY	-0.0056097333697678	-0.00717647493712683	-0.00413375380057593	-0.00906037970466506	-0.00490432057537151	-0.00702270953773556	-0.0061095134689384	-0.00669182092682872	-0.00611798969642972	-0.00460831285695545	-0.00658630803970701
LA	-0.0158658071997654	-0.018532641085781	-0.0175108140676038	-0.0156169305268444	-0.0202283379992743	-0.0197025304785281	-0.016720763905544	-0.0177138144004267	-0.0199810302182437	-0.0197336213526563	-0.0189073377972435
MD	-0.0183203041636003	-0.0182236120039552	-0.018750297292634	-0.0183182644461279	-0.0183121420440773	-0.0188296200873465	-0.018301443592491	-0.0172696856864464	-0.0183195436112365	-0.0182467848534959	-0.0182973914713974
MA	-0.0290564864995167	-0.0297305876340786	-0.0312235579461315	-0.0306856847740212	-0.029976967041817	-0.0314120674802242	-0.0303546848912801	-0.0302232531002669	-0.030450820733615	-0.0288058872968697	-0.0300711078366255
MI	-0.000639492484030726	0.00277192212932493	-0.000655802366940892	-0.000482733866797937	0.00080039245529374	-0.000514516409514804	-0.00315557351428479	3.77658287756396e-05	0.00268504823569067	0.00272277182765291	-0.00127755332862096
MN	-0.0133318618268057	-0.0132021994889183	-0.0139817342892398	-0.0134362111734386	-0.0114576125694876	-0.01385980825749	-0.0119445071663885	-0.0117506464771777	-0.0129332997009427	-0.012553876282115	-0.0138584839042236
MS	-0.022648318272707	-0.022393709152215	-0.0229665394888952	-0.0234856413313248	-0.0237323740516276	-0.0225641204567599	-0.0229727123879533	-0.0259593243093663	-0.024584332207736	-0.0239471168852699	-0.0229679897091962
MO	-0.0183976005302042	-0.0170553023851428	-0.0146831009550419	-0.014652827593298	-0.0175630213776461	-0.0169115282238378	-0.0142549795255669	-0.0181035904063133	-0.0160544105672184	-0.0166985697182158	-0.0191485341978684
MT	-0.0081063367299629	-0.00811270721161218	-0.00649991783123147	-0.00882662949191519	-0.00894758938332969	-0.00678507690958438	-0.00864444056133554	-0.00865757599821948	-0.0075947514507631	-0.00938358408545097	-0.00761720807820228
NE	-0.0063461974755391	-0.00842581662059845	-0.0071400752896717	-0.00813315804464293	-0.0068007565067333	-0.00717979416649565	-0.00811864711461071	-0.00734228672164781	-0.00937801531414994	-0.00669030218654616	-0.00705088889924699
NM	-0.0195618665619479	-0.0164752660489047	-0.0185105615044644	-0.0178192255048772	-0.0157153556569643	-0.0179702746656411	-0.0179087304495561	-0.0190791984652696	-0.020112226277436	-0.0173470784877019	-0.0192491369711519
NY	-0.0229387048407698	-0.0235737498998279	-0.0239138201317651	-0.0233030468015555	-0.0239314234695443	-0.0226471037671001	-0.0231843161851852	-0.0232628138751288	-0.0239136347664878	-0.0229215022599746	-0.0246255884602094
NC	-0.0124971938996219	-0.01138445470252	-0.0107193577535783	-0.012877100562434	-0.0134815443648371	-0.0118405321832666	-0.0123490800203685	-0.0119029087140195	-0.0126607978473263	-0.00974316721231045	-0.0119023455054118
ND	-0.00356852523699465	-0.00267628365834485	-0.00349093463321947	-0.0035138769199778	-0.00424855914332329	-0.00339513196697361	-0.00407770272142179	-0.00540881386333166	-0.00459611255137154	-0.00538003367588818	-0.00221927151002259
OH	-0.0033661557365753	-0.0027226175346953	-0.00220321269800542	-0.00495662154038467	-0.00359740251974732	-0.00509132843202524	-0.00399041018233881	-0.00563219359517828	-0.00510075157174808	-0.00338982187363476	-0.00319953261390839
OK	-0.00480799092797819	-0.0072942951749665	-0.00755757047554842	-0.00552671252742958	-0.00550643567488818	-0.00565149481774541	-0.00603104597956687	-0.00583480856072888	-0.00537638106518931	-0.00255309724020973	-0.00467364319587519
OR	-0.0141498932061308	-0.0128980834573082	-0.0150348960354078	-0.0150582126114678	-0.0137995157402062	-0.0145457563287	-0.0139186680085174	-0.0127117206726274	-0.0142994124073702	-0.0147293345010816	-0.0138386090205425
PA	-0.0153129272761872	-0.0164511076475008	-0.0185847158845371	-0.0175380697276854	-0.0170033292468675	-0.0186224749556481	-0.017874032642363	-0.0165695374288272	-0.0175852905317746	-0.0175245334188078	-0.0184176820680926
SC	-0.00636109681884391	-0.00525695707678894	-0.00635119360909947	-0.00542267175846955	-0.00637993683165434	-0.00543655426950961	-0.00530677544501907	-0.00814170242327888	-0.0058513579995131	-0.00565150875171746	-0.00530593972653476
SD	-0.0100551898113324	-0.00963115874700737	-0.0105044355582742	-0.0110954624216177	-0.00962930374336344	-0.00988282530729319	-0.0103138603151341	-0.00899822974093062	-0.00919178263819447	-0.0108013552306994	-0.00967459297695686
TN	-0.0162835760982398	-0.0181498142872274	-0.016659775000921	-0.0171768182878354	-0.018866392945679	-0.0177762856728483	-0.0179420368533803	-0.0168418338012971	-0.0160969237042413	-0.0173275022778264	-0.0167032655407545
TX	-0.00386218709435232	-0.00412154324884992	-0.00250795303254232	-0.00227323795192102	-0.00249864857019867	-0.00322210275246141	-0.00151411030532288	-0.00134036147928879	-0.000851967533119415	-0.00228701836976035	-0.00445279249403848
UT	-0.00227887911982329	-0.00699511566648475	-0.00354945455550845	-0.00629811359282872	-0.00423698414833133	-0.00563915959459904	-0.00379477896674261	-0.00590248448876922	-0.00289846995168227	-0.0050405837530321	-0.00659705447337108
VA	-0.0144067637375745	-0.0160190201508238	-0.0159600261864754	-0.0175841930476119	-0.0160440044565098	-0.0144893689156388	-0.0163120902416117	-0.0162493107038162	-0.0145625973777061	-0.0177411113537366	-0.0162988885182296
WA	-0.0177591616738444	-0.0187689957304663	-0.0160205451340052	-0.0166368345040604	-0.0167689667911909	-0.0165788237288058	-0.015531198914569	-0.0164882167413484	-0.0175333297068816	-0.016109971472568	-0.0164880199704635
WV	-0.00839685280723324	-0.0105766217999859	-0.00860625857863964	-0.010749736084778	-0.0115099378911503	-0.00883242798400486	-0.0104570096028889	-0.0110677881765408	-0.00895715135340587	-0.00933073064009693	-0.0117748268710435
WI	-0.0253049593022793	-0.0257331363040779	-0.0246867388985771	-0.0250556531535782	-0.0259088930353621	-0.0247887267065172	-0.0241545249487084	-0.0238513258442154	-0.0253816355278262	-0.0251337531077067	-0.0259299391620857
ALL	-0.0149642851038484	-0.0153576542241796	-0.0150938466371148	-0.0151956918266239	-0.0150933781390099	-0.0153204982416325	-0.0152914849440121	-0.0151194336586451	-0.0149509490920331	-0.0146289225187639	-0.015463362368346
